index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,10039.341567042267,293.15,0.0,0.0,21.0,0.0,277.22999999999996,0.9126213592233009
1,300,1,300,10895.140647847073,294.7702623655156,0.0,0.0,21.0,0.0,277.25013364438655,0.9904173496406518
2,600,1,600,10890.979550209448,295.8779014505527,0.0,0.0,21.0,0.0,277.2697410300926,0.9900390871264669
3,900,1,900,10900.688778030559,296.51599115844294,0.0,0.0,21.0,0.0,277.2888818359375,0.9909216996595637
4,1200,1,1200,1240.0070960121295,296.89185444305997,0.0,0.0,21.0,0.0,277.30761574074074,0.11272222922708366
5,1500,1,1500,91.5441480277411,295.07144188071715,0.0,0.0,21.0,0.0,277.3260024233217,0.00832177531206658
6,1800,1,1800,95.7052456653657,293.80641783172246,0.0,0.0,21.0,0.0,277.3441015625,0.008700037826251424
7,2100,1,2100,91.5441480277411,293.0918602690299,0.0,0.0,21.0,0.0,277.36197283709487,0.00832177531206658
8,2400,1,2400,10351.423889864112,292.68287799529526,0.0,0.0,21.0,0.0,277.3796759259259,0.9409910477871642
9,2700,1,2700,10978.362600599565,294.6142922545011,0.0,0.0,21.0,0.0,277.3972705078125,0.9979825999243487
10,3000,1,3000,10938.13865676918,295.8496765062148,0.0,0.0,21.0,0.0,277.41481626157406,0.9943260622872273
11,3300,1,3300,10857.69076910845,296.54832342973884,0.0,0.0,21.0,0.0,277.43237286603005,0.9870129870129881
12,3600,1,3600,10857.69076910845,296.9374694944877,0.0,0.0,21.0,0.0,277.45,0.9870129870129881
13,3900,1,3900,10850.755606379063,297.17098911685224,0.0,0.0,21.0,0.0,277.46751139322913,0.9863825494893456
14,4200,1,4200,10842.433411103815,297.31194787448817,0.0,0.0,21.0,0.0,277.4846366003788,0.9856260244609759
15,4500,1,4500,10802.20946727345,297.402721822332,0.0,0.0,21.0,0.0,277.50130903764205,0.9819694868238562
16,4800,1,4800,925.1507080985358,297.45639660194905,0.0,0.0,21.0,0.0,277.5174621212121,0.08410036565376383
17,5100,1,5100,79.06085511486732,295.40664999821377,0.0,0.0,21.0,0.0,277.5330292672822,0.007186987769512046
18,5400,1,5400,87.38305039011651,294.07211645613216,0.0,0.0,21.0,0.0,277.54794389204545,0.007943512797881734
19,5700,1,5700,83.2219527524919,293.3161337675881,0.0,0.0,21.0,0.0,277.56213941169506,0.007565250283696889
20,6000,1,6000,9885.380954450156,292.8850654120742,0.0,0.0,21.0,0.0,277.57554924242424,0.8986256461984615
21,6300,1,6300,10728.696742342088,294.7038043484655,0.0,0.0,21.0,0.0,277.5881068004261,0.975286849073258
22,6600,1,6600,10730.083774887951,295.9167485136715,0.0,0.0,21.0,0.0,277.5997455018939,0.9754129365779851
23,6900,1,6900,10705.117189062203,296.6087053019614,0.0,0.0,21.0,0.0,277.6103987630208,0.9731433614928761
24,7200,1,7200,10694.02092869521,297.0030136930401,0.0,0.0,21.0,0.0,277.62,0.9721346614550503
25,7500,1,7500,10685.698733419962,297.23305945700696,0.0,0.0,21.0,0.0,277.6254863457207,0.9713781364266808
26,7800,1,7800,10666.28027777772,297.3702174886784,0.0,0.0,21.0,0.0,277.6246094389844,0.9696129113604853
27,8100,1,8100,10652.409952318963,297.4527610949711,0.0,0.0,21.0,0.0,277.61852445485255,0.9683520363132018
28,8400,1,8400,10644.087757043715,297.50551129127024,0.0,0.0,21.0,0.0,277.60838656838655,0.9675955112848322
29,8700,1,8700,10688.472798511704,297.5425331461472,0.0,0.0,21.0,0.0,277.5953509546478,0.9716303114361367
30,9000,1,9000,10660.732147594214,297.5811716589292,0.0,0.0,21.0,0.0,277.5805727886978,0.9691085613415716
31,9300,1,9300,10688.472798511704,297.60565874558813,0.0,0.0,21.0,0.0,277.56520724559783,0.9716303114361367
32,9600,1,9600,1127.6574597962654,297.6333475904624,0.0,0.0,21.0,0.0,277.5504095004095,0.10250914134409286
33,9900,1,9900,88.77008293599144,295.6324018224149,0.0,0.0,21.0,0.0,277.5373347281941,0.008069600302610022
34,10200,1,10200,99.8663433029903,294.28193206553306,0.0,0.0,21.0,0.0,277.5271381040131,0.009078300340436269
35,10500,1,10500,98.47931075711536,293.51495714084626,0.0,0.0,21.0,0.0,277.5209748029279,0.00895221283570798
36,10800,1,10800,10137.820877799395,293.07280627521135,0.0,0.0,21.0,0.0,277.52,0.92157357205901
37,11100,1,11100,10914.559103489313,294.9353955358041,0.0,0.0,21.0,0.0,277.5229166579774,0.992182574706847
38,11400,1,11400,10884.04438748006,296.1563599206614,0.0,0.0,21.0,0.0,277.5274419558447,0.9894086496028244
39,11700,1,11700,10890.979550209448,296.8445128812335,0.0,0.0,21.0,0.0,277.533252393018,0.9900390871264669
40,12000,1,12000,10933.977559131556,297.24151649665225,0.0,0.0,21.0,0.0,277.5400244689133,0.9939477997730425
41,12300,1,12300,10950.621949682054,297.48356411942046,0.0,0.0,21.0,0.0,277.5474346829468,0.9954608498297819
42,12600,1,12600,11000.55512133355,297.63208603706346,0.0,0.0,21.0,0.0,277.55515953453454,1.0
43,12900,1,12900,10995.006991150061,297.7343909235985,0.0,0.0,21.0,0.0,277.5628755230925,0.999495649981088
44,13200,1,13200,1037.5003443143999,297.79843238503804,0.0,0.0,21.0,0.0,277.5702591480369,0.09431345353675463
45,13500,1,13500,88.77008293599144,295.73403522513513,0.0,0.0,21.0,0.0,277.57698690878374,0.008069600302610022
