index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,19343.778014994987,0.0,0.0,0.0,21.5,270.84,0.9126213592233009
1,300,1,300,298.2789109370041,20992.729525806273,0.0,0.0,0.0,21.5,270.82701932870367,0.9904173496406516
2,600,1,600,300.84858177259605,20984.71193337121,0.0,0.0,0.0,21.5,270.81392129629626,0.9900390871264668
3,900,1,900,301.909509673229,21003.419649053,0.0,0.0,0.0,21.5,270.80072187499997,0.9909216996595638
4,1200,1,1200,302.37753791837366,2389.242545648733,0.0,0.0,0.0,21.5,270.787437037037,0.11272222922708366
5,1500,1,1500,296.96108586807134,176.387033571383,0.0,0.0,0.0,21.5,270.7740827546296,0.00832177531206658
6,1800,1,1800,294.14102340254385,184.40462600644585,0.0,0.0,0.0,21.5,270.760675,0.008700037826251424
7,2100,1,2100,292.9981954788381,176.387033571383,0.0,0.0,0.0,21.5,270.74722974537036,0.00832177531206658
8,2400,1,2400,292.5090872183669,19945.097447624703,0.0,0.0,0.0,21.5,270.73376296296294,0.9409910477871642
9,2700,1,2700,298.26861625946697,21153.081374507532,0.0,0.0,0.0,21.5,270.72029062499996,0.9979825999243487
10,3000,1,3000,300.925006993669,21075.577980968566,0.0,0.0,0.0,21.5,270.7068287037037,0.9943260622872273
11,3300,1,3300,301.97752659875067,20920.571193890708,0.0,0.0,0.0,21.5,270.6933931712963,0.9870129870129881
12,3600,1,3600,302.3742089681347,20920.571193890708,0.0,0.0,0.0,21.5,270.67999999999995,0.9870129870129881
13,3900,1,3900,302.55585113513007,20907.208539832245,0.0,0.0,0.0,21.5,270.6665203883495,0.9863825494893456
14,4200,1,4200,302.64783558011646,20891.17335496212,0.0,0.0,0.0,21.5,270.6528317152103,0.9856260244609759
15,4500,1,4500,302.70222427429167,20813.66996142319,0.0,0.0,0.0,21.5,270.63895922330096,0.9819694868238563
16,4800,1,4800,302.7218168459668,1782.5780513956447,0.0,0.0,0.0,21.5,270.6249281553398,0.08410036565376383
17,5100,1,5100,296.98400423629636,152.33425626619442,0.0,0.0,0.0,21.5,270.6107637540453,0.007186987769512047
18,5400,1,5400,294.19440365758965,168.36944113632012,0.0,0.0,0.0,21.5,270.5964912621359,0.007943512797881734
19,5700,1,5700,293.0522997069596,160.35184870125724,0.0,0.0,0.0,21.5,270.58213592233005,0.007565250283696889
20,6000,1,6000,292.5512857393582,19047.12709489766,0.0,0.0,0.0,21.5,270.56772297734625,0.8986256461984615
21,6300,1,6300,298.02455637294685,20672.025828403763,0.0,0.0,0.0,21.5,270.5532776699029,0.9752868490732581
22,6600,1,6600,300.6893851949051,20674.698359215425,0.0,0.0,0.0,21.5,270.5388252427184,0.9754129365779851
23,6900,1,6900,301.76109088745403,20626.592804605047,0.0,0.0,0.0,21.5,270.5243909385113,0.9731433614928761
24,7200,1,7200,302.1889835874213,20605.212558111558,0.0,0.0,0.0,21.5,270.51,0.9721346614550503
25,7500,1,7500,302.3713059668742,20589.177373241433,0.0,0.0,0.0,21.5,270.49370276227603,0.9713781364266807
26,7800,1,7800,302.4573802585913,20551.76194187782,0.0,0.0,0.0,21.5,270.47363669953876,0.9696129113604854
27,8100,1,8100,302.49859488519286,20525.036633760927,0.0,0.0,0.0,21.5,270.44995776316796,0.9683520363132018
28,8400,1,8400,302.52457127749295,20509.001448890802,0.0,0.0,0.0,21.5,270.42282190454347,0.9675955112848321
29,8700,1,8700,302.5471328187542,20594.522434864793,0.0,0.0,0.0,21.5,270.3923850750452,0.9716303114361365
30,9000,1,9000,302.5986333010163,20541.071818631055,0.0,0.0,0.0,21.5,270.35880322605306,0.9691085613415716
31,9300,1,9300,302.61843920699,20594.522434864793,0.0,0.0,0.0,21.5,270.3222323089468,0.9716303114361365
32,9600,1,9600,302.6578559446723,2172.767549902036,0.0,0.0,0.0,21.5,270.28282827510634,0.10250914134409288
33,9900,1,9900,297.1051991583035,171.04197194800787,0.0,0.0,0.0,21.5,270.2407470759116,0.008069600302610022
34,10200,1,10200,294.27198081508135,192.42221844150873,0.0,0.0,0.0,21.5,270.19614466274237,0.009078300340436269
35,10500,1,10500,293.11289031431204,189.74968762982095,0.0,0.0,0.0,21.5,270.14917698697855,0.00895221283570798
36,10800,1,10800,292.60273309462485,19533.527702624833,0.0,0.0,0.0,21.5,270.09999999999997,0.92157357205901
