index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,15846.672406485979,0.0,0.0,0.0,21.5,271.82,0.9126213592233009
1,300,1,300,295.4921702685908,17197.51474895655,0.0,0.0,0.0,21.5,271.8280908161068,0.9904173496406516
2,600,1,600,297.0087789921549,17190.94663383919,0.0,0.0,0.0,21.5,271.8357342807924,0.9900390871264669
3,900,1,900,297.8313599365073,17206.27223577968,0.0,0.0,0.0,21.5,271.84298691860465,0.9909216996595639
4,1200,1,1200,298.2890697594061,1957.298304973539,0.0,0.0,0.0,21.5,271.84990525409125,0.11272222922708366
5,1500,1,1500,295.6339704219382,144.49853258193912,0.0,0.0,0.0,21.5,271.8565458118002,0.00832177531206658
6,1800,1,1800,293.8762448034181,151.06664769929998,0.0,0.0,0.0,21.5,271.86296511627904,0.008700037826251424
7,2100,1,2100,292.9400251292503,144.49853258193912,0.0,0.0,0.0,21.5,271.8692196920758,0.00832177531206658
8,2400,1,2400,292.4333331750417,16339.281040288044,0.0,0.0,0.0,21.5,271.8753660637381,0.9409910477871642
9,2700,1,2700,295.2454552735559,17328.87705130377,0.0,0.0,0.0,21.5,271.8814607558139,0.9979825999243488
10,3000,1,3000,296.93462049410607,17265.385271835927,0.0,0.0,0.0,21.5,271.887560292851,0.9943260622872273
11,3300,1,3300,297.8276104005822,17138.401712900304,0.0,0.0,0.0,21.5,271.893721199397,0.9870129870129882
12,3600,1,3600,298.288974840919,17138.401712900304,0.0,0.0,0.0,21.5,271.9,0.9870129870129882
13,3900,1,3900,298.54752600546743,17127.454854371346,0.0,0.0,0.0,21.5,271.90602887294085,0.9863825494893455
14,4200,1,4200,298.6938132864526,17114.318624136627,0.0,0.0,0.0,21.5,271.911429869186,0.9856260244609759
15,4500,1,4500,298.7807203457495,17050.826844668816,0.0,0.0,0.0,21.5,271.916244322311,0.9819694868238564
16,4800,1,4800,298.82617799161903,1460.310927759901,0.0,0.0,0.0,21.5,271.92051356589144,0.08410036565376383
17,5100,1,5100,295.88004753740415,124.7941872298565,0.0,0.0,0.0,21.5,271.9242789335029,0.007186987769512046
18,5400,1,5400,294.05107300038685,137.93041746457823,0.0,0.0,0.0,21.5,271.9275817587209,0.007943512797881734
19,5700,1,5700,293.07298405841544,131.36230234721737,0.0,0.0,0.0,21.5,271.9304633751211,0.00756525028369689
20,6000,1,6000,292.5350280084791,15603.652147143626,0.0,0.0,0.0,21.5,271.93296511627904,0.8986256461984616
21,6300,1,6300,295.18662416958955,16934.79014426212,0.0,0.0,0.0,21.5,271.9351283157703,0.9752868490732581
22,6600,1,6600,296.8490699373395,16936.979515967883,0.0,0.0,0.0,21.5,271.9369943071705,0.9754129365779851
