index,seconds_of_day,day_of_year,timestamp,weaBus.HDirNor,totalHeatingPower.y,thermalZone.TAir,weaBus.TDryBul,weaDat.weaBus.HGloHor,weaBus.HDifHor,roomTempUpperSetpoint,u
0,0,1,0,0.0,3042.955983414066,293.15,277.22999999999996,0.0,0.0,24.0,0.9126213592233009
1,300,1,300,0.0,3302.3513746501126,294.04143876601285,277.25013364438655,0.0,0.0,24.0,0.9904173496406516
2,600,1,600,0.0,3301.0901328774903,294.64462115138525,277.2697410300926,0.0,0.0,24.0,0.9900390871264669
3,900,1,900,0.0,3304.033030346939,294.9762614819118,277.2888818359375,0.0,0.0,24.0,0.9909216996595638
4,1200,1,1200,0.0,375.8500482415276,295.1647505550413,277.30761574074074,0.0,0.0,24.0,0.11272222922708366
5,1500,1,1500,0.0,27.747318997696667,293.9525858889465,277.3260024233217,0.0,0.0,24.0,0.00832177531206658
6,1800,1,1800,0.0,29.008560770319242,293.1487256542559,277.3441015625,0.0,0.0,24.0,0.008700037826251424
7,2100,1,2100,0.0,27.747318997696667,292.7145499785109,277.36197283709487,0.0,0.0,24.0,0.00832177531206658
8,2400,1,2400,0.0,3137.549116360759,292.4791703909742,277.3796759259259,0.0,0.0,24.0,0.9409910477871642
9,2700,1,2700,0.0,3327.5762101025643,293.75534095313844,277.3972705078125,0.0,0.0,24.0,0.9979825999243487
10,3000,1,3000,0.0,3315.3842063005422,294.5314127980791,277.41481626157406,0.0,0.0,24.0,0.9943260622872273
11,3300,1,3300,0.0,3291.0001986965094,294.9476187477992,277.43237286603005,0.0,0.0,24.0,0.9870129870129881
12,3600,1,3600,0.0,3291.0001986965094,295.170719152786,277.45,0.0,0.0,24.0,0.9870129870129881
13,3900,1,3900,0.0,3288.898129075468,295.3018630811304,277.46751139322913,0.0,0.0,24.0,0.9863825494893457
14,4200,1,4200,0.0,3286.375645530223,295.3785381083377,277.4846366003788,0.0,0.0,24.0,0.985626024460976
15,4500,1,4500,0.0,3274.1836417282066,295.4285682207904,277.50130903764205,0.0,0.0,24.0,0.9819694868238563
16,4800,1,4800,0.0,280.41608744641957,295.4599356313413,277.5174621212121,0.0,0.0,24.0,0.08410036565376383
17,5100,1,5100,0.0,23.96359367982894,294.1336934659649,277.5330292672822,0.0,0.0,24.0,0.007186987769512046
18,5400,1,5400,0.0,26.48607722507409,293.30963146606973,277.54794389204545,0.0,0.0,24.0,0.007943512797881734
19,5700,1,5700,0.0,25.224835452451515,292.8644680440161,277.56213941169506,0.0,0.0,24.0,0.00756525028369689
20,6000,1,6000,0.0,2996.2900378270306,292.6214616592872,277.57554924242424,0.0,0.0,24.0,0.8986256461984616
21,6300,1,6300,0.0,3251.90170374521,293.82853430886826,277.5881068004261,0.0,0.0,24.0,0.975286849073258
22,6600,1,6600,0.0,3252.3221176694133,294.5966297682534,277.5997455018939,0.0,0.0,24.0,0.9754129365779851
23,6900,1,6900,0.0,3244.754667033678,295.0148799395124,277.6103987630208,0.0,0.0,24.0,0.973143361492876
24,7200,1,7200,0.0,3241.39135564002,295.2436997585236,277.62,0.0,0.0,24.0,0.9721346614550505
25,7500,1,7500,0.0,3238.868872094775,295.372746768549,277.6254863457207,0.0,0.0,24.0,0.9713781364266808
26,7800,1,7800,0.0,3232.9830771558713,295.44893126445487,277.6246094389844,0.0,0.0,24.0,0.9696129113604853
27,8100,1,8100,0.0,3228.778937913794,295.4953817464145,277.61852445485255,0.0,0.0,24.0,0.9683520363132019
28,8400,1,8400,0.0,3226.256454368549,295.5264848445505,277.60838656838655,0.0,0.0,24.0,0.9675955112848322
29,8700,1,8700,0.0,3239.709699943188,295.5499878435312,277.5953509546478,0.0,0.0,24.0,0.9716303114361368
30,9000,1,9000,0.0,3231.3014214590394,295.5766173808282,277.5805727886978,0.0,0.0,24.0,0.9691085613415718
31,9300,1,9300,0.0,3239.709699943188,295.5945684203201,277.56520724559783,0.0,0.0,24.0,0.9716303114361368
32,9600,1,9600,0.0,341.79652038071805,295.61531260198313,277.5504095004095,0.0,0.0,24.0,0.10250914134409286
33,9900,1,9900,0.0,26.906491149281635,294.32499662161433,277.5373347281941,0.0,0.0,24.0,0.008069600302610022
34,10200,1,10200,0.0,30.26980254294182,293.4914485951895,277.5271381040131,0.0,0.0,24.0,0.009078300340436269
