index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,6057.956166737318,0.0,0.0,0.0,20.5,277.22999999999996,0.9126213592233009
1,300,1,300,294.9773387118175,6574.3638698151,0.0,0.0,0.0,20.5,277.25013364438655,0.9904173496406518
2,600,1,600,296.0804631673587,6571.852973365775,0.0,0.0,0.0,20.5,277.2697410300926,0.9900390871264669
3,900,1,900,296.62641304156847,6577.711731747526,0.0,0.0,0.0,20.5,277.2888818359375,0.9909216996595638
4,1200,1,1200,296.90878928003104,748.2471418987519,0.0,0.0,0.0,20.5,277.30761574074074,0.11272222922708366
5,1500,1,1500,294.7481635513671,55.23972188514276,0.0,0.0,0.0,20.5,277.3260024233217,0.00832177531206658
6,1800,1,1800,293.43017577085726,57.750618334467426,0.0,0.0,0.0,20.5,277.3441015625,0.008700037826251424
7,2100,1,2100,292.7925879986464,55.23972188514276,0.0,0.0,0.0,20.5,277.36197283709487,0.00832177531206658
8,2400,1,2400,292.4789635911216,6246.273400436668,0.0,0.0,0.0,20.5,277.3796759259259,0.9409910477871642
9,2700,1,2700,294.78080192056495,6624.581798801593,0.0,0.0,0.0,20.5,277.3972705078125,0.9979825999243487
10,3000,1,3000,296.05195442734095,6600.309799791447,0.0,0.0,0.0,20.5,277.41481626157406,0.9943260622872273
11,3300,1,3300,296.6689497238802,6551.765801771177,0.0,0.0,0.0,20.5,277.43237286603005,0.9870129870129881
12,3600,1,3600,296.96172978834545,6551.765801771177,0.0,0.0,0.0,20.5,277.45,0.9870129870129881
13,3900,1,3900,297.1174052374797,6547.580974355629,0.0,0.0,0.0,20.5,277.46751139322913,0.9863825494893456
14,4200,1,4200,297.20398104556386,6542.55918145698,0.0,0.0,0.0,20.5,277.4846366003788,0.9856260244609759
15,4500,1,4500,297.2582194342869,6518.287182446845,0.0,0.0,0.0,20.5,277.50130903764205,0.9819694868238563
16,4800,1,4800,297.2885286031833,558.2559772331856,0.0,0.0,0.0,20.5,277.5174621212121,0.08410036565376383
17,5100,1,5100,294.9502178080944,47.70703253716874,0.0,0.0,0.0,20.5,277.5330292672822,0.007186987769512046
18,5400,1,5400,293.6178401740251,52.72882543581808,0.0,0.0,0.0,20.5,277.54794389204545,0.007943512797881734
19,5700,1,5700,292.9708768570628,50.21792898649341,0.0,0.0,0.0,20.5,277.56213941169506,0.00756525028369689
20,6000,1,6000,292.6504762821612,5965.052998112305,0.0,0.0,0.0,20.5,277.57554924242424,0.8986256461984616
21,6300,1,6300,294.83677483167634,6473.928011842114,0.0,0.0,0.0,20.5,277.5881068004261,0.9752868490732581
22,6600,1,6600,296.10075108856654,6474.764977325213,0.0,0.0,0.0,20.5,277.5997455018939,0.975412936577985
23,6900,1,6900,296.7213391490319,6459.699598629266,0.0,0.0,0.0,20.5,277.6103987630208,0.9731433614928761
24,7200,1,7200,297.02572667099804,6453.003874764404,0.0,0.0,0.0,20.5,277.62,0.9721346614550505
25,7500,1,7500,297.1807473105027,6447.9820818657545,0.0,0.0,0.0,20.5,277.6254863457207,0.9713781364266807
26,7800,1,7800,297.26479297346106,6436.264565102243,0.0,0.0,0.0,20.5,277.6246094389844,0.9696129113604853
27,8100,1,8100,297.311947040154,6427.894910271157,0.0,0.0,0.0,20.5,277.61852445485255,0.9683520363132019
28,8400,1,8400,297.3422670910033,6422.873117372507,0.0,0.0,0.0,20.5,277.60838656838655,0.9675955112848322
29,8700,1,8700,297.36553456232804,6449.656012831967,0.0,0.0,0.0,20.5,277.5953509546478,0.9716303114361367
30,9000,1,9000,297.3978294907772,6432.916703169806,0.0,0.0,0.0,20.5,277.5805727886978,0.9691085613415716
31,9300,1,9300,297.41666103801487,6449.656012831967,0.0,0.0,0.0,20.5,277.56520724559783,0.9716303114361367
32,9600,1,9600,297.4421670301553,680.4529377669858,0.0,0.0,0.0,20.5,277.5504095004095,0.10250914134409286
33,9900,1,9900,295.1733953116159,53.565790918926346,0.0,0.0,0.0,20.5,277.5373347281941,0.008069600302610022
34,10200,1,10200,293.8256018549246,60.2615147837921,0.0,0.0,0.0,20.5,277.5271381040131,0.009078300340436269
35,10500,1,10500,293.1680342471432,59.42454930068383,0.0,0.0,0.0,20.5,277.5209748029279,0.00895221283570798
36,10800,1,10800,292.8401796128744,6117.380716038009,0.0,0.0,0.0,20.5,277.52,0.9215735720590099
37,11100,1,11100,295.07711123998774,6586.081386578611,0.0,0.0,0.0,20.5,277.5229166579774,0.9921825747068471
38,11400,1,11400,296.3474982383177,6567.668145950227,0.0,0.0,0.0,20.5,277.5274419558447,0.9894086496028244
39,11700,1,11700,296.9612060189626,6571.852973365775,0.0,0.0,0.0,20.5,277.533252393018,0.9900390871264669
40,12000,1,12000,297.26857278541854,6597.798903342123,0.0,0.0,0.0,20.5,277.5400244689133,0.9939477997730425
41,12300,1,12300,297.4369962238776,6607.842489139422,0.0,0.0,0.0,20.5,277.5474346829468,0.9954608498297819
42,12600,1,12600,297.5335135250335,6637.973246531317,0.0,0.0,0.0,20.5,277.55515953453454,1.0
43,12900,1,12900,297.60057650650697,6634.625384598891,0.0,0.0,0.0,20.5,277.5628755230925,0.9994956499810879
44,13200,1,13200,297.64224326945697,626.0501813649516,0.0,0.0,0.0,20.5,277.5702591480369,0.09431345353675462
45,13500,1,13500,295.2880063138435,53.565790918926346,0.0,0.0,0.0,20.5,277.57698690878374,0.008069600302610022
46,13800,1,13800,293.9187640209485,55.23972188514276,0.0,0.0,0.0,20.5,277.5827353047492,0.00832177531206658
47,14100,1,14100,293.2491225925643,56.07668736825102,0.0,0.0,0.0,20.5,277.5871808353492,0.008447862816794867
48,14400,1,14400,292.91605584063853,56.07668736825102,0.0,0.0,0.0,20.5,277.59,0.008447862816794867
