index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,19858.743864108696,293.15,0.0,0.0,20.5,0.0,270.84,0.9126213592233009
1,300,1,300,21551.593403229344,297.0141469387398,0.0,0.0,20.5,0.0,270.82701932870367,0.9904173496406518
2,600,1,600,21543.362368193102,299.25427260541437,0.0,0.0,20.5,0.0,270.81392129629626,0.9900390871264669
3,900,1,900,21562.56811661098,300.3419875025768,0.0,0.0,20.5,0.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,2452.848440800385,300.8889161570802,0.0,0.0,20.5,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,181.08277079734387,296.8164103659192,0.0,0.0,20.5,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,189.31380583358677,294.3620885484735,0.0,0.0,20.5,0.0,270.760675,0.008700037826251424
7,2100,1,2100,181.08277079734387,293.19045011921565,0.0,0.0,20.5,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,20476.071491826915,292.6156526891807,0.0,0.0,20.5,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,21716.214103954204,296.9512028859942,0.0,0.0,20.5,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,21636.647431937163,299.29572965367686,0.0,0.0,20.5,0.0,270.7068287037037,0.9943260622872273
11,3300,1,3300,21477.514087903157,300.40146117494396,0.0,0.0,20.5,0.0,270.6933931712963,0.987012987012988
12,3600,1,3600,21477.514087903157,300.90430936830904,0.0,0.0,20.5,0.0,270.67999999999995,0.987012987012988
13,3900,1,3900,21463.79569617606,301.15942208400554,0.0,0.0,20.5,0.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,21447.333626103577,301.29277536345904,0.0,0.0,20.5,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,21367.766954086575,301.36806339286,0.0,0.0,20.5,0.0,270.63895922330096,0.9819694868238563
16,4800,1,4800,1830.0334563913402,301.4007963992228,0.0,0.0,20.5,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,156.38966568861517,296.97530489492743,0.0,0.0,20.5,0.0,270.6107637540453,0.007186987769512047
18,5400,1,5400,172.85173576110094,294.47987619446064,0.0,0.0,20.5,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,164.62070072485804,293.27803759862127,0.0,0.0,20.5,0.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,19554.195567767707,292.6792554165149,0.0,0.0,20.5,0.0,270.56772297734625,0.8986256461984615
21,6300,1,6300,21222.35200177963,296.78924033914205,0.0,0.0,20.5,0.0,270.5532776699029,0.9752868490732579
22,6600,1,6600,21225.095680125018,299.11611577158686,0.0,0.0,20.5,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,21175.70946990756,300.22499489343096,0.0,0.0,20.5,0.0,270.5243909385113,0.9731433614928761
24,7200,1,7200,21153.76004314426,300.74918876376194,0.0,0.0,20.5,0.0,270.51,0.9721346614550503
25,7500,1,7500,21137.297973071774,301.00372846006684,0.0,0.0,20.5,0.0,270.49370276227603,0.9713781364266807
26,7800,1,7800,21098.886476235988,301.1313541639396,0.0,0.0,20.5,0.0,270.47363669953876,0.9696129113604854
27,8100,1,8100,21071.44969278183,301.19509012661985,0.0,0.0,20.5,0.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,21054.987622709345,301.22993701483546,0.0,0.0,20.5,0.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,21142.785329762588,301.2538193429883,0.0,0.0,20.5,0.0,270.3923850750452,0.9716303114361365
30,9000,1,9000,21087.911762854317,301.295989560244,0.0,0.0,20.5,0.0,270.35880322605306,0.9691085613415716
31,9300,1,9300,21142.785329762588,301.3140105683548,0.0,0.0,20.5,0.0,270.3222323089468,0.9716303114361365
32,9600,1,9600,2230.6104948218267,301.34504458187234,0.0,0.0,20.5,0.0,270.28282827510634,0.10250914134409286
33,9900,1,9900,175.5954141065154,297.0569183740504,0.0,0.0,20.5,0.0,270.2407470759116,0.008069600302610022
34,10200,1,10200,197.54484086982967,294.5358936080246,0.0,0.0,20.5,0.0,270.19614466274237,0.009078300340436269
35,10500,1,10500,194.80116252441522,293.3199121216945,0.0,0.0,20.5,0.0,270.14917698697855,0.00895221283570798
36,10800,1,10800,20053.545026633135,292.71355153977447,0.0,0.0,20.5,0.0,270.09999999999997,0.92157357205901
37,11100,1,11100,21590.004900065134,296.92302805276506,0.0,0.0,20.5,0.0,270.03340929133856,0.9921825747068471
38,11400,1,11400,21529.643976466006,299.2639488081161,0.0,0.0,20.5,0.0,269.93795695538057,0.9894086496028244
39,11700,1,11700,21543.362368193102,300.3617879772515,0.0,0.0,20.5,0.0,269.8194337007874,0.9900390871264669
40,12000,1,12000,21628.41639690092,300.89029912616525,0.0,0.0,20.5,0.0,269.68363023622044,0.9939477997730425
41,12300,1,12300,21661.340537045893,301.1675588355078,0.0,0.0,20.5,0.0,269.53633727034116,0.9954608498297819
42,12600,1,12600,21760.112957480807,301.3133220594333,0.0,0.0,20.5,0.0,269.383345511811,1.0
43,12900,1,12900,21749.138244099173,301.4126490851113,0.0,0.0,20.5,0.0,269.2304456692913,0.9994956499810879
44,13200,1,13200,2052.2714023698986,301.4649907534039,0.0,0.0,20.5,0.0,269.0834284514435,0.09431345353675463
45,13500,1,13500,175.5954141065154,297.0007159146017,0.0,0.0,20.5,0.0,268.9480845669291,0.008069600302610022
46,13800,1,13800,181.08277079734387,294.4381942391718,0.0,0.0,20.5,0.0,268.83020472440944,0.00832177531206658
47,14100,1,14100,183.8264491427583,293.1987108052751,0.0,0.0,20.5,0.0,268.7355796325459,0.008447862816794867
48,14400,1,14400,183.8264491427583,292.5809286770057,0.0,0.0,20.5,0.0,268.66999999999996,0.008447862816794867
49,14700,1,14700,181.08277079734387,292.2551594306806,0.0,0.0,20.5,0.0,268.6222788100137,0.00832177531206658
50,15000,1,15000,170.10805741568652,292.0681203876712,0.0,0.0,20.5,0.0,268.5773360768175,0.007817425293153447
51,15300,1,15300,167.3643790702725,291.94377907371535,0.0,0.0,20.5,0.0,268.5351230555555,0.007691337788425178
52,15600,1,15600,19845.02547238164,291.8514501501301,0.0,0.0,20.5,0.0,268.49559100137174,0.9119909216996601
53,15900,1,15900,21483.001444593978,296.26106818871517,0.0,0.0,20.5,0.0,268.45869116941014,0.9872651620224443
54,16200,1,16200,21524.156619775193,298.7270078885694,0.0,0.0,20.5,0.0,268.42437481481477,0.9891564745933685
55,16500,1,16500,21510.43822804813,299.90768888267525,0.0,0.0,20.5,0.0,268.39259319272975,0.9885260370697274
56,16800,1,16800,21474.770409557732,300.47422963100524,0.0,0.0,20.5,0.0,268.363297558299,0.9868868995082593
57,17100,1,17100,21507.694549702705,300.74609536685045,0.0,0.0,20.5,0.0,268.33643916666665,0.9883999495649987
58,17400,1,17400,21546.10604653849,300.89420314439735,0.0,0.0,20.5,0.0,268.3119692729767,0.990165174631194
59,17700,1,17700,21617.441683519286,300.98585787488764,0.0,0.0,20.5,0.0,268.2898391323731,0.9934434497541303
60,18000,1,18000,2238.8415298580694,301.0583785820321,0.0,0.0,20.5,0.0,268.27,0.1028874038582777
61,18300,1,18300,181.08277079734387,296.68701299550315,0.0,0.0,20.5,0.0,268.25040019393595,0.00832177531206658
62,18600,1,18600,189.31380583358677,294.1250730878217,0.0,0.0,20.5,0.0,268.22948181259164,0.008700037826251424
63,18900,1,18900,172.85173576110094,292.89117975301684,0.0,0.0,20.5,0.0,268.2079367816092,0.007943512797881734
64,19200,1,19200,19908.130074326153,292.2750369027787,0.0,0.0,20.5,0.0,268.1864570266307,0.91489093430841
65,19500,1,19500,21403.434772576973,296.4538722165884,0.0,0.0,20.5,0.0,268.1657344732983,0.9836086243853246
66,19800,1,19800,21408.92212926779,298.77350473769917,0.0,0.0,20.5,0.0,268.14646104725415,0.9838607993947805
67,20100,1,20100,21389.716380849877,299.87953793460656,0.0,0.0,20.5,0.0,268.12932867414025,0.982978186861682
68,20400,1,20400,1797.1093162463685,300.4075177456827,0.0,0.0,20.5,0.0,268.11502927959884,0.08258731559702445
69,20700,1,20700,164.62070072485804,296.20126955484386,0.0,0.0,20.5,0.0,268.10425478927203,0.00756525028369689
70,21000,1,21000,164.62070072485804,293.8179935732749,0.0,0.0,20.5,0.0,268.0976971288018,0.00756525028369689
71,21300,1,21300,172.85173576110094,292.67001240535814,0.0,0.0,20.5,0.0,268.09604822383045,0.007943512797881734
72,21600,1,21600,19534.989819349834,292.09620585542785,0.0,0.0,20.5,0.0,268.09999999999997,0.8977430336653648
73,21900,1,21900,21403.434772576973,296.2106796202304,0.0,0.0,20.5,0.0,268.10772019382466,0.9836086243853246
74,22200,1,22200,21458.308339485247,298.5865862875265,0.0,0.0,20.5,0.0,268.11681428893394,0.9861303744798896
75,22500,1,22500,21524.156619775193,299.73182187985736,0.0,0.0,20.5,0.0,268.127130831643,0.9891564745933685
76,22800,1,22800,2441.8737274187265,300.3009843890102,0.0,0.0,20.5,0.0,268.13851836826683,0.11221787920817047
77,23100,1,23100,170.10805741568652,296.2308008353661,0.0,0.0,20.5,0.0,268.1508254451206,0.007817425293153447
78,23400,1,23400,175.5954141065154,293.76847652783806,0.0,0.0,20.5,0.0,268.16390060851927,0.008069600302610022
79,23700,1,23700,178.33909245192942,292.583355445994,0.6767618312757203,0.682568026834529,20.5,0.03935185185185185,268.17759240477795,0.008195687807338292
80,24000,1,24000,20116.649628577656,291.9973891265137,2.5745884773662553,2.596363760679194,20.5,0.14814814814814814,268.19174938021183,0.9244735846677601
81,24300,1,24300,21537.87501150225,296.24321182766687,5.494791666666667,5.540524681545613,20.5,0.31249999999999994,268.2062200811359,0.9897869121170092
82,24600,1,24600,21515.925584738947,298.58693890141956,9.238683127572019,9.314188269445403,20.5,0.5185185185185184,268.2208530538652,0.9887782120791835
83,24900,1,24900,21568.05547330183,299.71323897116076,13.60757458847737,13.716492004390181,20.5,0.7523148148148147,268.2354968447149,0.9911738746690213
84,25200,1,25200,21606.46697013762,300.2949601437737,18.402777777777782,18.546573366391563,20.5,0.9999999999999998,268.25,0.9929390997352168
85,25500,1,25500,21625.672718555532,300.6257233364623,23.425604423868315,23.60356983546117,20.5,1.247685185185185,268.26463641822187,0.9938217122683154
86,25800,1,25800,21697.00835553629,300.84285127809943,28.477366255144037,28.686618891610614,20.5,1.481481481481481,268.2797830537837,0.99709998739125
87,26100,1,26100,21702.495712227108,301.0272917510477,33.35937500000001,33.59485801485152,20.5,1.6874999999999998,268.29544303685327,0.9973521624007061
88,26400,1,26400,21680.546285463806,301.18699483276174,37.872942386831284,38.12742468519549,20.5,1.8518518518518512,268.3116194975982,0.9963434623628805
89,26700,1,26700,21721.70146064502,301.32917258931354,41.819380144032934,42.08345638265416,20.5,1.9606481481481475,268.3283155661863,0.9982347749338047
90,27000,1,27000,21743.650887408323,301.45688022134505,45.0,45.26209058723914,20.5,2.0,268.3455343727852,0.9992434749716304
91,27300,1,27300,21642.134788628016,301.5632144929636,47.72737911522634,47.97924529423292,20.5,1.9606481481481481,268.3632790475628,0.994578237296685
92,27600,1,27600,20986.395664073974,301.6292270965773,50.42335390946502,50.66176997992469,20.5,1.8518518518518519,268.38155272068667,0.9644433236666246
93,27900,1,27900,20871.161173566576,301.5492150796098,53.053125,53.27519934583613,20.5,1.6875,268.40035852232455,0.9591476484680369
94,28200,1,28200,21461.052017830672,301.5220323657799,55.58189300411523,55.78506809348891,20.5,1.4814814814814816,268.4196995826443,0.9862564619846184
95,28500,1,28500,21472.026731212307,301.680639044589,57.974858539094654,58.1569109244047,20.5,1.2476851851851853,268.4395790318135,0.9867608120035305
96,28800,1,28800,21513.181906393518,301.7916616984964,60.19722222222222,60.35626254010517,20.5,1.0000000000000002,268.46,0.9886521245744546
97,29100,1,29100,21526.900298120614,301.88743331716097,62.21418467078189,62.348657642112,20.5,0.7523148148148151,268.4841809082736,0.9892825620980971
98,29400,1,29400,21557.08075992016,301.9689610996397,63.99094650205762,64.09963093194685,20.5,0.518518518518519,268.5153113106019,0.9906695246501077
99,29700,1,29700,21565.311794956404,302.04424272005747,65.49270833333334,65.5747171111314,20.5,0.3125000000000002,268.5533510364989,0.9910477871642925
100,30000,1,30000,21559.824438265587,302.1105621027877,66.684670781893,66.73945088118734,20.5,0.1481481481481488,268.5982599154789,0.9907956121548365
101,30300,1,30300,21570.79915164722,302.1461698451349,67.53203446502059,67.5593669436363,20.5,0.039351851851852526,268.6499977770559,0.9912999621737486
102,30600,1,30600,21581.773865028892,302.1224342735918,68.0,68.0,20.5,0.0,268.7085244507441,0.9918043121926624
103,30900,1,30900,21647.622145318834,302.07751650048243,67.96327570921986,67.94060116789407,20.5,0.0,268.77379976605766,0.994830412306141
104,31200,1,31200,2367.7944120925404,302.04229543426993,67.38918439716312,67.35200409656767,20.5,0.0,268.8457835525107,0.10881351658050688
