index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,20802.67444527204,21.0,0.0,271.82,0.0,293.15,0.9126213592233009
1,300,1,300,0.0,22575.988915116344,21.0,0.0,271.8280908161068,0.0,296.1017461497278,0.9904173496406518
2,600,1,600,0.0,22567.3666405466,21.0,0.0,271.8357342807924,0.0,297.9208618937282,0.9900390871264669
3,900,1,900,0.0,22587.485281209312,21.0,0.0,271.84298691860465,0.0,298.85787820390107,0.9909216996595638
4,1200,1,1200,0.0,2569.4378217840867,21.0,0.0,271.84990525409125,0.0,299.3531296362039,0.11272222922708366
5,1500,1,1500,0.0,189.69004053439565,21.0,0.0,271.8565458118002,0.0,296.1058910138127,0.00832177531206658
6,1800,1,1800,0.0,198.3123151041409,21.0,0.0,271.86296511627904,0.0,294.0421952156328,0.008700037826251424
7,2100,1,2100,0.0,189.69004053439565,21.0,0.0,271.8692196920758,0.0,292.9922279290863,0.00832177531206658
8,2400,1,2400,0.0,21449.345038002935,21.0,0.0,271.8753660637381,0.0,292.4397160251516,0.9409910477871641
9,2700,1,2700,0.0,22748.43440651125,21.0,0.0,271.8814607558139,0.0,295.87358087507585,0.9979825999243487
10,3000,1,3000,0.0,22665.085752337018,21.0,0.0,271.887560292851,0.0,297.8383569524773,0.9943260622872273
11,3300,1,3300,0.0,22498.388443988635,21.0,0.0,271.893721199397,0.0,298.8218914554629,0.9870129870129881
12,3600,1,3600,0.0,22498.388443988635,21.0,0.0,271.9,0.0,299.2963106824025,0.9870129870129881
13,3900,1,3900,0.0,22484.017986372368,21.0,0.0,271.90602887294085,0.0,299.5457864730253,0.9863825494893456
14,4200,1,4200,0.0,22466.773437232878,21.0,0.0,271.911429869186,0.0,299.6771616052885,0.9856260244609759
15,4500,1,4500,0.0,22383.424783058686,21.0,0.0,271.916244322311,0.0,299.74889197300973,0.9819694868238563
16,4800,1,4800,0.0,1917.019046006697,21.0,0.0,271.92051356589144,0.0,299.778583769375,0.08410036565376383
17,5100,1,5100,0.0,163.82321682515988,21.0,0.0,271.9242789335029,0.0,296.20710393078764,0.007186987769512045
18,5400,1,5400,0.0,181.0677659646504,21.0,0.0,271.9275817587209,0.0,294.0797470422305,0.007943512797881734
19,5700,1,5700,0.0,172.44549139490513,21.0,0.0,271.9304633751211,0.0,292.9886656377358,0.00756525028369689
20,6000,1,6000,0.0,20483.650286191467,21.0,0.0,271.93296511627904,0.0,292.4085857240027,0.8986256461984616
21,6300,1,6300,0.0,22231.097932326535,21.0,0.0,271.9351283157703,0.0,295.656182548373,0.975286849073258
22,6600,1,6600,0.0,22233.972023849754,21.0,0.0,271.9369943071705,0.0,297.5984851654402,0.975412936577985
23,6900,1,6900,0.0,22182.238376431284,21.0,0.0,271.9386044240552,0.0,298.5802722490144,0.9731433614928761
24,7200,1,7200,0.0,22159.245644245308,21.0,0.0,271.94,0.0,299.07064525562953,0.9721346614550502
25,7500,1,7500,0.0,22142.00109510582,21.0,0.0,271.93760844713745,0.0,299.3186830773991,0.9713781364266808
26,7800,1,7800,0.0,22101.763813780355,21.0,0.0,271.9282494668635,0.0,299.44761246575945,0.9696129113604853
27,8100,1,8100,0.0,22073.022898547857,21.0,0.0,271.9125528266486,0.0,299.5091595262731,0.9683520363132019
28,8400,1,8400,0.0,22055.778349408367,21.0,0.0,271.8911482939632,0.0,299.5411497531335,0.9675955112848322
29,8700,1,8700,0.0,22147.749278152303,21.0,0.0,271.8646656362779,0.0,299.5586161490686,0.9716303114361367
30,9000,1,9000,0.0,22090.267447687347,21.0,0.0,271.83373462106294,0.0,299.5880106676315,0.9691085613415715
31,9300,1,9300,0.0,22147.749278152303,21.0,0.0,271.798985015789,0.0,299.5974812247789,0.9716303114361367
32,9600,1,9600,0.0,2336.6364084009647,21.0,0.0,271.7610465879265,0.0,299.61620383994045,0.10250914134409286
33,9900,1,9900,0.0,183.94185748789894,21.0,0.0,271.72054910494586,0.0,296.1510492403804,0.008069600302610022
34,10200,1,10200,0.0,206.93458967388617,21.0,0.0,271.67812233431755,0.0,294.00583262923533,0.009078300340436269
35,10500,1,10500,0.0,204.06049815063759,21.0,0.0,271.63439604351214,0.0,292.9038519619008,0.00895221283570798
