index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,270.84,19565.001459814233,293.15,0.0,0.0,22.0,0.9126213592233008
1,300,1,300,0.0,270.82701932870367,21232.811062011744,298.40119559414535,0.0,0.0,22.0,0.9904173496406518
2,600,1,600,0.0,270.81392129629626,21224.701777073995,301.1240660876102,0.0,0.0,22.0,0.9900390871264669
3,900,1,900,0.0,270.80072187499997,21243.62344192872,302.32441487631905,0.0,0.0,22.0,0.9909216996595637
4,1200,1,1200,0.0,270.787437037037,2416.5669114498396,302.8943102405809,0.0,0.0,22.0,0.11272222922708366
5,1500,1,1500,0.0,270.7740827546296,178.40426863052505,297.4176705076959,0.0,0.0,22.0,0.00832177531206658
6,1800,1,1800,0.0,270.760675,186.5135535682762,294.42494043617324,0.0,0.0,22.0,0.008700037826251424
7,2100,1,2100,0.0,270.74722974537036,178.40426863052505,293.075534647835,0.0,0.0,22.0,0.00832177531206658
8,2400,1,2400,0.0,270.73376296296294,20173.19783014557,292.3675082642842,0.0,0.0,22.0,0.9409910477871642
9,2700,1,2700,0.0,270.72029062499996,21394.996760766768,298.03934680914057,0.0,0.0,22.0,0.9979825999243487
10,3000,1,3000,0.0,270.7068287037037,21316.607006368482,300.67857732792686,0.0,0.0,22.0,0.9943260622872273
11,3300,1,3300,0.0,270.6933931712963,21159.827497571983,301.7345058829362,0.0,0.0,22.0,0.9870129870129881
12,3600,1,3600,0.0,270.67999999999995,21159.827497571983,302.1312499304082,0.0,0.0,22.0,0.9870129870129881
13,3900,1,3900,0.0,270.6665203883495,21146.312022675706,302.3043370590114,0.0,0.0,22.0,0.9863825494893455
14,4200,1,4200,0.0,270.6528317152103,21130.093452800207,302.3767086281653,0.0,0.0,22.0,0.985626024460976
15,4500,1,4500,0.0,270.63895922330096,21051.703698401958,302.40205212189113,0.0,0.0,22.0,0.9819694868238563
16,4800,1,4800,0.0,270.6249281553398,1802.9643511600048,302.3857302635219,0.0,0.0,22.0,0.08410036565376383
17,5100,1,5100,0.0,270.6107637540453,154.07641381727166,296.477411697903,0.0,0.0,22.0,0.007186987769512047
18,5400,1,5400,0.0,270.5964912621359,170.2949836927739,293.46342922639553,0.0,0.0,22.0,0.007943512797881734
19,5700,1,5700,0.0,270.58213592233005,162.18569875502277,292.0837302947851,0.0,0.0,22.0,0.00756525028369689
20,6000,1,6000,0.0,270.56772297734625,19264.95791711744,291.3614782010255,0.0,0.0,22.0,0.8986256461984615
21,6300,1,6300,0.0,270.5532776699029,20908.4396645017,296.7549736110259,0.0,0.0,22.0,0.975286849073258
22,6600,1,6600,0.0,270.5388252427184,20911.142759480925,299.4162993500493,0.0,0.0,22.0,0.9754129365779851
23,6900,1,6900,0.0,270.5243909385113,20862.48704985442,300.5176833762985,0.0,0.0,22.0,0.9731433614928761
24,7200,1,7200,0.0,270.51,20840.86229002043,300.9810082777257,0.0,0.0,22.0,0.9721346614550505
25,7500,1,7500,0.0,270.49370276227603,20824.643720144926,301.1941428214634,0.0,0.0,22.0,0.9713781364266807
26,7800,1,7800,0.0,270.47363669953876,20786.800390435434,301.29943783926495,0.0,0.0,22.0,0.9696129113604854
27,8100,1,8100,0.0,270.44995776316796,20759.769440642915,301.3518482179282,0.0,0.0,22.0,0.9683520363132019
28,8400,1,8400,0.0,270.42282190454347,20743.550870767413,301.3806527385567,0.0,0.0,22.0,0.9675955112848322
29,8700,1,8700,0.0,270.3923850750452,20830.049910103415,301.400778916043,0.0,0.0,22.0,0.9716303114361368
30,9000,1,9000,0.0,270.35880322605306,20775.98801051842,301.44664421456525,0.0,0.0,22.0,0.9691085613415718
31,9300,1,9300,0.0,270.3222323089468,20830.049910103415,301.4587061929059,0.0,0.0,22.0,0.9716303114361368
32,9600,1,9600,0.0,270.28282827510634,2197.6162181305585,301.4884547018405,0.0,0.0,22.0,0.10250914134409285
33,9900,1,9900,0.0,270.2407470759116,172.99807867202443,295.8088930914317,0.0,0.0,22.0,0.008069600302610022
34,10200,1,10200,0.0,270.19614466274237,194.62283850602736,292.7823414054047,0.0,0.0,22.0,0.009078300340436269
35,10500,1,10500,0.0,270.14917698697855,191.9197435267768,291.41979849372245,0.0,0.0,22.0,0.00895221283570798
36,10800,1,10800,0.0,270.09999999999997,19756.921203341037,290.7174078862005,0.0,0.0,22.0,0.92157357205901
37,11100,1,11100,0.0,270.03340929133856,21270.654391721237,296.28012151192246,0.0,0.0,22.0,0.9921825747068471
38,11400,1,11400,0.0,269.93795695538057,21211.186302177717,298.98670383439537,0.0,0.0,22.0,0.9894086496028244
39,11700,1,11700,0.0,269.8194337007874,21224.701777073995,300.1021617148761,0.0,0.0,22.0,0.9900390871264669
40,12000,1,12000,0.0,269.68363023622044,21308.49772143073,300.60346427026053,0.0,0.0,22.0,0.9939477997730424
41,12300,1,12300,0.0,269.53633727034116,21340.934861181737,300.87548044473556,0.0,0.0,22.0,0.9954608498297819
42,12600,1,12600,0.0,269.383345511811,21438.24628043475,301.0310194979643,0.0,0.0,22.0,1.0
43,12900,1,12900,0.0,269.2304456692913,21427.43390051777,301.1545737326966,0.0,0.0,22.0,0.999495649981088
44,13200,1,13200,0.0,269.0834284514435,2021.9150444792856,301.22741425489454,0.0,0.0,22.0,0.09431345353675463
45,13500,1,13500,0.0,268.9480845669291,172.99807867202443,295.335509239117,0.0,0.0,22.0,0.008069600302610022
46,13800,1,13800,0.0,268.83020472440944,178.40426863052505,292.2930234687762,0.0,0.0,22.0,0.00832177531206658
47,14100,1,14100,0.0,268.7355796325459,181.10736360977558,290.92371861208585,0.0,0.0,22.0,0.008447862816794867
48,14400,1,14400,0.0,268.66999999999996,181.10736360977558,290.22794548118463,0.0,0.0,22.0,0.008447862816794867
49,14700,1,14700,0.0,268.6222788100137,178.40426863052505,289.8081728615592,0.0,0.0,22.0,0.00832177531206658
50,15000,1,15000,0.0,268.5773360768175,167.59188871352342,289.5181418949466,0.0,0.0,22.0,0.007817425293153447
51,15300,1,15300,0.0,268.5351230555555,164.8887937342733,289.28416077108466,0.0,0.0,22.0,0.007691337788425178
52,15600,1,15600,0.0,268.49559100137174,19551.485984917996,289.08312519224074,0.0,0.0,22.0,0.9119909216996601
53,15900,1,15900,0.0,268.45869116941014,21165.233687530475,294.83484533493333,0.0,0.0,22.0,0.9872651620224443
54,16200,1,16200,0.0,268.42437481481477,21205.78011221923,297.68433770281143,0.0,0.0,22.0,0.9891564745933684
55,16500,1,16500,0.0,268.39259319272975,21192.264637322987,298.91950430730094,0.0,0.0,22.0,0.9885260370697274
56,16800,1,16800,0.0,268.363297558299,21157.12440259272,299.4891753550438,0.0,0.0,22.0,0.9868868995082591
57,17100,1,17100,0.0,268.33643916666665,21189.561542343727,299.7776210215318,0.0,0.0,22.0,0.9883999495649987
58,17400,1,17400,0.0,268.3119692729767,21227.40487205322,299.9631600994922,0.0,0.0,22.0,0.990165174631194
59,17700,1,17700,0.0,268.2898391323731,21297.685341513752,300.10161122061345,0.0,0.0,22.0,0.9934434497541305
60,18000,1,18000,0.0,268.27,2205.7255030683095,300.2250678567371,0.0,0.0,22.0,0.10288740385827769
61,18300,1,18300,0.0,268.25040019393595,178.40426863052505,294.4761877735113,0.0,0.0,22.0,0.00832177531206658
62,18600,1,18600,0.0,268.22948181259164,186.5135535682762,291.4488603524838,0.0,0.0,22.0,0.008700037826251424
63,18900,1,18900,0.0,268.2079367816092,170.2949836927739,290.10580821836226,0.0,0.0,22.0,0.007943512797881734
64,19200,1,19200,0.0,268.1864570266307,19613.657169440743,289.4282639060494,0.0,0.0,22.0,0.9148909343084101
65,19500,1,19500,0.0,268.1657344732983,21086.843933132226,294.98401086536603,0.0,0.0,22.0,0.9836086243853247
66,19800,1,19800,0.0,268.14646104725415,21092.25012309071,297.6939870231637,0.0,0.0,22.0,0.9838607993947804
67,20100,1,20100,0.0,268.12932867414025,21073.32845823595,298.84951842319214,0.0,0.0,22.0,0.982978186861682
68,20400,1,20400,0.0,268.11502927959884,1770.527211409,299.3752798138191,0.0,0.0,22.0,0.08258731559702445
69,20700,1,20700,0.0,268.10425478927203,162.18569875502277,293.74492712057247,0.0,0.0,22.0,0.00756525028369689
70,21000,1,21000,0.0,268.0976971288018,162.18569875502277,290.910355101414,0.0,0.0,22.0,0.00756525028369689
71,21300,1,21300,0.0,268.09604822383045,170.2949836927739,289.6530850320642,0.0,0.0,22.0,0.007943512797881734
72,21600,1,21600,0.0,268.09999999999997,19246.036252262715,289.03564639233497,0.0,0.0,22.0,0.8977430336653648
73,21900,1,21900,0.0,268.10772019382466,21086.843933132226,294.5161773603038,0.0,0.0,22.0,0.9836086243853247
74,22200,1,22200,0.0,268.11681428893394,21140.90583271722,297.3176349135637,0.0,0.0,22.0,0.9861303744798897
75,22500,1,22500,0.0,268.127130831643,21205.78011221923,298.53422660663983,0.0,0.0,22.0,0.9891564745933684
76,22800,1,22800,0.0,268.13851836826683,2405.7545315328366,299.11982009474247,0.0,0.0,22.0,0.11221787920817047
77,23100,1,23100,0.0,268.1508254451206,167.59188871352342,293.67619798170864,0.0,0.0,22.0,0.007817425293153447
78,23400,1,23400,0.0,268.16390060851927,172.99807867202443,290.7349440004859,0.0,0.0,22.0,0.008069600302610022
79,23700,1,23700,0.6767618312757203,268.17759240477795,175.70117365127456,289.44743855087296,0.682568026834529,0.03935185185185185,22.0,0.008195687807338292
80,24000,1,24000,2.5745884773662553,268.19174938021183,19819.092387863784,288.8237984927435,2.596363760679194,0.14814814814814814,22.0,0.92447358466776
81,24300,1,24300,5.494791666666667,268.2062200811359,21219.295587115466,294.4861657027375,5.540524681545613,0.31249999999999994,22.0,0.9897869121170091
82,24600,1,24600,9.238683127572019,268.2208530538652,21197.670827281476,297.242378874218,9.314188269445403,0.5185185185185184,22.0,0.9887782120791835
83,24900,1,24900,13.60757458847737,268.2354968447149,21249.029631887246,298.4404601346283,13.716492004390181,0.7523148148148147,22.0,0.9911738746690214
84,25200,1,25200,18.402777777777782,268.25,21286.87296159674,299.0472769467941,18.546573366391563,0.9999999999999998,22.0,0.9929390997352168
85,25500,1,25500,23.425604423868315,268.26463641822187,21305.794626451505,299.41972706909894,23.60356983546117,1.247685185185185,22.0,0.9938217122683154
86,25800,1,25800,28.477366255144037,268.2797830537837,21376.075095912,299.6961095306675,28.686618891610614,1.481481481481481,22.0,0.99709998739125
87,26100,1,26100,33.35937500000001,268.29544303685327,21381.48128587049,299.95192623518585,33.59485801485152,1.6874999999999998,22.0,0.997352162400706
88,26400,1,26400,37.872942386831284,268.3116194975982,21359.8565260365,300.18387433528454,38.12742468519549,1.8518518518518512,22.0,0.9963434623628804
89,26700,1,26700,41.819380144032934,268.3283155661863,21400.402950725256,300.3947968543727,42.08345638265416,1.9606481481481475,22.0,0.9982347749338046
90,27000,1,27000,45.0,268.3455343727852,21422.027710559247,300.5925233453577,45.26209058723914,2.0,22.0,0.9992434749716304
91,27300,1,27300,47.72737911522634,268.3632790475628,21322.013196327007,300.76417481220994,47.97924529423292,1.9606481481481481,22.0,0.994578237296685
92,27600,1,27600,50.42335390946502,268.38155272068667,20675.973496286144,300.88467479576985,50.66176997992469,1.8518518518518519,22.0,0.9644433236666248
93,27900,1,27900,53.053125,268.40035852232455,20562.443507157626,300.8146807635427,53.27519934583613,1.6875,22.0,0.9591476484680368
94,28200,1,28200,55.58189300411523,268.4196995826443,21143.60892769648,300.8247581624574,55.78506809348891,1.4814814814814816,22.0,0.9862564619846185
95,28500,1,28500,57.974858539094654,268.4395790318135,21154.42130761346,301.0795747092647,58.1569109244047,1.2476851851851853,22.0,0.9867608120035304
96,28800,1,28800,60.19722222222222,268.46,21194.967732302215,301.2563929879354,60.35626254010517,1.0000000000000002,22.0,0.9886521245744547
97,29100,1,29100,62.21418467078189,268.4841809082736,21208.48320719849,301.40855041249097,62.348657642112,0.7523148148148151,22.0,0.9892825620980972
98,29400,1,29400,63.99094650205762,268.5153113106019,21238.217251970233,301.5415739380754,64.09963093194685,0.518518518518519,22.0,0.9906695246501077
99,29700,1,29700,65.49270833333334,268.5533510364989,21246.32653690798,301.6691062840965,65.5747171111314,0.3125000000000002,22.0,0.9910477871642924
100,30000,1,30000,66.684670781893,268.5982599154789,21240.920346949497,301.78454817867885,66.73945088118734,0.1481481481481488,22.0,0.9907956121548367
101,30300,1,30300,67.53203446502059,268.6499977770559,21251.732726866474,301.8640648961564,67.5593669436363,0.039351851851852526,22.0,0.9912999621737486
102,30600,1,30600,68.0,268.7085244507441,21262.545106783487,301.87837753332695,68.0,0.0,22.0,0.9918043121926623
103,30900,1,30900,67.96327570921986,268.77379976605766,21327.419386285495,301.8714455766512,67.94060116789407,0.0,22.0,0.994830412306141
104,31200,1,31200,67.38918439716312,268.8457835525107,2332.7709670930763,301.87823679590326,67.35200409656767,0.0,22.0,0.10881351658050686
105,31500,1,31500,66.38184840425532,268.9244356396173,175.70117365127456,296.0562729422869,66.33711728499271,0.0,22.0,0.008195687807338292
106,31800,1,31800,65.04539007092198,269.0097158568916,167.59188871352342,292.9296753489236,64.99884923214114,0.0,22.0,0.007817425293153447
107,32100,1,32100,63.483931737588655,269.1015840338478,172.99807867202443,291.49407304803606,63.44010843698485,0.0,22.0,0.008069600302610022
108,32400,1,32400,61.80159574468085,269.2,170.2949836927739,290.75169177549276,61.76380339849577,0.0,22.0,0.007943512797881734
109,32700,1,32700,60.102504432624116,269.3070576919009,167.59188871352342,290.3035055236761,60.072842615645804,0.0,22.0,0.007817425293153447
110,33000,1,33000,58.49078014184397,269.4236530448209,156.77950879652215,289.99329681308586,58.47013458740689,0.0,22.0,0.007313075274240333
111,33300,1,33300,57.07054521276596,269.54794888635064,162.18569875502277,289.7520324227132,57.05858781275093,0.0,22.0,0.00756525028369689
112,33600,1,33600,55.9459219858156,269.6781080440806,164.8887937342733,289.5544761570638,55.941110790649844,0.0,22.0,0.007691337788425178
113,33900,1,33900,55.22103280141844,269.81229334560146,172.99807867202443,289.3847745409927,55.22061202007556,0.0,22.0,0.008069600302610022
114,34200,1,34200,55.0,269.9486676185037,154.07641381727166,289.2370750873851,55.0,0.0,22.0,0.007186987769512047
115,34500,1,34500,55.176476256552576,270.08539369037794,162.18569875502277,289.09682670596146,55.17482204478511,0.0,22.0,0.00756525028369689
116,34800,1,34800,55.545020043169906,270.22063438881486,162.18569875502277,288.9750260586524,55.54228580884351,0.0,22.0,0.00756525028369689
117,35100,1,35100,56.0611123959297,270.35255254140486,154.07641381727166,288.8622376050108,56.05779030122313,0.0,22.0,0.007186987769512047
118,35400,1,35400,56.68023435090965,270.4793109757387,181.10736360977558,288.75605531107016,56.67673453097187,0.0,22.0,0.008447862816794867
119,35700,1,35700,57.35786694418748,270.5990725194069,159.48260377577228,288.6669925951036,57.35451750713765,0.0,22.0,0.007439162778968602
120,36000,1,36000,58.04949121184089,270.71,172.99807867202443,288.57406606786765,58.046538238768385,0.0,22.0,0.008069600302610022
121,36300,1,36300,58.71058818994758,270.81572058276805,159.48260377577228,288.4928972023506,58.70819573491198,0.0,22.0,0.007439162778968602
122,36600,1,36600,59.29663891458526,270.9209467695439,167.59188871352342,288.4116749300515,59.294889004616365,0.0,22.0,0.007817425293153447
123,36900,1,36900,59.763124421831634,271.0254693927925,186.5135535682762,288.33978337105714,59.76201705692945,0.0,22.0,0.008700037826251424
124,37200,1,37200,60.06552574776442,271.12907928497856,19078.444363549166,288.27698310823064,60.064978900899135,0.0,22.0,0.8899256083722102
125,37500,1,37500,60.159323928461305,271.231567278567,20730.03539587117,293.9934722046002,60.15917354557335,0.0,22.0,0.9669650737611912
126,37800,1,37800,60.0,271.3327242060227,20773.284915539156,296.8934071872776,60.0,0.0,22.0,0.9689824738368428
127,38100,1,38100,59.69245492581091,271.4323408998104,20821.940625165662,298.1991389549919,59.69245492581091,0.0,22.0,0.9712520489219518
128,38400,1,38400,59.3677104899931,271.5302081923951,2103.0078938567967,298.8638319673765,59.3677104899931,0.0,22.0,0.09809607867860307
129,38700,1,38700,59.02042895962733,271.62611691624153,175.70117365127456,293.52020352824206,59.02042895962733,0.0,22.0,0.008195687807338292
130,39000,1,39000,58.64527260179434,271.7198579038146,183.8104585890257,290.7558237802846,58.64527260179434,0.0,22.0,0.008573950321523137
131,39300,1,39300,58.23690368357488,271.81122198757913,167.59188871352342,289.5807734134005,58.23690368357488,0.0,22.0,0.007817425293153447
132,39600,1,39600,57.78998447204969,271.9,183.8104585890257,289.0327873907221,57.78998447204969,0.0,22.0,0.008573950321523137
133,39900,1,39900,57.29917723429952,271.9862305633323,172.99807867202443,288.75212671165735,57.29917723429952,0.0,22.0,0.008069600302610022
134,40200,1,40200,56.75914423740511,272.0702220792978,164.8887937342733,288.5786589027695,56.75914423740511,0.0,22.0,0.007691337788425178
135,40500,1,40500,56.164547748447205,272.1521700495611,162.18569875502277,288.45563512304705,56.164547748447205,0.0,22.0,0.00756525028369689
136,40800,1,40800,55.510050034506556,272.2322699757869,164.8887937342733,288.358724510559,55.510050034506556,0.0,22.0,0.007691337788425178
137,41100,1,41100,54.79031336266391,272.3107173596398,175.70117365127456,288.27985794019366,54.79031336266391,0.0,22.0,0.008195687807338292
138,41400,1,41400,54.0,272.3877077027845,178.40426863052505,288.21411343914826,54.0,0.0,22.0,0.00832177531206658
139,41700,1,41700,53.155175264550266,272.46343650688556,181.10736360977558,288.1528066085863,53.155175264550266,0.0,22.0,0.008447862816794867
140,42000,1,42000,52.27910052910053,272.5380992736077,170.2949836927739,288.0969586136353,52.27910052910053,0.0,22.0,0.007943512797881734
141,42300,1,42300,51.377232142857146,272.6118915046156,178.40426863052505,288.04027455429673,51.377232142857146,0.0,22.0,0.00832177531206658
142,42600,1,42600,50.455026455026456,272.68500870157385,143.26403390027,287.9915274796486,50.455026455026456,0.0,22.0,0.006682637750598914
143,42900,1,42900,49.51793981481482,272.75764636614707,162.18569875502277,287.9340390893208,49.51793981481482,0.0,22.0,0.00756525028369689
144,43200,1,43200,48.57142857142857,272.83,19073.038173590678,287.89103382575416,48.57142857142857,0.0,22.0,0.8896734333627542
145,43500,1,43500,47.620949074074076,272.9020225957173,20694.895161140907,293.63426269845905,47.620949074074076,0.0,22.0,0.9653259361997232
146,43800,1,43800,46.67195767195767,272.9731057052058,20630.020881638895,296.54711172677753,46.67195767195767,0.0,22.0,0.9622998360862443
147,44100,1,44100,45.729910714285715,273.0426026691132,20662.458021389903,297.8375668076286,45.729910714285715,0.0,22.0,0.9638128861429838
148,44400,1,44400,44.80026455026455,273.10986682808715,20584.068266991653,298.500181400778,44.80026455026455,0.0,22.0,0.9601563485058642
149,44700,1,44700,43.88847552910053,273.1742515227754,20586.77136197088,298.866568332785,43.88847552910053,0.0,22.0,0.9602824360105914
150,45000,1,45000,43.0,273.23511009382565,20589.47445695014,299.12746747780955,43.0,0.0,22.0,0.9604085235153201
