index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,23.0,0.0,270.84,293.15,26656.18981057528,0.9126213592233009
1,300,1,300,0.0,0.0,23.0,0.0,270.82701932870367,297.0972347201153,28928.48452087166,0.9904173496406518
2,600,1,600,0.0,0.0,23.0,0.0,270.81392129629626,299.5129426671748,28917.43608629972,0.9900390871264669
3,900,1,900,0.0,0.0,23.0,0.0,270.80072187499997,300.75756495185107,28943.215766967554,0.9909216996595638
4,1200,1,1200,0.0,0.0,23.0,0.0,270.787437037037,301.41566371358124,3292.4335024391153,0.11272222922708366
5,1500,1,1500,0.0,0.0,23.0,0.0,270.7740827546296,297.2700037353523,243.06556058275348,0.00832177531206658
6,1800,1,1800,0.0,0.0,23.0,0.0,270.760675,294.6379407181594,254.11399515469682,0.008700037826251424
7,2100,1,2100,0.0,0.0,23.0,0.0,270.74722974537036,293.2995371274916,243.06556058275348,0.00832177531206658
8,2400,1,2400,0.0,0.0,23.0,0.0,270.73376296296294,292.6000392813626,27484.822403471033,0.9409910477871642
9,2700,1,2700,0.0,0.0,23.0,0.0,270.72029062499996,297.0068727366283,29149.45321231053,0.9979825999243487
10,3000,1,3000,0.0,0.0,23.0,0.0,270.7068287037037,299.5307335609191,29042.651678115042,0.9943260622872273
11,3300,1,3300,0.0,0.0,23.0,0.0,270.6933931712963,300.8002125153802,28829.04860972417,0.9870129870129881
12,3600,1,3600,0.0,0.0,23.0,0.0,270.67999999999995,301.418295149094,28829.04860972417,0.9870129870129881
13,3900,1,3900,0.0,0.0,23.0,0.0,270.6665203883495,301.74779681886724,28810.63455210423,0.9863825494893456
14,4200,1,4200,0.0,0.0,23.0,0.0,270.6528317152103,301.9246157177617,28788.53768296035,0.985626024460976
15,4500,1,4500,0.0,0.0,23.0,0.0,270.63895922330096,302.02510254596626,28681.73614876491,0.9819694868238563
16,4800,1,4800,0.0,0.0,23.0,0.0,270.6249281553398,302.07167902353694,2456.435286495405,0.08410036565376383
17,5100,1,5100,0.0,0.0,23.0,0.0,270.6107637540453,297.4993203685567,209.92025686692347,0.007186987769512046
18,5400,1,5400,0.0,0.0,23.0,0.0,270.5964912621359,294.7864203484707,232.01712601081013,0.007943512797881734
19,5700,1,5700,0.0,0.0,23.0,0.0,270.58213592233005,293.39869495523925,220.96869143886678,0.00756525028369689
20,6000,1,6000,0.0,0.0,23.0,0.0,270.56772297734625,292.66415209532084,26247.397731413377,0.8986256461984616
21,6300,1,6300,0.0,0.0,23.0,0.0,270.5532776699029,296.8313781147611,28486.54713799393,0.975286849073258
22,6600,1,6600,0.0,0.0,23.0,0.0,270.5388252427184,299.32817457720535,28490.229949517878,0.9754129365779851
23,6900,1,6900,0.0,0.0,23.0,0.0,270.5243909385113,300.59423782038544,28423.939342086218,0.9731433614928761
24,7200,1,7200,0.0,0.0,23.0,0.0,270.51,301.2320707466108,28394.476849894385,0.9721346614550503
25,7500,1,7500,0.0,0.0,23.0,0.0,270.49370276227603,301.5590259894377,28372.3799807505,0.9713781364266807
26,7800,1,7800,0.0,0.0,23.0,0.0,270.47363669953876,301.7316960397044,28320.82061941478,0.9696129113604853
27,8100,1,8100,0.0,0.0,23.0,0.0,270.44995776316796,301.8216352599972,28283.99250417495,0.9683520363132019
28,8400,1,8400,0.0,0.0,23.0,0.0,270.42282190454347,301.8708321431571,28261.895635031065,0.9675955112848322
29,8700,1,8700,0.0,0.0,23.0,0.0,270.3923850750452,301.90298301399486,28379.74560379844,0.9716303114361367
30,9000,1,9000,0.0,0.0,23.0,0.0,270.35880322605306,301.9506382834785,28306.08937331884,0.9691085613415716
31,9300,1,9300,0.0,0.0,23.0,0.0,270.3222323089468,301.97114166655047,28379.74560379844,0.9716303114361367
32,9600,1,9600,0.0,0.0,23.0,0.0,270.28282827510634,302.0038875706785,2994.125768996645,0.10250914134409286
33,9900,1,9900,0.0,0.0,23.0,0.0,270.2407470759116,297.57327786457154,235.69993753479142,0.008069600302610022
34,10200,1,10200,0.0,0.0,23.0,0.0,270.19614466274237,294.8327106654029,265.1624297266402,0.009078300340436269
35,10500,1,10500,0.0,0.0,23.0,0.0,270.14917698697855,293.4289773714846,261.47961820265886,0.00895221283570798
36,10800,1,10800,0.0,0.0,23.0,0.0,270.09999999999997,292.68532364500635,26917.669428777972,0.92157357205901
37,11100,1,11100,0.0,0.0,23.0,0.0,270.03340929133856,296.9569084188456,28980.04388220738,0.9921825747068471
38,11400,1,11400,0.0,0.0,23.0,0.0,269.93795695538057,299.47180232203874,28899.02202867978,0.9894086496028244
39,11700,1,11700,0.0,0.0,23.0,0.0,269.8194337007874,300.73005725153797,28917.43608629972,0.9900390871264669
40,12000,1,12000,0.0,0.0,23.0,0.0,269.68363023622044,301.37320423145434,29031.6032435431,0.9939477997730425
41,12300,1,12300,0.0,0.0,23.0,0.0,269.53633727034116,301.7246260407907,29075.796981830874,0.9954608498297819
42,12600,1,12600,0.0,0.0,23.0,0.0,269.383345511811,301.91658848053106,29208.378196694193,1.0
