index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,3142.3408211721603,0.0,0.0,0.0,21.5,277.22999999999996,0.912621359223301
1,300,1,300,294.007927323244,3410.20822745335,0.0,0.0,0.0,21.5,277.25013364438655,0.9904173496406518
2,600,1,600,294.5954274294656,3408.905792738855,0.0,0.0,0.0,21.5,277.2697410300926,0.9900390871264669
3,900,1,900,294.91654366154427,3411.9448070726735,0.0,0.0,0.0,21.5,277.2888818359375,0.9909216996595639
4,1200,1,1200,295.1004219545043,388.12554491957906,0.0,0.0,0.0,21.5,277.30761574074074,0.11272222922708366
5,1500,1,1500,293.8467805952476,28.653563718895096,0.0,0.0,0.0,21.5,277.3260024233217,0.00832177531206658
6,1800,1,1800,293.0170930189085,29.955998433390327,0.0,0.0,0.0,21.5,277.3441015625,0.008700037826251424
7,2100,1,2100,292.5706240171119,28.653563718895096,0.0,0.0,0.0,21.5,277.36197283709487,0.00832177531206658
8,2400,1,2400,292.3274733432705,3240.0234247593025,0.0,0.0,0.0,21.5,277.3796759259259,0.9409910477871642
9,2700,1,2700,293.64205182875065,3436.2569217432547,0.0,0.0,0.0,21.5,277.3972705078125,0.9979825999243487
10,3000,1,3000,294.43716807207664,3423.66671950313,0.0,0.0,0.0,21.5,277.41481626157406,0.9943260622872273
11,3300,1,3300,294.8619021242729,3398.486315022893,0.0,0.0,0.0,21.5,277.43237286603005,0.9870129870129881
12,3600,1,3600,295.0895735639457,3398.486315022893,0.0,0.0,0.0,21.5,277.45,0.9870129870129881
13,3900,1,3900,295.2235029874184,3396.31559049873,0.0,0.0,0.0,21.5,277.46751139322913,0.9863825494893456
14,4200,1,4200,295.3018183914105,3393.71072106974,0.0,0.0,0.0,21.5,277.4846366003788,0.9856260244609759
15,4500,1,4500,295.35147149604904,3381.1205188296212,0.0,0.0,0.0,21.5,277.50130903764205,0.9819694868238563
16,4800,1,4800,295.3824885968493,289.5746515227734,0.0,0.0,0.0,21.5,277.5174621212121,0.08410036565376383
17,5100,1,5100,294.0181446186837,24.7462595754094,0.0,0.0,0.0,21.5,277.5330292672822,0.007186987769512046
18,5400,1,5400,293.1701267711809,27.351129004399862,0.0,0.0,0.0,21.5,277.54794389204545,0.007943512797881734
19,5700,1,5700,292.71217819217657,26.04869428990463,0.0,0.0,0.0,21.5,277.56213941169506,0.00756525028369689
20,6000,1,6000,292.4622977096771,3094.1507367358363,0.0,0.0,0.0,21.5,277.57554924242424,0.8986256461984616
21,6300,1,6300,293.706682265014,3358.110838873541,0.0,0.0,0.0,21.5,277.5881068004261,0.975286849073258
22,6600,1,6600,294.4946337324606,3358.5449837783685,0.0,0.0,0.0,21.5,277.5997455018939,0.9754129365779851
23,6900,1,6900,294.91997746662184,3350.7303754913974,0.0,0.0,0.0,21.5,277.6103987630208,0.9731433614928761
24,7200,1,7200,295.1539202592559,3347.2572162527454,0.0,0.0,0.0,21.5,277.62,0.9721346614550505
