index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,21.0,0.0,270.84,293.15,3946.8750447852594,0.9126213592233009
1,300,1,300,0.0,0.0,21.0,0.0,270.82701932870367,294.14492714083354,4283.3246030378905,0.9904173496406518
2,600,1,600,0.0,0.0,21.0,0.0,270.81392129629626,294.8375235820893,4281.688705671994,0.9900390871264669
3,900,1,900,0.0,0.0,21.0,0.0,270.80072187499997,295.2151024490897,4285.5057995257475,0.9909216996595639
4,1200,1,1200,0.0,0.0,21.0,0.0,270.787437037037,295.428884558452,487.4974150370302,0.11272222922708366
5,1500,1,1500,0.0,0.0,21.0,0.0,270.7740827546296,293.840135649051,35.989742049713634,0.00832177531206658
6,1800,1,1800,0.0,0.0,21.0,0.0,270.760675,292.7872291694704,37.62563941560971,0.008700037826251424
7,2100,1,2100,0.0,0.0,21.0,0.0,270.74722974537036,292.2212689079893,35.989742049713634,0.00832177531206658
8,2400,1,2400,0.0,0.0,21.0,0.0,270.73376296296294,291.91186328244413,4069.5673472274652,0.9409910477871642
9,2700,1,2700,0.0,0.0,21.0,0.0,270.72029062499996,293.55933553159855,4316.042550355812,0.9979825999243486
10,3000,1,3000,0.0,0.0,21.0,0.0,270.7068287037037,294.5535565408572,4300.2288758188115,0.9943260622872273
11,3300,1,3300,0.0,0.0,21.0,0.0,270.6933931712963,295.0868248104042,4268.601526744826,0.9870129870129881
12,3600,1,3600,0.0,0.0,21.0,0.0,270.67999999999995,295.36621186665326,4268.601526744826,0.9870129870129881
13,3900,1,3900,0.0,0.0,21.0,0.0,270.6665203883495,295.52771787399007,4265.875031134994,0.9863825494893456
14,4200,1,4200,0.0,0.0,21.0,0.0,270.6528317152103,295.6193391397111,4262.603236403202,0.9856260244609759
15,4500,1,4500,0.0,0.0,21.0,0.0,270.63895922330096,295.6768654415551,4246.789561866209,0.9819694868238563
16,4800,1,4800,0.0,0.0,21.0,0.0,270.6249281553398,295.71057920183625,363.71451435089415,0.08410036565376383
17,5100,1,5100,0.0,0.0,21.0,0.0,270.6107637540453,293.98738305292864,31.082049952025415,0.007186987769512046
18,5400,1,5400,0.0,0.0,21.0,0.0,270.5964912621359,292.9167348709197,34.35384468381756,0.007943512797881734
19,5700,1,5700,0.0,0.0,21.0,0.0,270.58213592233005,292.33906426844294,32.717947317921485,0.00756525028369689
20,6000,1,6000,0.0,0.0,21.0,0.0,270.56772297734625,292.0229444351807,3886.3468422471046,0.8986256461984616
21,6300,1,6300,0.0,0.0,21.0,0.0,270.5532776699029,293.58438831088296,4217.888708402048,0.9752868490732581
22,6600,1,6600,0.0,0.0,21.0,0.0,270.5388252427184,294.5696458370409,4218.434007524008,0.9754129365779851
23,6900,1,6900,0.0,0.0,21.0,0.0,270.5243909385113,295.1040888553973,4208.618623328632,0.9731433614928761
24,7200,1,7200,0.0,0.0,21.0,0.0,270.51,295.3924752623025,4204.256230352911,0.9721346614550505
25,7500,1,7500,0.0,0.0,21.0,0.0,270.49370276227603,295.55249459347715,4200.984435621119,0.9713781364266807
26,7800,1,7800,0.0,0.0,21.0,0.0,270.47363669953876,295.6459694277897,4193.350247913607,0.9696129113604854
27,8100,1,8100,0.0,0.0,21.0,0.0,270.44995776316796,295.70023773262557,4187.89725669395,0.9683520363132019
28,8400,1,8400,0.0,0.0,21.0,0.0,270.42282190454347,295.7355336182437,4184.625461962158,0.9675955112848321
29,8700,1,8700,0.0,0.0,21.0,0.0,270.3923850750452,295.76080052101,4202.075033865047,0.9716303114361367
30,9000,1,9000,0.0,0.0,21.0,0.0,270.35880322605306,295.7898885213545,4191.1690514257425,0.9691085613415716
31,9300,1,9300,0.0,0.0,21.0,0.0,270.3222323089468,295.80835086447354,4202.075033865047,0.9716303114361367
32,9600,1,9600,0.0,0.0,21.0,0.0,270.28282827510634,295.83085016359684,443.32818615783617,0.10250914134409286
33,9900,1,9900,0.0,0.0,21.0,0.0,270.2407470759116,294.1551924731229,34.89914380578294,0.008069600302610022
34,10200,1,10200,0.0,0.0,21.0,0.0,270.19614466274237,293.0720996179448,39.26153678150579,0.009078300340436269
35,10500,1,10500,0.0,0.0,21.0,0.0,270.14917698697855,292.48740406681173,38.7162376595404,0.00895221283570798
36,10800,1,10800,0.0,0.0,21.0,0.0,270.09999999999997,292.1651289801205,3985.5912824448046,0.92157357205901
37,11100,1,11100,0.0,0.0,21.0,0.0,270.03340929133856,293.7628321401388,4290.958790745403,0.9921825747068472
38,11400,1,11400,0.0,0.0,21.0,0.0,269.93795695538057,294.7536849943291,4278.962210062163,0.9894086496028244
39,11700,1,11700,0.0,0.0,21.0,0.0,269.8194337007874,295.27910076198157,4281.688705671994,0.9900390871264669
40,12000,1,12000,0.0,0.0,21.0,0.0,269.68363023622044,295.56429284560346,4298.592978452915,0.9939477997730425
41,12300,1,12300,0.0,0.0,21.0,0.0,269.53633727034116,295.7266580348897,4305.1365679165,0.9954608498297819
42,12600,1,12600,0.0,0.0,21.0,0.0,269.383345511811,295.8193571436602,4324.767336307253,1.0
43,12900,1,12900,0.0,0.0,21.0,0.0,269.2304456692913,295.88078521921403,4322.586139819396,0.9994956499810879
44,13200,1,13200,0.0,0.0,21.0,0.0,269.0834284514435,295.9159396151413,407.88374323008816,0.09431345353675463
45,13500,1,13500,0.0,0.0,21.0,0.0,268.9480845669291,294.17319175470766,34.89914380578294,0.008069600302610022
46,13800,1,13800,0.0,0.0,21.0,0.0,268.83020472440944,293.0669389945221,35.989742049713634,0.00832177531206658
47,14100,1,14100,0.0,0.0,21.0,0.0,268.7355796325459,292.4648490677721,36.53504117167902,0.008447862816794867
48,14400,1,14400,0.0,0.0,21.0,0.0,268.66999999999996,292.1327007098177,36.53504117167902,0.008447862816794867
49,14700,1,14700,0.0,0.0,21.0,0.0,268.6222788100137,291.9435002942042,35.989742049713634,0.00832177531206658
50,15000,1,15000,0.0,0.0,21.0,0.0,268.5773360768175,291.8326181520719,33.80854556185218,0.007817425293153447
51,15300,1,15300,0.0,0.0,21.0,0.0,268.5351230555555,291.76087844206404,33.26324643988687,0.007691337788425178
52,15600,1,15600,0.0,0.0,21.0,0.0,268.49559100137174,291.7109976868011,3944.148549175435,0.9119909216996601
53,15900,1,15900,0.0,0.0,21.0,0.0,268.45869116941014,293.4367279473616,4269.692124988755,0.9872651620224443
54,16200,1,16200,0.0,0.0,21.0,0.0,268.42437481481477,294.50448244583873,4277.871611818235,0.9891564745933684
55,16500,1,16500,0.0,0.0,21.0,0.0,268.39259319272975,295.08450439349303,4275.14511620841,0.9885260370697276
56,16800,1,16800,0.0,0.0,21.0,0.0,268.363297558299,295.39909622857033,4268.0562276228575,0.9868868995082593
57,17100,1,17100,0.0,0.0,21.0,0.0,268.33643916666665,295.57038889248656,4274.599817086442,0.9883999495649987
58,17400,1,17400,0.0,0.0,21.0,0.0,268.3119692729767,295.67212479391424,4282.234004793954,0.9901651746311939
59,17700,1,17700,0.0,0.0,21.0,0.0,268.2898391323731,295.73764206694403,4296.411781965059,0.9934434497541306
60,18000,1,18000,0.0,0.0,21.0,0.0,268.27,295.7868494072848,444.9640835237322,0.1028874038582777
61,18300,1,18300,0.0,0.0,21.0,0.0,268.25040019393595,294.08385951295844,35.989742049713634,0.00832177531206658
62,18600,1,18600,0.0,0.0,21.0,0.0,268.22948181259164,292.98660394457005,37.62563941560971,0.008700037826251424
63,18900,1,18900,0.0,0.0,21.0,0.0,268.2079367816092,292.3945986267019,34.35384468381756,0.007943512797881734
64,19200,1,19200,0.0,0.0,21.0,0.0,268.1864570266307,292.0665338098254,3956.6904289806357,0.91489093430841
65,19500,1,19500,0.0,0.0,21.0,0.0,268.1657344732983,293.6503915780704,4253.878450451762,0.9836086243853247
66,19800,1,19800,0.0,0.0,21.0,0.0,268.14646104725415,294.6318087637512,4254.96904869569,0.9838607993947807
67,20100,1,20100,0.0,0.0,21.0,0.0,268.12932867414025,295.16014249460966,4251.151954841929,0.9829781868616819
68,20400,1,20400,0.0,0.0,21.0,0.0,268.11502927959884,295.4477635760561,357.17092488730987,0.08258731559702445
69,20700,1,20700,0.0,0.0,21.0,0.0,268.10425478927203,293.8515067462204,32.717947317921485,0.00756525028369689
70,21000,1,21000,0.0,0.0,21.0,0.0,268.0976971288018,292.8495417160222,32.717947317921485,0.00756525028369689
71,21300,1,21300,0.0,0.0,21.0,0.0,268.09604822383045,292.3080447549578,34.35384468381756,0.007943512797881734
72,21600,1,21600,0.0,0.0,21.0,0.0,268.09999999999997,292.01052277218287,3882.5297483933523,0.8977430336653649
73,21900,1,21900,0.0,0.0,21.0,0.0,268.10772019382466,293.57565448235596,4253.878450451762,0.9836086243853247
74,22200,1,22200,0.0,0.0,21.0,0.0,268.11681428893394,294.5803594496331,4264.784432891066,0.9861303744798897
