index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,20651.59483052729,22.5,0.0,277.22999999999996,0.0,293.15,0.9126213592233009
1,300,1,300,0.0,22412.030587702688,22.5,0.0,277.25013364438655,0.0,297.0483323548067,0.9904173496406518
2,600,1,600,0.0,22403.470932481414,22.5,0.0,277.2697410300926,0.0,299.2202251338164,0.9900390871264669
3,900,1,900,0.0,22423.44346133103,22.5,0.0,277.2888818359375,0.0,300.243249204633,0.9909216996595638
4,1200,1,1200,0.0,2550.777255939681,22.5,0.0,277.30761574074074,0.0,300.75075526183093,0.11272222922708366
5,1500,1,1500,0.0,188.31241486803012,22.5,0.0,277.3260024233217,0.0,296.8039846954223,0.00832177531206658
6,1800,1,1800,0.0,196.87207008930423,22.5,0.0,277.3441015625,0.0,294.51292500934795,0.008700037826251424
7,2100,1,2100,0.0,188.31241486803012,22.5,0.0,277.36197283709487,0.0,293.4561347310297,0.00832177531206658
8,2400,1,2400,0.0,21293.56897212285,22.5,0.0,277.3796759259259,0.0,292.95164434147176,0.9409910477871644
9,2700,1,2700,0.0,22583.22369212817,22.5,0.0,277.3972705078125,0.0,297.1701407958249,0.9979825999243486
10,3000,1,3000,0.0,22500.480358322493,22.5,0.0,277.41481626157406,0.0,299.3669926051359,0.9943260622872273
11,3300,1,3300,0.0,22334.99369071122,22.5,0.0,277.43237286603005,0.0,300.36510988823755,0.9870129870129881
12,3600,1,3600,0.0,22334.99369071122,22.5,0.0,277.45,0.0,300.80487403517816,0.9870129870129881
13,3900,1,3900,0.0,22320.727598675738,22.5,0.0,277.46751139322913,0.0,301.028115295504,0.9863825494893456
14,4200,1,4200,0.0,22303.60828823319,22.5,0.0,277.4846366003788,0.0,301.1490177696039,0.9856260244609759
15,4500,1,4500,0.0,22220.864954427554,22.5,0.0,277.50130903764205,0.0,301.22133291722434,0.9819694868238563
16,4800,1,4800,0.0,1903.0966775299423,22.5,0.0,277.5174621212121,0.0,301.2564594507831,0.08410036565376383
17,5100,1,5100,0.0,162.63344920420784,22.5,0.0,277.5330292672822,0.0,296.98480041558355,0.007186987769512046
18,5400,1,5400,0.0,179.75275964675603,22.5,0.0,277.54794389204545,0.0,294.65598984370786,0.007943512797881734
19,5700,1,5700,0.0,171.19310442548192,22.5,0.0,277.56213941169506,0.0,293.56995406792646,0.00756525028369689
20,6000,1,6000,0.0,20334.88758734015,22.5,0.0,277.57554924242424,0.0,293.0373587268229,0.8986256461984616
21,6300,1,6300,0.0,22069.644378851724,22.5,0.0,277.5881068004261,0.0,297.0317920412384,0.975286849073258
22,6600,1,6600,0.0,22072.49759725879,22.5,0.0,277.5997455018939,0.0,299.2078151799803,0.9754129365779851
23,6900,1,6900,0.0,22021.139665931147,22.5,0.0,277.6103987630208,0.0,300.20368701340874,0.9731433614928761
24,7200,1,7200,0.0,21998.313918674427,22.5,0.0,277.62,0.0,300.6569093199401,0.9721346614550503
25,7500,1,7500,0.0,21981.19460823188,22.5,0.0,277.6254863457207,0.0,300.87302802469594,0.9713781364266807
26,7800,1,7800,0.0,21941.249550532615,22.5,0.0,277.6246094389844,0.0,300.98212627627083,0.9696129113604854
27,8100,1,8100,0.0,21912.717366461686,22.5,0.0,277.61852445485255,0.0,301.03757151653696,0.9683520363132019
28,8400,1,8400,0.0,21895.59805601914,22.5,0.0,277.60838656838655,0.0,301.0704722669064,0.9675955112848322
29,8700,1,8700,0.0,21986.90104504605,22.5,0.0,277.5953509546478,0.0,301.0947265249222,0.9716303114361367
30,9000,1,9000,0.0,21929.836676904237,22.5,0.0,277.5805727886978,0.0,301.137722575684,0.9691085613415718
31,9300,1,9300,0.0,21986.90104504605,22.5,0.0,277.56520724559783,0.0,301.1566374866335,0.9716303114361367
32,9600,1,9600,0.0,2319.66656496528,22.5,0.0,277.5504095004095,0.0,301.18816718612453,0.10250914134409286
33,9900,1,9900,0.0,182.6059780538475,22.5,0.0,277.5373347281941,0.0,297.04324425967104,0.008069600302610022
34,10200,1,10200,0.0,205.43172531057832,22.5,0.0,277.5271381040131,0.0,294.6836695689702,0.009078300340436269
35,10500,1,10500,0.0,202.57850690348678,22.5,0.0,277.5209748029279,0.0,293.5793300594126,0.00895221283570798
36,10800,1,10800,0.0,20854.173337430802,22.5,0.0,277.52,0.0,293.0351340566076,0.92157357205901
37,11100,1,11100,0.0,22451.975645401955,22.5,0.0,277.5229166579774,0.0,297.1253075181098,0.9921825747068471
38,11400,1,11400,0.0,22389.20484044593,22.5,0.0,277.5274419558447,0.0,299.31128027026415,0.9894086496028244
39,11700,1,11700,0.0,22403.470932481414,22.5,0.0,277.533252393018,0.0,300.29555321662923,0.9900390871264669
