index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,totalHeatingPower.y,weaBus.HDifHor,roomTempUpperSetpoint,thermalZone.TAir,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,0.0,15408.931015952712,0.0,21.5,293.15,0.0,270.84,0.9126213592233009
1,300,1,300,0.0,16722.4582937702,0.0,21.5,297.49668044656823,0.0,270.82701932870367,0.9904173496406519
2,600,1,600,0.0,16716.071613327003,0.0,21.5,299.8362862316238,0.0,270.81392129629626,0.990039087126467
3,900,1,900,0.0,16730.973867694443,0.0,21.5,300.9072014644452,0.0,270.80072187499997,0.9909216996595639
4,1200,1,1200,0.0,1903.230772072635,0.0,21.5,301.43811030600597,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,0.0,140.50696975032878,0.0,21.5,296.8457282743116,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,0.0,146.89365019352553,0.0,21.5,294.2803936458865,0.0,270.760675,0.008700037826251424
7,2100,1,2100,0.0,140.50696975032878,0.0,21.5,293.11677744094936,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,0.0,15887.932049192468,0.0,21.5,292.5221896336279,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,0.0,16850.191902634135,0.0,21.5,297.34909084874005,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,0.0,16788.45399168321,0.0,21.5,299.6957030150758,0.0,270.7068287037037,0.9943260622872272
11,3300,1,3300,0.0,16664.97816978143,0.0,21.5,300.68556510851124,0.0,270.6933931712963,0.9870129870129882
12,3600,1,3600,0.0,16664.97816978143,0.0,21.5,301.0830720846133,0.0,270.67999999999995,0.9870129870129882
13,3900,1,3900,0.0,16654.33370237608,0.0,21.5,301.26758621748854,0.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,0.0,16641.560341489687,0.0,21.5,301.35350959734,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,0.0,16579.822430538796,0.0,21.5,301.3923944979767,0.0,270.63895922330096,0.9819694868238564
16,4800,1,4800,0.0,1419.971951870748,0.0,21.5,301.39176874886357,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,0.0,121.3469284207385,0.0,21.5,296.4076397047133,0.0,270.6107637540453,0.007186987769512046
18,5400,1,5400,0.0,134.120289307132,0.0,21.5,293.7823442786599,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,0.0,127.73360886393525,0.0,21.5,292.55950710471757,0.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,0.0,15172.623839554431,0.0,21.5,291.92009515546084,0.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,0.0,16466.99107604233,0.0,21.5,296.48364338258096,0.0,270.5532776699029,0.9752868490732581
22,6600,1,6600,0.0,16469.119969523374,0.0,21.5,298.8141518195366,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,0.0,16430.799886864195,0.0,21.5,299.8109032712096,0.0,270.5243909385113,0.9731433614928762
24,7200,1,7200,0.0,16413.76873901568,0.0,21.5,300.23770672253073,0.0,270.51,0.9721346614550503
25,7500,1,7500,0.0,16400.995378129286,0.0,21.5,300.43138635097927,0.0,270.49370276227603,0.9713781364266807
26,7800,1,7800,0.0,16371.190869394377,0.0,21.5,300.524669166595,0.0,270.47363669953876,0.9696129113604853
27,8100,1,8100,0.0,16349.901934583711,0.0,21.5,300.56774017323073,0.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,0.0,16337.128573697317,0.0,21.5,300.5877496278181,0.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,0.0,16405.253165091406,0.0,21.5,300.6000159740803,0.0,270.3923850750452,0.9716303114361367
