index,seconds_of_day,day_of_year,timestamp,weaBus.HDirNor,totalHeatingPower.y,thermalZone.TAir,weaBus.TDryBul,weaDat.weaBus.HGloHor,weaBus.HDifHor,roomTempUpperSetpoint,u
0,0,1,0,0.0,12127.660481677327,293.15,277.22999999999996,0.0,0.0,21.5,0.9126213592233009
1,300,1,300,0.0,13161.4773533539,296.6239137721044,277.25013364438655,0.0,0.0,21.5,0.9904173496406518
2,600,1,600,0.0,13156.450691092912,298.4907388967114,277.2697410300926,0.0,0.0,21.5,0.9900390871264669
3,900,1,900,0.0,13168.17956970187,299.3473788870979,277.2888818359375,0.0,0.0,21.5,0.9909216996595639
4,1200,1,1200,0.0,1497.9453537744596,299.77480444886334,277.30761574074074,0.0,0.0,21.5,0.11272222922708366
5,1500,1,1500,0.0,110.58656974173861,296.16834312379837,277.3260024233217,0.0,0.0,21.5,0.00832177531206658
6,1800,1,1800,0.0,115.61323200272675,294.15900071552784,277.3441015625,0.0,0.0,21.5,0.008700037826251424
7,2100,1,2100,0.0,110.58656974173861,293.2512456198305,277.36197283709487,0.0,0.0,21.5,0.00832177531206658
8,2400,1,2400,0.0,12504.660151251437,292.79524887458876,277.3796759259259,0.0,0.0,21.5,0.9409910477871644
9,2700,1,2700,0.0,13262.010598573663,296.606066546398,277.3972705078125,0.0,0.0,21.5,0.9979825999243487
10,3000,1,3000,0.0,13213.419530050762,298.46566712227127,277.41481626157406,0.0,0.0,21.5,0.9943260622872274
11,3300,1,3300,0.0,13116.237393005005,299.25601582968534,277.43237286603005,0.0,0.0,21.5,0.9870129870129881
12,3600,1,3600,0.0,13116.237393005005,299.5809228908489,277.45,0.0,0.0,21.5,0.9870129870129881
13,3900,1,3900,0.0,13107.85962257001,299.7398057931649,277.46751139322913,0.0,0.0,21.5,0.9863825494893455
14,4200,1,4200,0.0,13097.806298048035,299.81998880768975,277.4846366003788,0.0,0.0,21.5,0.985626024460976
15,4500,1,4500,0.0,13049.215229525156,299.8633320212698,277.50130903764205,0.0,0.0,21.5,0.9819694868238562
16,4800,1,4800,0.0,1117.5945760263594,299.87495514884984,277.5174621212121,0.0,0.0,21.5,0.08410036565376383
17,5100,1,5100,0.0,95.50658295877426,295.9638225870351,277.5330292672822,0.0,0.0,21.5,0.007186987769512045
18,5400,1,5400,0.0,105.5599074807505,293.9100111059124,277.54794389204545,0.0,0.0,21.5,0.007943512797881734
19,5700,1,5700,0.0,100.53324521976238,292.9600010922738,277.56213941169506,0.0,0.0,21.5,0.00756525028369689
20,6000,1,6000,0.0,11941.673978020766,292.4682614093202,277.57554924242424,0.0,0.0,21.5,0.8986256461984616
21,6300,1,6300,0.0,12960.410862914376,296.0705191684786,277.5881068004261,0.0,0.0,21.5,0.975286849073258
22,6600,1,6600,0.0,12962.086417001356,297.9190057589614,277.5997455018939,0.0,0.0,21.5,0.9754129365779851
23,6900,1,6900,0.0,12931.926443435426,298.71586854512066,277.6103987630208,0.0,0.0,21.5,0.9731433614928761
24,7200,1,7200,0.0,12918.522010739465,299.0637748346604,277.62,0.0,0.0,21.5,0.9721346614550503
25,7500,1,7500,0.0,12908.46868621749,299.22761786454765,277.6254863457207,0.0,0.0,21.5,0.9713781364266807
