index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,271.82,0.0,0.0,21.5,15835.174180161728,293.15,0.0,0.9126213592233009
1,300,1,300,271.8280908161068,0.0,0.0,21.5,17185.03636158753,297.25361170407444,0.0,0.9904173496406519
2,600,1,600,271.8357342807924,0.0,0.0,21.5,17178.4730122451,299.3287140945481,0.0,0.9900390871264669
3,900,1,900,271.84298691860465,0.0,0.0,21.5,17193.787494044078,300.19469951754706,0.0,0.9909216996595638
4,1200,1,1200,271.84990525409125,0.0,0.0,21.5,1955.878104043188,300.58459123039773,0.0,0.11272222922708366
5,1500,1,1500,271.8565458118002,0.0,0.0,21.5,144.39368553338971,296.1615087832964,0.0,0.00832177531206658
6,1800,1,1800,271.86296511627904,0.0,0.0,21.5,150.95703487581653,293.8440853957558,0.0,0.008700037826251424
7,2100,1,2100,271.8692196920758,0.0,0.0,21.5,144.39368553338971,292.89816546566055,0.0,0.00832177531206658
8,2400,1,2400,271.8753660637381,0.0,0.0,21.5,16327.425380843739,292.48389357684573,0.0,0.9409910477871642
9,2700,1,2700,271.8814607558139,0.0,0.0,21.5,17316.303348436064,297.1861805254796,0.0,0.9979825999243487
10,3000,1,3000,271.887560292851,0.0,0.0,21.5,17252.85763812592,299.3619437832557,0.0,0.9943260622872274
11,3300,1,3300,271.893721199397,0.0,0.0,21.5,17125.966217505684,300.226141187485,0.0,0.987012987012988
12,3600,1,3600,271.9,0.0,0.0,21.5,17125.966217505684,300.5525956625802,0.0,0.987012987012988
13,3900,1,3900,271.90602887294085,0.0,0.0,21.5,17115.027301934955,300.7023757440751,0.0,0.9863825494893457
14,4200,1,4200,271.911429869186,0.0,0.0,21.5,17101.900603250102,300.77688185032724,0.0,0.9856260244609759
15,4500,1,4500,271.916244322311,0.0,0.0,21.5,17038.454892939986,300.81991555251335,0.0,0.9819694868238563
16,4800,1,4800,271.92051356589144,0.0,0.0,21.5,1459.2513371328942,300.8330581982528,0.0,0.08410036565376383
17,5100,1,5100,271.9242789335029,0.0,0.0,21.5,124.7036375061093,296.13227604975657,0.0,0.007186987769512046
18,5400,1,5400,271.9275817587209,0.0,0.0,21.5,137.8303361909629,293.8262691893038,0.0,0.007943512797881734
19,5700,1,5700,271.9304633751211,0.0,0.0,21.5,131.26698684853608,292.8643364217078,0.0,0.007565250283696889
20,6000,1,6000,271.93296511627904,0.0,0.0,21.5,15592.330254491935,292.4259595873448,0.0,0.8986256461984616
21,6300,1,6300,271.9351283157703,0.0,0.0,21.5,16922.502387890458,296.8851562664931,0.0,0.9752868490732581
22,6600,1,6600,271.9369943071705,0.0,0.0,21.5,16924.69017100458,299.05096468644535,0.0,0.9754129365779852
23,6900,1,6900,271.9386044240552,0.0,0.0,21.5,16885.310074950015,299.91632422324096,0.0,0.973143361492876
24,7200,1,7200,271.94,0.0,0.0,21.5,16867.807810036888,300.2565559355307,0.0,0.9721346614550503
25,7500,1,7500,271.93760844713745,0.0,0.0,21.5,16854.681111352034,300.3964728678452,0.0,0.9713781364266807
26,7800,1,7800,271.9282494668635,0.0,0.0,21.5,16824.052147754053,300.4587762179893,0.0,0.9696129113604853
27,8100,1,8100,271.9125528266486,0.0,0.0,21.5,16802.174316612618,300.48117892815094,0.0,0.9683520363132018
28,8400,1,8400,271.8911482939632,0.0,0.0,21.5,16789.04761792777,300.49126177721,0.0,0.9675955112848323
29,8700,1,8700,271.8646656362779,0.0,0.0,21.5,16859.05667758031,300.49745435133184,0.0,0.9716303114361367
