index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,22.5,0.0,277.22999999999996,293.15,6420.599457173554,0.9126213592233009
1,300,1,300,0.0,0.0,22.5,0.0,277.25013364438655,295.12227143588336,6967.92052170466,0.9904173496406519
2,600,1,600,0.0,0.0,22.5,0.0,277.2697410300926,296.30718407523375,6965.259317176956,0.9900390871264669
3,900,1,900,0.0,0.0,22.5,0.0,277.2888818359375,296.8958409409133,6971.468794408257,0.9909216996595638
4,1200,1,1200,0.0,0.0,22.5,0.0,277.30761574074074,297.20071805151423,793.0389492557558,0.11272222922708365
5,1500,1,1500,0.0,0.0,22.5,0.0,277.3260024233217,294.91525920126105,58.54649960948533,0.00832177531206658
6,1800,1,1800,0.0,0.0,22.5,0.0,277.3441015625,293.5241843523314,61.20770413718921,0.008700037826251424
7,2100,1,2100,0.0,0.0,22.5,0.0,277.36197283709487,292.84776324863185,58.54649960948533,0.00832177531206658
8,2400,1,2400,0.0,0.0,22.5,0.0,277.3796759259259,292.515728717923,6620.189796751345,0.9409910477871642
9,2700,1,2700,0.0,0.0,22.5,0.0,277.3972705078125,294.9541760428556,7021.144612258738,0.9979825999243487
10,3000,1,3000,0.0,0.0,22.5,0.0,277.41481626157406,296.30210968694644,6995.419635157592,0.9943260622872274
11,3300,1,3300,0.0,0.0,22.5,0.0,277.43237286603005,296.959217626312,6943.969680955324,0.9870129870129881
12,3600,1,3600,0.0,0.0,22.5,0.0,277.45,297.2717636923617,6943.969680955324,0.9870129870129881
13,3900,1,3900,0.0,0.0,22.5,0.0,277.46751139322913,297.4394253084258,6939.53434007581,0.9863825494893456
14,4200,1,4200,0.0,0.0,22.5,0.0,277.4846366003788,297.53393205948896,6934.2119310204025,0.9856260244609759
15,4500,1,4500,0.0,0.0,22.5,0.0,277.50130903764205,297.5941001073364,6908.486953919269,0.9819694868238563
16,4800,1,4800,0.0,0.0,22.5,0.0,277.5174621212121,297.62911348353174,591.6744733261629,0.08410036565376384
17,5100,1,5100,0.0,0.0,22.5,0.0,277.5330292672822,295.1511777238454,50.5628860263737,0.007186987769512046
18,5400,1,5400,0.0,0.0,22.5,0.0,277.54794389204545,293.7429548776308,55.88529508178145,0.007943512797881734
19,5700,1,5700,0.0,0.0,22.5,0.0,277.56213941169506,293.05729913105233,53.22409055407757,0.00756525028369689
20,6000,1,6000,0.0,0.0,22.5,0.0,277.57554924242424,292.7178856686112,6322.134889648511,0.8986256461984617
21,6300,1,6300,0.0,0.0,22.5,0.0,277.5881068004261,295.0337449628716,6861.472340596505,0.975286849073258
22,6600,1,6600,0.0,0.0,22.5,0.0,277.5997455018939,296.3744275170741,6862.359408772398,0.9754129365779851
23,6900,1,6900,0.0,0.0,22.5,0.0,277.6103987630208,297.0343266010654,6846.392181606175,0.9731433614928761
24,7200,1,7200,0.0,0.0,22.5,0.0,277.62,297.35912619079244,6839.295636198968,0.9721346614550503
25,7500,1,7500,0.0,0.0,22.5,0.0,277.6254863457207,297.52572696983964,6833.9732271435605,0.9713781364266807
26,7800,1,7800,0.0,0.0,22.5,0.0,277.6246094389844,297.6170964832112,6821.554272680946,0.9696129113604853
27,8100,1,8100,0.0,0.0,22.5,0.0,277.61852445485255,297.6693479081588,6812.683590921929,0.9683520363132019
28,8400,1,8400,0.0,0.0,22.5,0.0,277.60838656838655,297.7037296428027,6807.361181866521,0.9675955112848321
29,8700,1,8700,0.0,0.0,22.5,0.0,277.5953509546478,297.73061456793414,6835.7473634953585,0.9716303114361365
30,9000,1,9000,0.0,0.0,22.5,0.0,277.5805727886978,297.7666174521868,6818.0059999773375,0.9691085613415716
31,9300,1,9300,0.0,0.0,22.5,0.0,277.56520724559783,297.7889503150407,6835.7473634953585,0.9716303114361365
