index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,totalHeatingPower.y,weaBus.HDifHor,roomTempUpperSetpoint,thermalZone.TAir,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,0.0,7539.23701786815,0.0,21.5,293.15,0.0,270.84,0.9126213592233009
1,300,1,300,0.0,8181.915829698038,0.0,21.5,295.4485787350538,0.0,270.82701932870367,0.9904173496406518
2,600,1,600,0.0,8178.790973238573,0.0,21.5,296.8300222624616,0.0,270.81392129629626,0.9900390871264669
3,900,1,900,0.0,8186.082304977314,0.0,21.5,297.5149849584265,0.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,0.0,931.2072249204381,0.0,21.5,297.8668777186868,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,0.0,68.74684210822026,0.0,21.5,295.17859808884106,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,0.0,71.87169856768482,0.0,21.5,293.53811484186974,0.0,270.760675,0.008700037826251424
7,2100,1,2100,0.0,68.74684210822026,0.0,21.5,292.74336171316236,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,0.0,7773.601252327992,0.0,21.5,292.35234043347924,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,0.0,8244.41295888733,0.0,21.5,295.212306626577,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,0.0,8214.206013112494,0.0,21.5,296.79226261520967,0.0,270.7068287037037,0.9943260622872273
11,3300,1,3300,0.0,8153.792121562856,0.0,21.5,297.55753700268303,0.0,270.6933931712963,0.9870129870129881
12,3600,1,3600,0.0,8153.792121562856,0.0,21.5,297.91918300924254,0.0,270.67999999999995,0.9870129870129881
13,3900,1,3900,0.0,8148.584027463739,0.0,21.5,298.1115144723455,0.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,0.0,8142.334314544811,0.0,21.5,298.2180681707076,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,0.0,8112.127368769991,0.0,21.5,298.2835566071471,0.0,270.63895922330096,0.9819694868238563
16,4800,1,4800,0.0,694.7597528209538,0.0,21.5,298.3193882926322,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,0.0,59.37227272982659,0.0,21.5,295.41080757796476,0.0,270.6107637540453,0.007186987769512046
18,5400,1,5400,0.0,65.62198564875571,0.0,21.5,293.7477799287494,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,0.0,62.497129189291144,0.0,21.5,292.94058588771264,0.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,0.0,7423.617328867962,0.0,21.5,292.54036023417547,0.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,0.0,8056.921571319455,0.0,21.5,295.26046670302713,0.0,270.5532776699029,0.975286849073258
22,6600,1,6600,0.0,8057.963190139268,0.0,21.5,296.8283956231754,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,0.0,8039.21405138248,0.0,21.5,297.59656701424336,0.0,270.5243909385113,0.9731433614928761
24,7200,1,7200,0.0,8030.881100823913,0.0,21.5,297.97248226409533,0.0,270.51,0.9721346614550503
25,7500,1,7500,0.0,8024.631387904983,0.0,21.5,298.1657734086476,0.0,270.49370276227603,0.9713781364266807
26,7800,1,7800,0.0,8010.048724427487,0.0,21.5,298.2681645574821,0.0,270.47363669953876,0.9696129113604853
27,8100,1,8100,0.0,7999.632536229266,0.0,21.5,298.32564831283804,0.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,0.0,7993.382823310338,0.0,21.5,298.3612533346743,0.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,0.0,8026.714625544621,0.0,21.5,298.38841717788796,0.0,270.3923850750452,0.9716303114361367
30,9000,1,9000,0.0,8005.882249148196,0.0,21.5,298.42696061781413,0.0,270.35880322605306,0.9691085613415716
31,9300,1,9300,0.0,8026.714625544621,0.0,21.5,298.4490409890764,0.0,270.3222323089468,0.9716303114361367
32,9600,1,9600,0.0,846.8361005148951,0.0,21.5,298.4793748384081,0.0,270.28282827510634,0.10250914134409286
33,9900,1,9900,0.0,66.66360446857728,0.0,21.5,295.6575438434169,0.0,270.2407470759116,0.008069600302610022
34,10200,1,10200,0.0,74.99655502714938,0.0,21.5,293.9763079383234,0.0,270.19614466274237,0.009078300340436269
35,10500,1,10500,0.0,73.9549362073278,0.0,21.5,293.1553730154967,0.0,270.14917698697855,0.00895221283570798
36,10800,1,10800,0.0,7613.191954075488,0.0,21.5,292.7452953840421,0.0,270.09999999999997,0.92157357205901
37,11100,1,11100,0.0,8196.498493175533,0.0,21.5,295.52368482610285,0.0,270.03340929133856,0.992182574706847
38,11400,1,11400,0.0,8173.582879139456,0.0,21.5,297.0989213047866,0.0,269.93795695538057,0.9894086496028244
39,11700,1,11700,0.0,8178.790973238573,0.0,21.5,297.8562027637718,0.0,269.8194337007874,0.9900390871264669
40,12000,1,12000,0.0,8211.08115665303,0.0,21.5,298.23000591195813,0.0,269.68363023622044,0.9939477997730425
41,12300,1,12300,0.0,8223.58058249089,0.0,21.5,298.43200989280706,0.0,269.53633727034116,0.9954608498297819
42,12600,1,12600,0.0,8261.078860004463,0.0,21.5,298.5399914270885,0.0,269.383345511811,1.0
43,12900,1,12900,0.0,8256.912384725187,0.0,21.5,298.61407007282634,0.0,269.2304456692913,0.999495649981088
44,13200,1,13200,0.0,779.1308772264969,0.0,21.5,298.6555040664596,0.0,269.0834284514435,0.09431345353675463
45,13500,1,13500,0.0,66.66360446857728,0.0,21.5,295.7172500197908,0.0,268.9480845669291,0.008069600302610022
46,13800,1,13800,0.0,68.74684210822026,0.0,21.5,294.00293025414396,0.0,268.83020472440944,0.00832177531206658
47,14100,1,14100,0.0,69.78846092804183,0.0,21.5,293.1605146742131,0.0,268.7355796325459,0.008447862816794867
48,14400,1,14400,0.0,69.78846092804183,0.0,21.5,292.73844030182084,0.0,268.66999999999996,0.008447862816794867
49,14700,1,14700,0.0,68.74684210822026,0.0,21.5,292.51594747818683,0.0,268.6222788100137,0.00832177531206658
50,15000,1,15000,0.0,64.58036682893413,0.0,21.5,292.3936609108658,0.0,268.5773360768175,0.007817425293153447
51,15300,1,15300,0.0,63.53874800911272,0.0,21.5,292.3161850500468,0.0,268.5351230555555,0.007691337788425178
52,15600,1,15600,0.0,7534.028923769048,0.0,21.5,292.2617823472165,0.0,268.49559100137174,0.9119909216996601
53,15900,1,15900,0.0,8155.875359202495,0.0,21.5,295.18360180185243,0.0,268.45869116941014,0.9872651620224442
54,16200,1,16200,0.0,8171.499641499818,0.0,21.5,296.84386587538125,0.0,268.42437481481477,0.9891564745933684
55,16500,1,16500,0.0,8166.291547400715,0.0,21.5,297.6588600021241,0.0,268.39259319272975,0.9885260370697275
56,16800,1,16800,0.0,8152.75050274303,0.0,21.5,298.05931297030077,0.0,268.363297558299,0.9868868995082593
57,17100,1,17100,0.0,8165.249928580888,0.0,21.5,298.2577521110117,0.0,268.33643916666665,0.9883999495649987
58,17400,1,17400,0.0,8179.832592058385,0.0,21.5,298.36901083442154,0.0,268.3119692729767,0.990165174631194
59,17700,1,17700,0.0,8206.914681373753,0.0,21.5,298.4393561946448,0.0,268.2898391323731,0.9934434497541305
60,18000,1,18000,0.0,849.9609569743595,0.0,21.5,298.4947939992753,0.0,268.27,0.1028874038582777
61,18300,1,18300,0.0,68.74684210822026,0.0,21.5,295.612436839284,0.0,268.25040019393595,0.00832177531206658
62,18600,1,18600,0.0,71.87169856768482,0.0,21.5,293.9033574958194,0.0,268.22948181259164,0.008700037826251424
63,18900,1,18900,0.0,65.62198564875571,0.0,21.5,293.0665503298836,0.0,268.2079367816092,0.007943512797881734
64,19200,1,19200,0.0,7557.986156624937,0.0,21.5,292.6458605162694,0.0,268.1864570266307,0.91489093430841
65,19500,1,19500,0.0,8125.668413427676,0.0,21.5,295.4039597792121,0.0,268.1657344732983,0.9836086243853246
66,19800,1,19800,0.0,8127.751651067314,0.0,21.5,296.9601652628602,0.0,268.14646104725415,0.9838607993947805
67,20100,1,20100,0.0,8120.460319328558,0.0,21.5,297.7194712041474,0.0,268.12932867414025,0.982978186861682
68,20400,1,20400,0.0,682.2603269830956,0.0,21.5,298.0916815890575,0.0,268.11502927959884,0.08258731559702445
69,20700,1,20700,0.0,62.497129189291144,0.0,21.5,295.3305436584786,0.0,268.10425478927203,0.00756525028369689
70,21000,1,21000,0.0,62.497129189291144,0.0,21.5,293.74208067232695,0.0,268.0976971288018,0.00756525028369689
71,21300,1,21300,0.0,65.62198564875571,0.0,21.5,292.9658450584466,0.0,268.09604822383045,0.007943512797881734
72,21600,1,21600,0.0,7416.325997129221,0.0,21.5,292.5748704619005,0.0,268.09999999999997,0.8977430336653649
73,21900,1,21900,0.0,8125.668413427676,0.0,21.5,295.28588836615717,0.0,268.10772019382466,0.9836086243853246
74,22200,1,22200,0.0,8146.500789824101,0.0,21.5,296.8833480664908,0.0,268.11681428893394,0.9861303744798896
75,22500,1,22500,0.0,8171.499641499818,0.0,21.5,297.67076491499074,0.0,268.127130831643,0.9891564745933684
76,22800,1,22800,0.0,927.0407496411515,0.0,21.5,298.07040786823353,0.0,268.13851836826683,0.11221787920817047
77,23100,1,23100,0.0,64.58036682893413,0.0,21.5,295.40055022169287,0.0,268.1508254451206,0.007817425293153447
78,23400,1,23400,0.0,66.66360446857728,0.0,21.5,293.7629449145368,0.0,268.16390060851927,0.008069600302610022
79,23700,1,23700,0.682568026834529,67.7052232883987,0.6767618312757203,21.5,292.9610263085461,0.03935185185185185,268.17759240477795,0.008195687807338292
80,24000,1,24000,2.596363760679194,7637.149186931379,2.5745884773662553,21.5,292.5649725110406,0.14814814814814814,268.19174938021183,0.92447358466776
81,24300,1,24300,5.540524681545613,8176.70773559892,5.494791666666667,21.5,295.36749219309087,0.31249999999999994,268.2062200811359,0.9897869121170092
82,24600,1,24600,9.314188269445403,8168.374785040352,9.238683127572019,21.5,296.9521239709704,0.5185185185185184,268.2208530538652,0.9887782120791835
83,24900,1,24900,13.716492004390181,8188.165542616966,13.60757458847737,21.5,297.7456125486448,0.7523148148148147,268.2354968447149,0.9911738746690214
84,25200,1,25200,18.546573366391563,8202.748206094462,18.402777777777782,21.5,298.18532565840326,0.9999999999999998,268.25,0.9929390997352167
85,25500,1,25500,23.60356983546117,8210.03953783322,23.425604423868315,21.5,298.46968129218703,1.247685185185185,268.26463641822187,0.9938217122683155
86,25800,1,25800,28.686618891610614,8237.121627148574,28.477366255144037,21.5,298.69194498881166,1.481481481481481,268.2797830537837,0.9970999873912502
87,26100,1,26100,33.59485801485152,8239.204864788211,33.35937500000001,21.5,298.90687906818823,1.6874999999999998,268.29544303685327,0.997352162400706
88,26400,1,26400,38.12742468519549,8230.871914229645,37.872942386831284,21.5,299.1174845278893,1.8518518518518512,268.3116194975982,0.9963434623628805
89,26700,1,26700,42.08345638265416,8246.496196526967,41.819380144032934,21.5,299.3199440181778,1.9606481481481475,268.3283155661863,0.9982347749338046
90,27000,1,27000,45.26209058723914,8254.829147085535,45.0,21.5,299.4974454008177,2.0,268.3455343727852,0.9992434749716304
91,27300,1,27300,47.97924529423292,8216.289250752148,47.72737911522634,21.5,299.63829492021375,1.9606481481481481,268.3632790475628,0.9945782372966852
92,27600,1,27600,50.66176997992469,7967.342352814795,50.42335390946502,21.5,299.74219248295674,1.8518518518518519,268.38155272068667,0.9644433236666247
93,27900,1,27900,53.27519934583613,7923.594362382291,53.053125,21.5,299.74369615181445,1.6875,268.40035852232455,0.9591476484680368
