,alpha
721,1.1879426126848085
722,1.1767343617100308
723,1.1767343617100308
724,1.1767343617100308
725,1.1767343617100308
726,1.1767343617100308
727,1.1767343617100308
728,1.1729071968099465
729,1.1774876291958845
730,1.1774876291958845
731,1.1774876291958845
732,1.1747089735185259
733,1.1747089735185259
734,1.1747089735185259
735,1.1788668530933146
736,1.1855145108291834
737,1.17371936794742
738,1.17371936794742
739,1.1754081799069156
740,1.1754081799069156
741,1.1754081799069156
742,1.1754081799069156
743,1.1754081799069156
744,1.1754081799069156
745,1.1754081799069156
746,1.1754081799069156
747,1.1754081799069156
748,1.1754081799069156
749,1.1754081799069156
750,1.1754081799069156
751,1.1754081799069156
752,1.1804958685240527
753,1.1840722679449551
754,1.1839422801951975
755,1.1854562306451848
756,1.180607959034735
757,1.176442857787955
758,1.167553015863459
759,1.167553015863459
760,1.1623612549594182
761,1.166138847850479
762,1.166138847850479
763,1.166138847850479
764,1.166138847850479
765,1.1699096363883836
766,1.1723103087511229
767,1.1723103087511229
768,1.1723103087511229
769,1.1723103087511229
770,1.1754998761319078
771,1.173090188120982
772,1.173090188120982
773,1.173090188120982
774,1.1853891542858204
775,1.187566239712473
776,1.187566239712473
777,1.1759733768261726
778,1.1777935487937998
