,beta
349,0.440116927059165
350,0.440116927059165
351,0.5086873237852149
352,0.5086873237852149
353,0.5086873237852149
354,0.5086873237852149
355,0.6395112653471171
356,0.5066459157624308
357,0.5066459157624308
358,0.8980612944232846
359,1.1596725053722743
360,1.1139283952818373
361,0.5624723891443912
362,0.6917659366866886
363,0.6557973605264905
364,0.8424231083802032
365,0.8424231083802032
366,1.0927225947646333
367,1.157352847316062
368,1.157352847316062
369,1.157352847316062
370,1.1550971379300812
371,1.0649282868682923
372,1.711653448043399
373,1.8191500644122156
374,1.8511516622185948
375,1.973005527081389
376,1.973005527081389
377,1.831705381724463
378,1.813082219822959
379,1.9714162813563618
380,1.955712750944436
381,1.955712750944436
382,1.3534291007685288
383,1.315072793900679
384,1.315072793900679
385,1.6282687955372537
386,1.6282687955372537
387,1.6282687955372537
388,1.6269482529394623
389,1.6269482529394623
390,1.6269482529394623
391,1.6269482529394623
392,1.68527882461851
393,1.5321462852425838
394,1.5395618453530537
395,1.7861651830196204
396,1.7861651830196204
397,1.4328763844943548
398,1.4328763844943548
399,1.2769892472640039
400,1.2769892472640039
401,1.2653934311253685
402,1.9465185974233656
403,1.9465185974233656
404,1.9465185974233656
405,1.9465185974233656
406,1.9465185974233656
407,1.9465185974233656
408,1.8635060335203604
409,1.9063172862096647
410,1.9063172862096647
411,1.8844141845804017
412,1.7282450467458794
413,1.6505657755486716
414,1.9054743885452852
415,1.9480119200534236
416,1.9573986307618765
417,1.8076973164732766
418,1.0957054626239673
419,1.0957054626239673
420,1.018133316056534
421,0.7803643838868669
422,0.8299680307746266
423,0.8299680307746266
424,0.8299680307746266
425,0.6398084517981032
426,0.8251403881707181
427,0.6783591742017515
428,0.6783591742017515
429,0.6263495510222579
430,0.6263495510222579
431,0.6263495510222579
432,0.950181979278812
433,0.9739313464782451
434,0.9074058016447603
435,0.9074058016447603
436,0.9074058016447603
437,1.2392300389688962
438,1.2479765275081525
439,1.1679165561610185
440,1.1994036523887188
441,0.585014356240119
442,0.5298492788548901
443,0.8802701306557152
444,0.8361875232746384
445,1.3090188417848088
446,1.668232543751217
447,1.8296334984997524
448,1.3832897357232556
449,1.0776846250712513
450,1.277762862064144
451,1.3430026897840244
452,1.2162994152151105
453,0.9252838507495307
454,1.2105897737539109
455,1.5413305670025843
456,0.6738784410831707
457,0.7723917280297787
458,0.7723917280297787
459,0.875086763536356
460,0.8555769745691234
461,0.4526519524795681
462,0.5729589288637722
463,1.0617870234792377
464,1.1271493139931996
465,1.1271493139931996
466,0.8905819364915669
467,0.9376430554625845
468,1.0184795523009618
469,1.0184795523009618
470,0.8571326203248197
471,0.8571326203248197
472,0.9966749102680059
473,0.9032540486328111
474,0.5885715174858375
475,0.7576234017452861
476,0.7576234017452861
477,0.7576234017452861
478,0.7576234017452861
479,0.38723927103236966
480,0.38723927103236966
481,0.559661380438429
482,0.559661380438429
483,0.559661380438429
484,1.0439884784660807
485,0.8255001368896149
486,0.8255001368896149
487,0.8255001368896149
488,0.3957409953197664
489,0.5003346656771395
490,1.0814413794152244
491,1.0814413794152244
492,0.973238689280858
493,1.3329072906610189
494,1.3329072906610189
495,1.4235812568837043
496,1.5841947562410512
497,1.5841947562410512
498,1.7198415425069193
499,1.940372828410619
500,1.695322118226906
501,1.6361450434009486
502,1.7293469241463204
503,1.383999934891126
504,1.383999934891126
505,1.1959178083637165
506,0.9150742070536002
507,0.9150742070536002
508,1.2746788900887283
509,1.2746788900887283
510,1.0862576833860027
511,1.0862576833860027
512,0.9937411893810065
513,0.9937411893810065
514,0.9806009526024475
515,0.8109664190406289
516,0.8024475340918722
517,0.8024475340918722
518,0.7090278397186023
519,0.7090278397186023
520,0.7090278397186023
521,0.7090278397186023
522,0.7090278397186023
523,0.7090278397186023
524,0.7090278397186023
525,0.7090278397186023
526,0.7090278397186023
527,0.7090278397186023
528,0.7519536325675302
529,0.7519536325675302
530,0.7519536325675302
531,0.9044157115083608
532,0.8823048812068386
533,0.8823048812068386
534,1.160607556891804
535,0.3990034887616897
536,0.3990034887616897
537,0.3990034887616897
538,0.3990034887616897
539,0.3990034887616897
540,0.2614799160117075
541,0.2614799160117075
542,0.2614799160117075
543,0.2614799160117075
544,1.0544231754857565
545,1.2243421799444478
546,1.6876965001894668
547,1.4767241002985412
548,1.6889389692062613
549,1.6889389692062613
550,1.377512826010748
551,1.6671147775920043
552,1.5996131817004635
553,1.4763017748986773
554,1.6014137972716145
555,1.405259286217582
556,1.5835336287756911
557,1.5835336287756911
558,1.6520967741924233
559,1.629406511115467
560,1.0125290205681723
561,0.9139437641253524
562,0.9139437641253524
563,0.6527635636075124
564,1.3808509988611823
565,1.3808509988611823
566,0.8739582375072494
567,1.10282411520283
568,1.0555074400669877
569,0.8640629021078217
570,0.8640629021078217
571,0.8078554702855084
572,0.7373839425716086
573,0.7373839425716086
574,0.4573016991670041
575,0.8801617062300253
576,0.4518588204242765
577,0.4518588204242765
578,0.4518588204242765
579,0.4518588204242765
580,0.3660674106172772
581,0.3660674106172772
582,0.6868670671243646
583,0.8258400499570037
584,0.7069879505707284
585,0.7069879505707284
586,0.7069879505707284
587,1.0552050440212344
588,0.9762580533267964
589,0.951214887003968
590,0.951214887003968
591,1.1689794628288883
592,1.1689794628288883
593,1.1689794628288883
594,0.7934216790073358
595,0.7934216790073358
596,1.0863014738367622
597,1.2144174239279768
598,1.2144174239279768
599,1.4868406773937086
600,1.0382328876871347
601,0.7706785607069362
602,1.337053103200331
603,0.9128007086993701
604,0.6114825275278314
605,0.5143382309226278
606,0.7414614004189808
607,0.817391778520927
608,0.879781930187827
609,0.7544432073962001
610,0.9807800276155217
611,0.9807800276155217
612,0.4732106908201148
613,0.4732106908201148
614,0.6393734764906228
615,0.26255354568282013
616,0.26255354568282013
617,0.3392381939019029
618,0.8340621661061723
619,0.5921836480935438
620,0.5921836480935438
621,0.5921836480935438
622,0.5921836480935438
623,0.5921836480935438
624,0.5921836480935438
625,0.6233274475777358
626,0.546975120483481
627,0.546975120483481
628,0.6897366960872067
629,0.6897366960872067
630,0.549287827553631
631,0.6379245394254819
632,0.9094374303058586
633,0.9094374303058586
634,0.9094374303058586
635,1.3143096789107458
636,1.624557204259304
637,1.6455424558270975
638,1.6241025697305453
639,1.4035805155681451
640,1.3727868256113342
641,1.7829140517735387
642,1.907878043274161
643,1.6146533964938607
644,1.8155526271645899
645,1.8155526271645899
646,1.8977769876941135
647,1.8977769876941135
648,1.8977769876941135
649,1.8977769876941135
650,1.8701900383975736
651,1.7312867022927596
652,1.8446592983504595
653,1.9643424782855752
654,1.9643424782855752
655,1.569195148552886
656,1.6560766186484748
657,1.6003284407832343
658,1.6003284407832343
659,1.9706878192523933
660,1.9669997226396052
661,1.5143647145668506
662,1.355648305159975
663,1.1150597410209444
664,1.9684097383900006
665,1.6567088928033815
666,1.6567088928033815
667,1.6567088928033815
668,1.7116756445967534
669,1.2167478065985695
670,1.2548150973565193
671,1.121755584062717
672,1.121755584062717
673,1.121755584062717
674,1.121755584062717
675,1.2840936656415236
676,0.9201428846580217
677,1.2009789661762673
678,1.1502624601604647
679,1.1502624601604647
680,1.1634440375489707
681,0.5931099841149485
682,0.7595753913887994
683,1.3218049375730017
684,1.3218049375730017
685,1.3218049375730017
686,1.3218049375730017
687,1.361681700520327
688,0.8535869493145583
689,0.8535869493145583
690,0.7129603642941071
691,0.7129603642941071
692,0.7129603642941071
693,0.48354034541320623
694,0.6488785144770537
695,0.7341947232902977
696,0.7341947232902977
697,0.7341947232902977
698,0.7341947232902977
699,0.7341947232902977
700,0.43360777460167615
701,0.43360777460167615
702,0.43360777460167615
703,0.49359885790661256
704,0.5348593217929061
705,0.7926990288012863
706,0.7926990288012863
707,0.5973612871081272
708,0.4585818431059969
709,0.3924496284269924
710,0.3924496284269924
711,1.3012135142551622
712,1.3012135142551622
713,1.313916640149565
714,0.974591932353797
715,1.1392670652944796
716,1.1392670652944796
717,1.1392670652944796
718,0.5431621068619912
719,0.5431621068619912
720,0.5431621068619912
721,0.7728345975378568
722,0.7728345975378568
723,0.7728345975378568
724,0.9436028531354995
725,1.015406619871564
726,0.8745845967272577
727,0.8745845967272577
728,0.3313712815289104
729,0.3313712815289104
730,0.35514512190779807
731,0.4788199329229023
732,0.49906630538778096
733,0.49906630538778096
734,0.727955128908194
735,0.5841387501660203
736,0.5841387501660203
737,0.5841387501660203
738,0.5841387501660203
739,0.5841387501660203
740,0.5841387501660203
741,0.5841387501660203
742,0.7041939433224447
743,0.9319612832467296
744,1.4319785490043957
745,1.4319785490043957
746,1.1775132639043058
747,1.2170127695396928
748,0.9673179231692927
749,0.681586956005182
750,1.1199289015061566
751,1.1711671502807355
752,1.234715675771475
753,0.7434057685977087
754,0.7434057685977087
755,0.6397708579141238
756,0.5741793985943707
757,0.5750072839811263
758,0.6127451240779469
759,0.6127451240779469
760,0.6127451240779469
761,0.7447470909892816
762,0.7532618488919233
763,0.7532618488919233
764,0.7532618488919233
765,0.617889591635773
766,0.617889591635773
767,0.5409077466913035
768,0.4286937506900195
769,0.4286937506900195
770,0.4286937506900195
771,0.5986326984595238
772,0.7544886387908627
773,0.6278489540947256
774,0.9179071414480362
775,0.7982242665368163
776,0.7982242665368163
777,0.7982242665368163
778,0.6434794301295008
779,0.719007922785649
780,0.48703391624004855
781,0.48703391624004855
782,0.7088089131781141
783,1.3712717376916999
784,1.3762513148158737
785,1.4131483992505003
786,1.4131483992505003
787,1.3733522382918824
788,1.3733522382918824
789,1.2080622728194679
790,1.168257512070039
791,1.1971411464888235
792,1.2570201664556035
793,1.364999381766128
794,1.144139591107533
795,1.0511433998900301
796,1.0102126853818285
797,1.2079018113960065
798,1.2262040876001714
799,1.2262040876001714
800,1.056459412690227
801,1.1314328112679894
802,1.1314328112679894
803,1.1314328112679894
804,1.4992179241838848
805,1.4338190001747932
806,1.470262561455439
807,1.559286701662614
808,1.6463729012101094
809,1.2690078201581507
810,0.6007002771403085
811,0.6007002771403085
812,0.7265728704572103
813,0.7265728704572103
814,0.7265728704572103
815,0.5461424086434005
816,0.8772570109577991
817,0.6183892827079258
818,0.8227334316192798
819,1.2801144559014435
820,0.9224137412712358
821,0.9224137412712358
822,1.3248780787871024
823,1.4027314847339862
824,0.9035189753401368
825,0.7020721956708958
826,0.7020721956708958
827,0.8945707380936656
828,1.3250592407185429
829,1.3250592407185429
830,1.2448919025927092
831,1.1190779223778997
832,1.3104484701673664
833,1.3104484701673664
834,1.1727014485060467
835,1.5646046820475144
836,1.5646046820475144
837,1.5646046820475144
838,1.480366831213569
839,1.1519208173558309
840,1.1519208173558309
841,1.6451911068550915
842,1.6943897961121666
843,1.6239362153037236
844,1.6477217694466817
845,1.945487455250615
846,1.8349810917956633
847,1.8349810917956633
848,1.7029248401997874
849,1.8905317839802023
850,1.3343025742242522
851,1.3226857626437873
852,1.3226857626437873
853,1.3226857626437873
854,1.607261493427322
855,1.7794335299133166
856,1.942896316304692
857,1.942896316304692
858,1.942896316304692
859,1.8808058099395977
860,1.6773829466717953
861,1.1615052698562032
862,1.0761139250159268
863,1.0761139250159268
864,1.6502686597861047
865,1.6502686597861047
866,1.6502686597861047
867,1.5676918011814434
868,0.9991467954528002
869,1.151185218427854
870,1.151185218427854
871,0.8692135621056436
872,0.8900923827198819
873,0.685736818670726
874,1.016064840972618
875,0.8402661792244625
876,0.8467094183315184
877,0.9025301317311636
878,0.9025301317311636
879,0.9025301317311636
880,0.9725356628455248
881,0.9319222587748737
882,0.7669088985973179
883,0.7669088985973179
884,0.5466183862289749
885,0.5466183862289749
886,0.5466183862289749
887,0.605234246783352
888,0.6659592698521328
889,0.6166688876678118
890,0.6166688876678118
891,0.6166688876678118
892,0.7646064199084479
893,0.7646064199084479
894,0.49909263836098217
895,0.4665733268656523
896,1.1290910122643103
897,0.8527157327220289
898,0.5437377720867107
899,0.5437377720867107
900,0.5437377720867107
901,0.5437377720867107
902,0.6975235132389975
903,0.6975235132389975
904,0.7686480451358182
905,1.0214954976677637
906,1.0214954976677637
907,1.0816100324277267
908,1.0162536465225709
909,1.1100077756823667
910,1.1100077756823667
911,1.2502102620675957
912,1.221523849290122
913,1.3263110358663253
914,0.672929359390057
915,0.672929359390057
916,0.5562031357682508
917,0.42093585486918617
918,0.42093585486918617
919,0.42093585486918617
920,0.49908799860637626
921,0.49908799860637626
922,0.49908799860637626
923,0.7857701783859473
924,0.7083134356802067
925,0.7083134356802067
926,0.7083134356802067
927,0.9194065574045597
928,0.9194065574045597
929,0.9194065574045597
930,1.255306627308821
931,1.365907376729165
932,1.8887295199738419
933,1.8887295199738419
934,1.661499021293482
935,1.661499021293482
936,1.9876760902354915
937,1.8532278351048554
938,1.8532278351048554
939,1.6214352034966781
940,1.5999847593386696
941,1.2422322665755567
942,0.937996279468283
943,0.44078126141164936
944,0.44078126141164936
945,0.46961460655344256
946,0.6843131306433452
947,0.46310492540620574
948,0.46310492540620574
949,0.748742920786059
950,0.5344761463685084
951,0.5344761463685084
952,0.7643379913240164
953,0.6948885426618072
954,0.9524395006356119
955,0.9524395006356119
956,0.8546791298564932
957,0.8914521967148038
958,0.33000137719905476
959,0.33000137719905476
960,0.33173676961516185
961,0.33173676961516185
962,0.33173676961516185
963,0.4564316541061305
964,0.4564316541061305
965,0.420030096746275
966,0.8652230535078282
967,0.6961044591750605
968,0.6961044591750605
969,0.6961044591750605
970,0.8348643096197965
971,0.5607489188053831
972,0.5607489188053831
973,0.6323152340899099
974,0.6476178102594237
975,0.6476178102594237
976,0.6476178102594237
977,0.47285834043214253
978,0.5631063851765991
979,0.7712595245660182
980,0.5052993904129552
981,0.5052993904129552
982,0.5930277729364203
983,0.5930277729364203
984,0.5930277729364203
985,0.4369969385428044
986,0.5423828387192597
987,0.5423828387192597
988,0.3843239449834158
989,0.3843239449834158
990,0.3843239449834158
991,0.3843239449834158
992,0.5380019288030751
993,0.5102948046368725
994,0.5102948046368725
995,0.5102948046368725
996,0.5102948046368725
997,0.5919144652188537
998,0.590182978257634
999,0.590182978257634
1000,0.590182978257634
1001,0.590182978257634
1002,0.590182978257634
1003,0.673229925457722
1004,0.7258066892142141
1005,1.1525933719297745
1006,1.1525933719297745
1007,1.2557550239093092
1008,0.7922577156065314
1009,0.7963991255700856
1010,0.7963991255700856
1011,0.7963991255700856
1012,0.7963991255700856
1013,0.7963991255700856
1014,0.5585868588139724
1015,0.5078339367521923
1016,0.5078339367521923
1017,0.5078339367521923
1018,0.5078339367521923
1019,0.8631187585043714
1020,0.940365787330904
1021,0.5826304330222953
1022,0.5826304330222953
1023,0.7527762790099054
1024,0.7527762790099054
1025,0.5688236303022636
1026,0.7751814910300806
1027,0.7751814910300806
1028,0.7751814910300806
1029,0.7751814910300806
1030,0.7751814910300806
1031,0.7751814910300806
1032,0.7442424614031077
1033,0.7442424614031077
1034,0.48012015582954687
1035,0.8981465957485355
1036,0.8919494446810928
1037,1.2465335116779885
1038,0.9841402618275382
1039,0.9841402618275382
1040,1.0449968409789865
1041,1.027808823102772
1042,1.2408185167260677
1043,0.8845946744373856
1044,0.6851870144855678
1045,0.7138588127338943
1046,0.8496656393800516
1047,0.8496656393800516
1048,1.0881790490615897
1049,1.0893730002284046
1050,1.0893730002284046
1051,1.0885033950573468
1052,0.4909285752521264
1053,0.4909285752521264
1054,0.4909285752521264
1055,0.4909285752521264
1056,0.6162584348793338
1057,0.6117295396113432
1058,0.6261888379072836
1059,0.8574401402611933
1060,0.8574401402611933
1061,0.8574401402611933
1062,0.8574401402611933
1063,0.8574401402611933
1064,0.44631982473383314
1065,0.5675107490383382
1066,0.5675107490383382
1067,0.5723050659003396
1068,0.46156518277310254
1069,0.48269134070245373
1070,0.8938934877926638
1071,0.9957738859888405
1072,1.1123961523623827
1073,0.8000870530078618
1074,0.28032054431531184
1075,0.28032054431531184
1076,0.3309424575326233
1077,0.3309424575326233
1078,0.3309424575326233
1079,0.5743219445454658
1080,0.8590202720753131
1081,0.6423042973505242
1082,0.6423042973505242
1083,0.7071543778269804
1084,0.91960296957699
1085,0.671029682458598
1086,0.671029682458598
1087,1.1288972542074878
1088,1.2224828364055078
1089,1.2224828364055078
1090,1.1218014946693804
1091,1.1218014946693804
1092,1.1714195200224031
1093,1.5169384660735206
1094,1.3732147965402872
1095,1.7770767007986574
1096,1.9315526304848851
1097,1.983723585473053
1098,1.7202917568468483
1099,1.5672216825836587
1100,1.5672216825836587
1101,1.6677363571554058
1102,1.6677363571554058
1103,1.0856128123296083
1104,0.5924530261924109
1105,0.640109840729691
1106,0.7253568232697777
1107,0.5427647359122811
1108,0.6962250058301023
1109,0.6021492880204633
1110,0.7929920530895843
1111,0.7929920530895843
1112,0.7785350082240361
1113,0.7785350082240361
1114,0.5148750669604659
1115,0.5148750669604659
1116,0.5148750669604659
1117,0.7208363359712603
1118,0.7208363359712603
1119,0.39646492071304
1120,0.39646492071304
1121,0.39646492071304
1122,0.39048792688124834
1123,0.39048792688124834
1124,0.39048792688124834
1125,0.5634779921630443
1126,0.5634779921630443
1127,0.5634779921630443
1128,0.26730358070209814
1129,0.6303107690755093
1130,0.5709187110394092
1131,0.5709187110394092
1132,0.34234086860935736
1133,0.34234086860935736
1134,0.7457137822346451
1135,1.1558061896493035
1136,1.3839955834643964
1137,1.0977198454562758
1138,1.2448702451589453
1139,1.2448702451589453
1140,1.6161247549610445
1141,1.9383310560672489
1142,1.9383310560672489
1143,1.9383310560672489
1144,1.8983928065958169
1145,1.6609868408839727
1146,1.9506738086439044
1147,1.9549913917026174
1148,1.904253235380127
1149,1.566589706281861
1150,1.9555142110314563
1151,1.9555142110314563
1152,1.5725871884624332
1153,1.9220173795948075
1154,1.5280439618474615
1155,1.5280439618474615
1156,1.6707151203876733
1157,1.7246108391400996
1158,1.6088048645515902
1159,1.5404651035783585
1160,1.8324400866771857
1161,1.8324400866771857
1162,1.9261649557530756
1163,1.9261649557530756
1164,1.6529323606086639
1165,1.9307243953061355
1166,1.318217981974548
1167,1.318217981974548
1168,1.5645076795333832
1169,1.5645076795333832
1170,1.588674194572985
1171,1.588674194572985
1172,1.7136610304397726
1173,1.8617406275763
1174,1.8617406275763
1175,1.7921952611362686
1176,1.7921952611362686
1177,1.7921952611362686
1178,1.9932668297840088
1179,1.8975060218363804
1180,1.8975060218363804
1181,1.9531417036745076
1182,1.6563346412841562
1183,1.6563346412841562
1184,1.8857937950266557
1185,1.8857937950266557
1186,1.9606120241955538
1187,1.7804896277500246
1188,1.7323566931604182
1189,1.7616923672996707
1190,1.5199989443850341
1191,1.9524370981274406
1192,1.6785421849252176
1193,1.530537374819605
1194,1.4412172557219531
1195,1.4412172557219531
1196,1.637376156210049
1197,1.5877150244023357
1198,1.588551698692393
1199,0.856780701914028
1200,0.856780701914028
1201,0.3257672098559006
1202,0.3257672098559006
1203,0.3257672098559006
1204,0.3257672098559006
1205,0.3257672098559006
1206,0.48241365874114694
1207,0.8019829539035839
1208,0.8544340586832114
1209,0.8544340586832114
1210,0.8544340586832114
1211,0.8544340586832114
1212,0.8544340586832114
1213,0.9880788057576957
1214,0.9880788057576957
1215,0.9880788057576957
1216,1.125426102526946
1217,1.0547863910075175
1218,0.9800897554953073
1219,0.614079688527071
1220,0.614079688527071
1221,0.7057586540476927
1222,0.5827032643199297
1223,0.5827032643199297
1224,0.7072106818312561
1225,0.8997740224223724
1226,0.8023009963686495
1227,0.8023009963686495
1228,0.6163932689526292
1229,0.6163932689526292
1230,0.36627705318197884
1231,0.36627705318197884
1232,0.609383892377914
1233,1.064558353705297
1234,1.1820229957598378
1235,1.5023546716254499
1236,0.6873636530397118
1237,0.5928524083775907
1238,0.5928524083775907
1239,0.950026015152881
1240,0.950026015152881
1241,0.950026015152881
1242,1.186338505064726
1243,1.186338505064726
1244,1.186338505064726
1245,1.186338505064726
1246,1.6495848214471378
1247,1.6495848214471378
1248,1.3323813901699153
1249,1.3323813901699153
1250,1.0013098158366678
1251,0.8417484323707608
1252,0.8417484323707608
1253,0.7320799610074189
1254,0.7320799610074189
1255,0.5589387870047613
1256,0.5589387870047613
1257,0.5589387870047613
1258,0.5589387870047613
1259,0.5589387870047613
1260,0.5589387870047613
1261,0.5589387870047613
1262,0.5589387870047613
1263,0.5589387870047613
