index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,7855.289237551609,293.15,0.0,0.0,20.0,0.0,277.22999999999996,0.9126213592233009
1,300,1,300,8524.909776315,294.7889691949138,0.0,0.0,20.0,0.0,277.25013364438655,0.9904173496406519
2,600,1,600,8521.653922803995,295.86493613382964,0.0,0.0,20.0,0.0,277.2697410300926,0.9900390871264669
3,900,1,900,8529.250914329663,296.4532851548817,0.0,0.0,20.0,0.0,277.2888818359375,0.9909216996595637
4,1200,1,1200,970.2443462795169,296.7843101050273,0.0,0.0,20.0,0.0,277.30761574074074,0.11272222922708366
5,1500,1,1500,71.62877724211198,294.886309551226,0.0,0.0,20.0,0.0,277.3260024233217,0.00832177531206658
6,1800,1,1800,74.88463075311708,293.6245413477595,0.0,0.0,20.0,0.0,277.3441015625,0.008700037826251424
7,2100,1,2100,71.62877724211198,292.94817391391524,0.0,0.0,20.0,0.0,277.36197283709487,0.00832177531206658
8,2400,1,2400,8099.478250876991,292.5815532914013,0.0,0.0,20.0,0.0,277.3796759259259,0.9409910477871642
9,2700,1,2700,8590.026846535102,294.59806083184344,0.0,0.0,20.0,0.0,277.3972705078125,0.9979825999243487
10,3000,1,3000,8558.553595928708,295.82155528108166,0.0,0.0,20.0,0.0,277.41481626157406,0.9943260622872272
11,3300,1,3300,8495.607094715953,296.47849419994105,0.0,0.0,20.0,0.0,277.43237286603005,0.9870129870129881
12,3600,1,3600,8495.607094715953,296.8242945239334,0.0,0.0,20.0,0.0,277.45,0.9870129870129881
13,3900,1,3900,8490.1806721976,297.022983175168,0.0,0.0,20.0,0.0,277.46751139322913,0.9863825494893455
14,4200,1,4200,8483.668965175591,297.13854855597145,0.0,0.0,20.0,0.0,277.4846366003788,0.9856260244609759
15,4500,1,4500,8452.195714569214,297.2110496636442,0.0,0.0,20.0,0.0,277.50130903764205,0.9819694868238563
16,4800,1,4800,723.884763946799,297.2531338541032,0.0,0.0,20.0,0.0,277.5174621212121,0.08410036565376383
17,5100,1,5100,61.861216709096716,295.1508323162046,0.0,0.0,20.0,0.0,277.5330292672822,0.007186987769512046
18,5400,1,5400,68.3729237311069,293.8418642666702,0.0,0.0,20.0,0.0,277.54794389204545,0.007943512797881734
19,5700,1,5700,65.1170702201018,293.1382616315511,0.0,0.0,20.0,0.0,277.56213941169506,0.007565250283696889
20,6000,1,6000,7734.82265764442,292.7547709159577,0.0,0.0,20.0,0.0,277.57554924242424,0.8986256461984616
21,6300,1,6300,8394.675635874797,294.6606795108061,0.0,0.0,20.0,0.0,277.5881068004261,0.9752868490732581
22,6600,1,6600,8395.760920378454,295.86852115386887,0.0,0.0,20.0,0.0,277.5997455018939,0.9754129365779851
23,6900,1,6900,8376.225799312424,296.5234775440047,0.0,0.0,20.0,0.0,277.6103987630208,0.9731433614928761
24,7200,1,7200,8367.543523283082,296.87758486821195,0.0,0.0,20.0,0.0,277.62,0.9721346614550505
25,7500,1,7500,8361.031816261071,297.0746060784893,0.0,0.0,20.0,0.0,277.6254863457207,0.9713781364266806
26,7800,1,7800,8345.83783320972,297.18747668707545,0.0,0.0,20.0,0.0,277.6246094389844,0.9696129113604853
27,8100,1,8100,8334.98498817303,297.25295426554027,0.0,0.0,20.0,0.0,277.61852445485255,0.9683520363132018
28,8400,1,8400,8328.47328115102,297.29404539085704,0.0,0.0,20.0,0.0,277.60838656838655,0.9675955112848321
29,8700,1,8700,8363.202385268403,297.32300127426953,0.0,0.0,20.0,0.0,277.5953509546478,0.9716303114361367
30,9000,1,9000,8341.496695195041,297.3564693087191,0.0,0.0,20.0,0.0,277.5805727886978,0.9691085613415716
31,9300,1,9300,8363.202385268403,297.3768576117097,0.0,0.0,20.0,0.0,277.56520724559783,0.9716303114361367
32,9600,1,9600,882.3363014823794,297.40176248327253,0.0,0.0,20.0,0.0,277.5504095004095,0.10250914134409286
33,9900,1,9900,69.45820823477531,295.35553227157544,0.0,0.0,20.0,0.0,277.5373347281941,0.008069600302610022
34,10200,1,10200,78.14048426412216,294.03237091665045,0.0,0.0,20.0,0.0,277.5271381040131,0.009078300340436269
35,10500,1,10500,77.05519976045375,293.3181854609869,0.0,0.0,20.0,0.0,277.5209748029279,0.00895221283570798
36,10800,1,10800,7932.344437312073,292.9262623566382,0.0,0.0,20.0,0.0,277.52,0.92157357205901
37,11100,1,11100,8540.103759366351,294.87755710592194,0.0,0.0,20.0,0.0,277.5229166579774,0.9921825747068471
38,11400,1,11400,8516.227500285642,296.09353466765697,0.0,0.0,20.0,0.0,277.5274419558447,0.9894086496028243
39,11700,1,11700,8521.653922803995,296.74489948654286,0.0,0.0,20.0,0.0,277.533252393018,0.9900390871264669
