index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,271.82,0.0,0.0,20.5,20290.002376561548,293.15,0.0,0.9126213592233009
1,300,1,300,271.8280908161068,0.0,0.0,20.5,22019.614350357995,296.83783103451543,0.0,0.9904173496406519
2,600,1,600,271.8357342807924,0.0,0.0,20.5,22011.204567665303,298.95788066966156,0.0,0.9900390871264668
3,900,1,900,271.84298691860465,0.0,0.0,20.5,22030.82739394822,299.9878957391472,0.0,0.9909216996595638
4,1200,1,1200,271.84990525409125,0.0,0.0,20.5,2506.1152424213924,300.50506632725103,0.0,0.11272222922708368
5,1500,1,1500,271.8565458118002,0.0,0.0,20.5,185.01521923916317,296.5881221955976,0.0,0.00832177531206658
6,1800,1,1800,271.86296511627904,0.0,0.0,20.5,193.42500193185242,294.219308013036,0.0,0.008700037826251424
7,2100,1,2100,271.8692196920758,0.0,0.0,20.5,185.01521923916317,293.02291343645834,0.0,0.00832177531206658
8,2400,1,2400,271.8753660637381,0.0,0.0,20.5,20920.73607851324,292.3491330228942,0.0,0.9409910477871642
9,2700,1,2700,271.8814607558139,0.0,0.0,20.5,22187.81000421178,296.35316872821784,0.0,0.9979825999243487
10,3000,1,3000,271.887560292851,0.0,0.0,20.5,22106.51543818242,298.4253103528308,0.0,0.9943260622872272
11,3300,1,3300,271.893721199397,0.0,0.0,20.5,21943.92630612379,299.34753441117385,0.0,0.9870129870129881
12,3600,1,3600,271.9,0.0,0.0,20.5,21943.92630612379,299.72886337352725,0.0,0.9870129870129881
13,3900,1,3900,271.90602887294085,0.0,0.0,20.5,21929.910001635948,299.8960676767273,0.0,0.9863825494893456
14,4200,1,4200,271.911429869186,0.0,0.0,20.5,21913.09043625057,299.9584934197853,0.0,0.9856260244609759
15,4500,1,4500,271.916244322311,0.0,0.0,20.5,21831.795870221256,299.9693516747575,0.0,0.9819694868238564
