index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,6430.424254261285,23.0,0.0,271.82,0.0,293.15,0.912621359223301
1,300,1,300,0.0,6978.582829127169,23.0,0.0,271.8280908161068,0.0,295.04268297753237,0.9904173496406518
2,600,1,600,0.0,6975.917552426038,23.0,0.0,271.8357342807924,0.0,296.19769406563296,0.9900390871264668
3,900,1,900,0.0,6982.136531395336,23.0,0.0,271.84298691860465,0.0,296.7797083716504,0.9909216996595638
4,1200,1,1200,0.0,794.2524569369428,23.0,0.0,271.84990525409125,0.0,297.0888712560076,0.11272222922708366
5,1500,1,1500,0.0,58.63608742487497,23.0,0.0,271.8565458118002,0.0,294.80018179560625,0.00832177531206658
6,1800,1,1800,0.0,61.30136412600565,23.0,0.0,271.86296511627904,0.0,293.40454127469064,0.008700037826251424
7,2100,1,2100,0.0,58.63608742487497,23.0,0.0,271.8692196920758,0.0,292.72235742476994,0.00832177531206658
8,2400,1,2400,0.0,6630.320006846086,23.0,0.0,271.8753660637381,0.0,292.3795029384847,0.9409910477871642
9,2700,1,2700,0.0,7031.888363149783,23.0,0.0,271.8814607558139,0.0,294.8099601985379,0.9979825999243487
10,3000,1,3000,0.0,7006.124021705511,23.0,0.0,271.887560292851,0.0,296.15452591949736,0.9943260622872273
11,3300,1,3300,0.0,6954.595338816993,23.0,0.0,271.893721199397,0.0,296.8105736920825,0.9870129870129881
12,3600,1,3600,0.0,6954.595338816993,23.0,0.0,271.9,0.0,297.12427039551926,0.9870129870129881
13,3900,1,3900,0.0,6950.153210981767,23.0,0.0,271.90602887294085,0.0,297.2953717263972,0.9863825494893456
14,4200,1,4200,0.0,6944.822657579506,23.0,0.0,271.911429869186,0.0,297.38922916463065,0.9856260244609759
15,4500,1,4500,0.0,6919.058316135247,23.0,0.0,271.916244322311,0.0,297.44773450887413,0.9819694868238564
16,4800,1,4800,0.0,592.5798532180552,23.0,0.0,271.92051356589144,0.0,297.4799176384715,0.08410036565376384
17,5100,1,5100,0.0,50.640257321482935,23.0,0.0,271.9242789335029,0.0,294.9899495625878,0.007186987769512047
18,5400,1,5400,0.0,55.97081072374429,23.0,0.0,271.9275817587209,0.0,293.5608872170506,0.007943512797881734
19,5700,1,5700,0.0,53.30553402261361,23.0,0.0,271.9304633751211,0.0,292.85110477950394,0.00756525028369689
20,6000,1,6000,0.0,6331.809016319449,23.0,0.0,271.93296511627904,0.0,292.4861483343878,0.8986256461984616
21,6300,1,6300,0.0,6871.9717610819425,23.0,0.0,271.9351283157703,0.0,294.77829170780046,0.975286849073258
22,6600,1,6600,0.0,6872.860186648977,23.0,0.0,271.9369943071705,0.0,296.1001886739787,0.9754129365779851
23,6900,1,6900,0.0,6856.868526442194,23.0,0.0,271.9386044240552,0.0,296.74523277656226,0.9731433614928762
24,7200,1,7200,0.0,6849.761121905849,23.0,0.0,271.94,0.0,297.05861766311307,0.9721346614550503
25,7500,1,7500,0.0,6844.430568503588,23.0,0.0,271.93760844713745,0.0,297.21523444570437,0.9713781364266807
26,7800,1,7800,0.0,6831.992610564982,23.0,0.0,271.9282494668635,0.0,297.2971159089366,0.9696129113604853
27,8100,1,8100,0.0,6823.108354894542,23.0,0.0,271.9125528266486,0.0,297.3394790423132,0.9683520363132019
28,8400,1,8400,0.0,6817.777801492281,23.0,0.0,271.8911482939632,0.0,297.36347300841135,0.9675955112848322
29,8700,1,8700,0.0,6846.207419637671,23.0,0.0,271.8646656362779,0.0,297.37921424274464,0.9716303114361367
30,9000,1,9000,0.0,6828.438908296804,23.0,0.0,271.83373462106294,0.0,297.4038416446442,0.9691085613415716
31,9300,1,9300,0.0,6846.207419637671,23.0,0.0,271.798985015789,0.0,297.41353076056026,0.9716303114361367
32,9600,1,9600,0.0,722.2899860064144,23.0,0.0,271.7610465879265,0.0,297.4293473388811,0.10250914134409286
33,9900,1,9900,0.0,56.85923629078789,23.0,0.0,271.72054910494586,0.0,295.0076248297479,0.008069600302610022
34,10200,1,10200,0.0,63.96664082713634,23.0,0.0,271.67812233431755,0.0,293.550475296422,0.009078300340436269
35,10500,1,10500,0.0,63.078215260092726,23.0,0.0,271.63439604351214,0.0,292.82068412659027,0.00895221283570798
36,10800,1,10800,0.0,6493.502469521385,23.0,0.0,271.59,0.0,292.43978136406275,0.92157357205901
37,11100,1,11100,0.0,6991.020787065775,23.0,0.0,271.535403277293,0.0,294.77822248496346,0.9921825747068471
38,11400,1,11400,0.0,6971.4754245908125,23.0,0.0,271.46326913527696,0.0,296.0996744005626,0.9894086496028244
39,11700,1,11700,0.0,6975.917552426038,23.0,0.0,271.37751862098315,0.0,296.7298623571162,0.9900390871264668
40,12000,1,12000,0.0,7003.458745004381,23.0,0.0,271.2820727814428,0.0,297.0377104345383,0.9939477997730425
41,12300,1,12300,0.0,7014.119851808903,23.0,0.0,271.1808526636873,0.0,297.20066487652326,0.9954608498297818
42,12600,1,12600,0.0,7046.103172222472,23.0,0.0,271.0777793147478,0.0,297.28644775637156,1.0
43,12900,1,12900,0.0,7042.549469954305,23.0,0.0,270.97677378165565,0.0,297.3435504906405,0.999495649981088
44,13200,1,13200,0.0,664.5423241485835,23.0,0.0,270.88175711144214,0.0,297.37279236793063,0.09431345353675463
45,13500,1,13500,0.0,56.85923629078789,23.0,0.0,270.7966503511385,0.0,294.85102672513887,0.008069600302610022
46,13800,1,13800,0.0,58.63608742487497,23.0,0.0,270.7253745477761,0.0,293.3724715276898,0.00832177531206658
47,14100,1,14100,0.0,59.52451299191857,23.0,0.0,270.67185074838613,0.0,292.6289481239951,0.008447862816794867
48,14400,1,14400,0.0,59.52451299191857,23.0,0.0,270.64,0.0,292.23822397705305,0.008447862816794867
49,14700,1,14700,0.0,58.63608742487497,23.0,0.0,270.62191008756844,0.0,292.01539053722524,0.00832177531206658
50,15000,1,15000,0.0,55.08238515670069,23.0,0.0,270.6068870779176,0.0,291.87909858568304,0.007817425293153447
51,15300,1,15300,0.0,54.19395958965722,23.0,0.0,270.59467944089124,0.0,291.78139814630447,0.007691337788425179
52,15600,1,15600,0.0,6425.982126426071,23.0,0.0,270.5850356463333,0.0,291.7051349978567,0.9119909216996601
53,15900,1,15900,0.0,6956.3721899510765,23.0,0.0,270.5777041640877,0.0,294.1718959332618,0.9872651620224442
54,16200,1,16200,0.0,6969.69857345673,23.0,0.0,270.5724334639983,0.0,295.57218581616985,0.9891564745933684
55,16500,1,16500,0.0,6965.256445621516,23.0,0.0,270.568972015909,0.0,296.25871300745666,0.9885260370697275
56,16800,1,16800,0.0,6953.7069132499455,23.0,0.0,270.56706828966367,0.0,296.59580853069184,0.9868868995082594
57,17100,1,17100,0.0,6964.368020054468,23.0,0.0,270.56647075510625,0.0,296.76163436947473,0.9883999495649987
58,17400,1,17400,0.0,6976.805977993074,23.0,0.0,270.5669278820805,0.0,296.8554107029122,0.990165174631194
59,17700,1,17700,0.0,6999.905042736214,23.0,0.0,270.5681881404305,0.0,296.9126731511627,0.9934434497541305
60,18000,1,18000,0.0,724.9552627075451,23.0,0.0,270.57,0.0,296.9582091854783,0.1028874038582777
61,18300,1,18300,0.0,58.63608742487497,23.0,0.0,270.5730275376131,0.0,294.4917367440307,0.00832177531206658
62,18600,1,18600,0.0,61.30136412600565,23.0,0.0,270.5778463007044,0.0,293.0183081738196,0.008700037826251424
63,18900,1,18900,0.0,55.97081072374429,23.0,0.0,270.5840719650332,0.0,292.2858535972255,0.007943512797881734
64,19200,1,19200,0.0,6446.415914468068,23.0,0.0,270.59132020635917,0.0,291.898198852513,0.91489093430841
65,19500,1,19500,0.0,6930.607848506817,23.0,0.0,270.5992067004417,0.0,294.22409914383576,0.9836086243853246
66,19800,1,19800,0.0,6932.3846996409,23.0,0.0,270.60734712304026,0.0,295.5382168801926,0.9838607993947805
67,20100,1,20100,0.0842527777777778,6926.165720671591,23.0,0.04161634460547504,270.6153571499144,0.09394733061218336,296.1785398831237,0.982978186861682
68,20400,1,20400,0.3445555555555556,581.9187464135324,23.0,0.1614331723027375,270.6228524568235,0.38033183927552594,296.4925278178531,0.08258731559702445
69,20700,1,20700,0.7922250000000003,53.30553402261361,23.0,0.35190217391304346,270.6294487195272,0.8659673012302167,294.12947244092,0.00756525028369689
70,21000,1,21000,1.4385777777777782,53.30553402261361,23.0,0.6054750402576488,270.6347616137848,1.5576674917164444,292.76252464092204,0.00756525028369689
71,21300,1,21300,2.294930555555556,55.97081072374429,23.0,0.9146034621578099,270.63840681535595,2.4622461859743976,292.0813186944452,0.007943512797881734
72,21600,1,21600,3.3726000000000007,6325.590037350153,23.0,1.2717391304347825,270.64,3.586517159244265,291.7297384773181,0.8977430336653649
