index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,271.82,16637.276285029264,293.15,0.0,0.0,21.5,0.9126213592233008
1,300,1,300,0.0,271.8280908161068,18055.51329357627,296.3113474722504,0.0,0.0,21.5,0.9904173496406518
2,600,1,600,0.0,271.8357342807924,18048.617489644923,298.15679006083644,0.0,0.0,21.5,0.9900390871264669
3,900,1,900,0.0,271.84298691860465,18064.707698818045,299.0583134811796,0.0,0.0,21.5,0.9909216996595638
4,1200,1,1200,0.0,271.84990525409125,2054.9495715413336,299.51710567336255,0.0,0.0,21.5,0.11272222922708366
5,1500,1,1500,0.0,271.8565458118002,151.70768648962866,296.10809929311404,0.0,0.0,21.5,0.00832177531206658
6,1800,1,1800,0.0,271.86296511627904,158.60349042097542,294.05236899224883,0.0,0.0,21.5,0.008700037826251424
7,2100,1,2100,0.0,271.8692196920758,151.70768648962866,293.0660956684658,0.0,0.0,21.5,0.00832177531206658
8,2400,1,2400,0.0,271.8753660637381,17154.461579880273,292.5803709660086,0.0,0.0,21.5,0.9409910477871644
9,2700,1,2700,0.0,271.8814607558139,18193.429372203205,296.20664735965966,0.0,0.0,21.5,0.9979825999243487
10,3000,1,3000,0.0,271.887560292851,18126.769934200165,298.1684552921798,0.0,0.0,21.5,0.9943260622872273
11,3300,1,3300,0.0,271.893721199397,17993.451058194147,299.0954334048407,0.0,0.0,21.5,0.987012987012988
12,3600,1,3600,0.0,271.9,17993.451058194147,299.51837911179285,0.0,0.0,21.5,0.987012987012988
13,3900,1,3900,0.0,271.90602887294085,17981.958051641883,299.7344853757997,0.0,0.0,21.5,0.9863825494893456
14,4200,1,4200,0.0,271.911429869186,17968.166443779188,299.84853982051305,0.0,0.0,21.5,0.9856260244609758
15,4500,1,4500,0.0,271.916244322311,17901.50700577618,299.9132912860029,0.0,0.0,21.5,0.9819694868238563
16,4800,1,4800,0.0,271.92051356589144,1533.1670740694303,299.9418149736512,0.0,0.0,21.5,0.08410036565376383
17,5100,1,5100,0.0,271.9242789335029,131.0202746955884,296.23358666709777,0.0,0.0,21.5,0.007186987769512046
18,5400,1,5400,0.0,271.9275817587209,144.8118825582819,294.13556545895415,0.0,0.0,21.5,0.007943512797881734
19,5700,1,5700,0.0,271.9304633751211,137.91607862693513,293.11815305907237,0.0,0.0,21.5,0.00756525028369689
20,6000,1,6000,0.0,271.93296511627904,16382.131539569435,292.6049869034363,0.0,0.0,21.5,0.8986256461984616
21,6300,1,6300,0.0,271.9351283157703,17779.6811363224,296.03498083651436,0.0,0.0,21.5,0.975286849073258
22,6600,1,6600,0.0,271.9369943071705,17781.979737632828,297.97502182364184,0.0,0.0,21.5,0.9754129365779851
