index,seconds_of_day,day_of_year,timestamp,T_out,weaBus.HDirNor,T_in,HGloHor,heatPower,roomTempUpperSetpoint,weaBus.HDifHor,u
1036,51600,4,310800,275.62416744475564,292.02550138312586,295.14625883303125,156.74416760737515,9659.71127314196,22.5,89.7139023081052,0.5037411669687231
1037,51900,4,311100,275.608605664488,284.14763788035964,295.1441659603641,151.42084106058164,9699.844077490463,22.5,87.28931830381106,0.5058340396358858
1038,52200,4,311400,275.59033613445376,276.0,295.14247528730203,146.0,9732.264325640977,22.5,85.0,0.5075247126979434
1039,52500,4,311700,275.569825708061,267.57387609649123,295.14089095967296,140.52557181112422,9762.645299963608,22.5,82.78802025269417,0.5091090403270186
1040,52800,4,312000,275.5475412387177,258.8936403508772,295.138869719985,135.0458185927673,9801.40447447584,22.5,80.55722779635823,0.5111302800149815
1041,53100,4,312300,275.52394957983194,249.9814967105263,295.13673431544447,129.56094302771226,9842.352867550304,22.5,78.30664715719064,0.5132656845555061
1042,53400,4,312600,275.49951758481166,240.859649122807,295.1343585818709,124.07114779874215,9887.909796162228,22.5,76.03530286138982,0.5156414181290643
1043,53700,4,312900,275.47471210706505,231.55030153508773,295.131737722468,118.57663558863993,9938.167243398111,22.5,73.74221943515423,0.5182622775319601
1044,54000,4,313200,275.45,222.07565789473682,295.1289046706512,113.07760908018868,9992.493680002503,22.5,71.42642140468227,0.5210953293487819
1045,54300,4,313500,275.4248993347339,212.4579221491228,295.12588521992456,107.57427095617138,10050.394491243196,22.5,69.08693329617243,0.524114780075422
1046,54600,4,313800,275.3985644257703,202.71929824561403,295.1226670607624,102.06682389937106,10112.105723867686,22.5,66.72277963582312,0.5273329392375672
1047,54900,4,314100,275.37091649159663,192.88199013157893,295.11926803315316,96.55547059257074,10177.285279297615,22.5,64.33298494983279,0.5307319668468153
1048,55200,4,314400,275.34187675070024,182.96820175438594,295.1157081982909,91.04041371855345,10245.548465243424,22.5,61.91657376439986,0.5342918017090597
1049,55500,4,314700,275.3113664215686,173.00013706140345,295.11197399972644,85.52185596010219,10317.155239385887,22.5,59.472570605722794,0.5380260002735326
1050,55800,4,315000,275.27930672268906,163.0,295.1077403566144,80.0,10398.3393330785,22.5,57.0,0.5422596433855915
1051,56100,4,315300,275.245618872549,151.3826754385965,295.1030372020594,74.36125837053572,10488.52675085008,22.5,54.15951959917477,0.54696279794058
1052,56400,4,315600,275.21022408963586,137.0248538011696,295.0972213850474,68.52697172619048,10600.05051908049,22.5,50.70011788977306,0.5527786149525582
1053,56700,4,315900,275.17304359243695,120.64144736842105,295.0898261504494,62.54973493303572,10741.861106933837,22.5,46.753315649867375,0.5601738495505515
1054,57000,4,316200,275.13399859943974,102.94736842105263,295.0808232228338,56.48214285714286,10914.500722439128,22.5,42.45063365753021,0.5691767771661489
1055,57300,4,316500,275.09301032913163,84.65752923976609,295.06929589304247,50.376790364583336,11135.548127011822,22.5,37.92359269083407,0.5807041069575121
1056,57600,4,316800,275.04999999999995,66.48684210526316,295.0558346462824,44.28627232142858,11393.680210719205,22.5,33.30371352785146,0.5941653537175853
1057,57900,4,317100,274.9911011904762,49.15021929824563,295.0442536106974,38.26318359375001,11615.75747446178,22.5,28.72251694665487,0.605746389302567
1058,58200,4,317400,274.9059523809524,33.362573099415215,295.03347411975494,32.36011904761906,11822.464364832244,22.5,24.311523725316825,0.6165258802450353
1059,58500,4,317700,274.7997321428571,19.8388157894737,295.02024665626453,26.629673549107153,12076.113434179226,22.5,20.20225464190981,0.6297533437354446
1060,58800,4,318000,274.67761904761903,9.293859649122794,295.0114620471556,21.12444196428573,12244.566586718718,22.5,16.526230474506328,0.6385379528443877
1061,59100,4,318300,274.54479166666664,2.4426169590643383,295.00439978095534,15.897019159226204,12379.992191973502,22.5,13.414972001178882,0.6456002190446384
1062,59400,4,318600,274.40642857142853,0.0,295.0002832979132,11.0,12458.929630990315,22.5,11.0,0.6497167020867778
1063,59700,4,318900,274.2677083333333,0.0,294.99768784149364,6.822255291005289,12508.699952097482,22.5,9.083692528735632,0.6523121585063336
1064,60000,4,319200,274.1338095238095,0.0,294.9954156830711,3.637566137566135,12552.270729647405,22.5,7.375478927203065,0.6545843169288901
1065,60300,4,319500,274.0099107142857,0.0,294.9932884858517,1.3258928571428559,12593.061739610252,22.5,5.867456896551723,0.6567115141482986
1066,60600,4,319800,273.90119047619044,0.0,294.99138556316166,0.0,12629.552074262334,22.5,4.551724137931034,0.6586144368383202
1067,60900,4,320100,273.81282738095234,0.0,294.98971024405114,0.0,12661.677895932546,22.5,3.420378352490421,0.6602897559488383
1068,61200,4,320400,273.75,0.0,294.9883088026465,0.0,12688.551854669402,22.5,2.4655172413793096,0.6616911973534911
1069,61500,4,320700,273.7047817460317,0.0,294.9870782974658,0.0,12712.147950332823,22.5,1.6792385057471257,0.6629217025341632
1070,61800,4,321000,273.665873015873,0.0,294.98599007427924,0.0,12733.015654765772,22.5,1.0536398467432964,0.6640099257207339
1071,62100,4,321300,273.63339285714284,0.0,294.98497235093015,0.0,12752.531458422114,22.5,0.580818965517242,0.6650276490698275
1072,62400,4,321600,273.6074603174603,0.0,294.98404364018313,0.0,12770.340361606357,22.5,0.25287356321839205,0.6659563598168461
1073,62700,4,321900,273.5881944444444,0.0,294.9831989682323,0.0,12786.53774173098,22.5,0.06190134099616884,0.6668010317677044
1074,63000,4,322200,273.57571428571424,0.0,294.9824256997437,0.0,12801.365893222031,22.5,0.0,0.6675743002562626
1075,63300,4,322500,273.5701388888889,0.0,294.9817320053825,0.0,12814.668135882117,22.5,0.0,0.6682679946174517
1076,63600,4,322800,273.5715873015873,0.0,294.98111817463314,0.0,12826.438918574617,22.5,0.0,0.6688818253668387
1077,63900,4,323100,273.5801785714286,0.0,294.9805800031336,0.0,12836.758863899777,22.5,0.0,0.6694199968663952
1078,64200,4,323400,273.5960317460317,0.0,294.98007558239834,0.0,12846.431606534497,22.5,0.0,0.669924417601635
1079,64500,4,323700,273.6192658730159,0.0,294.97963122528125,0.0,12854.95257272648,22.5,0.0,0.6703687747187246
1080,64800,4,324000,273.65,0.0,294.9792469317824,0.0,12862.321762473548,22.5,0.0,0.6707530682175502
1081,65100,4,324300,273.6867559523809,0.0,294.9789159545384,0.0,12868.668562824025,22.5,0.0,0.671084045461555
1082,65400,4,324600,273.72738095238094,0.0,294.97861487830653,0.0,12874.441983108067,22.5,0.0,0.6713851216934472
1083,65700,4,324900,273.7709821428571,0.0,294.9783600539623,0.0,12879.328479888258,22.5,0.0,0.6716399460376579
1084,66000,4,325200,273.81666666666666,0.0,294.97815148150573,0.0,12883.32805316569,22.5,0.0,0.6718485184942438
1085,66300,4,325500,273.86354166666666,0.0,294.9779700588418,0.0,12886.80700360123,22.5,0.0,0.6720299411582005
1086,66600,4,325800,273.9107142857143,0.0,294.9777855000179,0.0,12890.346092856948,22.5,0.0,0.6722144999820898
1087,66900,4,326100,273.95729166666666,0.0,294.97762276245055,0.0,12893.466738968173,22.5,0.0,0.6723772375494264
1088,67200,4,326400,274.0023809523809,0.0,294.9774818461398,0.0,12896.168941933813,22.5,0.0,0.6725181538601532
1089,67500,4,326700,274.04508928571425,0.0,294.9773368253682,0.0,12898.949851802829,22.5,0.0,0.6726631746317935
1090,67800,4,327000,274.0845238095238,0.0,294.97716990934657,0.0,12902.150623709838,22.5,0.0,0.6728300906534059
1091,68100,4,327300,274.11979166666663,0.0,294.9770010827051,0.0,12905.388033551942,22.5,0.0,0.6729989172948763
1092,68400,4,327600,274.15,0.0,294.97683034544366,0.0,12908.662081331322,22.5,0.0,0.6731696545563182
1093,68700,4,327900,274.17678847001764,0.0,294.976657965155,0.0,12911.96763570438,22.5,0.0,0.6733420348449499
1094,69000,4,328200,274.2025352733686,0.0,294.976483984286,0.0,12915.30388271376,22.5,0.0,0.6735160157139717
1095,69300,4,328500,274.22745535714284,0.0,294.9763082812189,0.0,12918.673154493166,22.5,0.0,0.6736917187810718
1096,69600,4,328800,274.2517636684303,0.0,294.97613085595367,0.0,12922.07545104369,22.5,0.0,0.6738691440463072
1097,69900,4,329100,274.275675154321,0.0,294.975978029902,0.0,12925.006034507422,22.5,0.0,0.6740219700979537
1098,70200,4,329400,274.2994047619047,0.0,294.9758448302214,0.0,12927.560263824173,22.5,0.0,0.6741551697786008
1099,70500,4,329700,274.3231674382716,0.0,294.97572482048184,0.0,12929.861563598472,22.5,0.0,0.6742751795181334
1100,70800,4,330000,274.34717813051145,0.0,294.9756180006835,0.0,12931.909933829229,22.5,0.0,0.6743819993164948
1101,71100,4,330300,274.3716517857143,0.0,294.9755358904341,0.0,12933.484475187868,22.5,0.0,0.6744641095658608
1102,71400,4,330600,274.39680335097,0.0,294.9754734718665,0.0,12934.68141000424,22.5,0.0,0.6745265281334696
1103,71700,4,330900,274.4228477733686,0.0,294.97542965861305,0.0,12935.52157040023,22.5,0.0,0.6745703413869251
1104,72000,4,331200,274.45,0.0,294.9754048792044,0.0,12935.99673889697,22.5,0.0,0.6745951207955727
1105,72300,4,331500,274.47951388888885,0.0,294.9754204172413,0.0,12935.698782406422,22.5,0.0,0.6745795827586676
1106,72600,4,331800,274.51203703703703,0.0,294.97546356487754,0.0,12934.871385847502,22.5,0.0,0.6745364351224339
1107,72900,4,332100,274.546875,0.0,294.9755343221131,0.0,12933.514549220212,22.5,0.0,0.6744656778868716
1108,73200,4,332400,274.5833333333333,0.0,294.9756306557063,0.0,12931.667261848663,22.5,0.0,0.674369344293666
1109,73500,4,332700,274.6207175925926,0.0,294.9757398063298,0.0,12929.574195851344,22.5,0.0,0.6742601936701931
1110,73800,4,333000,274.6583333333333,0.0,294.975870070082,0.0,12927.076265726973,22.5,0.0,0.6741299299179673
1111,74100,4,333300,274.6954861111111,0.0,294.97602144696316,0.0,12924.173471472279,22.5,0.0,0.6739785530368181
1112,74400,4,333600,274.73148148148147,0.0,294.97618160702064,0.0,12921.102251539993,22.5,0.0,0.6738183929793422
1113,74700,4,333900,274.765625,0.0,294.9763188738713,0.0,12918.470030407501,22.5,0.0,0.6736811261286562
1114,75000,4,334200,274.7972222222222,0.0,294.97645655021944,0.0,12915.829956776119,22.5,0.0,0.6735434497805386
1115,75300,4,334500,274.8255787037037,0.0,294.976594636065,0.0,12913.182030645843,22.5,0.0,0.6734053639349895
1116,75600,4,334800,274.84999999999997,0.0,294.9767094622608,0.0,12910.980130203425,22.5,0.0,0.6732905377391489
1117,75900,4,335100,274.8683545524691,0.0,294.9767729638148,0.0,12909.762428103188,22.5,0.0,0.6732270361851533
1118,76200,4,335400,274.8797067901234,0.0,294.9768104377233,0.0,12909.043830616933,22.5,0.0,0.6731895622766615
1119,76500,4,335700,274.88515624999997,0.0,294.97682188398625,0.0,12908.824337745747,22.5,0.0,0.6731781160137302
1120,76800,4,336000,274.8858024691358,0.0,294.9768070626432,0.0,12909.108550956284,22.5,0.0,0.6731929373567596
1121,77100,4,336300,274.88274498456786,0.0,294.97676586308313,0.0,12909.898591320498,22.5,0.0,0.6732341369168466
1122,77400,4,336600,274.8770833333333,0.0,294.97669843792903,0.0,12911.191532147772,22.5,0.0,0.6733015620709466
1123,77700,4,336900,274.86991705246913,0.0,294.97660478718103,0.0,12912.987373435926,22.5,0.0,0.6733952128189458
1124,78000,4,337200,274.8623456790123,0.0,294.97652780380685,0.0,12914.463602134763,22.5,0.0,0.6734721961931314
1125,78300,4,337500,274.85546875,0.0,294.976468087846,0.0,12915.60871192126,22.5,0.0,0.673531912153976
1126,78600,4,337800,274.85038580246913,0.0,294.97640988431726,0.0,12916.724819397785,22.5,0.0,0.673590115682714
1127,78900,4,338100,274.84819637345674,0.0,294.97635319322063,0.0,12917.811924564337,22.5,0.0,0.6736468067793453
1128,79200,4,338400,274.84999999999997,0.0,294.97635463772247,0.0,0.0,22.5,0.0,0.0
1129,79500,4,338700,274.85743634259256,0.0,293.6564285755012,0.0,9464.696883960742,22.5,0.0,0.49357142449878205
1130,79800,4,339000,274.8706018518518,0.0,293.65087749802325,0.0,9571.144022308545,22.5,0.0,0.49912250197672847
1131,80100,4,339300,274.88828125,0.0,293.64931105006804,0.0,9601.182137046742,22.5,0.0,0.5006889499319414
1132,80400,4,339600,274.9092592592592,0.0,293.6479434879009,0.0,9627.406429499035,22.5,0.0,0.5020565120991023
1133,80700,4,339900,274.9323206018518,0.0,293.64660412016264,0.0,9653.090067224754,22.5,0.0,0.5033958798373419
1134,81000,4,340200,274.95624999999995,0.0,293.64531470730225,0.0,9677.815773122826,22.5,0.0,0.5046852926977294
1135,81300,4,340500,274.9798321759259,0.0,293.6440787713957,0.0,9701.516008069322,22.5,0.0,0.5059212286042793
1136,81600,4,340800,275.0018518518518,0.0,293.64287790203736,0.0,9724.54380893014,22.5,0.0,0.5071220979626219
1137,81900,4,341100,275.02109375,0.0,293.6416845423237,0.0,9747.427605282406,22.5,0.0,0.5083154576763036
1138,82200,4,341400,275.0363425925926,0.0,293.6405221559039,0.0,9769.717459554815,22.5,0.0,0.5094778440960681
1139,82500,4,341700,275.0463831018518,0.0,293.63939074277806,0.0,9791.413371747369,22.5,0.0,0.5106092572219154
1140,82800,4,342000,275.04999999999995,0.0,293.6382374628173,0.0,9813.528601092405,22.5,0.0,0.5117625371826762
1141,83100,4,342300,275.03191550925925,0.0,293.63696579462646,0.0,9837.914036240894,22.5,0.0,0.5130342053735149
1142,83400,4,342600,274.98171296296294,0.0,293.6355754472613,0.0,9864.57525632242,22.5,0.0,0.5144245527386602
1143,83700,4,342900,274.90546874999995,0.0,293.63397542700466,0.0,9895.25715155747,22.5,0.0,0.5160245729953203
1144,84000,4,343200,274.80925925925925,0.0,293.6322332764668,0.0,9928.66452878478,22.5,0.0,0.5177667235331569
1145,84300,4,343500,274.69916087962963,0.0,293.63040996741137,0.0,9963.628197018144,22.5,0.0,0.51959003258861
1146,84600,4,343800,274.58124999999995,0.0,293.62851430366493,0.0,9999.979334590937,22.5,0.0,0.5214856963350485
1147,84900,4,344100,274.46160300925925,0.0,293.6266372351837,0.0,10035.973890441428,22.5,0.0,0.5233627648162837
1148,85200,4,344400,274.34629629629626,0.0,293.62477236834354,0.0,10071.734468333278,22.5,0.0,0.5252276316564348
1149,85500,4,344700,274.24140624999995,0.0,293.6230136703348,0.0,10105.459158899015,22.5,0.0,0.526986329665192
1150,85800,4,345000,274.15300925925925,0.0,293.62135210747647,0.0,10137.321191478362,22.5,0.0,0.5286478925235087
1151,86100,4,345300,274.08718171296294,0.0,293.619886633443,0.0,10165.423036175225,22.5,0.0,0.530113366556975
1152,0,5,345600,274.04999999999995,0.0,293.61858336759,0.0,10190.41438625231,22.5,0.0,0.5314166324099574
1153,300,5,345900,274.0348090277778,0.0,293.61751138328896,0.0,10210.97069476274,22.5,0.0,0.5324886167110208
1154,600,5,346200,274.0294823232323,0.0,293.6165152935096,0.0,10230.07165434562,22.5,0.0,0.5334847064903556
1155,900,5,346500,274.03188920454545,0.0,293.61559134461646,0.0,10247.789244497662,22.5,0.0,0.5344086553835155
1156,1200,5,346800,274.039898989899,0.0,293.61470424670824,0.0,10264.800182309173,22.5,0.0,0.5352957532917344
1157,1500,5,347100,274.0513809974747,0.0,293.61384631586725,0.0,10281.251814138652,22.5,0.0,0.5361536841327279
1158,1800,5,347400,274.0642045454545,0.0,293.61303510035657,0.0,10296.807635515368,22.5,0.0,0.536964899643408
1159,2100,5,347700,274.07623895202016,0.0,293.6122706001762,0.0,10311.467646439321,22.5,0.0,0.5377293998237747
1160,2400,5,348000,274.08535353535353,0.0,293.6114447210785,0.0,10327.3046559066,22.5,0.0,0.5385552789214785
1161,2700,5,348300,274.08941761363633,0.0,293.6105900041032,0.0,10343.69465883498,22.5,0.0,0.53940999589679
1162,3000,5,348600,274.0863005050505,0.0,293.6097249626152,0.0,10360.282644017198,22.5,0.0,0.540275037384788
1163,3300,5,348900,274.0738715277778,0.0,293.6088481084807,0.0,10377.097147820676,22.5,0.0,0.5411518915192914
1164,3600,5,349200,274.04999999999995,0.0,293.6078788411377,0.0,10395.68376192708,22.5,0.0,0.542121158862301
1165,3900,5,349500,274.01898148148143,0.0,293.6068647361112,0.0,10415.130180839313,22.5,0.0,0.5431352638887574
1166,4200,5,349800,273.9867003367003,0.0,293.6058057934014,0.0,10435.436404556289,22.5,0.0,0.5441942065986041
1167,4500,5,350100,273.9534090909091,0.0,293.60472086127504,0.0,10456.24099980982,22.5,0.0,0.5452791387249363
1168,4800,5,350400,273.91936026936025,0.0,293.6036817433945,0.0,10476.167063755376,22.5,0.0,0.5463182566055025
1169,5100,5,350700,273.88480639730636,0.0,293.6026395252458,0.0,10496.152578261197,22.5,0.0,0.5473604747541572
1170,5400,5,351000,273.84999999999997,0.0,293.601594206829,0.0,10516.197543328373,22.5,0.0,0.5484057931709572
1171,5700,5,351300,273.81519360269357,0.0,293.60055636592904,0.0,10536.09911996865,22.5,0.0,0.5494436340709399
1172,6000,5,351600,273.78063973063973,0.0,293.5995380240163,0.0,10555.626785165718,22.5,0.0,0.5504619759836942
1173,6300,5,351900,273.7465909090909,0.0,293.59852832381034,0.0,10574.988737496344,22.5,0.0,0.5514716761896352
1174,6600,5,352200,273.71329966329967,0.0,293.5975272653112,0.0,10594.184976960529,22.5,0.0,0.552472734688763
1175,6900,5,352500,273.6810185185185,0.0,293.59653559250984,0.0,10613.20123683138,22.5,0.0,0.5534644074901394
1176,7200,5,352800,273.65,0.0,293.59555343681245,0.0,10632.03499727052,22.5,0.0,0.5544465631875255
1177,7500,5,353100,273.6183159722222,0.0,293.59458045772084,0.0,10650.692787651942,22.5,0.0,0.5554195422791395
1178,7800,5,353400,273.5845328282828,0.0,293.593616655235,0.0,10669.174607975645,22.5,0.0,0.5563833447649813
1179,8100,5,353700,273.54964488636364,0.0,293.59265401596394,0.0,10687.63412256029,22.5,0.0,0.5573459840360329
1180,8400,5,354000,273.51464646464643,0.0,293.59169642778403,0.0,10705.996777715547,22.5,0.0,0.558303572215948
1181,8700,5,354300,273.4805318813131,0.0,293.59074529670886,0.0,10724.235611806344,22.5,0.0,0.559254703291117
1182,9000,5,354600,273.4482954545454,0.0,293.5898006227385,0.0,10742.350624831588,22.5,0.0,0.5601993772614833
1183,9300,5,354900,273.41893150252525,0.0,293.58886240587293,0.0,10760.341816791282,22.5,0.0,0.5611375941270467
1184,9600,5,355200,273.3934343434343,0.0,293.58793064611217,0.0,10778.209187685427,22.5,0.0,0.5620693538878072
1185,9900,5,355500,273.3727982954545,0.0,293.587048859416,0.0,10795.118278004613,22.5,0.0,0.5629511405840049
1186,10200,5,355800,273.35801767676764,0.0,293.5862392001202,0.0,10810.644257495112,22.5,0.0,0.5637607998797876
1187,10500,5,356100,273.3500868055555,0.0,293.58547694277786,0.0,10825.261259887537,22.5,0.0,0.564523057222118
1188,10800,5,356400,273.34999999999997,0.0,293.5847750051169,0.0,10838.721575583622,22.5,0.0,0.5652249948830672
1189,11100,5,356700,273.3592708333333,0.0,293.584157335894,0.0,10850.565964620422,22.5,0.0,0.5658426641059577
1190,11400,5,357000,273.37777777777774,0.0,293.58360729675917,0.0,10861.11348302865,22.5,0.0,0.5663927032408083
1191,11700,5,357300,273.40406249999995,0.0,293.58312266750727,0.0,10870.406705331778,22.5,0.0,0.5668773324927088
1192,12000,5,357600,273.43666666666667,0.0,293.5826883760821,0.0,10878.734652401781,22.5,0.0,0.5673116239178739
1193,12300,5,357900,273.4741319444444,0.0,293.5823130640979,0.0,10885.931613147868,22.5,0.0,0.5676869359020884
1194,12600,5,358200,273.515,0.0,293.58199673155457,0.0,10891.997587571128,22.5,0.0,0.568003268445409
1195,12900,5,358500,273.55781249999995,0.0,293.58167837794815,0.0,10898.102317782594,22.5,0.0,0.5683216220518261
1196,13200,5,358800,273.6011111111111,0.0,293.5813854164912,0.0,10903.720129615594,22.5,0.0,0.5686145835088041
1197,13500,5,359100,273.6434375,0.0,293.58112042287974,0.0,10908.801631671744,22.5,0.0,0.5688795771202422
1198,13800,5,359400,273.68333333333334,0.0,293.5808351574552,0.0,10914.271864834438,22.5,0.0,0.5691648425447511
1199,14100,5,359700,273.71934027777775,0.0,293.58053237174397,0.0,10920.078065995169,22.5,0.0,0.5694676282560067
1200,14400,5,360000,273.75,0.0,293.5802246039125,0.0,10925.979804003226,22.5,0.0,0.5697753960874934
1201,14700,5,360300,273.7780555555555,0.0,293.57991845307794,0.0,10931.850534572159,22.5,0.0,0.5700815469220402
1202,15000,5,360600,273.8069444444444,0.0,293.5796180793561,0.0,10937.61048356386,22.5,0.0,0.5703819206438538
1203,15300,5,360900,273.83624999999995,0.0,293.5793193010894,0.0,10943.339838201442,22.5,0.0,0.5706806989105644
1204,15600,5,361200,273.86555555555555,0.0,293.5790280405948,0.0,10948.925032479632,22.5,0.0,0.570971959405199
1205,15900,5,361500,273.89444444444445,0.0,293.5787570988725,0.0,10954.120595163286,22.5,0.0,0.5712429011275049
1206,16200,5,361800,273.92249999999996,0.0,293.5784978802952,0.0,10959.091355501187,22.5,0.0,0.5715021197048031
1207,16500,5,362100,273.94930555555555,0.0,293.57824845152805,0.0,10963.874387009393,22.5,0.0,0.5717515484719229
1208,16800,5,362400,273.97444444444443,0.0,293.57799201997295,0.0,10968.791703571998,22.5,0.0,0.5720079800270241
1209,17100,5,362700,273.9975,0.0,293.5777380388378,0.0,10973.662031024001,22.5,0.0,0.5722619611621553
1210,17400,5,363000,274.0180555555555,0.0,293.5774865081228,0.0,10978.485369363225,22.5,0.0,0.5725134918772028
1211,17700,5,363300,274.0356944444444,0.0,293.5772136495654,0.0,10983.717689164336,22.5,0.0,0.5727863504345692
1212,18000,5,363600,274.04999999999995,0.0,293.5769291325797,0.0,10989.173570307777,22.5,0.0,0.573070867420256
1213,18300,5,363900,274.05986689814813,0.0,293.5766345307056,0.0,10994.82283868482,22.5,0.0,0.5733654692944015
1214,18600,5,364200,274.06504629629626,0.0,293.5763226283665,0.0,11000.803859769874,22.5,0.0,0.5736773716334937
1215,18900,5,364500,274.06640625,0.0,293.5759923935108,0.0,11007.136424125654,22.5,0.0,0.5740076064892037
1216,19200,5,364800,274.0648148148148,0.0,293.57564521519305,0.0,11013.793895322016,22.5,0.0,0.5743547848069284
1217,19500,5,365100,274.06114004629626,0.0,293.5752804241214,0.0,11020.789107661854,22.5,0.0,0.5747195758785892
1218,19800,5,365400,274.05625,0.0,293.5748973510037,0.0,11028.134895451336,22.5,0.0,0.5751026489962783
1219,20100,5,365700,274.0510127314815,0.0,293.5745034147974,0.0,11035.688993195361,22.5,0.0,0.5754965852025862
1220,20400,5,366000,274.04629629629625,0.0,293.5741520085584,0.0,11042.427538763091,22.5,0.0,0.5758479914415489
1221,20700,5,366300,274.04296875,0.0,293.57381353826406,0.0,11048.918025410805,22.5,0.0,0.5761864617359151
1222,21000,5,366600,274.0418981481481,0.0,293.573492283265,0.0,11055.078392558396,22.5,0.0,0.5765077167349659
1223,21300,5,366900,274.0439525462963,0.0,293.57319252291194,0.0,11060.826579626857,22.5,0.0,0.5768074770880389
1224,21600,5,367200,274.04999999999995,0.0,293.57291853655545,0.0,19175.94174657106,22.5,0.0,1.0
1225,21900,5,367500,274.05833333333334,0.0,294.8789296585131,0.0,14785.999950861535,22.5,0.0,0.7710703414869045
1226,22200,5,367800,274.06666666666666,0.0,294.8977126435988,0.0,14425.818523030486,22.5,0.0,0.7522873564011547
1227,22500,5,368100,274.075,0.0,294.89934007120456,0.0,14394.61106606605,22.5,0.0,0.7506599287954145
1228,22800,5,368400,274.0833333333333,0.0,294.9005795866971,0.0,14370.842189186804,22.5,0.0,0.7494204133028575
1229,23100,5,368700,274.09166666666664,0.0,294.90180499645203,0.0,14347.343803110989,22.5,0.0,0.7481950035479485
1230,23400,5,369000,274.09999999999997,0.0,294.9030234447967,0.0,14323.978908632333,22.5,0.0,0.7469765552032754
1231,23700,5,369300,274.1083333333333,0.0,294.9041734737367,0.0,14301.92602067196,22.5,0.0,0.7458265262632722
1232,24000,5,369600,274.1166666666666,0.0,294.90531013690673,0.0,14280.129433937995,22.5,0.0,0.7446898630932424
1233,24300,5,369900,274.125,0.0,294.90639856372746,0.0,14259.257824628286,22.5,0.0,0.7436014362725132
1234,24600,5,370200,274.1333333333333,0.0,294.90745341217735,0.0,14239.030112201875,22.5,0.0,0.7425465878226305
1235,24900,5,370500,274.14166666666665,0.0,294.9084842911894,0.0,14219.262036319333,22.5,0.0,0.7415157088105957
1236,25200,5,370800,274.15,0.0,294.90949120076357,0.0,14199.95359698066,22.5,0.0,0.7405087992364088
1237,25500,5,371100,274.1583333333333,0.0,294.9104688472836,0.0,14181.206304263875,22.5,0.0,0.7395311527163813
1238,25800,5,371400,274.16666666666663,0.0,294.9114156094695,0.0,14163.051247739386,22.5,0.0,0.738584390530491
1239,26100,5,371700,274.17499999999995,0.0,294.9123345731624,0.0,14145.429253496643,22.5,0.0,0.737665426837566
1240,26400,5,372000,274.18333333333334,0.0,294.9132257383624,0.0,14128.340321534553,22.5,0.0,0.7367742616375494
1241,26700,5,372300,274.19166666666666,0.0,294.9140948915054,0.0,14111.673491496349,22.5,0.0,0.7359051084945918
1242,27000,5,372600,274.2,0.0,294.91494950822425,0.0,14095.285411079683,22.5,0.0,0.7350504917757235
1243,27300,5,372900,274.2083333333333,0.0,294.91578012255866,0.0,14079.35759898928,22.5,0.0,0.7342198774413191
1244,27600,5,373200,274.21666666666664,0.0,294.91658673450866,0.0,14063.890055224045,22.5,0.0,0.7334132654913219
1245,27900,5,373500,274.22499999999997,0.0,294.9173693440743,0.0,14048.88277978289,22.5,0.0,0.732630655925675
1246,28200,5,373800,274.2333333333333,0.0,294.9181279512555,0.0,14034.335772667997,22.5,0.0,0.7318720487444921
1247,28500,5,374100,274.2416666666666,0.0,294.9188625560522,0.0,14020.249033879361,22.5,0.0,0.7311374439477731
1248,28800,5,374400,274.25,0.0,294.9195731584646,0.0,14006.622563414809,22.5,0.0,0.7304268415354045
1249,29100,5,374700,274.25950520833334,0.0,294.92026114181243,0.0,13993.429834813649,22.5,0.0,0.7297388581875452
1250,29400,5,375000,274.27118055555553,0.0,294.92101352917035,0.0,13979.002098667313,22.5,0.0,0.728986470829625
1251,29700,5,375300,274.284765625,0.0,294.9217610829563,0.0,13964.667050815115,22.5,0.0,0.7282389170436545
1252,30000,5,375600,274.29999999999995,0.0,294.92250380317046,0.0,13950.424691254873,22.5,0.0,0.7274961968295202
1253,30300,5,375900,274.31662326388886,0.0,294.9232416898127,0.0,13936.27501998768,22.5,0.0,0.7267583101872788
1254,30600,5,376200,274.33437499999997,0.0,294.92397474288305,0.0,13922.218037013532,22.5,0.0,0.7260252571169303
1255,30900,5,376500,274.3529947916666,0.0,294.92470296238156,0.07853835978835978,13908.253742331344,22.5,0.07853835978835978,0.725297037618418
1256,31200,5,376800,274.3722222222222,0.0,294.9254263483081,0.31084656084656087,13894.382135943291,22.5,0.31084656084656087,0.7245736516918555
1257,31500,5,377100,274.39179687499995,0.0,294.92614490066285,0.6919642857142857,13880.603217847196,22.5,0.6919642857142857,0.7238550993371291
1258,31800,5,377400,274.4114583333333,0.0,294.9270123549607,1.216931216931217,13863.9689647636,22.5,1.216931216931217,0.722987645039268
1259,32100,5,377700,274.4309461805555,0.0,294.9279881435333,1.880787037037037,13845.257299938665,22.5,1.880787037037037,0.7220118564666791
1260,32400,5,378000,274.45,0.0,294.92900898319414,2.6785714285714284,13825.681738069825,22.5,2.6785714285714284,0.72099101680584
1261,32700,5,378300,274.4700665509259,0.0,294.9300748739433,3.605324074074074,13805.24227915599,22.5,3.605324074074074,0.7199251260566939
1262,33000,5,378600,274.49247685185185,0.0,294.93118581578074,4.656084656084656,13783.938923197162,22.5,4.656084656084656,0.7188141842192408
