index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,16829.9044105418,0.0,0.0,0.0,23.0,271.82,0.9126213592233008
1,300,1,300,297.44527533415334,18264.561915557613,0.0,0.0,0.0,23.0,271.8280908161068,0.9904173496406516
2,600,1,600,299.62767813197905,18257.586271286873,0.0,0.0,0.0,23.0,271.8357342807924,0.9900390871264669
3,900,1,900,300.53967518864755,18273.86277458525,0.0,0.0,0.0,23.0,271.84298691860465,0.9909216996595638
4,1200,1,1200,300.9501538596477,2078.741992680904,0.0,0.0,0.0,23.0,271.84990525409125,0.11272222922708368
5,1500,1,1500,296.2256278283272,153.46417395630831,0.0,0.0,0.0,23.0,271.8565458118002,0.00832177531206658
6,1800,1,1800,293.74669305154373,160.4398182270496,0.0,0.0,0.0,23.0,271.86296511627904,0.008700037826251424
7,2100,1,2100,292.7297278635638,153.46417395630831,0.0,0.0,0.0,23.0,271.8692196920758,0.00832177531206658
8,2400,1,2400,292.2864706650756,17353.0777308474,0.0,0.0,0.0,23.0,271.8753660637381,0.9409910477871642
9,2700,1,2700,297.3049571595925,18404.07480097244,0.0,0.0,0.0,23.0,271.8814607558139,0.9979825999243487
10,3000,1,3000,299.6309847002931,18336.64357302192,0.0,0.0,0.0,23.0,271.887560292851,0.9943260622872273
11,3300,1,3300,300.55744040694935,18201.781117120943,0.0,0.0,0.0,23.0,271.893721199397,0.9870129870129882
12,3600,1,3600,300.90743130615056,18201.781117120943,0.0,0.0,0.0,23.0,271.9,0.9870129870129882
13,3900,1,3900,301.06971727700443,18190.15504333635,0.0,0.0,0.0,23.0,271.90602887294085,0.9863825494893456
14,4200,1,4200,301.1505062607273,18176.20375479487,0.0,0.0,0.0,23.0,271.911429869186,0.9856260244609759
15,4500,1,4500,301.19702834320873,18108.772526844383,0.0,0.0,0.0,23.0,271.916244322311,0.9819694868238564
16,4800,1,4800,301.2118292030585,1550.9182428614808,0.0,0.0,0.0,23.0,271.92051356589144,0.08410036565376383
17,5100,1,5100,296.1959311325629,132.53724114408448,0.0,0.0,0.0,23.0,271.9242789335029,0.007186987769512047
18,5400,1,5400,293.7300216899733,146.48852968556704,0.0,0.0,0.0,23.0,271.9275817587209,0.007943512797881734
19,5700,1,5700,292.699830287605,139.51288541482575,0.0,0.0,0.0,23.0,271.9304633751211,0.00756525028369689
20,6000,1,6000,292.2336925988326,16571.805572524372,0.0,0.0,0.0,23.0,271.93296511627904,0.8986256461984615
21,6300,1,6300,296.99124008914634,17985.536144727965,0.0,0.0,0.0,23.0,271.9351283157703,0.975286849073258
22,6600,1,6600,299.3105145374627,17987.861359484854,0.0,0.0,0.0,23.0,271.9369943071705,0.975412936577985
23,6900,1,6900,300.24187311826876,17946.00749386041,0.0,0.0,0.0,23.0,271.9386044240552,0.9731433614928761
24,7200,1,7200,300.6101057151817,17927.40577580511,0.0,0.0,0.0,23.0,271.94,0.9721346614550505
25,7500,1,7500,300.76344929057433,17913.454487263625,0.0,0.0,0.0,23.0,271.93760844713745,0.9713781364266807
26,7800,1,7800,300.83134450107906,17880.901480666846,0.0,0.0,0.0,23.0,271.9282494668635,0.9696129113604854
27,8100,1,8100,300.8582832270341,17857.649333097695,0.0,0.0,0.0,23.0,271.9125528266486,0.9683520363132019
28,8400,1,8400,300.8710538210411,17843.69804455621,0.0,0.0,0.0,23.0,271.8911482939632,0.9675955112848321
29,8700,1,8700,300.87962971525917,17918.104916777444,0.0,0.0,0.0,23.0,271.8646656362779,0.9716303114361368
30,9000,1,9000,300.9129531670556,17871.60062163918,0.0,0.0,0.0,23.0,271.83373462106294,0.9691085613415718
31,9300,1,9300,300.9184538657749,17918.104916777444,0.0,0.0,0.0,23.0,271.798985015789,0.9716303114361368
32,9600,1,9600,300.93985303134593,1890.3995973708888,0.0,0.0,0.0,23.0,271.7610465879265,0.10250914134409286
33,9900,1,9900,296.0775799218213,148.8137444424809,0.0,0.0,0.0,23.0,271.72054910494586,0.008069600302610022
34,10200,1,10200,293.567064441372,167.4154624977909,0.0,0.0,0.0,23.0,271.67812233431755,0.009078300340436269
35,10500,1,10500,292.51172876237615,165.090247740877,0.0,0.0,0.0,23.0,271.63439604351214,0.00895221283570798
36,10800,1,10800,292.0292187609655,16994.9946582827,0.0,0.0,0.0,23.0,271.59,0.92157357205901
37,11100,1,11100,296.8997909850342,18297.114922154396,0.0,0.0,0.0,23.0,271.535403277293,0.9921825747068471
