index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.HDirNor,T_out,T_in,roomTempUpperSetpoint,HGloHor,heatPower,u
1004,42000,4,301200,84.765625,0.0,276.2537037037037,293.66625938136093,21.0,84.765625,3606.542136088293,0.4837406186390467
1005,42300,4,301500,85.755859375,0.0,276.2671875,293.66721787069486,21.0,85.755859375,3599.3960912109414,0.48278212930512154
1006,42600,4,301800,86.5,0.0,276.28657407407405,293.6680343797441,21.0,86.5,3593.3085844416537,0.48196562025589174
1007,42900,4,302100,87.009765625,0.0,276.313599537037,293.66878172406183,21.0,87.009765625,3587.7367373230572,0.48121827593814714
1008,43200,4,302400,87.296875,0.0,276.34999999999997,293.6693306669998,21.0,87.296875,3583.6440774141956,0.4806693330001508
1009,43500,4,302700,87.373046875,0.0,276.3930555555555,293.66984443759435,21.0,87.373046875,3579.8136459266693,0.4801555624056278
1010,43800,4,303000,87.25,0.0,276.43888888888887,293.67026017102904,21.0,87.25,3576.714133312205,0.4797398289709349
1011,44100,4,303300,86.939453125,0.0,276.48749999999995,293.6705915771919,21.0,86.939453125,3574.2433251054945,0.4794084228080919
1012,44400,4,303600,86.453125,0.0,276.5388888888889,293.6709348891322,21.0,86.453125,3571.6837530315347,0.47906511086779346
1013,44700,4,303900,85.802734375,0.0,276.5930555555555,293.67123940579705,21.0,85.802734375,3569.413420252615,0.4787605942029245
1014,45000,4,304200,85.0,0.0,276.65,293.6714965187632,21.0,85.0,3567.496507116862,0.4785034812367712
1015,45300,4,304500,84.14322916666667,0.0,276.7097222222222,293.67169693747076,21.0,84.14322916666667,3566.002279661511,0.4783030625292213
1016,45600,4,304800,83.30492424242425,0.0,276.7722222222222,293.67184724275626,21.0,83.30492424242425,3564.8816742697973,0.47815275724371986
1017,45900,4,305100,82.4580965909091,0.0,276.8375,293.67202636992954,21.0,82.4580965909091,3563.5461864623435,0.47797363007043714
1018,46200,4,305400,81.57575757575758,0.0,276.9055555555555,293.67223700978394,21.0,81.57575757575758,3561.9757549518044,0.47776299021603563
1019,46500,4,305700,80.63091856060606,0.0,276.9763888888889,293.67245908222884,21.0,80.63091856060606,3560.320087433031,0.4775409177711367
1020,46800,4,306000,79.5965909090909,0.0,277.04999999999995,293.67260690252084,21.0,79.5965909090909,3559.2180089820504,0.47739309747913694
1021,47100,4,306300,78.44578598484848,0.0,277.1286413817664,293.67272031342986,21.0,78.44578598484848,3558.3724706784146,0.4772796865701139
1022,47400,4,306600,77.15151515151516,0.0,277.2137464387464,293.6727725075229,21.0,77.15151515151516,3557.983336112257,0.47722749247708407
1023,47700,4,306900,75.68678977272727,0.0,277.3040865384615,293.6726732135877,21.0,75.68678977272727,3558.7236249102903,0.4773267864122772
1024,48000,4,307200,74.02462121212122,0.0,277.39843304843305,293.67247205315266,21.0,74.02462121212122,3560.22338233634,0.47752794684731725
1025,48300,4,307500,72.13802083333333,0.0,277.4955573361823,293.67208477023564,21.0,72.13802083333333,3563.110781295603,0.477915229764335
1026,48600,4,307800,70.0,0.0,277.59423076923076,293.6714458090064,21.0,70.0,3567.8745751714873,0.4785541909935773
1027,48900,4,308100,67.67682613168725,0.0,277.6932247150997,293.67060731705556,21.0,67.67682613168725,3574.125976097874,0.4793926829444217
1028,49200,4,308400,65.26421623643846,0.0,277.7913105413105,293.6696441753021,21.0,65.26421623643846,3581.3067072232643,0.48035582469788096
1029,49500,4,308700,62.77935606060606,0.0,277.8872596153846,293.6685491632985,21.0,62.77935606060606,3589.47060080238,0.4814508367014696
1030,49800,4,309000,60.23943135054246,0.0,277.97984330484326,293.66731192337926,21.0,60.23943135054246,3598.6948787093593,0.4826880766207182
1031,50100,4,309300,57.66162785260008,0.0,278.06783297720796,293.6660169355221,21.0,57.66162785260008,3608.349698033038,0.48398306447785444
1032,50400,4,309600,55.06313131313131,0.0,278.15,293.6646237759304,21.0,55.06313131313131,3618.736439555693,0.4853762240695687
1033,50700,4,309900,52.461127478488585,0.0,278.228331043956,293.6631622788419,21.0,52.461127478488585,3629.632673256763,0.4868377211580537
1034,51000,4,310200,49.87280209502431,0.0,278.30494505494505,293.6617064894779,21.0,49.87280209502431,3640.4863528533056,0.4882935105220554
1035,51300,4,310500,47.31534090909091,0.0,278.3788118131868,293.6602136509482,21.0,47.31534090909091,3651.6162535735234,0.4897863490517693
1036,51600,4,310800,44.80592966704077,0.0,278.4489010989011,293.65871988342195,21.0,44.80592966704077,3662.753080454257,0.49128011657802517
1037,51900,4,311100,42.36175411522633,0.0,278.51418269230766,293.6572444315281,21.0,42.36175411522633,3673.7533546091795,0.4927555684718641
1038,52200,4,311400,40.0,0.0,278.5736263736263,293.65576925162065,21.0,40.0,3684.7516009618,0.4942307483793229
1039,52500,4,311700,37.69187242798354,0.0,278.6262019230769,293.65427784742263,21.0,37.69187242798354,3695.870807980703,0.49572215257734337
1040,52800,4,312000,35.39917695473251,0.0,278.6708791208791,293.65277368938763,21.0,35.39917695473251,3707.0851015991325,0.4972263106123478
1041,53100,4,312300,33.125,0.0,278.7066277472527,293.651257300518,21.0,33.125,3718.3905825578304,0.4987426994819657
1042,53400,4,312600,30.872427983539094,0.0,278.73241758241755,293.6497114351523,21.0,30.872427983539094,3729.9158263833315,0.5002885648476649
1043,53700,4,312900,28.644547325102877,0.0,278.7472184065934,293.6481446052712,21.0,28.644547325102877,3741.5973717580277,0.5018553947287501
1044,54000,4,313200,26.444444444444443,0.0,278.75,293.64654484875985,21.0,26.444444444444443,3753.5244025746942,0.5034551512401322
1045,54300,4,313500,24.27520576131687,0.0,278.7441517857143,293.6448899873432,21.0,24.27520576131687,3765.86226960194,0.5051100126567576
1046,54600,4,313800,22.13991769547325,0.0,278.7339285714285,293.6431936007131,21.0,22.13991769547325,3778.509729056078,0.5068063992868588
1047,54900,4,314100,20.041666666666664,0.0,278.71959821428567,293.6414747128732,21.0,20.041666666666664,3791.324946928931,0.5085252871267585
1048,55200,4,314400,17.9835390946502,0.0,278.70142857142855,293.63973958478664,21.0,17.9835390946502,3804.261244429367,0.5102604152133381
1049,55500,4,314700,15.96862139917695,0.0,278.6796875,293.63798061319415,21.0,15.96862139917695,3817.3753078759305,0.5120193868058323
1050,55800,4,315000,14.0,0.0,278.65464285714285,293.6362463667652,21.0,14.0,3830.305032152497,0.513753633234785
1051,56100,4,315300,12.090663580246915,0.0,278.6265625,293.63452175192725,21.0,12.090663580246915,3843.1629478244386,0.5154782480727249
1052,56400,4,315600,10.262345679012347,0.0,278.5957142857143,293.6328127001286,21.0,10.262345679012347,3855.9048328078597,0.5171872998713525
1053,56700,4,315900,8.53125,0.0,278.5623660714285,293.6311827137048,21.0,8.53125,3868.0572436088305,0.5188172862951888
1054,57000,4,316200,6.913580246913581,0.0,278.52678571428567,293.62959936252633,21.0,6.913580246913581,3879.861963992625,0.5204006374736423
1055,57300,4,316500,5.425540123456791,0.0,278.4892410714285,293.6280921947251,21.0,5.425540123456791,3891.0986970098024,0.52190780527485
1056,57600,4,316800,4.083333333333334,0.0,278.45,293.6267021464245,21.0,4.083333333333334,3901.462242211859,0.5232978535754569
1057,57900,4,317100,2.9031635802469165,0.0,278.40941550925925,293.62540228450496,21.0,2.9031635802469165,3911.153400248554,0.5245977154950197
1058,58200,4,317400,1.901234567901236,0.0,278.36782407407406,293.62425302651104,21.0,1.901234567901236,3919.721726373317,0.5257469734889355
1059,58500,4,317700,1.0937500000000018,0.0,278.32546874999997,293.62327160481954,21.0,1.0937500000000018,3927.038744104112,0.5267283951804416
1060,58800,4,318000,0.49691358024691823,0.0,278.28259259259255,293.6224459695215,21.0,0.49691358024691823,3933.1942918846753,0.527554030478484
1061,59100,4,318300,0.12692901234568232,0.0,278.2394386574074,293.6217823136233,21.0,0.12692901234568232,3938.1421975770504,0.5282176863766495
1062,59400,4,318600,0.0,0.0,278.19624999999996,293.6212868301317,21.0,0.0,3941.836289041584,0.528713169868297
1063,59700,4,318900,0.0,0.0,278.1532696759259,293.62087552642276,21.0,0.0,3944.9027757077374,0.5291244735772125
1064,60000,4,319200,0.0,0.0,278.1107407407407,293.6204754715077,21.0,0.0,3947.885396666941,0.5295245284922885
1065,60300,4,319500,0.0,0.0,278.06890625,293.62014412682817,21.0,0.0,3950.3557464829873,0.5298558731718117
1066,60600,4,319800,0.0,0.0,278.02800925925925,293.6198700472473,21.0,0.0,3952.3991547043265,0.5301299527527021
1067,60900,4,320100,0.0,0.0,277.98829282407405,293.619641787628,21.0,0.0,3954.1009508802554,0.5303582123719934
1068,61200,4,320400,0.0,0.0,277.95,293.619435195439,21.0,0.0,3955.6412049045466,0.5305648045609814
1069,61500,4,320700,0.0,0.0,277.9118923611111,293.61920529952357,21.0,0.0,3957.3552005334973,0.530794700476406
1070,61800,4,321000,0.0,0.0,277.87291666666664,293.61895854996675,21.0,0.0,3959.1948489720457,0.5310414500332286
1071,62100,4,321300,0.0,0.0,277.83359375,293.6186791384879,21.0,0.0,3961.278009312478,0.5313208615120857
1072,62400,4,321600,0.0,0.0,277.7944444444444,293.61835125680614,21.0,0.0,3963.722540648775,0.5316487431938413
1073,62700,4,321900,0.0,0.0,277.7559895833333,293.6179737045239,21.0,0.0,3966.5373925799104,0.5320262954761006
1074,63000,4,322200,0.0,0.0,277.71875,293.61769617941195,21.0,0.0,3968.606489057274,0.5323038205880266
1075,63300,4,322500,0.0,0.0,277.6832465277778,293.6174220952647,21.0,0.0,3970.649931323134,0.5325779047352626
1076,63600,4,322800,0.0,0.0,277.65,293.6171514178755,21.0,0.0,3972.6679744062617,0.5328485821244726
1077,63900,4,323100,0.0,0.0,277.61953124999997,293.61688411303777,21.0,0.0,3974.6608733345806,0.5331158869622072
1078,64200,4,323400,0.0,0.0,277.5923611111111,293.6166201465451,21.0,0.0,3976.6288831351676,0.5333798534549032
1079,64500,4,323700,0.0,0.0,277.56901041666663,293.61639847107756,21.0,0.0,3978.2815909776014,0.5336015289224179
1080,64800,4,324000,0.0,0.0,277.54999999999995,293.6162062201548,21.0,0.0,3979.7149232776746,0.5337937798451549
1081,65100,4,324300,0.0,0.0,277.5333333333333,293.61604390980096,21.0,0.0,3980.925032802813,0.5339560901990126
1082,65400,4,324600,0.0,0.0,277.51666666666665,293.61591526708526,21.0,0.0,3981.8841322805624,0.5340847329147209
1083,65700,4,324900,0.0,0.0,277.5,293.615824019077,21.0,0.0,3982.5644344380466,0.5341759809229529
1084,66000,4,325200,0.0,0.0,277.4833333333333,293.6157119854099,21.0,0.0,3983.399704674856,0.5342880145900608
1085,66300,4,325500,0.0,0.0,277.46666666666664,293.61557775435733,21.0,0.0,3984.4004681593833,0.5344222456426451
1086,66600,4,325800,0.0,0.0,277.45,293.6154365899932,21.0,0.0,3985.4529231482984,0.5345634100067969
1087,66900,4,326100,0.0,0.0,277.43333333333334,293.6152841774421,21.0,0.0,3986.589239319275,0.534715822557871
1088,67200,4,326400,0.0,0.0,277.41666666666663,293.61511620182876,21.0,0.0,3987.841586349985,0.5348837981712222
1089,67500,4,326700,0.0,0.0,277.4,293.6149443007361,21.0,0.0,3989.123199904782,0.5350556992638644
1090,67800,4,327000,0.0,0.0,277.3833333333333,293.61477710172755,21.0,0.0,3990.369756936057,0.5352228982724228
1091,68100,4,327300,0.0,0.0,277.3666666666666,293.6146017260066,21.0,0.0,3991.6772756825894,0.535398273993394
1092,68400,4,327600,0.0,0.0,277.34999999999997,293.6144168909163,21.0,0.0,3993.0553190299743,0.5355831090836887
1093,68700,4,327900,0.0,0.0,277.3333333333333,293.61422131380004,21.0,0.0,3994.5134498616876,0.535778686199933
1094,69000,4,328200,0.0,0.0,277.31666666666666,293.6140183967647,21.0,0.0,3996.026303671824,0.5359816032352569
1095,69300,4,328500,0.0,0.0,277.29999999999995,293.61381837787525,21.0,0.0,3997.517550271967,0.5361816221247295
1096,69600,4,328800,0.0,0.0,277.2833333333333,293.6136137762911,21.0,0.0,3999.04296328432,0.5363862237088597
1097,69900,4,329100,0.0,0.0,277.26666666666665,293.61340484716527,21.0,0.0,4000.6006404087757,0.5365951528347068
1098,70200,4,329400,0.0,0.0,277.25,293.6131918456504,21.0,0.0,4002.1886793469193,0.5368081543495578
1099,70500,4,329700,0.0,0.0,277.2333333333333,293.6129750828478,21.0,0.0,4003.804760674437,0.5370249171521664
1100,70800,4,330000,0.0,0.0,277.21666666666664,293.6127549549191,21.0,0.0,4005.4459307964876,0.5372450450808515
1101,71100,4,330300,0.0,0.0,277.2,293.6125309013623,21.0,0.0,4007.116368552551,0.5374690986377004
1102,71400,4,330600,0.0,0.0,277.18333333333334,293.61230292217726,21.0,0.0,4008.816073942628,0.5376970778227133
1103,71700,4,330900,0.0,0.0,277.16666666666663,293.6120710173641,21.0,0.0,4010.545046966718,0.53792898263589
1104,72000,4,331200,0.0,0.0,277.15,293.6118351869227,21.0,0.0,4012.3032876252446,0.5381648130772874
1105,72300,4,331500,0.0,0.0,277.1333333333333,293.61159543085313,21.0,0.0,4014.0907959177844,0.5384045691468486
1106,72600,4,331800,0.0,0.0,277.1166666666666,293.61135174915535,21.0,0.0,4015.907571844761,0.5386482508446306
1107,72900,4,332100,0.0,0.0,277.09999999999997,293.6111041418294,21.0,0.0,4017.753615405751,0.5388958581705765
1108,73200,4,332400,0.0,0.0,277.0833333333333,293.6108526088753,21.0,0.0,4019.6289266007543,0.5391473911246862
1109,73500,4,332700,0.0,0.0,277.06666666666666,293.61062196188226,21.0,0.0,4021.348521910471,0.539378038117718
1110,73800,4,333000,0.0,0.0,277.04999999999995,293.6104195733705,21.0,0.0,4022.857435297874,0.5395804266294704
1111,74100,4,333300,0.0,0.0,277.0333333333333,293.61022018124044,21.0,0.0,4024.3440090752183,0.5397798187595413
1112,74400,4,333600,0.0,0.0,277.01666666666665,293.61002378549205,21.0,0.0,4025.808243242504,0.5399762145079308
1113,74700,4,333900,0.0,0.0,277.0,293.60983038612545,21.0,0.0,4027.2501377988838,0.5401696138745251
1114,75000,4,334200,0.0,0.0,276.9833333333333,293.60963998314054,21.0,0.0,4028.6696927452044,0.540360016859438
1115,75300,4,334500,0.0,0.0,276.96666666666664,293.60945257653736,21.0,0.0,4030.066908081043,0.5405474234626126
1116,75600,4,334800,0.0,0.0,276.95,293.6092681663159,21.0,0.0,4031.441783806399,0.540731833684049
1117,75900,4,335100,0.0,0.0,276.9372685185185,293.6090867524762,21.0,0.0,4032.7943199216966,0.5409132475238039
1118,76200,4,335400,0.0,0.0,276.93148148148146,293.60890833501816,21.0,0.0,4034.1245164265115,0.5410916649818205
1119,76500,4,335700,0.0,0.0,276.93125,293.6087329139419,21.0,0.0,4035.432373320844,0.5412670860580988
1120,76800,4,336000,0.0,0.0,276.93518518518516,293.60856048924734,21.0,0.0,4036.717890604694,0.5414395107526389
1121,77100,4,336300,0.0,0.0,276.94189814814814,293.6083910609345,21.0,0.0,4037.9810682784855,0.5416089390654975
1122,77400,4,336600,0.0,0.0,276.95,293.60822462900336,21.0,0.0,4039.2219063417942,0.5417753709966178
1123,77700,4,336900,0.0,0.0,276.95810185185184,293.608061193454,21.0,0.0,4040.440404794621,0.5419388065459998
1124,78000,4,337200,0.0,0.0,276.9648148148148,293.60790613759235,21.0,0.0,4041.596428243664,0.5420938624076257
1125,78300,4,337500,0.0,0.0,276.96875,293.6077560816737,21.0,0.0,4042.7151744736416,0.5422439183262782
1126,78600,4,337800,0.0,0.0,276.9685185185185,293.60761087154344,21.0,0.0,4043.7977927884504,0.5423891284565343
1127,78900,4,338100,0.0,0.0,276.96273148148146,293.60747050720164,21.0,0.0,4044.844283187667,0.5425294927983373
1128,79200,4,338400,0.0,0.0,276.95,293.6073349886483,21.0,0.0,4045.8546456712907,0.5426650113516871
1129,79500,4,338700,0.0,0.0,276.92609953703703,293.60700411631086,21.0,0.0,4048.321473927228,0.542995883689116
1130,79800,4,339000,0.0,0.0,276.8893518518518,293.6065405510686,21.0,0.0,4051.777597962935,0.5434594489314009
1131,80100,4,339300,0.0,0.0,276.84218749999997,293.6059523889731,21.0,0.0,4056.162657431737,0.5440476110268833
1132,80400,4,339600,0.0,0.0,276.787037037037,293.6052743430462,21.0,0.0,4061.217848398567,0.5447256569538013
1133,80700,4,339900,0.0,0.0,276.7263310185185,293.60453144397593,21.0,0.0,4066.7565538462154,0.5454685560240478
1134,81000,4,340200,0.0,0.0,276.66249999999997,293.60375871823334,21.0,0.0,4072.517632909911,0.5462412817666404
1135,81300,4,340500,0.0,0.0,276.59797453703703,293.6029321646311,21.0,0.0,4078.680027133786,0.547067835368864
1136,81600,4,340800,0.0,0.0,276.5351851851852,293.60212899372,21.0,0.0,4084.668091029697,0.5478710062799905
1137,81900,4,341100,0.0,0.0,276.4765625,293.6013734077161,21.0,0.0,4090.3013842770915,0.5486265922838811
1138,82200,4,341400,0.0,0.0,276.424537037037,293.6006343592645,21.0,0.0,4095.8113813261843,0.5493656407354592
1139,82500,4,341700,0.0,0.0,276.3815393518518,293.60000909730775,21.0,0.0,4100.473039880989,0.5499909026922296
1140,82800,4,342000,0.0,0.0,276.34999999999997,293.5994778929913,21.0,0.0,4104.433448985405,0.5505221070087032
1141,83100,4,342300,0.0,0.0,276.32505787037036,293.5990247663347,21.0,0.0,4107.81174784418,0.5509752336652696
1142,83400,4,342600,0.0,0.0,276.30046296296297,293.5985691311677,21.0,0.0,4111.20874897475,0.5514308688322558
1143,83700,4,342900,0.0,0.0,276.27656249999995,293.59814989843915,21.0,0.0,4114.334350675693,0.5518501015608308
1144,84000,4,343200,0.0,0.0,276.2537037037037,293.5977580587839,21.0,0.0,4117.2557225284,0.5522419412160957
1145,84300,4,343500,0.0,0.0,276.23223379629627,293.59735793949784,21.0,0.0,4120.238823407192,0.5526420605021372
1146,84600,4,343800,0.0,0.0,276.2125,293.59696909143963,21.0,0.0,4123.137891321745,0.5530309085603449
1147,84900,4,344100,0.0,0.0,276.194849537037,293.5965964691339,21.0,0.0,4125.915987670784,0.5534035308660918
1148,85200,4,344400,0.0,0.0,276.17962962962963,293.59624658974866,21.0,0.0,4128.524523519843,0.5537534102513177
1149,85500,4,344700,0.0,0.0,276.16718749999995,293.59591501409756,21.0,0.0,4130.996595351164,0.5540849859024206
1150,85800,4,345000,0.0,0.0,276.15787037037035,293.5956140539064,21.0,0.0,4133.24041273782,0.5543859460935892
1151,86100,4,345300,0.0,0.0,276.15202546296297,293.5953477126992,21.0,0.0,4135.226127290741,0.5546522873007689
1152,0,5,345600,0.0,0.0,276.15,293.5951109676194,21.0,0.0,4136.991187062286,0.5548890323805722
1153,300,5,345900,0.0,0.0,276.15,293.5948990863361,21.0,0.0,4138.570874081728,0.555100913663864
1154,600,5,346200,0.0,0.0,276.15,293.5946887105514,21.0,0.0,4140.139336813125,0.5553112894485821
1155,900,5,346500,0.0,0.0,276.15,293.5944779536512,21.0,0.0,4141.7106409617945,0.5555220463487558
1156,1200,5,346800,0.0,0.0,276.15,293.594265271019,21.0,0.0,4143.296302461103,0.5557347289809513
1157,1500,5,347100,0.0,0.0,276.15,293.5940517178308,21.0,0.0,4144.8884544161565,0.5559482821691972
1158,1800,5,347400,0.0,0.0,276.15,293.5938372940864,21.0,0.0,4146.487096827378,0.5561627059135503
1159,2100,5,347700,0.0,0.0,276.15,293.59362185923743,21.0,0.0,4148.093277558437,0.556378140762547
1160,2400,5,348000,0.0,0.0,276.15,293.59340515439084,21.0,0.0,4149.708926793212,0.5565948456091405
1161,2700,5,348300,0.0,0.0,276.15,293.5931873846617,21.0,0.0,4151.3325152905845,0.5568126153382877
1162,3000,5,348600,0.0,0.0,276.15,293.5929685500501,21.0,0.0,4152.964043049706,0.557031449949875
1163,3300,5,348900,0.0,0.0,276.15,293.59274980351023,21.0,0.0,4154.594914187613,0.5572501964897469
1164,3600,5,349200,0.0,0.0,276.15,293.59253168840314,21.0,0.0,4156.221077660189,0.5574683115968355
1165,3900,5,349500,0.0,0.0,276.15,293.5923130618993,21.0,0.0,4157.851053866085,0.5576869381006873
1166,4200,5,349800,0.0,0.0,276.15,293.59209392399873,21.0,0.0,4159.484842804876,0.5579060760012453
1167,4500,5,350100,0.0,0.0,276.15,293.59187427470147,21.0,0.0,4161.122444476563,0.5581257252985097
1168,4800,5,350400,0.0,0.0,276.15,293.5916541140075,21.0,0.0,4162.763858881145,0.5583458859924804
1169,5100,5,350700,0.0,0.0,276.15,293.5914334419168,21.0,0.0,4164.409086018623,0.5585665580831574
1170,5400,5,351000,0.0,0.0,276.15,293.5912122584294,21.0,0.0,4166.05812588942,0.5587877415705975
1171,5700,5,351300,0.0,0.0,276.15,293.5909869177766,21.0,0.0,4167.738159626293,0.5590130822233732
1172,6000,5,351600,0.0,0.0,276.15,293.5907305274885,21.0,0.0,4169.649684814873,0.5592694725114598
1173,6300,5,351900,0.0,0.0,276.15,293.5904664988812,21.0,0.0,4171.618157712822,0.5595335011187785
1174,6600,5,352200,0.0,0.0,276.15,293.5901948319547,21.0,0.0,4173.643578319715,0.5598051680452727
1175,6900,5,352500,0.0,0.0,276.15,293.58991552670904,21.0,0.0,4175.725946635553,0.5600844732909422
1176,7200,5,352800,0.0,0.0,276.15,293.5896285831442,21.0,0.0,4177.865262660335,0.5603714168557872
1177,7500,5,353100,0.0,0.0,276.1444058641975,293.5893340012601,21.0,0.0,4180.061526394486,0.5606659987398643
1178,7800,5,353400,0.0,0.0,276.1283950617284,293.5890317810569,21.0,0.0,4182.314737837157,0.56096821894306
1179,8100,5,353700,0.0,0.0,276.103125,293.5887219225345,21.0,0.0,4184.624896989197,0.561278077465488
1180,8400,5,354000,0.0,0.0,276.0697530864197,293.5882630775575,21.0,0.0,4188.045828950943,0.561736922442492
1181,8700,5,354300,0.0,0.0,276.029436728395,293.587676737613,21.0,0.0,4192.417303320571,0.5623232623869967
1182,9000,5,354600,0.0,0.0,275.9833333333333,293.58699517678275,21.0,0.0,4197.498699750436,0.5630048232172271
1183,9300,5,354900,0.0,0.0,275.93260030864195,293.5862483005361,21.0,0.0,4203.06705715139,0.5637516994638645
1184,9600,5,355200,0.0,0.0,275.8783950617284,293.58549445235155,21.0,0.0,4208.687394036627,0.5645055476484231
1185,9900,5,355500,0.0,0.0,275.821875,293.58469160358834,21.0,0.0,4214.673056149488,0.5653083964116377
1186,10200,5,355800,0.0,0.0,275.7641975308642,293.58383975424647,21.0,0.0,4221.024043489973,0.5661602457535082
1187,10500,5,356100,0.0,0.0,275.7065200617284,293.5830214372156,21.0,0.0,4227.1250297183715,0.5669785627843567
1188,10800,5,356400,0.0,0.0,275.65,293.5822012838883,21.0,0.0,4233.239706508015,0.5677987161116675
1189,11100,5,356700,0.0,0.0,275.5937885802469,293.5813735630816,21.0,0.0,4239.410802858405,0.5686264369183505
1190,11400,5,357000,0.0,0.0,275.5364197530864,293.58053890898805,21.0,0.0,4245.633590529255,0.569461091011931
1191,11700,5,357300,0.0,0.0,275.478125,293.57969783581973,21.0,0.0,4251.9042357969665,0.5703021641802479
1192,12000,5,357600,0.0,0.0,275.4191358024691,293.5788498543611,21.0,0.0,4258.2263860221965,0.5711501456388532
1193,12300,5,357900,0.0,0.0,275.35968364197527,293.5779954889722,21.0,0.0,4264.596131824125,0.5720045110277853
1194,12600,5,358200,0.0,0.0,275.29999999999995,293.5771429628737,21.0,0.0,4270.952164742957,0.5728570371262549
1195,12900,5,358500,0.0,0.0,275.24031635802464,293.57628582552485,21.0,0.0,4277.342576972189,0.5737141744751284
1196,13200,5,358800,0.0,0.0,275.18086419753087,293.5754240769255,21.0,0.0,4283.7673685122445,0.5745759230744625
1197,13500,5,359100,0.0,0.0,275.121875,293.5745577170758,21.0,0.0,4290.2265393627,0.5754422829242003
1198,13800,5,359400,0.0,0.0,275.06358024691355,293.5736867459756,21.0,0.0,4296.720089523979,0.5763132540243987
1199,14100,5,359700,0.0,0.0,275.0062114197531,293.5728111636249,21.0,0.0,4303.248018996082,0.5771888363750577
1200,14400,5,360000,0.0,0.0,274.95,293.57193478877514,21.0,0.0,4309.78185696825,0.578065211224839
1201,14700,5,360300,0.0,0.0,274.8949074074074,293.57108611003446,21.0,0.0,4316.109205800109,0.57891388996552
1202,15000,5,360600,0.0,0.0,274.8407407407407,293.5702416445807,21.0,0.0,4322.40514234995,0.5797583554193011
1203,15300,5,360900,0.0,0.0,274.78749999999997,293.56940139241374,21.0,0.0,4328.6696666182,0.5805986075862393
1204,15600,5,361200,0.0,0.0,274.7351851851852,293.56856535353376,21.0,0.0,4334.902778604008,0.5814346464662208
1205,15900,5,361500,0.0,0.0,274.6837962962963,293.56773352794073,21.0,0.0,4341.104478307376,0.5822664720592456
1206,16200,5,361800,0.0,0.0,274.6333333333333,293.56690591563455,21.0,0.0,4347.274765729151,0.5830940843654275
1207,16500,5,362100,0.0,0.0,274.58379629629627,293.5660838536703,21.0,0.0,4353.403672416497,0.5839161463296706
1208,16800,5,362400,0.0,0.0,274.5351851851852,293.5652733336247,21.0,0.0,4359.446527996498,0.5847266663752748
1209,17100,5,362700,0.0,0.0,274.48749999999995,293.56446911439167,21.0,0.0,4365.442407686616,0.585530885608307
1210,17400,5,363000,0.0,0.0,274.4407407407407,293.5636711959712,21.0,0.0,4371.391311486852,0.5863288040287671
1211,17700,5,363300,0.0,0.0,274.3949074074074,293.56287957836327,21.0,0.0,4377.293239397629,0.5871204216367119
1212,18000,5,363600,0.0,0.0,274.34999999999997,293.5620942615679,21.0,0.0,4383.148191418523,0.5879057384320845
1213,18300,5,363900,0.0,0.0,274.3085776748971,293.56131524558504,21.0,0.0,4388.956167549958,0.5886847544149418
1214,18600,5,364200,0.0,0.0,274.27294238683123,293.5605597655368,21.0,0.0,4394.588670841739,0.5894402344631544
1215,18900,5,364500,0.0,0.0,274.2427083333333,293.5598885391853,21.0,0.0,4399.593018267536,0.5901114608146827
1216,19200,5,364800,0.0,0.0,274.21748971193415,293.559260031694,21.0,0.0,4404.278873998536,0.590739968305968
1217,19500,5,365100,0.0,0.0,274.1969007201646,293.5586742430631,21.0,0.0,4408.6462380338935,0.5913257569368966
1218,19800,5,365400,0.0,0.0,274.18055555555554,293.55812771857904,21.0,0.0,4412.720867089496,0.5918722814209332
1219,20100,5,365700,0.0,0.0,274.16806841563783,293.55761773160094,21.0,0.0,4416.523089715654,0.5923822683990352
1220,20400,5,366000,0.0,0.0,274.15905349794235,293.557147094991,21.0,0.0,4420.031934536733,0.5928529050089537
1221,20700,5,366300,0.0,0.0,274.153125,293.5567158087492,21.0,0.0,4423.247401553579,0.5932841912508025
1222,21000,5,366600,0.0,0.0,274.1498971193415,293.5563055515665,21.0,0.0,4426.306085813296,0.593694448433496
1223,21300,5,366900,0.0,0.0,274.14898405349794,293.5559182265991,21.0,0.0,4429.193798280334,0.5940817734008874
1224,21600,5,367200,0.0,0.0,274.15,293.55555907289494,21.0,0.0,4431.8714790816775,0.5944409271050404
1225,21900,5,367500,0.0,0.0,274.15699588477366,293.5552457282631,21.0,0.0,4434.207629022851,0.5947542717368606
1226,22200,5,367800,0.0,0.0,274.1731107369996,293.55499771201806,21.0,0.0,4436.056721292035,0.595002287981913
1227,22500,5,368100,0.0,0.0,274.1965909090909,293.55483621039167,21.0,0.0,4437.260801326239,0.5951637896083071
1228,22800,5,368400,0.0,0.0,274.2256827534605,293.5547272673346,21.0,0.0,4438.073029430666,0.5952727326653644
1229,23100,5,368700,0.0,0.0,274.2586326225215,293.554655103105,21.0,0.0,4438.611051926127,0.5953448968949715
1230,23400,5,369000,0.0,0.0,274.29368686868685,293.5546119046615,21.0,0.0,4438.933119167781,0.5953880953384784
1231,23700,5,369300,0.0,0.0,274.3290918443696,293.55460557696045,21.0,0.0,4438.980295525441,0.5953944230395223
