index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.HDirNor,T_out,T_in,roomTempUpperSetpoint,HGloHor,heatPower,u
82,24600,1,24600,0.0,0.0,280.16313657407403,293.7764141978526,21.0,0.0,2785.279724244547,0.3735858021473746
83,24900,1,24900,0.0,0.0,280.14712818287035,293.77517162121063,21.0,0.0,2794.5437902417248,0.3748283787893456
84,25200,1,25200,0.0,0.0,280.15,293.77408772428623,21.0,0.0,2802.6248150273213,0.37591227571374475
85,25500,1,25500,0.0,0.0,280.16975260416666,293.7732161188601,21.0,0.0,2809.123094423965,0.37678388113988603
86,25800,1,25800,0.0,0.0,280.2005208333333,293.7725173870197,21.0,0.0,2814.332509815258,0.3774826129802591
87,26100,1,26100,0.0,0.0,280.24019531249996,293.7719176100495,21.0,0.0,2818.804164317592,0.37808238995046395
88,26400,1,26400,0.0,0.0,280.28666666666663,293.77139901122285,21.0,0.0,2822.670592829081,0.3786009887771229
89,26700,1,26700,0.0,0.0,280.3378255208333,293.7709887874482,21.0,0.0,2825.7290280143843,0.37901121255180215
90,27000,1,27000,0.0,0.0,280.39156249999996,293.77058687841355,21.0,0.0,2828.7254724153454,0.37941312158642404
91,27300,1,27300,0.006613756613756616,0.0,280.4457682291666,293.77021488810396,21.0,0.006613756613756616,2831.498856898794,0.3797851118960125
92,27600,1,27600,0.02910052910052911,0.0,280.49833333333333,293.76988452190255,21.0,0.02910052910052911,2833.961911643046,0.38011547809742297
93,27900,1,27900,0.07142857142857144,0.0,280.54714843749997,293.7695025532229,21.0,0.07142857142857144,2836.809690152515,0.38049744677709896
94,28200,1,28200,0.1375661375661376,0.0,280.59010416666666,293.769113952706,21.0,0.1375661375661376,2839.7069125155967,0.3808860472939841
95,28500,1,28500,0.23148148148148148,0.0,280.6250911458333,293.7687083979113,21.0,0.23148148148148148,2842.730537985744,0.38129160208865187
96,28800,1,28800,0.35714285714285715,0.0,280.65,293.76823756674287,21.0,0.35714285714285715,2846.240833343616,0.38176243325710857
97,29100,1,29100,0.5185185185185184,0.0,280.6685763888889,293.76772753853015,21.0,0.5185185185185184,2850.043363395628,0.3822724614698245
98,29400,1,29400,0.7195767195767195,0.0,280.6861111111111,293.76721593170925,21.0,0.7195767195767195,2853.8576628065493,0.3827840682907322
99,29700,1,29700,0.9642857142857142,0.0,280.7028125,293.76676482147377,21.0,0.9642857142857142,2857.220928179706,0.38323517852620625
100,30000,1,30000,1.2566137566137565,0.0,280.71888888888884,293.76633418458994,21.0,1.2566137566137565,2860.431553889144,0.3836658154100405
101,30300,1,30300,1.6005291005291002,0.0,280.7345486111111,293.7659635768176,21.0,1.6005291005291002,2863.1946308260394,0.3840364231823514
102,30600,1,30600,2.0,0.0,280.75,293.76567442467575,21.0,2.0,2865.350412960575,0.3843255753242261
103,30900,1,30900,2.513700580540858,0.0,280.7654513888889,293.76544621134406,21.0,2.513700580540858,2867.051864037997,0.3845537886559214
104,31200,1,31200,3.1865446796002352,0.0,280.7811111111111,293.7653648071533,21.0,3.1865446796002352,2867.658775330517,0.38463519284670156
105,31500,1,31500,4.001860119047619,0.0,280.79718749999995,293.76542714308084,21.0,4.001860119047619,2867.194028024424,0.3845728569191351
106,31800,1,31800,4.942974720752499,0.0,280.81388888888887,293.76561364035484,21.0,4.942974720752499,2865.8035922184704,0.38438635964513423
107,32100,1,32100,5.993216306584363,0.0,280.83142361111106,293.76591694239187,21.0,5.993216306584363,2863.542315132476,0.3840830576081089
108,32400,1,32400,7.135912698412699,0.0,280.84999999999997,293.7663399287927,21.0,7.135912698412699,2860.388727819615,0.38366007120725953
109,32700,1,32700,8.354391718106996,0.0,280.87046971450616,293.76687172489073,21.0,8.354391718106996,2856.4239066708355,0.3831282751092431
110,33000,1,33000,9.631981187536745,0.0,280.8932484567901,293.7674279870028,21.0,9.631981187536745,2852.2766784485393,0.3825720129971728
111,33300,1,33300,10.952008928571429,0.0,280.917890625,293.76807217771784,21.0,10.952008928571429,2847.4738959904716,0.38192782228213673
112,33600,1,33600,12.297802763080544,0.0,280.9439506172839,293.7688042970359,21.0,12.297802763080544,2842.0155592962087,0.381195702964078
113,33900,1,33900,13.652690512933573,0.0,280.9709828317901,293.769624344957,21.0,13.652690512933573,2835.90166836575,0.38037565504299664
114,34200,1,34200,15.0,0.0,280.99854166666665,293.770532321481,21.0,15.0,2829.1322231995205,0.37946767851894947
115,34500,1,34500,16.378697273662553,0.0,281.0261815200617,293.7714412354749,21.0,16.378697273662553,2822.3557886997874,0.378558764525053
116,34800,1,34800,17.828960905349795,0.0,281.05345679012345,293.77237118794335,21.0,17.828960905349795,2815.422501246336,0.3776288120566278
117,35100,1,35100,19.3359375,0.0,281.07992187499997,293.77334986735195,21.0,19.3359375,2808.125928684821,0.3766501326480238
118,35400,1,35400,20.88477366255144,0.0,281.1051311728395,293.7743772737008,21.0,20.88477366255144,2800.466071014817,0.3756227262991842
119,35700,1,35700,22.460615997942387,0.0,281.1286390817901,293.77545340698987,21.0,22.460615997942387,2792.4429282363253,0.37454659301010906
120,36000,1,36000,24.048611111111107,0.0,281.15,293.77652552526837,21.0,24.048611111111107,2784.449719484989,0.37347447473160855
121,36300,1,36300,25.63390560699588,0.0,281.1578277095204,293.77745502441513,21.0,25.63390560699588,2777.5198117842583,0.3725449755848444
122,36600,1,36600,27.201646090534975,0.0,281.1438894824311,293.7783113980327,21.0,27.201646090534975,2771.135093575714,0.3716886019672643
123,36900,1,36900,28.736979166666664,0.0,281.11246995192306,293.77892566651934,21.0,28.736979166666664,2766.555397154662,0.37107433348063523
124,37200,1,37200,30.225051440329214,0.0,281.06785375118704,293.7793562665229,21.0,30.225051440329214,2763.345046407322,0.37064373347709534
125,37500,1,37500,31.6510095164609,0.0,281.014325513414,293.77965191506973,21.0,31.6510095164609,2761.1408301380775,0.3703480849302423
126,37800,1,37800,33.0,0.0,280.9561698717948,293.7798375132075,21.0,33.0,2759.7570978682916,0.37016248679248065
127,38100,1,38100,34.27129147376543,0.0,280.8976714595204,293.7799245580346,21.0,34.27129147376543,2759.108132648789,0.3700754419653549
128,38400,1,38400,35.47472993827161,0.0,280.84311490978155,293.7800420663112,21.0,35.47472993827161,2758.232046303291,0.36995793368879504
129,38700,1,38700,36.611328125,0.0,280.7967848557692,293.7801295226224,21.0,36.611328125,2757.5800132521445,0.36987047737756035
130,39000,1,39000,37.6820987654321,0.0,280.7629659306742,293.780342653209,21.0,37.6820987654321,2755.9910120159466,0.36965734679097295
131,39300,1,39300,38.68805459104938,0.0,280.74594276768755,293.78065022901814,21.0,38.68805459104938,2753.697871698736,0.36934977098184163
132,39600,1,39600,39.630208333333336,0.0,280.75,293.78109771681324,21.0,39.630208333333336,2750.3616135342822,0.3689022831867419
133,39900,1,39900,40.50957272376543,0.0,280.7757841117216,293.7817428386759,21.0,40.50957272376543,2745.5518888783445,0.36825716132409525
134,40200,1,40200,41.32716049382716,0.0,280.81881868131865,293.78254057467075,21.0,41.32716049382716,2739.6043451573914,0.3674594253292298
135,40500,1,40500,42.083984375,0.0,280.8757039835165,293.78343086751164,21.0,42.083984375,2732.966741201016,0.3665691324883369
136,40800,1,40800,42.78105709876543,0.0,280.94304029304027,293.78444034027024,21.0,42.78105709876543,2725.440587930376,0.36555965972974036
137,41100,1,41100,43.41939139660494,0.0,281.01742788461536,293.78546485124576,21.0,43.41939139660494,2717.8023167996307,0.36453514875421433
138,41400,1,41400,44.0,0.0,281.095467032967,293.7865070479856,21.0,44.0,2710.032188942948,0.3634929520143828
139,41700,1,41700,44.509042245370374,0.0,281.1737580128205,293.7875258301672,21.0,44.509042245370374,2702.4366290003327,0.36247416983275116
140,42000,1,42000,44.933449074074076,0.0,281.24890109890106,293.7884324158245,21.0,44.933449074074076,2695.6775534814356,0.3615675841754751
141,42300,1,42300,45.275390625,0.0,281.31749656593405,293.78926895170713,21.0,45.275390625,2689.4407360780688,0.3607310482928483
142,42600,1,42600,45.53703703703704,0.0,281.3761446886447,293.7898944675286,21.0,45.53703703703704,2684.777184827684,0.3601055324713798
143,42900,1,42900,45.720558449074076,0.0,281.42144574175825,293.79036839596637,21.0,45.720558449074076,2681.243797689099,0.35963160403360916
144,43200,1,43200,45.828125,0.0,281.45,293.79064170493285,21.0,45.828125,2679.206134805693,0.3593582950671248
145,43500,1,43500,45.8619068287037,0.0,281.46606316137564,293.7907050796891,21.0,45.8619068287037,2678.733642482583,0.3592949203109015
146,43800,1,43800,45.824074074074076,0.0,281.476917989418,293.79060881452835,21.0,45.824074074074076,2679.4513501651722,0.3593911854716225
147,44100,1,44100,45.716796875,0.0,281.4837053571428,293.7904370137519,21.0,45.716796875,2680.732215809754,0.35956298624807914
148,44400,1,44400,45.54224537037037,0.0,281.4875661375661,293.7901464456808,21.0,45.54224537037037,2682.8985544453203,0.3598535543191588
149,44700,1,44700,45.302589699074076,0.0,281.4896412037037,293.7898177555668,21.0,45.302589699074076,2685.3491130717694,0.36018224443319014
150,45000,1,45000,45.0,0.0,281.4910714285714,293.78941965445654,21.0,45.0,2688.317167382731,0.36058034554343976
151,45300,1,45300,44.664351851851855,0.0,281.4929976851852,293.7890020985937,21.0,44.664351851851855,2691.430267162808,0.36099790140627874
152,45600,1,45600,44.31481481481482,0.0,281.49656084656084,293.78858845090633,21.0,44.31481481481482,2694.5142294279185,0.3614115490936456
153,45900,1,45900,43.9375,0.0,281.50290178571424,293.7881676552779,21.0,43.9375,2697.651483373805,0.36183234472207465
154,46200,1,46200,43.51851851851852,0.0,281.51316137566135,293.78777157989884,21.0,43.51851851851852,2700.604434787433,0.36222842010113254
155,46500,1,46500,43.04398148148148,0.0,281.528480489418,293.7873849695115,21.0,43.04398148148148,2703.4868196823736,0.3626150304884845
156,46800,1,46800,42.5,0.0,281.54999999999995,293.7869953940004,21.0,42.5,2706.391311142686,0.3630046059995493
157,47100,1,47100,41.87268518518518,0.0,281.57776331018516,293.7866032940922,21.0,41.87268518518518,2709.314623319059,0.36339670590780315
158,47400,1,47400,41.14814814814815,0.0,281.6103009259259,293.7862075273715,21.0,41.14814814814815,2712.265273521082,0.36379247262846093
159,47700,1,47700,40.3125,0.0,281.646484375,293.7857798793344,21.0,40.3125,2715.4536157973957,0.36422012066555
160,48000,1,48000,39.351851851851855,0.0,281.68518518518516,293.7852478942703,21.0,39.351851851851855,2719.4198457884745,0.36475210572967853
161,48300,1,48300,38.25231481481482,0.0,281.72527488425925,293.78462715389514,21.0,38.25231481481482,2724.0477935611148,0.3653728461048331
162,48600,1,48600,37.0,0.0,281.765625,293.7838995439956,21.0,37.0,2729.4725101557606,0.36610045600440344
163,48900,1,48900,35.666666666666664,0.0,281.80510706018515,293.78313538019785,21.0,35.666666666666664,2735.169755392526,0.36686461980212925
164,49200,1,49200,34.333333333333336,0.0,281.84259259259255,293.78233450981054,21.0,34.333333333333336,2741.1406676667543,0.36766549018943806
165,49500,1,49500,33.0,0.0,281.876953125,293.78148066881545,21.0,33.0,2747.5065038352795,0.3685193311845296
166,49800,1,49800,31.666666666666668,0.0,281.9070601851852,293.78057298646513,21.0,31.666666666666668,2754.2737557807745,0.3694270135348461
167,50100,1,50100,30.333333333333332,0.0,281.9317853009259,293.77959558224336,21.0,30.333333333333332,2761.5608211500758,0.3704044177566175
168,50400,1,50400,29.0,0.0,281.95,293.77855531284695,21.0,29.0,2769.3165796423023,0.3714446871530299
169,50700,1,50700,27.666666666666668,0.0,281.96379726080244,293.77745090718867,21.0,27.666666666666668,2777.5505078849496,0.37254909281131177
170,51000,1,51000,26.333333333333336,0.0,281.97611882716046,293.7763272010723,21.0,26.333333333333336,2785.9283312494263,0.37367279892765737
171,51300,1,51300,25.0,0.0,281.987109375,293.7752128366613,21.0,25.0,2794.2365072604057,0.3747871633386808
172,51600,1,51600,23.66666666666667,0.0,281.9969135802469,293.7741015744071,21.0,23.66666666666667,2802.521555051694,0.37589842559287945
173,51900,1,51900,22.333333333333336,0.0,282.0056761188271,293.7730033196988,21.0,22.333333333333336,2810.709624709506,0.3769966803012039
174,52200,1,52200,21.0,0.0,282.01354166666664,293.771861730607,21.0,21.0,2819.2207751132355,0.37813826939299133
175,52500,1,52500,19.666666666666668,0.0,282.02065489969135,293.77070728629786,21.0,19.666666666666668,2827.827767960624,0.3792927137021138
176,52800,1,52800,18.333333333333332,0.0,282.0271604938271,293.7695408884492,21.0,18.333333333333332,2836.5238807666587,0.3804591115507492
177,53100,1,53100,17.0,0.0,282.033203125,293.7683697182233,21.0,17.0,2845.2555741691735,0.3816302817766654
178,53400,1,53400,15.666666666666668,0.0,282.0389274691358,293.76720317945757,21.0,15.666666666666668,2853.95273758678,0.38279682054240993
179,53700,1,53700,14.333333333333332,0.0,282.04447820216046,293.7660402558527,21.0,14.333333333333332,2862.6229480680713,0.38395974414726197
180,54000,1,54000,13.000000000000002,0.0,282.04999999999995,293.76488439625143,21.0,13.000000000000002,2871.2404926669897,0.3851156037485452
181,54300,1,54300,11.666666666666668,0.0,282.05521384479715,293.7637180938366,21.0,11.666666666666668,2879.9358939636454,0.3862819061633899
182,54600,1,54600,10.333333333333336,0.0,282.05970017636685,293.76254711537905,21.0,10.333333333333336,2888.6661576314796,0.3874528846209273
183,54900,1,54900,9.000000000000002,0.0,282.06339285714284,293.7613725109847,21.0,9.000000000000002,2897.423454575816,0.38862748901527766
184,55200,1,55200,7.66666666666667,0.0,282.06622574955907,293.76019643088665,21.0,7.66666666666667,2906.1917536716396,0.3898035691133259
185,55500,1,55500,6.333333333333336,0.0,282.0681327160494,293.7590252067368,21.0,6.333333333333336,2914.9238491056512,0.3909747932631831
186,55800,1,55800,5.0,0.0,282.0690476190476,293.7578567756594,21.0,5.0,2923.6351207075186,0.3921432243406002
187,56100,1,56100,3.78125,0.0,282.06890432098766,293.7566922936495,21.0,3.78125,2932.316949922371,0.39330770635046974
188,56400,1,56400,2.7777777777777777,0.0,282.06763668430335,293.7556567113155,21.0,2.7777777777777777,2940.0377638855634,0.39434328868446755
189,56700,1,56700,1.96875,0.0,282.06517857142853,293.7547753498254,21.0,1.96875,2946.6087798983767,0.3952246501745549
190,57000,1,57000,1.3333333333333335,0.0,282.0614638447972,293.75405224294303,21.0,1.3333333333333335,2951.999924118541,0.39594775705694474
191,57300,1,57300,0.8506944444444438,0.0,282.056426366843,293.7534867581751,21.0,0.8506944444444438,2956.215912117757,0.39651324182489134
192,57600,1,57600,0.5,0.0,282.04999999999995,293.7529339483034,21.0,0.5,2960.337402062333,0.3970660516965836
193,57900,1,57900,0.26041666666666696,0.0,282.03830357142857,293.75246838178236,21.0,0.26041666666666696,2963.808446689448,0.39753161821761296
194,58200,1,58200,0.1111111111111116,0.0,282.0178571428571,293.75208606114114,21.0,0.1111111111111116,2966.6588492583764,0.3979139388588351
195,58500,1,58500,0.03125,0.0,281.9891964285714,293.75169285676924,21.0,0.03125,2969.590395795347,0.39830714323073835
196,58800,1,58800,1.7763568394002505e-15,0.0,281.9528571428571,293.7512273633134,21.0,1.7763568394002505e-15,2973.0608956830065,0.39877263668660134
197,59100,1,59100,0.0,0.0,281.90937499999995,293.750694991754,21.0,0.0,2977.030007200425,0.3993050082459604
198,59400,1,59400,0.0,0.0,281.8592857142857,293.7500693660351,21.0,0.0,2981.6943777942547,0.3999306339648569
199,59700,1,59700,0.0,0.0,281.80312499999997,293.7494281870727,21.0,0.0,2986.474706043962,0.4005718129272964
200,60000,1,60000,0.0,0.0,281.74142857142857,293.7487124202173,21.0,0.0,2991.8111264809113,0.40128757978266094
201,60300,1,60300,0.0,0.0,281.6747321428571,293.7479096550943,21.0,0.0,2997.7961650118314,0.4020903449056732
202,60600,1,60600,0.0,0.0,281.6035714285714,293.74704591135406,21.0,0.0,3004.2358313824616,0.4029540886459131
203,60900,1,60900,0.0,0.0,281.5284821428571,293.7461600517392,21.0,0.0,3010.840383294332,0.4038399482607815
204,61200,1,61200,0.0,0.0,281.45,293.74522813830936,21.0,0.0,3017.7882907521616,0.40477186169061957
205,61500,1,61500,0.0,0.0,281.3655324074074,293.7442532309298,21.0,0.0,3025.0567408422085,0.4057467690701628
206,61800,1,61800,0.0,0.0,281.27314814814815,293.74320291529006,21.0,0.0,3032.887399391496,0.4067970847099218
207,62100,1,62100,0.0,0.0,281.174375,293.74208437491626,21.0,0.0,3041.22670941338,0.40791562508371726
208,62400,1,62400,0.0,0.0,281.07074074074075,293.7408965483828,21.0,0.0,3050.082584397198,0.4091034516171703
209,62700,1,62700,0.0,0.0,280.9637731481481,293.7396546908809,21.0,0.0,3059.3412888247985,0.41034530911906586
210,63000,1,63000,0.0,0.0,280.85499999999996,293.7384040374328,21.0,0.0,3068.6655716830237,0.4115959625671621
211,63300,1,63300,0.0,0.0,280.7459490740741,293.73712909126726,21.0,0.0,3078.1709695969776,0.41287090873271376
212,63600,1,63600,0.0,0.0,280.6381481481481,293.7358376863624,21.0,0.0,3087.7990761166216,0.4141623136375756
213,63900,1,63900,0.0,0.0,280.533125,293.73457124305173,21.0,0.0,3097.241080750729,0.4154287569482449
214,64200,1,64200,0.0,0.0,280.43240740740737,293.7333438878484,21.0,0.0,3106.391662873231,0.4166561121515997
215,64500,1,64500,0.0,0.0,280.33752314814814,293.7321643129671,21.0,0.0,3115.186017426334,0.4178356870328912
216,64800,1,64800,0.0,0.0,280.25,293.7310393196453,21.0,0.0,3123.5734375882776,0.4189606803547008
217,65100,1,65100,0.0,0.0,280.1676311728395,293.729935127676,21.0,0.0,3131.8057726662705,0.4200648723239624
218,65400,1,65400,0.0,0.0,280.08734567901234,293.7288799434942,21.0,0.0,3139.672728771456,0.4211200565057993
219,65700,1,65700,0.0,0.0,280.009375,293.7278797606666,21.0,0.0,3147.1296206933357,0.42212023933336695
220,66000,1,66000,0.0,0.0,279.9339506172839,293.72689986093735,21.0,0.0,3154.435291390697,0.4231001390626261
221,66300,1,66300,0.0,0.0,279.86130401234567,293.72592078503266,21.0,0.0,3161.7348200402566,0.42407921496732115
222,66600,1,66600,0.0,0.0,279.79166666666663,293.72495264009245,21.0,0.0,3168.95285256873,0.4250473599075235
