index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,271.82,3074.284167475224,293.15,0.0,0.0,23.0,0.9126213592233009
1,300,1,300,0.0,271.8280908161068,3336.3501154349146,293.8904345056043,0.0,0.0,23.0,0.9904173496406518
2,600,1,600,0.0,271.8357342807924,3335.0758887835714,294.41225753674513,0.0,0.0,23.0,0.9900390871264669
3,900,1,900,0.0,271.84298691860465,3338.0490843033695,294.6998474658327,0.0,0.0,23.0,0.9909216996595638
4,1200,1,1200,0.0,271.84990525409125,379.7195421004217,294.863230161342,0.0,0.0,23.0,0.11272222922708366
5,1500,1,1500,0.0,271.8565458118002,28.032986329561332,293.62300803725464,0.0,0.0,23.0,0.00832177531206658
6,1800,1,1800,0.0,271.86296511627904,29.307212980905028,292.79785555276527,0.0,0.0,23.0,0.008700037826251424
7,2100,1,2100,0.0,271.8692196920758,28.032986329561332,292.35326392797833,0.0,0.0,23.0,0.00832177531206658
8,2400,1,2400,0.0,271.8753660637381,3169.851166326001,292.1104898511132,0.0,0.0,23.0,0.9409910477871642
9,2700,1,2700,0.0,271.8814607558139,3361.8346484617887,293.39727961717216,0.0,0.0,23.0,0.9979825999243486
10,3000,1,3000,0.0,271.887560292851,3349.5171241654625,294.175937990797,0.0,0.0,23.0,0.9943260622872273
11,3300,1,3300,0.0,271.893721199397,3324.8820755728216,294.59420853169365,0.0,0.0,23.0,0.9870129870129881
12,3600,1,3600,0.0,271.9,3324.8820755728216,294.81519151503795,0.0,0.0,23.0,0.9870129870129881
13,3900,1,3900,0.0,271.90602887294085,3322.7583644872448,294.94375651445176,0.0,0.0,23.0,0.9863825494893456
14,4200,1,4200,0.0,271.911429869186,3320.2099111845573,295.0175175133591,0.0,0.0,23.0,0.9856260244609759
15,4500,1,4500,0.0,271.916244322311,3307.892386888237,295.0644703776723,0.0,0.0,23.0,0.9819694868238563
16,4800,1,4800,0.0,271.92051356589144,283.3030588154155,295.09267595367857,0.0,0.0,23.0,0.08410036565376383
17,5100,1,5100,0.0,271.9242789335029,24.21030637553024,293.75092073007085,0.0,0.0,23.0,0.007186987769512046
18,5400,1,5400,0.0,271.9275817587209,26.758759678217633,292.9116167969351,0.0,0.0,23.0,0.007943512797881734
19,5700,1,5700,0.0,271.9304633751211,25.484533026873937,292.45941371205527,0.0,0.0,23.0,0.00756525028369689
20,6000,1,6000,0.0,271.93296511627904,3027.137781375507,292.21115450129037,0.0,0.0,23.0,0.8986256461984616
21,6300,1,6300,0.0,271.9351283157703,3285.381049381167,293.430457614692,0.0,0.0,23.0,0.975286849073258
22,6600,1,6600,0.0,271.9369943071705,3285.8057915982777,294.2010748724276,0.0,0.0,23.0,0.9754129365779851
23,6900,1,6900,0.0,271.9386044240552,3278.1604316902153,294.62039186776553,0.0,0.0,23.0,0.973143361492876
24,7200,1,7200,0.0,271.94,3274.7624939533007,294.84849028119027,0.0,0.0,23.0,0.9721346614550503
25,7500,1,7500,0.0,271.93760844713745,3272.2140406506137,294.9758976187979,0.0,0.0,23.0,0.9713781364266807
26,7800,1,7800,0.0,271.9282494668635,3266.2676496110116,295.04998100319597,0.0,0.0,23.0,0.9696129113604853
27,8100,1,8100,0.0,271.9125528266486,3262.020227439864,295.0940936954603,0.0,0.0,23.0,0.9683520363132019
28,8400,1,8400,0.0,271.8911482939632,3259.4717741371765,295.12258943669735,0.0,0.0,23.0,0.9675955112848322
29,8700,1,8700,0.0,271.8646656362779,3273.0635250848404,295.1433134633582,0.0,0.0,23.0,0.9716303114361365
30,9000,1,9000,0.0,271.83373462106294,3264.5686807425514,295.166669415927,0.0,0.0,23.0,0.9691085613415716
31,9300,1,9300,0.0,271.798985015789,3273.0635250848404,295.18182781140064,0.0,0.0,23.0,0.9716303114361365
32,9600,1,9600,0.0,271.7610465879265,345.31542251414186,295.19944356738495,0.0,0.0,23.0,0.10250914134409286
33,9900,1,9900,0.0,271.72054910494586,27.18350189533222,293.89467552671493,0.0,0.0,23.0,0.008069600302610022
34,10200,1,10200,0.0,271.67812233431755,30.581439632248728,293.0448163634006,0.0,0.0,23.0,0.009078300340436269
35,10500,1,10500,0.0,271.63439604351214,30.156697415134136,292.58447681507215,0.0,0.0,23.0,0.00895221283570798
36,10800,1,10800,0.0,271.59,3104.440864890362,292.33033695643934,0.0,0.0,23.0,0.92157357205901
37,11100,1,11100,0.0,271.535403277293,3342.2965064745167,293.5772961636882,0.0,0.0,23.0,0.9921825747068471
38,11400,1,11400,0.0,271.46326913527696,3332.9521776979946,294.3498521865167,0.0,0.0,23.0,0.9894086496028244
39,11700,1,11700,0.0,271.37751862098315,3335.0758887835714,294.7635838553292,0.0,0.0,23.0,0.9900390871264669
40,12000,1,12000,0.0,271.2820727814428,3348.242897514119,294.9894809799239,0.0,0.0,23.0,0.9939477997730425
41,12300,1,12300,0.0,271.1808526636873,3353.3398041194937,295.11938362984534,0.0,0.0,23.0,0.9954608498297819
42,12600,1,12600,0.0,271.0777793147478,3368.630523935618,295.1943068000843,0.0,0.0,23.0,1.0
43,12900,1,12900,0.0,270.97677378165565,3366.9315550671636,295.24542493524854,0.0,0.0,23.0,0.9994956499810881
44,13200,1,13200,0.0,270.88175711144214,317.70717840169533,295.27592688316554,0.0,0.0,23.0,0.09431345353675463
45,13500,1,13500,0.0,270.7966503511385,27.18350189533222,293.9192565551111,0.0,0.0,23.0,0.008069600302610022
46,13800,1,13800,0.0,270.7253745477761,28.032986329561332,293.05502016743384,0.0,0.0,23.0,0.00832177531206658
