index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,16301.49475083269,293.15,0.0,0.0,20.0,0.0,271.82,0.9126213592233009
1,300,1,300,17691.108216052908,296.14178717584815,0.0,0.0,20.0,0.0,271.8280908161068,0.9904173496406518
2,600,1,600,17684.35158656237,297.90203390179846,0.0,0.0,20.0,0.0,271.8357342807924,0.9900390871264668
3,900,1,900,17700.1170553736,298.7622820652444,0.0,0.0,20.0,0.0,271.84298691860465,0.9909216996595638
4,1200,1,1200,2013.4755881796677,299.1991368645345,0.0,0.0,20.0,0.0,271.84990525409125,0.11272222922708366
5,1500,1,1500,148.64584879178756,295.8407979363712,0.0,0.0,20.0,0.0,271.8565458118002,0.00832177531206658
6,1800,1,1800,155.40247828232336,293.8119494273326,0.0,0.0,20.0,0.0,271.86296511627904,0.008700037826251424
7,2100,1,2100,148.64584879178756,292.83523888076525,0.0,0.0,20.0,0.0,271.8692196920758,0.00832177531206658
8,2400,1,2400,16808.241962622877,292.35020547524016,0.0,0.0,20.0,0.0,271.8753660637381,0.9409910477871644
9,2700,1,2700,17826.240805863625,295.9101408057288,0.0,0.0,20.0,0.0,271.8814607558139,0.9979825999243488
10,3000,1,3000,17760.926720788422,297.8375655126522,0.0,0.0,20.0,0.0,271.887560292851,0.9943260622872273
11,3300,1,3300,17630.298550638083,298.74727678484044,0.0,0.0,20.0,0.0,271.893721199397,0.987012987012988
12,3600,1,3600,17630.298550638083,299.1616546804754,0.0,0.0,20.0,0.0,271.9,0.987012987012988
13,3900,1,3900,17619.03750148717,299.3721190607388,0.0,0.0,20.0,0.0,271.90602887294085,0.9863825494893456
14,4200,1,4200,17605.5242425061,299.48130111223975,0.0,0.0,20.0,0.0,271.911429869186,0.9856260244609759
15,4500,1,4500,17540.21015743093,299.54176405902365,0.0,0.0,20.0,0.0,271.916244322311,0.9819694868238563
16,4800,1,4800,1502.223956729127,299.5664543397391,0.0,0.0,20.0,0.0,271.92051356589144,0.08410036565376383
17,5100,1,5100,128.37596032018016,295.9168657347447,0.0,0.0,20.0,0.0,271.9242789335029,0.007186987769512046
18,5400,1,5400,141.88921930125176,293.8497702451677,0.0,0.0,20.0,0.0,271.9275817587209,0.007943512797881734
19,5700,1,5700,135.13258981071596,292.8440587947193,0.0,0.0,20.0,0.0,271.9304633751211,0.0075652502836968906
20,6000,1,6000,16051.499459682866,292.33390371146714,0.0,0.0,20.0,0.0,271.93296511627904,0.8986256461984616
21,6300,1,6300,17420.843036431477,295.70183094644585,0.0,0.0,20.0,0.0,271.9351283157703,0.9752868490732581
22,6600,1,6600,17423.095246261633,297.6085963991819,0.0,0.0,20.0,0.0,271.9369943071705,0.9754129365779851
23,6900,1,6900,17382.55546931842,298.51521836034266,0.0,0.0,20.0,0.0,271.9386044240552,0.9731433614928762
24,7200,1,7200,17364.537790677,298.9407053826307,0.0,0.0,20.0,0.0,271.94,0.9721346614550505
25,7500,1,7500,17351.02453169593,299.14468941566264,0.0,0.0,20.0,0.0,271.93760844713745,0.9713781364266808
26,7800,1,7800,17319.49359407344,299.2451995982561,0.0,0.0,20.0,0.0,271.9282494668635,0.9696129113604853
27,8100,1,8100,17296.971495771642,299.2903890493041,0.0,0.0,20.0,0.0,271.9125528266486,0.968352036313202
28,8400,1,8400,17283.45823679057,299.3118806077575,0.0,0.0,20.0,0.0,271.8911482939632,0.9675955112848323
