index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,20.5,0.0,271.82,293.15,20656.779498114945,0.9126213592233009
1,300,1,300,0.0,0.0,20.5,0.0,271.8280908161068,296.8198639477872,22417.65721990786,0.9904173496406516
2,600,1,600,0.0,0.0,20.5,0.0,271.8357342807924,298.93863096908126,22409.095415750035,0.9900390871264669
3,900,1,900,0.0,0.0,20.5,0.0,271.84298691860465,299.9662567531469,22429.07295878494,0.9909216996595639
4,1200,1,1200,0.0,0.0,20.5,0.0,271.84990525409125,300.4808280661934,2551.41763903216,0.11272222922708366
5,1500,1,1500,0.0,0.0,20.5,0.0,271.8565458118002,296.4721690031501,188.35969147217287,0.00832177531206658
6,1800,1,1800,0.0,0.0,20.5,0.0,271.86296511627904,294.0480326207035,196.92149562999893,0.008700037826251424
7,2100,1,2100,0.0,0.0,20.5,0.0,271.8692196920758,292.8260546869954,188.35969147217287,0.00832177531206658
8,2400,1,2400,0.0,0.0,20.5,0.0,271.8753660637381,292.1417985159361,21298.914809951897,0.9409910477871642
9,2700,1,2700,0.0,0.0,20.5,0.0,271.8814607558139,296.2378366778209,22588.893303064382,0.9979825999243487
10,3000,1,3000,0.0,0.0,20.5,0.0,271.887560292851,298.36228859001835,22506.12919620537,0.9943260622872273
11,3300,1,3300,0.0,0.0,20.5,0.0,271.893721199397,299.31055807603036,22340.600982487424,0.9870129870129881
12,3600,1,3600,0.0,0.0,20.5,0.0,271.9,299.70462178181344,22340.600982487424,0.9870129870129881
13,3900,1,3900,0.0,0.0,20.5,0.0,271.90602887294085,299.8789881848653,22326.33130889102,0.9863825494893456
14,4200,1,4200,0.0,0.0,20.5,0.0,271.911429869186,299.94534613212477,22309.20770057537,0.9856260244609759
15,4500,1,4500,0.0,0.0,20.5,0.0,271.916244322311,299.95930759727963,22226.443593716398,0.9819694868238563
16,4800,1,4800,0.0,0.0,20.5,0.0,271.92051356589144,299.9332750412615,1903.5744577566577,0.08410036565376383
17,5100,1,5100,0.0,0.0,20.5,0.0,271.9242789335029,295.54471499185803,162.67427899869475,0.007186987769512045
18,5400,1,5400,0.0,0.0,20.5,0.0,271.9275817587209,293.05625854611833,179.79788731434684,0.007943512797881734
19,5700,1,5700,0.0,0.0,20.5,0.0,271.9304633751211,291.7977315701092,171.23608315652078,0.00756525028369689
20,6000,1,6000,0.0,0.0,20.5,0.0,271.93296511627904,291.10047409046757,20339.99274427538,0.8986256461984616
21,6300,1,6300,0.0,0.0,20.5,0.0,271.9351283157703,294.9927906857364,22075.185053594818,0.9752868490732579
22,6600,1,6600,0.0,0.0,20.5,0.0,271.9369943071705,297.1292367501009,22078.038988314067,0.9754129365779851
23,6900,1,6900,0.0,0.0,20.5,0.0,271.9386044240552,298.11305700522416,22026.66816336711,0.973143361492876
24,7200,1,7200,0.0,0.0,20.5,0.0,271.94,298.5634710082496,22003.83668561292,0.9721346614550503
25,7500,1,7500,0.0,0.0,20.5,0.0,271.93760844713745,298.77598888445436,21986.71307729727,0.9713781364266807
26,7800,1,7800,0.0,0.0,20.5,0.0,271.9282494668635,298.87829625057947,21946.757991227427,0.9696129113604852
27,8100,1,8100,0.0,0.0,20.5,0.0,271.9125528266486,298.92089280360017,21918.21864403466,0.9683520363132019
28,8400,1,8400,0.0,0.0,20.5,0.0,271.8911482939632,298.93719471266945,21901.09503571901,0.9675955112848322
29,8700,1,8700,0.0,0.0,20.5,0.0,271.8646656362779,298.94195135053957,21992.42094673581,0.9716303114361368
30,9000,1,9000,0.0,0.0,20.5,0.0,271.83373462106294,298.9642734650429,21935.342252350314,0.9691085613415716
31,9300,1,9300,0.0,0.0,20.5,0.0,271.798985015789,298.9608723425181,21992.42094673581,0.9716303114361368
32,9600,1,9600,0.0,0.0,20.5,0.0,271.7610465879265,298.96954784545926,2320.248926770857,0.10250914134409288
33,9900,1,9900,0.0,0.0,20.5,0.0,271.72054910494586,294.7457360191999,182.6518220336223,0.008069600302610022
34,10200,1,10200,0.0,0.0,20.5,0.0,271.67812233431755,292.27043023145814,205.48329978782496,0.009078300340436269
35,10500,1,10500,0.0,0.0,20.5,0.0,271.63439604351214,291.03795362210735,202.62936506854945,0.00895221283570798
36,10800,1,10800,0.0,0.0,20.5,0.0,271.59,290.36764236465854,20859.40886318352,0.9215735720590099
37,11100,1,11100,0.0,0.0,20.5,0.0,271.535403277293,294.3911899544062,22457.612305977702,0.9921825747068471
38,11400,1,11400,0.0,0.0,20.5,0.0,271.46326913527696,296.5725843003951,22394.825742153633,0.9894086496028244
39,11700,1,11700,0.0,0.0,20.5,0.0,271.37751862098315,297.5778526079577,22409.095415750035,0.9900390871264669
40,12000,1,12000,0.0,0.0,20.5,0.0,271.2820727814428,298.0646703858306,22497.567392047542,0.9939477997730424
41,12300,1,12300,0.0,0.0,20.5,0.0,271.1808526636873,298.3289372410334,22531.814608678847,0.9954608498297819
42,12600,1,12600,0.0,0.0,20.5,0.0,271.0777793147478,298.4754423390744,22634.55625857276,1.0
43,12900,1,12900,0.0,0.0,20.5,0.0,270.97677378165565,298.5799541440417,22623.140519695684,0.999495649981088
44,13200,1,13200,0.0,0.0,20.5,0.0,270.88175711144214,298.63811401667937,2134.743170017961,0.09431345353675463
45,13500,1,13500,0.0,0.0,20.5,0.0,270.7966503511385,294.2794731395456,182.6518220336223,0.008069600302610022
46,13800,1,13800,0.0,0.0,20.5,0.0,270.7253745477761,291.7849539975159,188.35969147217287,0.00832177531206658
47,14100,1,14100,0.0,0.0,20.5,0.0,270.67185074838613,290.5465417582599,191.21362619144836,0.008447862816794867
48,14400,1,14400,0.0,0.0,20.5,0.0,270.64,289.8794280934405,191.21362619144836,0.008447862816794867
49,14700,1,14700,0.0,0.0,20.5,0.0,270.62191008756844,289.48056153967167,188.35969147217287,0.00832177531206658
50,15000,1,15000,0.0,0.0,20.5,0.0,270.6068870779176,289.2112778923824,176.94395259507135,0.007817425293153447
51,15300,1,15300,0.0,0.0,20.5,0.0,270.59467944089124,289.00696842749716,174.0900178757963,0.007691337788425178
52,15600,1,15600,0.0,0.0,20.5,0.0,270.5850356463333,288.838815028659,20642.509824518584,0.9119909216996602
53,15900,1,15900,0.0,0.0,20.5,0.0,270.5777041640877,293.08457401032456,22346.308851925965,0.9872651620224442
54,16200,1,16200,0.0,0.0,20.5,0.0,270.5724334639983,295.41810539826207,22389.117872715095,0.9891564745933684
55,16500,1,16500,0.0,0.0,20.5,0.0,270.568972015909,296.5409783065542,22374.84819911873,0.9885260370697275
56,16800,1,16800,0.0,0.0,20.5,0.0,270.56706828966367,297.09862544080016,22337.747047768135,0.9868868995082591
57,17100,1,17100,0.0,0.0,20.5,0.0,270.56647075510625,297.3898964493263,22371.99426439944,0.9883999495649987
58,17400,1,17400,0.0,0.0,20.5,0.0,270.5669278820805,297.5691097671252,22411.949350469284,0.990165174631194
59,17700,1,17700,0.0,0.0,20.5,0.0,270.5681881404305,297.69322830593126,22486.151653170466,0.9934434497541303
60,18000,1,18000,0.0,0.0,20.5,0.0,270.57,297.796333996607,2328.810730928683,0.10288740385827772
61,18300,1,18300,0.0,0.0,20.5,0.0,270.5730275376131,293.5440877180386,188.35969147217287,0.00832177531206658
62,18600,1,18600,0.0,0.0,20.5,0.0,270.5778463007044,291.0758423622041,196.92149562999893,0.008700037826251424
63,18900,1,18900,0.0,0.0,20.5,0.0,270.5840719650332,289.8635253190429,179.79788731434684,0.007943512797881734
64,19200,1,19200,0.0,0.0,20.5,0.0,270.59132020635917,289.218792394399,20708.150323061902,0.9148909343084101
65,19500,1,19500,0.0,0.0,20.5,0.0,270.5992067004417,293.249759564521,22263.544745066993,0.9836086243853246
66,19800,1,19800,0.0,0.0,20.5,0.0,270.60734712304026,295.443077698811,22269.25261450553,0.9838607993947807
67,20100,1,20100,0.09394733061218336,0.04161634460547504,20.5,0.0842527777777778,270.6153571499144,296.4867536388642,22249.27507147059,0.9829781868616821
68,20400,1,20400,0.38033183927552594,0.1614331723027375,20.5,0.3445555555555556,270.6228524568235,297.00260804178413,1869.3272411253536,0.08258731559702445
69,20700,1,20700,0.8659673012302167,0.35190217391304346,20.5,0.7922250000000003,270.6294487195272,292.90642459422514,171.23608315652078,0.00756525028369689
70,21000,1,21000,1.5576674917164444,0.6054750402576488,20.5,1.4385777777777782,270.6347616137848,290.6172128809718,171.23608315652078,0.00756525028369689
71,21300,1,21300,2.4622461859743976,0.9146034621578099,20.5,2.294930555555556,270.63840681535595,289.49670855665755,179.79788731434684,0.007943512797881734
72,21600,1,21600,3.586517159244265,1.2717391304347825,20.5,3.3726000000000007,270.64,288.91332244732575,20320.01520124048,0.8977430336653648
73,21900,1,21900,4.937294186766235,1.6693337359098226,20.5,4.682902777777779,270.63423414074344,292.8983492788349,22263.544745066993,0.9836086243853246
74,22200,1,22200,6.5213910437805,2.0998389694041864,20.5,6.237155555555556,270.61739236799076,295.1643203984246,22320.623439452484,0.9861303744798895
75,22500,1,22500,8.345621505527243,2.55570652173913,20.5,8.046675,270.5914755935684,296.2625943195679,22389.117872715095,0.9891564745933684
76,22800,1,22800,10.416799347246656,3.0293880837359097,20.5,10.12277777777778,270.55848472930285,296.8326791768542,2540.0019001550572,0.11221787920817049
77,23100,1,23100,12.741738344178929,3.51333534621578,20.5,12.476780555555557,270.5204206870206,292.8897906145538,176.94395259507135,0.007817425293153447
78,23400,1,23400,15.327252271564248,4.0,20.5,15.12,270.479284378548,290.546245902126,182.6518220336223,0.008069600302610022
79,23700,1,23700,18.531738566503876,4.956661092530658,20.5,18.30241543434834,270.4370767157117,289.424279389937,185.50575675289738,0.008195687807338292
