bin_idx,x,marginal
0,1.0,1.1114304170653752e-22
1,1.3,9.315315841741229e-11
2,1.6,6.02628572911561e-09
3,1.9,2.786695465811252e-08
4,2.2,5.2241429827730455e-08
5,2.5,2.163573449765064e-07
6,2.8,8.243558865668581e-07
7,3.1,1.4000986511562022e-06
8,3.4,4.594599725120843e-06
9,3.6999999999999997,1.3652287071656716e-05
10,4.0,2.743698635568458e-05
11,4.3,5.3797682593020085e-05
12,4.6,0.00012621603519156983
13,4.9,0.0002719095708523042
14,5.2,0.0003676776391479926
15,5.5,0.0007078326953849924
16,5.8,0.0012727786133018336
17,6.1,0.0016157707175520554
18,6.3999999999999995,0.002659890672744889
19,6.7,0.004153398500736457
20,7.0,0.0055619250808996296
21,7.3,0.007319084152310897
22,7.6,0.010253367449981057
23,7.8999999999999995,0.01385177422790265
24,8.2,0.015833027804222993
25,8.5,0.020408033092670422
26,8.8,0.02558552246960246
27,9.1,0.02842604635135202
28,9.4,0.034358140473299485
29,9.7,0.0406520892997363
30,10.0,0.04561042430737022
31,10.299999999999999,0.05069579914025768
32,10.6,0.057320445980268045
33,10.9,0.06384194628113808
34,11.2,0.06728889122077349
35,11.5,0.07338300652224118
36,11.799999999999999,0.07908161086181585
37,12.1,0.08189528505914967
38,12.4,0.08674171841318926
39,12.7,0.09100250808395144
40,13.0,0.0936695254437241
41,13.299999999999999,0.09585214377179471
42,13.6,0.09835164414469803
43,13.9,0.100190826797008
44,14.2,0.09992943439476497
45,14.5,0.10063728034597134
46,14.799999999999999,0.1007460669528871
47,15.1,0.0989516567879743
48,15.399999999999999,0.0980727655339076
49,15.7,0.09671586444539662
50,16.0,0.09423473953604744
51,16.299999999999997,0.09142981911962088
52,16.6,0.0889917547848102
53,16.9,0.08626464144799915
54,17.2,0.08179822985490491
55,17.5,0.07870114062656482
56,17.8,0.07545642502643354
57,18.099999999999998,0.07039601633169994
58,18.4,0.06702704283160961
59,18.7,0.06363024794719432
60,19.0,0.059281559720610444
61,19.3,0.05504369605099661
62,19.599999999999998,0.05178660246808007
63,19.9,0.048583375156187936
64,20.2,0.04361964170377462
65,20.5,0.040701888999564576
66,20.8,0.037891943205722915
67,21.099999999999998,0.03337822309946122
68,21.4,0.03089521090276207
69,21.7,0.028551233818079527
70,22.0,0.025465675869959754
71,22.3,0.022646810849100186
72,22.599999999999998,0.02078516402753995
73,22.9,0.019022810460639212
74,23.2,0.016018979073142408
75,23.5,0.014607250303844107
76,23.8,0.013298395834027968
77,24.099999999999998,0.010942725386809394
78,24.4,0.009902285126107394
79,24.7,0.008961750114203016
80,25.0,0.007623568082557494
81,25.3,0.0064673790829574765
82,25.599999999999998,0.005820167345300142
83,25.9,0.005215652715545883
84,26.2,0.004063723927936944
85,26.5,0.0036372520967865615
86,26.8,0.0032517435600586423
87,27.099999999999998,0.002462364759967717
88,27.4,0.002183921574292399
89,27.7,0.0019429559946353829
90,28.0,0.0015654899523509448
91,28.3,0.0012581227662610685
92,28.599999999999998,0.001114063656563717
93,28.9,0.000978899464989847
94,29.2,0.0006945686992998462
95,29.5,0.0006121880864772449
96,29.799999999999997,0.000539130866579161
97,30.099999999999998,0.00037000677880328194
98,30.4,0.0003219660724329194
99,30.7,0.0002824971517255941
100,31.0,0.0002141061793780498
