index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,277.22999999999996,0.0,0.0,22.5,9607.537522957795,293.15,0.0,0.9126213592233009
1,300,1,300,277.25013364438655,0.0,0.0,22.5,10426.527665492342,295.9944171892356,0.0,0.9904173496406518
2,600,1,600,277.2697410300926,0.0,0.0,22.5,10422.545541622645,297.57580124670284,0.0,0.990039087126467
3,900,1,900,277.2888818359375,0.0,0.0,22.5,10431.837163985261,298.30390835451954,0.0,0.9909216996595638
4,1200,1,1200,277.30761574074074,0.0,0.0,22.5,1186.6729131699744,298.6549852050667,0.0,0.11272222922708366
5,1500,1,1500,277.3260024233217,0.0,0.0,22.5,87.6067251333538,295.5309274776639,0.0,0.00832177531206658
6,1800,1,1800,277.3441015625,0.0,0.0,22.5,91.58884900305172,293.7476124349283,0.0,0.008700037826251424
7,2100,1,2100,277.36197283709487,0.0,0.0,22.5,87.6067251333538,292.94340620257384,0.0,0.00832177531206658
8,2400,1,2400,277.3796759259259,0.0,0.0,22.5,9906.196813185137,292.5757454936402,0.0,0.9409910477871642
9,2700,1,2700,277.3972705078125,0.0,0.0,22.5,10506.1701428863,295.9103937760738,0.0,0.9979825999243487
10,3000,1,3000,277.41481626157406,0.0,0.0,22.5,10467.676278812542,297.6274951886757,0.0,0.9943260622872273
11,3300,1,3300,277.43237286603005,0.0,0.0,22.5,10390.68855066506,298.3971425257212,0.0,0.987012987012988
12,3600,1,3600,277.45,0.0,0.0,22.5,10390.68855066506,298.7310269971238,0.0,0.987012987012988
13,3900,1,3900,277.46751139322913,0.0,0.0,22.5,10384.051677548885,298.90050149298065,0.0,0.9863825494893456
14,4200,1,4200,277.4846366003788,0.0,0.0,22.5,10376.08742980949,298.991027350844,0.0,0.9856260244609759
15,4500,1,4500,277.50130903764205,0.0,0.0,22.5,10337.59356573575,299.0465566771476,0.0,0.9819694868238563
16,4800,1,4800,277.5174621212121,0.0,0.0,22.5,885.3588736961673,299.07529545232114,0.0,0.08410036565376383
17,5100,1,5100,277.5330292672822,0.0,0.0,22.5,75.66035352426012,295.7274236034343,0.0,0.007186987769512047
18,5400,1,5400,277.54794389204545,0.0,0.0,22.5,83.6246012636559,293.94069633891064,0.0,0.007943512797881734
19,5700,1,5700,277.56213941169506,0.0,0.0,22.5,79.642477393958,293.1305914514891,0.0,0.00756525028369689
20,6000,1,6000,277.57554924242424,0.0,0.0,22.5,9460.198939778973,292.75450036437894,0.0,0.8986256461984617
21,6300,1,6300,277.5881068004261,0.0,0.0,22.5,10267.242710704426,295.92454775092915,0.0,0.975286849073258
22,6600,1,6600,277.5997455018939,0.0,0.0,22.5,10268.570085327647,297.63681726228185,0.0,0.9754129365779851
23,6900,1,6900,277.6103987630208,0.0,0.0,22.5,10244.677342109459,298.4139913395353,0.0,0.973143361492876
24,7200,1,7200,277.62,0.0,0.0,22.5,10234.058345123603,298.76529832566695,0.0,0.9721346614550503
25,7500,1,7500,277.6254863457207,0.0,0.0,22.5,10226.094097384208,298.93282460696776,0.0,0.9713781364266807
26,7800,1,7800,277.6246094389844,0.0,0.0,22.5,10207.510852658957,299.01975227774227,0.0,0.9696129113604853
27,8100,1,8100,277.61852445485255,0.0,0.0,22.5,10194.237106426624,299.06523872430284,0.0,0.9683520363132019
28,8400,1,8400,277.60838656838655,0.0,0.0,22.5,10186.272858687229,299.09455618847693,0.0,0.9675955112848322
29,8700,1,8700,277.5953509546478,0.0,0.0,22.5,10228.748846630668,299.11820183382093,0.0,0.9716303114361367
30,9000,1,9000,277.5805727886978,0.0,0.0,22.5,10202.201354166022,299.15688284482013,0.0,0.9691085613415716
31,9300,1,9300,277.56520724559783,0.0,0.0,22.5,10228.748846630668,299.17736252240985,0.0,0.9716303114361367
32,9600,1,9600,277.5504095004095,0.0,0.0,22.5,1079.155568688131,299.2081379700283,0.0,0.10250914134409286
33,9900,1,9900,277.5373347281941,0.0,0.0,22.5,84.9519758868886,295.96454010602383,0.0,0.008069600302610022
34,10200,1,10200,277.5271381040131,0.0,0.0,22.5,95.57097287274962,294.1516468257347,0.0,0.009078300340436269
35,10500,1,10500,277.5209748029279,0.0,0.0,22.5,94.24359824951691,293.3301139837732,0.0,0.00895221283570798
36,10800,1,10800,277.52,0.0,0.0,22.5,9701.781121207323,292.94537585945034,0.0,0.9215735720590099
37,11100,1,11100,277.5229166579774,0.0,0.0,22.5,10445.110910217592,296.19164506126805,0.0,0.9921825747068471
38,11400,1,11400,277.5274419558447,0.0,0.0,22.5,10415.908668506469,297.912116335024,0.0,0.9894086496028244
39,11700,1,11700,277.533252393018,0.0,0.0,22.5,10422.545541622645,298.6798370098799,0.0,0.990039087126467
40,12000,1,12000,277.5400244689133,0.0,0.0,22.5,10463.694154942843,299.03621238043326,0.0,0.9939477997730424
41,12300,1,12300,277.5474346829468,0.0,0.0,22.5,10479.622650421636,299.22325914769607,0.0,0.9954608498297819
42,12600,1,12600,277.55515953453454,0.0,0.0,22.5,10527.40813685801,299.3260529837195,0.0,1.0
43,12900,1,12900,277.5628755230925,0.0,0.0,22.5,10522.09863836509,299.40200262468846,0.0,0.999495649981088
44,13200,1,13200,277.5702591480369,0.0,0.0,22.5,992.8762181780106,299.4472403009775,0.0,0.09431345353675463
45,13500,1,13500,277.57698690878374,0.0,0.0,22.5,84.9519758868886,296.0756961521815,0.0,0.008069600302610022
46,13800,1,13800,277.5827353047492,0.0,0.0,22.5,87.6067251333538,294.2367933277736,0.0,0.00832177531206658
47,14100,1,14100,277.5871808353492,0.0,0.0,22.5,88.9340997565865,293.40198816253195,0.0,0.008447862816794867
48,14400,1,14400,277.59,0.0,0.0,22.5,88.9340997565865,293.0109224317807,0.0,0.008447862816794867
49,14700,1,14700,277.59077860037956,0.0,0.0,22.5,87.6067251333538,292.817052558328,0.0,0.00832177531206658
50,15000,1,15000,277.58959193628493,0.0,0.0,22.5,82.29722664042322,292.71412294013464,0.0,0.007817425293153447
51,15300,1,15300,277.5868507543103,0.0,0.0,22.5,80.9698520171907,292.64952511382234,0.0,0.007691337788425177
52,15600,1,15600,277.5829658010501,0.0,0.0,22.5,9600.900649841638,292.6022925108655,0.0,0.9119909216996601
53,15900,1,15900,277.57834782309845,0.0,0.0,22.5,10393.343299911521,295.9649007670152,0.0,0.9872651620224443
54,16200,1,16200,277.5734075670498,0.0,0.0,22.5,10413.25391926001,297.7552439826817,0.0,0.9891564745933684
55,16500,1,16500,277.56855577949835,0.0,0.0,22.5,10406.617046143852,298.57206859260873,0.0,0.9885260370697275
56,16800,1,16800,277.5642032070384,0.0,0.0,22.5,10389.361176041823,298.9470269733227,0.0,0.9868868995082594
57,17100,1,17100,277.56076059626434,0.0,0.0,22.5,10405.289671520613,299.1206081266783,0.0,0.9883999495649987
58,17400,1,17400,277.5586386937704,0.0,0.0,22.5,10423.872916245864,299.21754485421303,0.0,0.990165174631194
59,17700,1,17700,277.5582482461508,0.0,0.0,22.5,10458.384656449925,299.28102981130644,0.0,0.9934434497541306
60,18000,1,18000,277.56,0.0,0.0,22.5,1083.1376925578288,299.33546225924766,0.0,0.10288740385827769
61,18300,1,18300,277.56520589776335,0.0,0.0,22.5,87.6067251333538,296.0234854314635,0.0,0.00832177531206658
62,18600,1,18600,277.5744016275338,0.0,0.0,22.5,91.58884900305172,294.180832278384,0.0,0.008700037826251424
63,18900,1,18900,277.58683355437665,0.0,0.0,22.5,83.6246012636559,293.34392465179064,0.0,0.007943512797881734
64,19200,1,19200,277.6017480433572,0.0,0.0,22.5,9631.430266175983,292.95295819392555,0.0,0.9148909343084101
65,19500,1,19500,277.6183914595409,0.0,0.0,22.5,10354.84943583778,296.1747039284434,0.0,0.9836086243853245
66,19800,1,19800,277.6360101679929,0.0,0.0,22.5,10357.504185084239,297.87787607168707,0.0,0.9838607993947805
67,20100,1,20100,277.65385053377867,0.0,0.0,22.5,10348.212562721605,298.6498463767067,0.0,0.982978186861682
68,20400,1,20400,277.6711589219635,0.0,0.0,22.5,869.4303782173756,299.00308492309273,0.0,0.08258731559702445
69,20700,1,20700,277.6871816976127,0.0,0.0,22.5,79.642477393958,295.78669607921233,0.0,0.00756525028369689
70,21000,1,21000,277.7011652257916,0.0,0.0,22.5,79.642477393958,294.06112790745544,0.0,0.00756525028369689
71,21300,1,21300,277.7123558715656,0.0,0.0,22.5,83.6246012636559,293.2751967357177,0.0,0.007943512797881734
72,21600,1,21600,277.71999999999997,0.0,0.0,22.5,9450.907317416357,292.90980172723465,0.0,0.8977430336653649
73,21900,1,21900,277.72327103720215,0.0,0.0,22.5,10354.84943583778,296.0780268115957,0.0,0.9836086243853245
74,22200,1,22200,277.72245282629336,0.0,0.0,22.5,10381.396928302427,297.822345441715,0.0,0.9861303744798897
75,22500,1,22500,277.7184573578595,0.0,0.0,22.5,10413.25391926001,298.62075457351233,0.0,0.9891564745933684
76,22800,1,22800,277.71219662248643,0.0,0.0,22.5,1181.3634146770432,299.0011671223258,0.0,0.11221787920817049
77,23100,1,23100,277.7045826107601,0.0,0.0,22.5,82.29722664042322,295.88359806430475,0.0,0.007817425293153447
78,23400,1,23400,277.6965273132664,0.0,0.0,22.5,84.9519758868886,294.09224800226923,0.0,0.008069600302610022
79,23700,1,23700,277.6889427205912,0.0,0.01375111437158501,22.5,86.27935051012112,293.2778242994824,0.012419871794871789,0.008195687807338292
80,24000,1,24000,277.6827408233205,0.0,0.055054557310814184,22.5,9732.31073754167,292.8978191453,0.05021367521367518,0.92447358466776
81,24300,1,24300,277.67883361204014,0.0,0.12398547855439872,22.5,10419.890792376167,296.1593592304818,0.11418269230769225,0.9897869121170092
