index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,271.82,0.0,0.0,21.5,15409.775884544233,293.15,0.0,0.9126213592233009
1,300,1,300,271.8280908161068,0.0,0.0,21.5,16723.375182798438,295.4986428896925,0.0,0.9904173496406518
2,600,1,600,271.8357342807924,0.0,0.0,21.5,16716.988152174836,297.0270688639076,0.0,0.9900390871264668
3,900,1,900,271.84298691860465,0.0,0.0,21.5,16731.89122362989,297.87211298421585,0.0,0.9909216996595638
4,1200,1,1200,271.84990525409125,0.0,0.0,21.5,1903.335125833456,298.35562091302734,0.0,0.11272222922708366
5,1500,1,1500,271.8565458118002,0.0,0.0,21.5,140.5146737192484,295.80137551168593,0.0,0.00832177531206658
6,1800,1,1800,271.86296511627904,0.0,0.0,21.5,146.90170434285062,294.09787293229755,0.0,0.008700037826251424
7,2100,1,2100,271.8692196920758,0.0,0.0,21.5,140.5146737192484,293.17061395732395,0.0,0.00832177531206658
8,2400,1,2400,271.8753660637381,0.0,0.0,21.5,15888.803181314399,292.6442595919434,0.0,0.9409910477871642
9,2700,1,2700,271.8814607558139,0.0,0.0,21.5,16851.11579527048,295.3432876404508,0.0,0.9979825999243486
10,3000,1,3000,271.887560292851,0.0,0.0,21.5,16789.37449924231,296.96511807799743,0.0,0.9943260622872273
11,3300,1,3300,271.893721199397,0.0,0.0,21.5,16665.89190718602,297.82149825530365,0.0,0.9870129870129881
12,3600,1,3600,271.9,0.0,0.0,21.5,16665.89190718602,298.26226454980883,0.0,0.9870129870129881
13,3900,1,3900,271.90602887294085,0.0,0.0,21.5,16655.246856146663,298.50703650446894,0.0,0.9863825494893457
14,4200,1,4200,271.911429869186,0.0,0.0,21.5,16642.47279489946,298.6411943741349,0.0,0.9856260244609759
15,4500,1,4500,271.916244322311,0.0,0.0,21.5,16580.73149887131,298.71474321610947,0.0,0.9819694868238562
16,4800,1,4800,271.92051356589144,0.0,0.0,21.5,1420.0498086475573,298.7456282574703,0.0,0.08410036565376383
17,5100,1,5100,271.9242789335029,0.0,0.0,21.5,121.35358184844182,295.8609419698658,0.0,0.007186987769512046
18,5400,1,5400,271.9275817587209,0.0,0.0,21.5,134.12764309564622,294.0457926824357,0.0,0.007943512797881734
19,5700,1,5700,271.9304633751211,0.0,0.0,21.5,127.740612472044,293.0405204592465,0.0,0.00756525028369689
20,6000,1,6000,271.93296511627904,0.0,0.0,21.5,15173.45575147095,292.45411563545935,0.0,0.8986256461984616
21,6300,1,6300,271.9351283157703,0.0,0.0,21.5,16467.89395785435,294.9718925879156,0.0,0.9752868490732579
22,6600,1,6600,271.9369943071705,0.0,0.0,21.5,16470.0229680622,296.54574172338994,0.0,0.9754129365779851
23,6900,1,6900,271.9386044240552,0.0,0.0,21.5,16431.700784320587,297.3804771128046,0.0,0.9731433614928761
24,7200,1,7200,271.94,0.0,0.0,21.5,16414.668702657655,297.8173955374675,0.0,0.9721346614550502
25,7500,1,7500,271.93760844713745,0.0,0.0,21.5,16401.89464141045,298.0493518166094,0.0,0.9713781364266806
26,7800,1,7800,271.9282494668635,0.0,0.0,21.5,16372.088498500318,298.17296429798125,0.0,0.9696129113604853
27,8100,1,8100,271.9125528266486,0.0,0.0,21.5,16350.798396421633,298.2330957746608,0.0,0.9683520363132019
28,8400,1,8400,271.8911482939632,0.0,0.0,21.5,16338.02433517443,298.26263412786193,0.0,0.9675955112848322
29,8700,1,8700,271.8646656362779,0.0,0.0,21.5,16406.152661826178,298.27501782568936,0.0,0.9716303114361368
30,9000,1,9000,271.83373462106294,0.0,0.0,21.5,16363.572457668839,298.2936132129221,0.0,0.9691085613415716
