index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,23.0,0.0,270.84,293.15,26849.657053887833,0.9126213592233009
1,300,1,300,0.0,0.0,23.0,0.0,270.82701932870367,298.0750001488291,29138.44379086615,0.9904173496406518
2,600,1,600,0.0,0.0,23.0,0.0,270.81392129629626,300.83954252500354,29127.315168157988,0.9900390871264669
3,900,1,900,0.0,0.0,23.0,0.0,270.80072187499997,302.13814084456396,29153.281954476995,0.9909216996595638
4,1200,1,1200,0.0,0.0,23.0,0.0,270.787437037037,302.7792278236825,3316.3295670317407,0.11272222922708366
5,1500,1,1500,0.0,0.0,23.0,0.0,270.7740827546296,297.61025068677384,244.8296995795245,0.00832177531206658
6,1800,1,1800,0.0,0.0,23.0,0.0,270.760675,294.600982843182,255.9583222876847,0.008700037826251424
7,2100,1,2100,0.0,0.0,23.0,0.0,270.74722974537036,293.2113212513731,244.8296995795245,0.00832177531206658
8,2400,1,2400,0.0,0.0,23.0,0.0,270.73376296296294,292.54125588091324,27684.30375699985,0.9409910477871642
9,2700,1,2700,0.0,0.0,23.0,0.0,270.72029062499996,298.03512711354796,29361.016245029354,0.9979825999243487
10,3000,1,3000,0.0,0.0,23.0,0.0,270.7068287037037,300.89509072123815,29253.439558850438,0.9943260622872273
11,3300,1,3300,0.0,0.0,23.0,0.0,270.6933931712963,302.193465366236,29038.286186492707,0.9870129870129881
12,3600,1,3600,0.0,0.0,23.0,0.0,270.67999999999995,302.7609217488035,29038.286186492707,0.9870129870129881
13,3900,1,3900,0.0,0.0,23.0,0.0,270.6665203883495,303.0422014669723,29019.73848197907,0.9863825494893456
14,4200,1,4200,0.0,0.0,23.0,0.0,270.6528317152103,303.1909500150877,28997.48123656275,0.9856260244609759
15,4500,1,4500,0.0,0.0,23.0,0.0,270.63895922330096,303.27554816883674,28889.904550383886,0.9819694868238563
16,4800,1,4800,0.0,0.0,23.0,0.0,270.6249281553398,303.31122755024893,2474.263782114287,0.08410036565376383
17,5100,1,5100,0.0,0.0,23.0,0.0,270.6107637540453,297.71910986149186,211.44383145504386,0.007186987769512046
18,5400,1,5400,0.0,0.0,23.0,0.0,270.5964912621359,294.66969374014633,233.70107687136425,0.007943512797881734
19,5700,1,5700,0.0,0.0,23.0,0.0,270.58213592233005,293.2378646562264,222.57245416320404,0.00756525028369689
20,6000,1,6000,0.0,0.0,23.0,0.0,270.56772297734625,292.53018639665294,26437.898013685903,0.8986256461984615
21,6300,1,6300,0.0,0.0,23.0,0.0,270.5532776699029,297.7306759262395,28693.29888253974,0.975286849073258
22,6600,1,6600,0.0,0.0,23.0,0.0,270.5388252427184,300.56328805374613,28697.00842344243,0.9754129365779851
23,6900,1,6900,0.0,0.0,23.0,0.0,270.5243909385113,301.85893237858465,28630.236687193465,0.9731433614928761
24,7200,1,7200,0.0,0.0,23.0,0.0,270.51,302.4448678377089,28600.56035997172,0.9721346614550503
25,7500,1,7500,0.0,0.0,23.0,0.0,270.49370276227603,302.71984447057764,28578.3031145554,0.9713781364266807
26,7800,1,7800,0.0,0.0,23.0,0.0,270.47363669953876,302.8537417462893,28526.36954191734,0.9696129113604853
27,8100,1,8100,0.0,0.0,23.0,0.0,270.44995776316796,302.91686928677444,28489.274132890117,0.9683520363132019
28,8400,1,8400,0.0,0.0,23.0,0.0,270.42282190454347,302.9500572434804,28467.0168874738,0.9675955112848322
29,8700,1,8700,0.0,0.0,23.0,0.0,270.3923850750452,302.97210049136834,28585.722196360824,0.9716303114361367
30,9000,1,9000,0.0,0.0,23.0,0.0,270.35880322605306,303.0188655376049,28511.53137830644,0.9691085613415716
31,9300,1,9300,0.0,0.0,23.0,0.0,270.3222323089468,303.0340179132487,28585.722196360824,0.9716303114361367
32,9600,1,9600,0.0,0.0,23.0,0.0,270.28282827510634,303.06581778381525,3015.856753911415,0.10250914134409286
33,9900,1,9900,0.0,0.0,23.0,0.0,270.2407470759116,297.6416320659912,237.4106177740845,0.008069600302610022
34,10200,1,10200,0.0,0.0,23.0,0.0,270.19614466274237,294.5522668489723,267.0869449958449,0.009078300340436269
35,10500,1,10500,0.0,0.0,23.0,0.0,270.14917698697855,293.0969356811045,263.3774040931246,0.00895221283570798
36,10800,1,10800,0.0,0.0,23.0,0.0,270.09999999999997,292.3737762886142,27113.03445798099,0.92157357205901
37,11100,1,11100,0.0,0.0,23.0,0.0,270.03340929133856,297.696502675525,29190.377363504213,0.9921825747068471
