index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,13091.70404289617,22.0,0.0,270.84,0.0,293.15,0.9126213592233009
1,300,1,300,0.0,14207.700367083384,22.0,0.0,270.82701932870367,0.0,295.2134449522863,0.9904173496406516
2,600,1,600,0.0,14202.27412887826,22.0,0.0,270.81392129629626,0.0,296.6281510455029,0.9900390871264669
3,900,1,900,0.0,14214.935351356868,22.0,0.0,270.80072187499997,0.0,297.44225961085476,0.9909216996595638
4,1200,1,1200,0.0,1617.018985126994,22.0,0.0,270.787437037037,0.0,297.9199939916319,0.11272222922708366
5,1500,1,1500,0.0,119.3772405127311,22.0,0.0,270.7740827546296,0.0,295.5421086144115,0.00832177531206658
6,1800,1,1800,0.0,124.80347871785526,22.0,0.0,270.760675,0.0,293.8816538678276,0.008700037826251424
7,2100,1,2100,0.0,119.3772405127311,22.0,0.0,270.74722974537036,0.0,292.94442102785337,0.00832177531206658
8,2400,1,2400,0.0,13498.67190828048,22.0,0.0,270.73376296296294,0.0,292.40982682570814,0.9409910477871641
9,2700,1,2700,0.0,14316.225131185867,22.0,0.0,270.72029062499996,0.0,294.9255536649333,0.9979825999243487
10,3000,1,3000,0.0,14263.771495202984,22.0,0.0,270.7068287037037,0.0,296.5311013212312,0.9943260622872273
11,3300,1,3300,0.0,14158.864223237268,22.0,0.0,270.6933931712963,0.0,297.438239521197,0.9870129870129882
12,3600,1,3600,0.0,14158.864223237268,22.0,0.0,270.67999999999995,0.0,297.94174111131616,0.9870129870129882
13,3900,1,3900,0.0,14149.820492895376,22.0,0.0,270.6665203883495,0.0,298.2424426419902,0.9863825494893456
14,4200,1,4200,0.0,14138.968016485129,22.0,0.0,270.6528317152103,0.0,298.4213994805674,0.9856260244609759
15,4500,1,4500,0.0,14086.51438050227,22.0,0.0,270.63895922330096,0.0,298.53415543428645,0.9819694868238563
16,4800,1,4800,0.0,1206.433627605935,22.0,0.0,270.6249281553398,0.0,298.6005377033772,0.08410036565376383
17,5100,1,5100,0.0,103.09852589735868,22.0,0.0,270.6107637540453,0.0,295.92768903655355,0.007186987769512046
18,5400,1,5400,0.0,113.95100230760697,22.0,0.0,270.5964912621359,0.0,294.1803676156463,0.007943512797881734
19,5700,1,5700,0.0,108.52476410248282,22.0,0.0,270.58213592233005,0.0,293.19269190729085,0.00756525028369689
20,6000,1,6000,0.0,12890.933229306576,22.0,0.0,270.56772297734625,0.0,292.6220477627495,0.8986256461984616
21,6300,1,6300,0.0,13990.65083887842,22.0,0.0,270.5532776699029,0.0,294.9920726311428,0.9752868490732581
22,6600,1,6600,0.0,13992.459584946777,22.0,0.0,270.5388252427184,0.0,296.56956556562636,0.9754129365779851
23,6900,1,6900,0.0,13959.902155716032,22.0,0.0,270.5243909385113,0.0,297.4675631261259,0.9731433614928761
24,7200,1,7200,0.0,13945.432187169043,22.0,0.0,270.51,0.0,297.97860257672136,0.9721346614550503
