index,seconds_of_day,day_of_year,timestamp,weaBus.HDirNor,totalHeatingPower.y,thermalZone.TAir,weaBus.TDryBul,weaDat.weaBus.HGloHor,weaBus.HDifHor,roomTempUpperSetpoint,u
0,0,1,0,0.0,31290.432076273817,293.15,270.84,0.0,0.0,21.0,0.9126213592233009
1,300,1,300,0.0,33957.77064923061,297.5965573613092,270.82701932870367,0.0,0.0,21.0,0.9904173496406518
2,600,1,600,0.0,33944.80141791964,300.2115267842352,270.81392129629626,0.0,0.0,21.0,0.990039087126467
3,900,1,900,0.0,33975.062957645205,301.50471525508635,270.80072187499997,0.0,0.0,21.0,0.9909216996595639
4,1200,1,1200,0.0,3864.8309306699107,302.16516372527155,270.787437037037,0.0,0.0,21.0,0.11272222922708366
5,1500,1,1500,0.0,285.3230888414028,297.60773806083654,270.7740827546296,0.0,0.0,21.0,0.00832177531206658
6,1800,1,1800,0.0,298.2923201523757,294.81717325262144,270.760675,0.0,0.0,21.0,0.008700037826251424
7,2100,1,2100,0.0,285.3230888414028,293.4467849824777,270.74722974537036,0.0,0.0,21.0,0.00832177531206658
8,2400,1,2400,0.0,32263.124424596783,292.75038649745585,270.73376296296294,0.0,0.0,21.0,0.9409910477871642
9,2700,1,2700,0.0,34217.155275450066,297.5855910143674,270.72029062499996,0.0,0.0,21.0,0.9979825999243487
10,3000,1,3000,0.0,34091.786039443956,300.2437247773787,270.7068287037037,0.0,0.0,21.0,0.9943260622872273
11,3300,1,3300,0.0,33841.04756743185,301.5211560862547,270.6933931712963,0.0,0.0,21.0,0.9870129870129881
12,3600,1,3600,0.0,33841.04756743185,302.11211291757877,270.67999999999995,0.0,0.0,21.0,0.9870129870129881
13,3900,1,3900,0.0,33819.43218191352,302.4117471179044,270.6665203883495,0.0,0.0,21.0,0.9863825494893455
14,4200,1,4200,0.0,33793.49371929158,302.567747637987,270.6528317152103,0.0,0.0,21.0,0.985626024460976
15,4500,1,4500,0.0,33668.12448328553,302.6524887611475,270.63895922330096,0.0,0.0,21.0,0.9819694868238563
16,4800,1,4800,0.0,2883.4924281396334,302.68600424318805,270.6249281553398,0.0,0.0,21.0,0.08410036565376383
17,5100,1,5100,0.0,246.41539490848425,297.69931175302696,270.6107637540453,0.0,0.0,21.0,0.007186987769512046
18,5400,1,5400,0.0,272.35385753042993,294.83861827116283,270.5964912621359,0.0,0.0,21.0,0.007943512797881734
19,5700,1,5700,0.0,259.38462621945706,293.4215463563829,270.58213592233005,0.0,0.0,21.0,0.00756525028369689
20,6000,1,6000,0.0,30810.57051776782,292.69374967275417,270.56772297734625,0.0,0.0,21.0,0.8986256461984616
21,6300,1,6300,0.0,33439.0013967917,297.2733459721406,270.5532776699029,0.0,0.0,21.0,0.975286849073258
22,6600,1,6600,0.0,33443.324473895314,299.90951360772834,270.5388252427184,0.0,0.0,21.0,0.9754129365779851
23,6900,1,6900,0.0,33365.50908602947,301.190179047266,270.5243909385113,0.0,0.0,21.0,0.973143361492876
24,7200,1,7200,0.0,33330.92446920023,301.8055815069726,270.51,0.0,0.0,21.0,0.9721346614550503
25,7500,1,7500,0.0,33304.98600657829,302.108279661531,270.49370276227603,0.0,0.0,21.0,0.9713781364266808
26,7800,1,7800,0.0,33244.462927127104,302.2606477305927,270.47363669953876,0.0,0.0,21.0,0.9696129113604853
27,8100,1,8100,0.0,33201.232156090504,302.33613325404974,270.44995776316796,0.0,0.0,21.0,0.9683520363132019
28,8400,1,8400,0.0,33175.29369346856,302.3757952059126,270.42282190454347,0.0,0.0,21.0,0.9675955112848321
29,8700,1,8700,0.0,33313.632160785586,302.401437055415,270.3923850750452,0.0,0.0,21.0,0.9716303114361368
30,9000,1,9000,0.0,33227.17061871245,302.4462024405324,270.35880322605306,0.0,0.0,21.0,0.9691085613415716
31,9300,1,9300,0.0,33313.632160785586,302.46385014799677,270.3222323089468,0.0,0.0,21.0,0.9716303114361368
32,9600,1,9600,0.0,3514.6616852736433,302.4956949031089,270.28282827510634,0.0,0.0,21.0,0.10250914134409286
33,9900,1,9900,0.0,276.67693463408773,297.6652391041995,270.2407470759116,0.0,0.0,21.0,0.008069600302610022
34,10200,1,10200,0.0,311.2615514633485,294.7812037540431,270.19614466274237,0.0,0.0,21.0,0.009078300340436269
35,10500,1,10500,0.0,306.93847435969064,293.35286120569225,270.14917698697855,0.0,0.0,21.0,0.00895221283570798
36,10800,1,10800,0.0,31597.37055063355,292.6203323883308,270.09999999999997,0.0,0.0,21.0,0.92157357205901
37,11100,1,11100,0.0,34018.2937286818,297.31627185883065,270.03340929133856,0.0,0.0,21.0,0.9921825747068472
38,11400,1,11400,0.0,33923.18603240131,299.9731446744755,269.93795695538057,0.0,0.0,21.0,0.9894086496028244
39,11700,1,11700,0.0,33944.80141791964,301.2467945366379,269.8194337007874,0.0,0.0,21.0,0.990039087126467
40,12000,1,12000,0.0,34078.816808132986,301.87287562199907,269.68363023622044,0.0,0.0,21.0,0.9939477997730426
41,12300,1,12300,0.0,34130.69373337687,302.2046270704364,269.53633727034116,0.0,0.0,21.0,0.9954608498297818
42,12600,1,12600,0.0,34286.32450910855,302.3821691723661,269.383345511811,0.0,0.0,21.0,1.0
43,12900,1,12900,0.0,34269.03220069395,302.50182991418,269.2304456692913,0.0,0.0,21.0,0.9994956499810879
44,13200,1,13200,0.0,3233.6616735359007,302.56539839962437,269.0834284514435,0.0,0.0,21.0,0.09431345353675463
45,13500,1,13500,0.0,276.67693463408773,297.5491674202187,268.9480845669291,0.0,0.0,21.0,0.008069600302610022
46,13800,1,13800,0.0,285.3230888414028,294.61918673742264,268.83020472440944,0.0,0.0,21.0,0.00832177531206658
47,14100,1,14100,0.0,289.6461659450606,293.1630303149984,268.7355796325459,0.0,0.0,21.0,0.008447862816794867
48,14400,1,14400,0.0,289.6461659450606,292.417346915845,268.66999999999996,0.0,0.0,21.0,0.008447862816794867
49,14700,1,14700,0.0,285.3230888414028,292.0136744841827,268.6222788100137,0.0,0.0,21.0,0.00832177531206658
50,15000,1,15000,0.0,268.0307804267721,291.775307553914,268.5773360768175,0.0,0.0,21.0,0.007817425293153447
51,15300,1,15300,0.0,263.7077033231149,291.6153100201882,268.5351230555555,0.0,0.0,21.0,0.007691337788425178
52,15600,1,15600,0.0,31268.816690755553,291.49448895488433,268.49559100137174,0.0,0.0,21.0,0.9119909216996601
53,15900,1,15900,0.0,33849.69372163915,296.4401066335666,268.45869116941014,0.0,0.0,21.0,0.9872651620224443
54,16200,1,16200,0.0,33914.53987819402,299.24763124590817,268.42437481481477,0.0,0.0,21.0,0.9891564745933685
55,16500,1,16500,0.0,33892.924492675746,300.624837742578,268.39259319272975,0.0,0.0,21.0,0.9885260370697275
56,16800,1,16800,0.0,33836.724490328175,301.29900650356,268.363297558299,0.0,0.0,21.0,0.9868868995082593
57,17100,1,17100,0.0,33888.60141557207,301.6292511756094,268.33643916666665,0.0,0.0,21.0,0.9883999495649988
58,17400,1,17400,0.0,33949.12449502325,301.8121664835699,268.3119692729767,0.0,0.0,21.0,0.9901651746311939
59,17700,1,17700,0.0,34061.52449971839,301.924933006229,268.2898391323731,0.0,0.0,21.0,0.9934434497541305
60,18000,1,18000,0.0,3527.630916584616,302.0121738600956,268.27,0.0,0.0,21.0,0.1028874038582777
61,18300,1,18300,0.0,285.3230888414028,297.0933907890197,268.25040019393595,0.0,0.0,21.0,0.00832177531206658
62,18600,1,18600,0.0,298.2923201523757,294.17056554441655,268.22948181259164,0.0,0.0,21.0,0.008700037826251424
63,18900,1,18900,0.0,272.35385753042993,292.72341054133204,268.2079367816092,0.0,0.0,21.0,0.007943512797881734
64,19200,1,19200,0.0,31368.247464139655,291.98113802404487,268.1864570266307,0.0,0.0,21.0,0.91489093430841
65,19500,1,19500,0.0,33724.3244856331,296.6444993126011,268.1657344732983,0.0,0.0,21.0,0.9836086243853246
66,19800,1,19800,0.0,33732.970639840394,299.2802083641749,268.14646104725415,0.0,0.0,21.0,0.9838607993947805
67,20100,1,20100,0.0,33702.70910011477,300.5627289211493,268.12932867414025,0.0,0.0,21.0,0.982978186861682
68,20400,1,20400,0.0,2831.6155028957423,301.1889475592045,268.11502927959884,0.0,0.0,21.0,0.08258731559702445
69,20700,1,20700,0.0,259.38462621945706,296.47959562342214,268.10425478927203,0.0,0.0,21.0,0.00756525028369689
70,21000,1,21000,0.0,259.38462621945706,293.7556486425929,268.0976971288018,0.0,0.0,21.0,0.00756525028369689
71,21300,1,21300,0.0,272.35385753042993,292.4069482199001,268.09604822383045,0.0,0.0,21.0,0.007943512797881734
72,21600,1,21600,0.0,30780.30897804226,291.72398090175557,268.09999999999997,0.0,0.0,21.0,0.8977430336653649
73,21900,1,21900,0.0,33724.3244856331,296.31990924725676,268.10772019382466,0.0,0.0,21.0,0.9836086243853246
74,22200,1,22200,0.0,33810.78602770623,299.01974833736494,268.11681428893394,0.0,0.0,21.0,0.9861303744798896
75,22500,1,22500,0.0,33914.53987819402,300.3496843239957,268.127130831643,0.0,0.0,21.0,0.9891564745933685
76,22800,1,22800,0.0,3847.538622255278,301.0231462932263,268.13851836826683,0.0,0.0,21.0,0.11221787920817047
77,23100,1,23100,0.0,268.0307804267721,296.46931807607893,268.1508254451206,0.0,0.0,21.0,0.007817425293153447
78,23400,1,23400,0.0,276.67693463408773,293.66592071196044,268.16390060851927,0.0,0.0,21.0,0.008069600302610022
79,23700,1,23700,0.03935185185185185,281.00001173774496,292.2809217681798,268.17759240477795,0.682568026834529,0.6767618312757203,21.0,0.008195687807338292
80,24000,1,24000,0.14814814814814814,31696.801324017655,291.5781860171873,268.19174938021183,2.596363760679194,2.5745884773662553,21.0,0.92447358466776
81,24300,1,24300,0.31249999999999994,33936.15526371228,296.31720399809933,268.2062200811359,5.540524681545613,5.494791666666667,21.0,0.9897869121170092
82,24600,1,24600,0.5185185185185184,33901.57064688304,298.98069685091656,268.2208530538652,9.314188269445403,9.238683127572019,21.0,0.9887782120791835
83,24900,1,24900,0.7523148148148147,33983.70911185255,300.28382725892874,268.2354968447149,13.716492004390181,13.60757458847737,21.0,0.9911738746690213
84,25200,1,25200,0.9999999999999998,34044.23219130374,300.9596266122157,268.25,18.546573366391563,18.402777777777782,21.0,0.9929390997352167
85,25500,1,25500,1.247685185185185,34074.49373102937,301.33749468831076,268.26463641822187,23.60356983546117,23.425604423868315,21.0,0.9938217122683155
86,25800,1,25800,1.481481481481481,34186.89373572444,301.5729999934295,268.2797830537837,28.686618891610614,28.477366255144037,21.0,0.9970999873912502
87,26100,1,26100,1.6874999999999998,34195.53988993174,301.760944645352,268.29544303685327,33.59485801485152,33.35937500000001,21.0,0.997352162400706
88,26400,1,26400,1.8518518518518512,34160.955273102496,301.9130451868338,268.3116194975982,38.12742468519549,37.872942386831284,21.0,0.9963434623628804
89,26700,1,26700,1.9606481481481475,34225.80142965736,302.04061308601683,268.3283155661863,42.08345638265416,41.819380144032934,21.0,0.9982347749338046
90,27000,1,27000,2.0,34260.3860464866,302.1587197225099,268.3455343727852,45.26209058723914,45.0,21.0,0.9992434749716302
91,27300,1,27300,1.9606481481481481,34100.43219365131,302.2576795655934,268.3632790475628,47.97924529423292,47.72737911522634,21.0,0.9945782372966849
92,27600,1,27600,1.8518518518518519,33067.2167658771,302.31571867127457,268.38155272068667,50.66176997992469,50.42335390946502,21.0,0.9644433236666246
93,27900,1,27900,1.6875,32885.64752752348,302.2101948315469,268.40035852232455,53.27519934583613,53.053125,21.0,0.9591476484680367
94,28200,1,28200,1.4814814814814816,33815.109104809904,302.16320180500486,268.4196995826443,55.78506809348891,55.58189300411523,21.0,0.9862564619846184
95,28500,1,28500,1.2476851851851853,33832.4014132245,302.32520316921995,268.4395790318135,58.1569109244047,57.974858539094654,21.0,0.9867608120035305
96,28800,1,28800,1.0000000000000002,33897.24756977936,302.4362420267567,268.46,60.35626254010517,60.19722222222222,21.0,0.9886521245744547
97,29100,1,29100,0.7523148148148151,33918.862955297685,302.5313696862061,268.4841809082736,62.348657642112,62.21418467078189,21.0,0.9892825620980971
98,29400,1,29400,0.518518518518519,33966.4168034379,302.6106633984873,268.5153113106019,64.09963093194685,63.99094650205762,21.0,0.9906695246501077
99,29700,1,29700,0.3125000000000002,33979.38603474887,302.6848845942743,268.5533510364989,65.5747171111314,65.49270833333334,21.0,0.9910477871642925
100,30000,1,30000,0.1481481481481488,33970.73988054158,302.7495485980045,268.5982599154789,66.73945088118734,66.684670781893,21.0,0.9907956121548366
101,30300,1,30300,0.039351851851852526,33988.032188956175,302.7890362941447,268.6499977770559,67.5593669436363,67.53203446502059,21.0,0.9912999621737486
102,30600,1,30600,0.0,34005.32449737082,302.78237273519494,268.7085244507441,68.0,68.0,21.0,0.9918043121926622
103,30900,1,30900,0.0,34109.0783478586,302.7571288653698,268.77379976605766,67.94060116789407,67.96327570921986,21.0,0.9948304123061409
104,31200,1,31200,0.0,3730.8155404565223,302.74321537794515,268.8457835525107,67.35200409656767,67.38918439716312,21.0,0.10881351658050688
105,31500,1,31500,0.0,281.00001173774496,297.7728268313003,268.9244356396173,66.33711728499271,66.38184840425532,21.0,0.008195687807338292
106,31800,1,31800,0.0,268.0307804267721,294.76682982699833,269.0097158568916,64.99884923214114,65.04539007092198,21.0,0.007817425293153447
107,32100,1,32100,0.0,276.67693463408773,293.2494996064357,269.1015840338478,63.44010843698485,63.483931737588655,21.0,0.008069600302610022
108,32400,1,32400,0.0,272.35385753042993,292.455427118416,269.2,61.76380339849577,61.80159574468085,21.0,0.007943512797881734
109,32700,1,32700,0.0,268.0307804267721,292.01365925775184,269.3070576919009,60.072842615645804,60.102504432624116,21.0,0.007817425293153447
110,33000,1,33000,0.0,250.73847201214204,291.74917839931396,269.4236530448209,58.47013458740689,58.49078014184397,21.0,0.007313075274240333
111,33300,1,33300,0.0,259.38462621945706,291.5718178717393,269.54794888635064,57.05858781275093,57.07054521276596,21.0,0.00756525028369689
112,33600,1,33600,0.0,263.7077033231149,291.4441114903546,269.6781080440806,55.941110790649844,55.9459219858156,21.0,0.007691337788425178
113,33900,1,33900,0.0,276.67693463408773,291.34180525591154,269.81229334560146,55.22061202007556,55.22103280141844,21.0,0.008069600302610022
114,34200,1,34200,0.0,246.41539490848425,291.2583479866427,269.9486676185037,55.0,55.0,21.0,0.007186987769512046
115,34500,1,34500,0.0,259.38462621945706,291.17814903562663,270.08539369037794,55.17482204478511,55.176476256552576,21.0,0.00756525028369689
116,34800,1,34800,0.0,259.38462621945706,291.1092428485534,270.22063438881486,55.54228580884351,55.545020043169906,21.0,0.00756525028369689
117,35100,1,35100,0.0,246.41539490848425,291.04446483357316,270.35255254140486,56.05779030122313,56.0611123959297,21.0,0.007186987769512046
118,35400,1,35400,0.0,289.6461659450606,290.9818397456051,270.4793109757387,56.67673453097187,56.68023435090965,21.0,0.008447862816794867
119,35700,1,35700,0.0,255.06154911579924,290.92973210170885,270.5990725194069,57.35451750713765,57.35786694418748,21.0,0.007439162778968602
120,36000,1,36000,0.0,276.67693463408773,290.8712975624921,270.71,58.046538238768385,58.04949121184089,21.0,0.008069600302610022
121,36300,1,36300,0.0,255.06154911579924,290.81921902183893,270.81572058276805,58.70819573491198,58.71058818994758,21.0,0.007439162778968602
