,T_in,T_out,heatPower,Q_solar
339,265.8344663658145,266.54998779296875,850.0,0.0
340,265.9650636554184,266.54998779296875,852.5,0.0
341,266.0840738419132,266.54998779296875,855.0,0.0
342,266.1925435156245,266.54998779296875,857.5,0.0
343,266.29142392064557,266.54998779296875,860.0,0.0
344,266.38158016327714,266.54998779296875,862.5,0.0
345,266.4637991990661,266.54998779296875,865.0,0.0
346,266.5387969596153,266.54998779296875,867.5,0.0
347,266.60722478655487,266.54998779296875,870.0,0.0
348,266.6696752672949,267.1499938964844,872.5,0.0
349,266.7808346665891,267.1499938964844,875.0,0.0
350,266.8821436748469,267.1499938964844,877.5,0.0
351,266.9745028440323,267.1499938964844,880.0,0.0
352,267.0587237399798,267.1499938964844,882.5,0.0
353,267.1355419520809,267.1499938964844,885.0,0.0
354,267.2056257290066,267.1499938964844,887.5,0.0
355,267.2695826904692,267.1499938964844,890.0,0.0
356,267.3279655239456,267.1499938964844,892.5,0.0
357,267.3812770210132,267.1499938964844,895.0,0.0
358,267.4299746069903,267.1499938964844,897.5,0.0
359,267.47447444325957,267.1499938964844,900.0,0.0
360,267.515155152865,267.45001220703125,902.5,0.0
361,267.57943477196153,267.45001220703125,905.0,0.0
362,267.63810179356994,267.45001220703125,907.5,0.0
363,267.69166849483315,267.45001220703125,910.0,0.0
364,267.7405970675593,267.45001220703125,912.5,0.0
365,267.7853066274607,267.45001220703125,915.0,0.0
366,267.8261779909204,267.45001220703125,917.5,0.0
367,267.86355744838824,267.45001220703125,920.0,0.0
368,267.8977599926002,267.45001220703125,922.5,0.0
369,267.92907218234234,267.45001220703125,925.0,0.0
370,267.9577547216957,267.45001220703125,927.5,0.0
371,267.9840447972627,267.45001220703125,930.0,0.0
372,268.0081582012282,267.54998779296875,932.5,0.0
373,268.0393157831573,267.54998779296875,935.0,0.0
374,268.06785452680964,267.54998779296875,937.5,0.0
375,268.0940126556588,267.54998779296875,940.0,0.0
376,268.11800561301317,267.54998779296875,942.5,0.0
377,268.14002894728253,267.54998779296875,945.0,0.0
378,268.16026040358,267.54998779296875,947.5,0.0
379,268.17886163582745,267.54998779296875,950.0,0.0
380,268.19597969615774,267.54998779296875,952.5,0.0
381,268.2117483655514,267.54998779296875,955.0,0.0
382,268.22628935571487,267.54998779296875,957.5,0.0
383,268.23971339942744,267.54998779296875,960.0,0.0
384,268.2521212414239,268.45001220703125,962.5,274.6932373046875
385,268.36621878696513,268.45001220703125,965.0,274.6932373046875
386,268.47018409228735,268.45001220703125,967.5,274.6932373046875
387,268.564953945675,268.45001220703125,970.0,274.6932373046875
388,268.6513659354509,268.45001220703125,972.5,274.6932373046875
