index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,277.22999999999996,0.0,0.0,21.0,11749.911223361229,293.15,0.0,0.912621359223301
1,300,1,300,277.25013364438655,0.0,0.0,21.0,12751.527032260647,295.60649040643125,0.0,0.9904173496406518
2,600,1,600,277.2697410300926,0.0,0.0,21.0,12746.656939186581,297.10296640036233,0.0,0.9900390871264669
3,900,1,900,277.2888818359375,0.0,0.0,21.0,12758.020489692719,297.8723088192388,0.0,0.9909216996595638
4,1200,1,1200,277.30761574074074,0.0,0.0,21.0,1451.287736071421,298.2817825364124,0.0,0.11272222922708366
5,1500,1,1500,277.3260024233217,0.0,0.0,21.0,107.14204762943376,295.69359016934874,0.0,0.00832177531206658
6,1800,1,1800,277.3441015625,0.0,0.0,21.0,112.01214070349893,294.06631861363076,0.0,0.008700037826251424
7,2100,1,2100,277.36197283709487,0.0,0.0,21.0,107.14204762943376,293.2487647343099,0.0,0.00832177531206658
8,2400,1,2400,277.3796759259259,0.0,0.0,21.0,12115.168203916115,292.8335415296146,0.0,0.9409910477871642
9,2700,1,2700,277.3972705078125,0.0,0.0,21.0,12848.92889374195,295.6029240837217,0.0,0.9979825999243487
10,3000,1,3000,277.41481626157406,0.0,0.0,21.0,12801.851327359305,297.18327888377286,0.0,0.9943260622872273
11,3300,1,3300,277.43237286603005,0.0,0.0,21.0,12707.69619459406,297.9765277383602,0.0,0.9870129870129882
12,3600,1,3600,277.45,0.0,0.0,21.0,12707.69619459406,298.36558891146996,0.0,0.9870129870129882
13,3900,1,3900,277.46751139322913,0.0,0.0,21.0,12699.579372803935,298.57796984191435,0.0,0.9863825494893456
14,4200,1,4200,277.4846366003788,0.0,0.0,21.0,12689.839186655807,298.69784732989007,0.0,0.9856260244609759
15,4500,1,4500,277.50130903764205,0.0,0.0,21.0,12642.761620273184,298.7721868242736,0.0,0.9819694868238564
16,4800,1,4800,277.5174621212121,0.0,0.0,21.0,1082.7840268004907,298.81341899874633,0.0,0.08410036565376384
17,5100,1,5100,277.5330292672822,0.0,0.0,21.0,92.53176840723825,295.97252327241006,0.0,0.007186987769512046
18,5400,1,5400,277.54794389204545,0.0,0.0,21.0,102.27195455536858,294.29875769980833,0.0,0.007943512797881734
19,5700,1,5700,277.56213941169506,0.0,0.0,21.0,97.40186148130341,293.4548915935809,0.0,0.00756525028369689
20,6000,1,6000,277.57554924242424,0.0,0.0,21.0,11569.717779620816,293.0201562093208,0.0,0.8986256461984616
21,6300,1,6300,277.5881068004261,0.0,0.0,21.0,12556.72330929804,295.64100844834763,0.0,0.975286849073258
22,6600,1,6600,277.5997455018939,0.0,0.0,21.0,12558.346673656046,297.2028912821384,0.0,0.975412936577985
23,6900,1,6900,277.6103987630208,0.0,0.0,21.0,12529.126115211655,297.99321075678097,0.0,0.973143361492876
24,7200,1,7200,277.62,0.0,0.0,21.0,12516.139200347488,298.3919564938176,0.0,0.9721346614550503
25,7500,1,7500,277.6254863457207,0.0,0.0,21.0,12506.399014199358,298.601272717919,0.0,0.9713781364266806
