index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,15763.342800372797,21.0,0.0,277.22999999999996,0.0,293.15,0.9126213592233009
1,300,1,300,0.0,17107.0817486776,21.0,0.0,277.25013364438655,0.0,296.2916577062317,0.9904173496406518
2,600,1,600,0.0,17100.54817194354,21.0,0.0,277.2697410300926,0.0,298.1483401855966,0.9900390871264669
3,900,1,900,0.0,17115.793184322993,21.0,0.0,277.2888818359375,0.0,299.08972082003834,0.9909216996595638
4,1200,1,1200,0.0,1947.0058667495564,21.0,0.0,277.30761574074074,0.0,299.59249296497967,0.11272222922708366
5,1500,1,1500,0.0,143.7386881492961,21.0,0.0,277.3260024233217,0.0,296.3909091317439,0.00832177531206658
6,1800,1,1800,0.0,150.27226488335504,21.0,0.0,277.3441015625,0.0,294.42476848414503,0.008700037826251424
7,2100,1,2100,0.0,143.7386881492961,21.0,0.0,277.36197283709487,0.0,293.4396016397391,0.00832177531206658
8,2400,1,2400,0.0,16253.361055427215,21.0,0.0,277.3796759259259,0.0,292.90991296203265,0.9409910477871642
9,2700,1,2700,0.0,17237.75328335878,21.0,0.0,277.3972705078125,0.0,296.29464630845166,0.9979825999243487
10,3000,1,3000,0.0,17174.595374929522,21.0,0.0,277.41481626157406,0.0,298.13423133443814,0.9943260622872273
11,3300,1,3300,0.0,17048.27955807107,21.0,0.0,277.43237286603005,0.0,299.011103833834,0.9870129870129881
12,3600,1,3600,0.0,17048.27955807107,21.0,0.0,277.45,0.0,299.41719839840357,0.9870129870129881
13,3900,1,3900,0.0,17037.390263514284,21.0,0.0,277.46751139322913,0.0,299.6269423940487,0.9863825494893456
14,4200,1,4200,0.0,17024.323110046167,21.0,0.0,277.4846366003788,0.0,299.73658267120504,0.9856260244609759
15,4500,1,4500,0.0,16961.165201616943,21.0,0.0,277.50130903764205,0.0,299.79626082991393,0.9819694868238564
