index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,270.84,0.0,0.0,23.5,15842.109735537464,293.15,0.0,0.9126213592233009
1,300,1,300,270.82701932870367,0.0,0.0,23.5,17192.563135209577,296.4352369457618,0.0,0.9904173496406516
2,600,1,600,270.81392129629626,0.0,0.0,23.5,17185.996911224138,298.4353234117225,0.0,0.9900390871264668
3,900,1,900,270.80072187499997,0.0,0.0,23.5,17201.31810052348,299.458284462297,0.0,0.9909216996595639
4,1200,1,1200,270.787437037037,0.0,0.0,23.5,1956.7347476610255,299.99744512166683,0.0,0.11272222922708366
5,1500,1,1500,270.7740827546296,0.0,0.0,23.5,144.45692767967302,296.50022548498896,0.0,0.00832177531206658
6,1800,1,1800,270.760675,0.0,0.0,23.5,151.0231516651127,294.2986504390236,0.0,0.008700037826251424
7,2100,1,2100,270.74722974537036,0.0,0.0,23.5,144.45692767967302,293.1913512091538,0.0,0.00832177531206658
8,2400,1,2400,270.73376296296294,0.0,0.0,23.5,16334.57653444544,292.62501784957766,0.0,0.9409910477871642
9,2700,1,2700,270.72029062499996,0.0,0.0,23.5,17323.887614918374,296.357990214574,0.0,0.9979825999243488
10,3000,1,3000,270.7068287037037,0.0,0.0,23.5,17260.414116392436,298.48362870988973,0.0,0.9943260622872274
11,3300,1,3300,270.6933931712963,0.0,0.0,23.5,17133.46711934062,299.54554781019306,0.0,0.9870129870129881
12,3600,1,3600,270.67999999999995,0.0,0.0,23.5,17133.46711934062,300.0638744319925,0.0,0.9870129870129881
13,3900,1,3900,270.6665203883495,0.0,0.0,23.5,17122.5234126982,300.34294530731614,0.0,0.9863825494893455
14,4200,1,4200,270.6528317152103,0.0,0.0,23.5,17109.39096472732,300.4944498913881,0.0,0.9856260244609758
15,4500,1,4500,270.63895922330096,0.0,0.0,23.5,17045.917466201416,300.5842937608088,0.0,0.9819694868238563
16,4800,1,4800,270.6249281553398,0.0,0.0,23.5,1459.8904660960907,300.6303224016538,0.0,0.08410036565376383
17,5100,1,5100,270.6107637540453,0.0,0.0,23.5,124.75825572335397,296.7937366939156,0.0,0.007186987769512046
18,5400,1,5400,270.5964912621359,0.0,0.0,23.5,137.89070369423334,294.5346691940578,0.0,0.007943512797881734
19,5700,1,5700,270.58213592233005,0.0,0.0,23.5,131.32447970879363,293.3926466055729,0.0,0.007565250283696889
20,6000,1,6000,270.56772297734625,0.0,0.0,23.5,15599.159448076194,292.8019549565312,0.0,0.8986256461984616
21,6300,1,6300,270.5532776699029,0.0,0.0,23.5,16929.914175791993,296.3353948342773,0.0,0.9752868490732581
22,6600,1,6600,270.5388252427184,0.0,0.0,23.5,16932.10291712045,298.4389989406572,0.0,0.975412936577985
23,6900,1,6900,270.5243909385113,0.0,0.0,23.5,16892.70557320781,299.5019283076374,0.0,0.973143361492876
24,7200,1,7200,270.51,0.0,0.0,23.5,16875.195642579984,300.0355128240465,0.0,0.9721346614550503
25,7500,1,7500,270.49370276227603,0.0,0.0,23.5,16862.063194609105,300.3104318749077,0.0,0.9713781364266807
26,7800,1,7800,270.47363669953876,0.0,0.0,23.5,16831.420816010395,300.4571752692424,0.0,0.9696129113604853
27,8100,1,8100,270.44995776316796,0.0,0.0,23.5,16809.533402725585,300.5368766251163,0.0,0.9683520363132018
28,8400,1,8400,270.42282190454347,0.0,0.0,23.5,16796.400954754707,300.5826623238129,0.0,0.9675955112848322
29,8700,1,8700,270.3923850750452,0.0,0.0,23.5,16866.440677266055,300.6148279042343,0.0,0.9716303114361368
30,9000,1,9000,270.35880322605306,0.0,0.0,23.5,16822.665850696467,300.6598766211266,0.0,0.9691085613415716
31,9300,1,9300,270.3222323089468,0.0,0.0,23.5,16866.440677266055,300.6834103828582,0.0,0.9716303114361368
32,9600,1,9600,270.28282827510634,0.0,0.0,23.5,1779.446700054154,300.7169413108239,0.0,0.10250914134409286
33,9900,1,9900,270.2407470759116,0.0,0.0,23.5,140.07944502271332,296.9926250176948,0.0,0.008069600302610022
34,10200,1,10200,270.19614466274237,0.0,0.0,23.5,157.5893756505524,294.709880029088,0.0,0.009078300340436269
35,10500,1,10500,270.14917698697855,0.0,0.0,23.5,155.40063432207236,293.5512156295168,0.0,0.00895221283570798
36,10800,1,10800,270.09999999999997,0.0,0.0,23.5,15997.510369859556,292.951073762559,0.0,0.92157357205901
37,11100,1,11100,270.03340929133856,0.0,0.0,23.5,17223.205513808287,296.5682498292135,0.0,0.9921825747068471
38,11400,1,11400,269.93795695538057,0.0,0.0,23.5,17175.05320458172,298.6828994521824,0.0,0.9894086496028244
39,11700,1,11700,269.8194337007874,0.0,0.0,23.5,17185.996911224138,299.7340430903731,0.0,0.9900390871264668
40,12000,1,12000,269.68363023622044,0.0,0.0,23.5,17253.847892406997,300.2694503527877,0.0,0.9939477997730426
41,12300,1,12300,269.53633727034116,0.0,0.0,23.5,17280.112788348753,300.56007745613425,0.0,0.9954608498297818
42,12600,1,12600,269.383345511811,0.0,0.0,23.5,17358.90747617403,300.71965143794563,0.0,1.0
43,12900,1,12900,269.2304456692913,0.0,0.0,23.5,17350.15251086013,300.8266714222545,0.0,0.9994956499810881
44,13200,1,13200,269.0834284514435,0.0,0.0,23.5,1637.178513702962,300.8857976150434,0.0,0.09431345353675463
45,13500,1,13500,268.9480845669291,0.0,0.0,23.5,140.07944502271332,297.01599653406845,0.0,0.008069600302610022
46,13800,1,13800,268.83020472440944,0.0,0.0,23.5,144.45692767967302,294.6926246894172,0.0,0.00832177531206658
47,14100,1,14100,268.7355796325459,0.0,0.0,23.5,146.64566900815302,293.50764767637196,0.0,0.008447862816794867
48,14400,1,14400,268.66999999999996,0.0,0.0,23.5,146.64566900815302,292.891953763146,0.0,0.008447862816794867
49,14700,1,14700,268.6222788100137,0.0,0.0,23.5,144.45692767967302,292.56055739795454,0.0,0.00832177531206658
50,15000,1,15000,268.5773360768175,0.0,0.0,23.5,135.70196236575333,292.3700056164711,0.0,0.007817425293153447
51,15300,1,15300,268.5351230555555,0.0,0.0,23.5,133.51322103727367,292.25008706361524,0.0,0.007691337788425179
52,15600,1,15600,268.49559100137174,0.0,0.0,23.5,15831.166028895075,292.16563842141375,0.0,0.9119909216996601
53,15900,1,15900,268.45869116941014,0.0,0.0,23.5,17137.84460199757,296.0034618889533,0.0,0.9872651620224442
54,16200,1,16200,268.42437481481477,0.0,0.0,23.5,17170.67572192477,298.2502257402462,0.0,0.9891564745933684
55,16500,1,16500,268.39259319272975,0.0,0.0,23.5,17159.73201528238,299.38888618852707,0.0,0.9885260370697276
56,16800,1,16800,268.363297558299,0.0,0.0,23.5,17131.27837801213,299.96579620920795,0.0,0.9868868995082594
