index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,270.84,0.0,0.0,22.5,8108.703974154231,293.15,0.0,0.9126213592233009
1,300,1,300,270.82701932870367,0.0,0.0,22.5,8799.926736250562,295.5603205225182,0.0,0.9904173496406518
2,600,1,600,270.81392129629626,0.0,0.0,22.5,8796.565847618003,297.0144692426297,0.0,0.9900390871264669
3,900,1,900,270.80072187499997,0.0,0.0,22.5,8804.407921093964,297.7352614321746,0.0,0.9909216996595637
4,1200,1,1200,270.787437037037,0.0,0.0,22.5,1001.5448125026096,298.1064248416833,0.0,0.11272222922708366
5,1500,1,1500,270.7740827546296,0.0,0.0,22.5,73.93954991630004,295.20954114545805,0.0,0.00832177531206658
6,1800,1,1800,270.760675,0.0,0.0,22.5,77.30043854885913,293.4422748474527,0.0,0.008700037826251424
7,2100,1,2100,270.74722974537036,0.0,0.0,22.5,73.93954991630004,292.58491690886717,0.0,0.00832177531206658
8,2400,1,2400,270.73376296296294,0.0,0.0,22.5,8360.770621596164,292.16249959249416,0.0,0.9409910477871644
9,2700,1,2700,270.72029062499996,0.0,0.0,22.5,8867.144508901743,295.2368974073973,0.0,0.9979825999243486
10,3000,1,3000,270.7068287037037,0.0,0.0,22.5,8834.655918786995,296.9348822872518,0.0,0.9943260622872273
11,3300,1,3300,270.6933931712963,0.0,0.0,22.5,8769.67873855753,297.7571485736819,0.0,0.9870129870129881
12,3600,1,3600,270.67999999999995,0.0,0.0,22.5,8769.67873855753,298.1450856597273,0.0,0.9870129870129881
13,3900,1,3900,270.6665203883495,0.0,0.0,22.5,8764.077257503255,298.35074795766064,0.0,0.9863825494893457
14,4200,1,4200,270.6528317152103,0.0,0.0,22.5,8757.355480238137,298.4642448378651,0.0,0.9856260244609759
