index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,277.22999999999996,15676.723664606187,293.15,0.0,0.0,23.5,0.9126213592233009
1,300,1,300,0.0,277.25013364438655,17013.078804294244,295.6921701331106,0.0,0.0,23.5,0.9904173496406516
2,600,1,600,0.0,277.2697410300926,17006.581129384904,297.3108998984168,0.0,0.0,23.5,0.9900390871264669
3,900,1,900,0.0,277.2888818359375,17021.742370840017,298.1866424003795,0.0,0.0,23.5,0.9909216996595638
4,1200,1,1200,0.0,277.30761574074074,1936.3071229839652,298.6719978129831,0.0,0.0,23.5,0.11272222922708366
5,1500,1,1500,0.0,277.3260024233217,142.94884800552762,296.0692706526993,0.0,0.0,23.5,0.00832177531206658
6,1800,1,1800,0.0,277.3441015625,149.4465229148698,294.3482389904193,0.0,0.0,23.5,0.008700037826251424
7,2100,1,2100,0.0,277.36197283709487,142.94884800552762,293.43694577696346,0.0,0.0,23.5,0.00832177531206658
8,2400,1,2400,0.0,277.3796759259259,16164.049282806849,292.94746097133975,0.0,0.0,23.5,0.9409910477871642
9,2700,1,2700,0.0,277.3972705078125,17143.03230248109,295.7348696247316,0.0,0.0,23.5,0.9979825999243487
10,3000,1,3000,0.0,277.41481626157406,17080.221445024094,297.40920295984716,0.0,0.0,23.5,0.9943260622872273
11,3300,1,3300,0.0,277.43237286603005,16954.599730110163,298.29564948897286,0.0,0.0,23.5,0.987012987012988
12,3600,1,3600,0.0,277.45,16954.599730110163,298.75538712783407,0.0,0.0,23.5,0.987012987012988
13,3900,1,3900,0.0,277.46751139322913,16943.770271927908,299.0148951425096,0.0,0.0,23.5,0.9863825494893456
14,4200,1,4200,0.0,277.4846366003788,16930.774922109224,299.16370044671385,0.0,0.0,23.5,0.9856260244609758
15,4500,1,4500,0.0,277.50130903764205,16867.96406465226,299.254828402076,0.0,0.0,23.5,0.9819694868238563
16,4800,1,4800,0.0,277.5174621212121,1444.649721510409,299.30423490223933,0.0,0.0,23.5,0.08410036565376383
17,5100,1,5100,0.0,277.5330292672822,123.45582327750114,296.4012254416667,0.0,0.0,23.5,0.007186987769512046
18,5400,1,5400,0.0,277.54794389204545,136.45117309618547,294.60515798307705,0.0,0.0,23.5,0.007943512797881734
19,5700,1,5700,0.0,277.56213941169506,129.9534981868433,293.64993091780286,0.0,0.0,23.5,0.00756525028369689
20,6000,1,6000,0.0,277.57554924242424,15436.309692960525,293.130444449471,0.0,0.0,23.5,0.8986256461984616
21,6300,1,6300,0.0,277.5881068004261,16753.17180792056,295.76401638212263,0.0,0.0,23.5,0.9752868490732581
22,6600,1,6600,0.0,277.5997455018939,16755.337699556985,297.4151110825765,0.0,0.0,23.5,0.975412936577985
23,6900,1,6900,0.0,277.6103987630208,16716.351650100933,298.297138887029,0.0,0.0,23.5,0.9731433614928761
24,7200,1,7200,0.0,277.62,16699.024517009362,298.7668801934352,0.0,0.0,23.5,0.9721346614550502
25,7500,1,7500,0.0,277.6254863457207,16686.02916719068,299.0239685047547,0.0,0.0,23.5,0.9713781364266808
26,7800,1,7800,0.0,277.6246094389844,16655.706684280427,299.1679062092672,0.0,0.0,23.5,0.9696129113604853
27,8100,1,8100,0.0,277.61852445485255,16634.04776791594,299.24886123912415,0.0,0.0,23.5,0.9683520363132019
28,8400,1,8400,0.0,277.60838656838655,16621.052418097257,299.2988204049257,0.0,0.0,23.5,0.9675955112848322
29,8700,1,8700,0.0,277.5953509546478,16690.360950463564,299.3324983815064,0.0,0.0,23.5,0.9716303114361367
30,9000,1,9000,0.0,277.5805727886978,16647.043117734625,299.37330209864734,0.0,0.0,23.5,0.9691085613415715
31,9300,1,9300,0.0,277.56520724559783,16690.360950463564,299.39653425057304,0.0,0.0,23.5,0.9716303114361367
32,9600,1,9600,0.0,277.5504095004095,1760.8699004317268,299.426619454685,0.0,0.0,23.5,0.10250914134409286
33,9900,1,9900,0.0,277.5373347281941,138.61706473263294,296.6033011704924,0.0,0.0,23.5,0.008069600302610022
34,10200,1,10200,0.0,277.5271381040131,155.94419782421198,294.7887933136598,0.0,0.0,23.5,0.009078300340436269
35,10500,1,10500,0.0,277.5209748029279,153.77830618776446,293.8225439583153,0.0,0.0,23.5,0.00895221283570798
36,10800,1,10800,0.0,277.52,15830.50197079397,293.2939398475524,0.0,0.0,23.5,0.92157357205901
37,11100,1,11100,0.0,277.5229166579774,17043.4012872045,295.9915701252444,0.0,0.0,23.5,0.9921825747068471
38,11400,1,11400,0.0,277.5274419558447,16995.751671202648,297.65469647336676,0.0,0.0,23.5,0.9894086496028245
39,11700,1,11700,0.0,277.533252393018,17006.581129384904,298.5320996315174,0.0,0.0,23.5,0.9900390871264669
40,12000,1,12000,0.0,277.5400244689133,17073.723770114753,299.00744340238475,0.0,0.0,23.5,0.9939477997730426
41,12300,1,12300,0.0,277.5474346829468,17099.71446975212,299.28244179056014,0.0,0.0,23.5,0.9954608498297819
