index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,20.0,0.0,271.82,293.15,19998.39555884724,0.9126213592233009
1,300,1,300,0.0,0.0,20.0,0.0,271.8280908161068,296.7447066805719,21703.14964282195,0.9904173496406518
2,600,1,600,0.0,0.0,20.0,0.0,271.8357342807924,298.76504499564334,21694.86072507167,0.990039087126467
3,900,1,900,0.0,0.0,20.0,0.0,271.84298691860465,299.7132929854093,21714.201533155636,0.9909216996595638
4,1200,1,1200,0.0,0.0,20.0,0.0,271.84990525409125,300.17986382576214,2470.0974895840627,0.11272222922708366
5,1500,1,1500,0.0,0.0,20.0,0.0,271.8565458118002,296.33920987801696,182.356190506206,0.00832177531206658
6,1800,1,1800,0.0,0.0,20.0,0.0,271.86296511627904,294.1022745830816,190.64510825648807,0.008700037826251424
7,2100,1,2100,0.0,0.0,20.0,0.0,271.8692196920758,293.06481191657247,182.356190506206,0.00832177531206658
8,2400,1,2400,0.0,0.0,20.0,0.0,271.8753660637381,292.5611560478168,20620.064390118398,0.9409910477871641
9,2700,1,2700,0.0,0.0,20.0,0.0,271.8814607558139,296.630895457315,21868.92799782759,0.9979825999243486
10,3000,1,3000,0.0,0.0,20.0,0.0,271.887560292851,298.7411369390532,21788.801792908173,0.9943260622872273
11,3300,1,3300,0.0,0.0,20.0,0.0,271.893721199397,299.69031572495726,21628.54938306941,0.9870129870129881
12,3600,1,3600,0.0,0.0,20.0,0.0,271.9,300.09832410704126,21628.54938306941,0.9870129870129881
13,3900,1,3900,0.0,0.0,20.0,0.0,271.90602887294085,300.2960651589653,21614.734520152248,0.9863825494893455
14,4200,1,4200,0.0,0.0,20.0,0.0,271.911429869186,300.3942151759761,21598.156684651687,0.985626024460976
15,4500,1,4500,0.0,0.0,20.0,0.0,271.916244322311,300.4451662799519,21518.030479732304,0.9819694868238563
16,4800,1,4800,0.0,0.0,20.0,0.0,271.92051356589144,300.460187902343,1842.9027131460527,0.08410036565376383
17,5100,1,5100,0.0,0.0,20.0,0.0,271.9242789335029,296.3025670484526,157.48943725535972,0.007186987769512046
18,5400,1,5400,0.0,0.0,20.0,0.0,271.9275817587209,294.0282824031977,174.06727275592388,0.007943512797881734
19,5700,1,5700,0.0,0.0,20.0,0.0,271.9304633751211,292.95755839246254,165.7783550056418,0.0075652502836968906
20,6000,1,6000,0.0,0.0,20.0,0.0,271.93296511627904,292.42291455382303,19691.705602086804,0.8986256461984616
21,6300,1,6300,0.0,0.0,20.0,0.0,271.9351283157703,296.27169536859793,21371.59293281067,0.975286849073258
22,6600,1,6600,0.0,0.0,20.0,0.0,271.9369943071705,298.3595087091347,21374.35590539407,0.9754129365779851
23,6900,1,6900,0.0,0.0,20.0,0.0,271.9386044240552,299.30471597936906,21324.622398892378,0.9731433614928761
24,7200,1,7200,0.0,0.0,20.0,0.0,271.94,299.7244316967562,21302.51861822497,0.9721346614550503
25,7500,1,7500,0.0,0.0,20.0,0.0,271.93760844713745,299.9144356240538,21285.940782724407,0.9713781364266807
26,7800,1,7800,0.0,0.0,20.0,0.0,271.9282494668635,300.001971411746,21247.259166556436,0.9696129113604853
27,8100,1,8100,0.0,0.0,20.0,0.0,271.9125528266486,300.03621081385245,21219.62944072215,0.968352036313202
28,8400,1,8400,0.0,0.0,20.0,0.0,271.8911482939632,300.04895503893795,21203.051605221586,0.9675955112848322
29,8700,1,8700,0.0,0.0,20.0,0.0,271.8646656362779,300.0535689660076,21291.46672789125,0.9716303114361367
30,9000,1,9000,0.0,0.0,20.0,0.0,271.83373462106294,300.07586545847215,21236.207276222714,0.9691085613415716
31,9300,1,9300,0.0,0.0,20.0,0.0,271.798985015789,300.07570018019163,21291.46672789125,0.9716303114361367
