index,seconds_of_day,day_of_year,timestamp,weaBus.HDirNor,totalHeatingPower.y,thermalZone.TAir,weaBus.TDryBul,weaDat.weaBus.HGloHor,weaBus.HDifHor,roomTempUpperSetpoint,u
0,0,1,0,0.0,20213.196563569803,293.15,271.82,0.0,0.0,20.0,0.9126213592233009
1,300,1,300,0.0,21936.261260961728,295.999611498273,271.8280908161068,0.0,0.0,20.0,0.9904173496406518
2,600,1,600,0.0,21927.883312676193,297.7614022336654,271.8357342807924,0.0,0.0,20.0,0.9900390871264669
3,900,1,900,0.0,21947.43185867575,298.6734279570584,271.84298691860465,0.0,0.0,20.0,0.9909216996595637
4,1200,1,1200,0.0,2496.628589089723,299.1596472687967,271.84990525409125,0.0,0.0,20.0,0.11272222922708366
5,1500,1,1500,0.0,184.31486228179165,296.00863887524406,271.8565458118002,0.0,0.0,20.0,0.00832177531206658
6,1800,1,1800,0.0,192.69281056732763,294.0048626746939,271.86296511627904,0.0,0.0,20.0,0.008700037826251424
7,2100,1,2100,0.0,184.31486228179165,292.98000796496444,271.8692196920758,0.0,0.0,20.0,0.00832177531206658
8,2400,1,2400,0.0,20841.542684985,292.4424895147238,271.8753660637381,0.0,0.0,20.0,0.9409910477871642
9,2700,1,2700,0.0,22103.820226672447,295.77804406904386,271.8814607558139,0.0,0.0,20.0,0.9979825999243486
10,3000,1,3000,0.0,22022.833393245575,297.68734179630735,271.887560292851,0.0,0.0,20.0,0.9943260622872273
11,3300,1,3300,0.0,21860.859726391904,298.64514030793066,271.893721199397,0.0,0.0,20.0,0.9870129870129881
12,3600,1,3600,0.0,21860.859726391904,299.1094392907072,271.9,0.0,0.0,20.0,0.9870129870129881
13,3900,1,3900,0.0,21846.896479249317,299.35586832674466,271.90602887294085,0.0,0.0,20.0,0.9863825494893455
14,4200,1,4200,0.0,21830.140582678247,299.48708951968166,271.911429869186,0.0,0.0,20.0,0.9856260244609759
15,4500,1,4500,0.0,21749.15374925141,299.5598708880455,271.916244322311,0.0,0.0,20.0,0.9819694868238562
16,4800,1,4800,0.0,1862.6971688175017,299.59137256419746,271.92051356589144,0.0,0.0,20.0,0.08410036565376383
17,5100,1,5100,0.0,159.18101742518368,296.12113187992037,271.9242789335029,0.0,0.0,20.0,0.007186987769512046
18,5400,1,5400,0.0,175.93691399625564,294.04960701647553,271.9275817587209,0.0,0.0,20.0,0.007943512797881734
19,5700,1,5700,0.0,167.55896571071966,292.9810907051243,271.9304633751211,0.0,0.0,20.0,0.00756525028369689
20,6000,1,6000,0.0,19903.21247700497,292.4087617124536,271.93296511627904,0.0,0.0,20.0,0.8986256461984616
21,6300,1,6300,0.0,21601.14332954029,295.5565346382436,271.9351283157703,0.0,0.0,20.0,0.975286849073258
22,6600,1,6600,0.0,21603.935978968777,297.43799906217816,271.9369943071705,0.0,0.0,20.0,0.9754129365779851
23,6900,1,6900,0.0,21553.668289255562,298.38823935446464,271.9386044240552,0.0,0.0,20.0,0.9731433614928762
24,7200,1,7200,0.0,21531.327093827476,298.86099930234633,271.94,0.0,0.0,20.0,0.9721346614550503
25,7500,1,7500,0.0,21514.571197256406,299.10043572597937,271.93760844713745,0.0,0.0,20.0,0.9713781364266807
26,7800,1,7800,0.0,21475.47410525725,299.2226678183476,271.9282494668635,0.0,0.0,20.0,0.9696129113604853
27,8100,1,8100,0.0,21447.547610972117,299.2813582639648,271.9125528266486,0.0,0.0,20.0,0.9683520363132019
