index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,23.5,0.0,271.82,293.15,10253.285597079219,0.912621359223301
1,300,1,300,0.0,0.0,23.5,0.0,271.8280908161068,296.035072970637,11127.322238886067,0.9904173496406516
2,600,1,600,0.0,0.0,23.5,0.0,271.8357342807924,297.68317677327354,11123.072465911318,0.9900390871264669
3,900,1,900,0.0,0.0,23.5,0.0,271.84298691860465,298.46702998900844,11132.988602852389,0.9909216996595639
4,1200,1,1200,0.0,0.0,23.5,0.0,271.84990525409125,298.86663244706995,1266.4323464753836,0.11272222922708365
5,1500,1,1500,0.0,0.0,23.5,0.0,271.8565458118002,295.5445067168404,93.49500544449141,0.00832177531206658
6,1800,1,1800,0.0,0.0,23.5,0.0,271.86296511627904,293.6185936862981,97.74477841924103,0.008700037826251424
7,2100,1,2100,0.0,0.0,23.5,0.0,271.8692196920758,292.72219027604984,93.49500544449141,0.00832177531206658
8,2400,1,2400,0.0,0.0,23.5,0.0,271.8753660637381,292.2765960133982,10572.018570185439,0.9409910477871642
9,2700,1,2700,0.0,0.0,23.5,0.0,271.8814607558139,295.78984138401637,11212.31769838106,0.9979825999243488
10,3000,1,3000,0.0,0.0,23.5,0.0,271.887560292851,297.5996364935689,11171.236559625133,0.9943260622872272
11,3300,1,3300,0.0,0.0,23.5,0.0,271.893721199397,298.4123341897288,11089.07428211332,0.9870129870129881
12,3600,1,3600,0.0,0.0,23.5,0.0,271.9,298.76413669025345,11089.07428211332,0.9870129870129881
13,3900,1,3900,0.0,0.0,23.5,0.0,271.90602887294085,298.93944731019457,11081.991327155392,0.9863825494893457
14,4200,1,4200,0.0,0.0,23.5,0.0,271.911429869186,299.029136873024,11073.491781205892,0.9856260244609758
15,4500,1,4500,0.0,0.0,23.5,0.0,271.916244322311,299.07567112356884,11032.410642449986,0.9819694868238563
16,4800,1,4800,0.0,0.0,23.5,0.0,271.92051356589144,299.0890455700426,944.8661913859974,0.08410036565376383
17,5100,1,5100,0.0,0.0,23.5,0.0,271.9242789335029,295.482027018375,80.74568652024259,0.007186987769512046
18,5400,1,5400,0.0,0.0,23.5,0.0,271.9275817587209,293.5069639109081,89.2452324697418,0.007943512797881734
19,5700,1,5700,0.0,0.0,23.5,0.0,271.9304633751211,292.56413763762635,84.99545949499219,0.00756525028369689
20,6000,1,6000,0.0,0.0,23.5,0.0,271.93296511627904,292.0760896318237,10096.043997013483,0.8986256461984617
21,6300,1,6300,0.0,0.0,23.5,0.0,271.9351283157703,295.38528686965884,10957.331319896084,0.975286849073258
22,6600,1,6600,0.0,0.0,23.5,0.0,271.9369943071705,297.1615482255656,10958.747910887654,0.9754129365779852
23,6900,1,6900,0.0,0.0,23.5,0.0,271.9386044240552,297.9657211135166,10933.249273039157,0.9731433614928762
24,7200,1,7200,0.0,0.0,23.5,0.0,271.94,298.3238314939724,10921.916545106496,0.9721346614550503
25,7500,1,7500,0.0,0.0,23.5,0.0,271.93760844713745,298.4884143988775,10913.416999156998,0.9713781364266807
26,7800,1,7800,0.0,0.0,23.5,0.0,271.9282494668635,298.56669147623995,10893.584725274839,0.9696129113604853
27,8100,1,8100,0.0,0.0,23.5,0.0,271.9125528266486,298.6001323870311,10879.418815359,0.9683520363132019
28,8400,1,8400,0.0,0.0,23.5,0.0,271.8911482939632,298.6145010335088,10870.919269409502,0.9675955112848322
29,8700,1,8700,0.0,0.0,23.5,0.0,271.8646656362779,298.6210028301121,10916.250181140158,0.9716303114361368
30,9000,1,9000,0.0,0.0,23.5,0.0,271.83373462106294,298.6422094881785,10887.9183613085,0.9691085613415716
31,9300,1,9300,0.0,0.0,23.5,0.0,271.798985015789,298.64328232411214,10916.250181140158,0.9716303114361368
32,9600,1,9600,0.0,0.0,23.5,0.0,271.7610465879265,298.65457749851396,1151.6884761571444,0.10250914134409288
33,9900,1,9900,0.0,0.0,23.5,0.0,271.72054910494586,295.1566241340648,90.66182346132507,0.008069600302610022
34,10200,1,10200,0.0,0.0,23.5,0.0,271.67812233431755,293.1574804424949,101.99455139399063,0.009078300340436269
