index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
2507,60900,9,752100,22476.02271663216,299.7201102444171,0.0,0.0,22.5,0.0,276.7700026135006,0.9658302862186369
2508,61200,9,752400,22446.68065042244,299.75444199451846,0.0,0.0,22.5,0.0,276.71,0.9645694111713533
2509,61500,9,752700,22443.74644380146,299.7807619182736,0.0,0.0,22.5,0.0,276.6474674211248,0.9644433236666247
2510,61800,9,753000,22443.74644380146,299.8066290781902,0.0,0.0,22.5,0.0,276.5832653697468,0.9644433236666247
2511,62100,9,753300,22452.54906366437,299.83190846836055,0.0,0.0,22.5,0.0,276.51771464646464,0.9648215861808095
2512,62400,9,753600,22490.693749736995,299.85831916535676,0.0,0.0,22.5,0.0,276.45113605187674,0.9664607237422775
2513,62700,9,753900,22496.562162978924,299.88952809663726,0.0,0.0,22.5,0.0,276.38385038658186,0.9667128987517337
2514,63000,9,754200,22258.891426680333,299.9171560138207,0.0,0.0,22.5,0.0,276.3161784511784,0.9564998108687429
2515,63300,9,754500,22220.74674060775,299.90017774642865,0.0,0.0,22.5,0.0,276.2484410462651,0.9548606733072764
2516,63600,9,754800,22194.338881019015,299.8939149716751,0.0,0.0,22.5,0.0,276.1809589724404,0.9537258857647218
2517,63900,9,755100,22226.615153849674,299.8947743935828,0.0,0.0,22.5,0.0,276.114053030303,0.9551128483167324
2518,64200,9,755400,22170.865228051225,299.90859603262146,0.0,0.0,22.5,0.0,276.0480440204514,0.9527171857268945
2519,64500,9,755700,22214.87832736578,299.9133270295066,0.0,0.0,22.5,0.0,275.98325274348423,0.9546084982978187
2520,64800,9,756000,22185.536261156103,299.93011290981417,0.0,0.0,22.5,0.0,275.91999999999996,0.953347623250537
2521,65100,9,756300,22211.944120744836,299.9406249552574,0.0,0.0,22.5,0.0,275.85794142862903,0.9544824107930915
2522,65400,9,756600,22253.023013438404,299.9566187840243,0.0,0.0,22.5,0.0,275.7965004437989,0.9562476358592867
2523,65700,9,756900,22103.37847576892,299.9780416073748,0.0,0.0,22.5,0.0,275.7356495098039,0.9498171731181444
2524,66000,9,757200,22376.259691519157,299.96869523762416,0.0,0.0,22.5,0.0,275.6753610909384,0.9615433110578747
2525,66300,9,757500,22590.456774849998,300.01694727898195,0.0,0.0,22.5,0.0,275.6156076514968,0.9707476989030398
2526,66600,9,757800,22725.430279414606,300.0848353296508,0.0,0.0,22.5,0.0,275.5563616557734,0.9765477241205397
2527,66900,9,758100,2229.9970319373947,300.14907900136944,0.0,0.0,22.5,0.0,275.4975955680626,0.09582650359349401
2528,67200,9,758400,173.11819063724485,296.5791024704184,0.0,0.0,22.5,0.0,275.4392818526587,0.007439162778968602
2529,67500,9,758700,181.9208105001556,294.35774669022356,0.0,0.0,22.5,0.0,275.3813929738562,0.007817425293153447
2530,67800,9,759000,176.05239725821522,293.16339027110104,0.0,0.0,22.5,0.0,275.3239013959493,0.007565250283696889
2531,68100,9,759300,196.59184360500717,292.49005156085025,0.0,0.0,22.5,0.0,275.26677958323245,0.008447862816794867
2532,68400,9,759600,193.65763698403677,292.08587653943334,0.0,0.0,22.5,0.0,275.21,0.00832177531206658
2533,68700,9,759900,176.05239725821522,291.8190406512367,0.0,0.0,22.5,0.0,275.1543891271786,0.007565250283696889
2534,69000,9,760200,178.98660387918565,291.6206888458928,0.0,0.0,22.5,0.0,275.10067674291935,0.007691337788425178
2535,69300,9,760500,178.98660387918565,291.46601547254954,0.0,0.0,22.5,0.0,275.0486902573529,0.007691337788425178
2536,69600,9,760800,184.855017121126,291.33469864763146,0.0,0.0,22.5,0.0,274.99825708061,0.007943512797881734
2537,69900,9,761100,199.52605022597714,291.2224061046574,0.0,0.0,22.5,0.0,274.94920462282136,0.008573950321523137
2538,70200,9,761400,208.32867008888786,291.1218948679114,0.0,0.0,22.5,0.0,274.90136029411764,0.00895221283570798
2539,70500,9,761700,199.52605022597714,291.0279954909766,0.0,0.0,22.5,0.0,274.8545515046296,0.008573950321523137
2540,70800,9,762000,173.11819063724485,290.93689961290994,0.0,0.0,22.5,0.0,274.80860566448797,0.007439162778968602
2541,71100,9,762300,190.72343036306637,290.84516196167436,0.0,0.0,22.5,0.0,274.7633501838235,0.008195687807338292
2542,71400,9,762600,193.65763698403677,290.7629399581085,0.0,0.0,22.5,0.0,274.71861247276684,0.00832177531206658
2543,71700,9,762900,176.05239725821522,290.68345445779426,0.0,0.0,22.5,0.0,274.67421994144877,0.007565250283696889
2544,72000,9,763200,190.72343036306637,290.6035739564,0.0,0.0,22.5,0.0,274.63,0.008195687807338292
2545,72300,9,763500,184.855017121126,290.52959862605314,0.0,0.0,22.5,0.0,274.5868572984749,0.007943512797881734
2546,72600,9,763800,170.18398401627488,290.45688043884775,0.0,0.0,22.5,0.0,274.54596132897603,0.007313075274240333
2547,72900,9,764100,181.9208105001556,290.38385396599455,0.0,0.0,22.5,0.0,274.50753676470583,0.007817425293153447
2548,73200,9,764400,178.98660387918565,290.315778357759,0.0,0.0,22.5,0.0,274.47180827886706,0.007691337788425178
2549,73500,9,764700,184.855017121126,290.24941000174846,0.0,0.0,22.5,0.0,274.4390005446623,0.007943512797881734
2550,73800,9,765000,184.855017121126,290.185887964328,0.0,0.0,22.5,0.0,274.4093382352941,0.007943512797881734
2551,74100,9,765300,181.9208105001556,290.123597245335,0.0,0.0,22.5,0.0,274.3830460239651,0.007817425293153447
2552,74400,9,765600,167.24977739530448,290.0620182549895,0.0,0.0,22.5,0.0,274.36034858387796,0.007186987769512046
2553,74700,9,765900,176.05239725821522,289.999916782923,0.0,0.0,22.5,0.0,274.34147058823527,0.007565250283696889
2554,75000,9,766200,184.855017121126,289.9423906035993,0.0,0.0,22.5,0.0,274.32663671023965,0.007943512797881734
2555,75300,9,766500,173.11819063724485,289.8877501806531,0.0,0.0,22.5,0.0,274.31607162309365,0.007439162778968602
2556,75600,9,766800,176.05239725821522,289.83164534217235,0.0,0.0,22.5,0.0,274.31,0.007565250283696889
2557,75900,9,767100,190.72343036306637,289.7784538185271,0.0,0.0,22.5,0.0,274.31106258057895,0.008195687807338292
2558,76200,9,767400,178.98660387918565,289.7292151194348,0.0,0.0,22.5,0.0,274.32069473745895,0.007691337788425178
2559,76500,9,767700,181.9208105001556,289.67873058817236,0.0,0.0,22.5,0.0,274.3373130933544,0.007817425293153447
2560,76800,9,768000,178.98660387918565,289.6306805221308,0.0,0.0,22.5,0.0,274.35933427097984,0.007691337788425178
2561,77100,9,768300,184.855017121126,289.5834604664613,0.0,0.0,22.5,0.0,274.3851748930497,0.007943512797881734
2562,77400,9,768600,170.18398401627488,289.5385106108463,0.0,0.0,22.5,0.0,274.41325158227846,0.007313075274240333
2563,77700,9,768900,187.7892237420964,289.4919357096024,0.0,0.0,22.5,0.0,274.44198096138064,0.008069600302610022
2564,78000,9,769200,178.98660387918565,289.4507278047365,0.0,0.0,22.5,0.0,274.46977965307076,0.007691337788425178
2565,78300,9,769500,173.11819063724485,289.408155173214,0.0,0.0,22.5,0.0,274.4950642800633,0.007439162778968602
2566,78600,9,769800,205.39446346791792,289.36579673164846,0.0,0.0,22.5,0.0,274.5162514650726,0.008826125330979711
2567,78900,9,770100,196.59184360500717,289.33056644375716,0.0,0.0,22.5,0.0,274.5317578308134,0.008447862816794867
2568,79200,9,770400,196.59184360500717,289.292396479583,0.0,0.0,22.5,0.0,274.53999999999996,0.008447862816794867
2569,79500,9,770700,21223.11648947785,289.2547293713143,0.0,0.0,22.5,0.0,274.54239026133115,0.9119909216996601
2570,79800,9,771000,22831.061717769535,292.92185159413935,0.0,0.0,22.5,0.0,274.5418123043419,0.9810868742907578
2571,80100,9,771300,22766.509172108214,295.1030944462663,0.0,0.0,22.5,0.0,274.5388898530012,0.9783129491867367
2572,80400,9,771600,22743.035519140427,296.2504966859231,0.0,0.0,22.5,0.0,274.53424663127805,0.9773042491489093
2573,80700,9,771900,22760.640758866248,296.8852951060728,0.0,0.0,22.5,0.0,274.5285063631414,0.9780607741772791
2574,81000,9,772200,22675.548766858123,297.26523999327117,0.0,0.0,22.5,0.0,274.5222927725602,0.9744042365401594
2575,81300,9,772500,22646.206700648407,297.4924759747447,0.0,0.0,22.5,0.0,274.51622958350345,0.9731433614928761
2576,81600,9,772800,22434.94382393855,297.64884038868587,0.0,0.0,22.5,0.0,274.5109405199401,0.9640650611524398
2577,81900,9,773100,22432.009617317606,297.7341330869311,0.0,0.0,22.5,0.0,274.5070493058391,0.9639389736477126
2578,82200,9,773400,22332.246592204603,297.8157359373175,0.0,0.0,22.5,0.0,274.5051796651694,0.9596519984869505
2579,82500,9,773700,22235.417773712586,297.87603445103605,0.0,0.0,22.5,0.0,274.50595532190005,0.9554911108309173
2580,82800,9,774000,22214.87832736578,297.9238562695528,0.0,0.0,22.5,0.0,274.51,0.9546084982978187
2581,83100,9,774300,22232.4835670916,297.9759441127569,0.0,0.0,22.5,0.0,274.51957526881716,0.9553650233261883
2582,83400,9,774600,22487.759543116015,298.03525632351557,0.0,0.0,22.5,0.0,274.53553763440857,0.9663346362375489
2583,83700,9,774900,22446.68065042244,298.13862231795093,0.0,0.0,22.5,0.0,274.55640322580643,0.9645694111713533
2584,84000,9,775200,22455.483270285356,298.2119942995835,0.0,0.0,22.5,0.0,274.580688172043,0.9649476736855385
2585,84300,9,775500,22414.404377591785,298.277926866743,0.0,0.0,22.5,0.0,274.6069086021505,0.963182448619343
2586,84600,9,775800,22326.378178962677,298.3301330554556,0.0,0.0,22.5,0.0,274.63358064516126,0.9593998234774945
2587,84900,9,776100,22420.27279083371,298.366441903971,0.0,0.0,22.5,0.0,274.6592204301075,0.963434623628799
2588,85200,9,776400,22854.53537073732,298.4249843925917,0.0,0.0,22.5,0.0,274.6823440860215,0.9820955743285852
2589,85500,9,776700,22957.232602471267,298.55443428539564,0.0,0.0,22.5,0.0,274.70146774193546,0.9865086369940744
2590,85800,9,777000,23045.258801100375,298.66165609093036,0.0,0.0,22.5,0.0,274.7151075268817,0.9902912621359229
2591,86100,9,777300,23048.19300772136,298.754770178852,0.0,0.0,22.5,0.0,274.7217795698925,0.9904173496406518
2592,0,10,777600,23015.91673489066,298.8252489922096,0.0,0.0,22.5,0.0,274.71999999999997,0.9890303870886396
2593,300,10,777900,23010.04832164873,298.8773761770034,0.0,0.0,22.5,0.0,274.7127872023809,0.9887782120791835
2594,600,10,778200,23065.79824744718,298.923666389785,0.0,0.0,22.5,0.0,274.70422619047616,0.9911738746690214
2595,900,10,778500,22619.798841059674,298.9773752356079,0.0,0.0,22.5,0.0,274.69443303571427,0.9720085739503215
2596,1200,10,778800,22414.404377591785,298.94542990443136,0.0,0.0,22.5,0.0,274.68352380952376,0.963182448619343
2597,1500,10,779100,22411.470170970802,298.91101192186454,0.0,0.0,22.5,0.0,274.67161458333334,0.9630563611146142
2598,1800,10,779400,22370.39127827723,298.9097909042972,0.0,0.0,22.5,0.0,274.6588214285714,0.9612911360484188
