index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,270.84,5501.699820055311,293.15,0.0,0.0,23.5,0.9126213592233009
1,300,1,300,0.0,270.82701932870367,5970.689705241022,294.14805127378764,0.0,0.0,23.5,0.9904173496406518
2,600,1,600,0.0,270.81392129629626,5968.409365442712,294.8860241181852,0.0,0.0,23.5,0.9900390871264669
3,900,1,900,0.0,270.80072187499997,5973.730158305429,295.32502830054534,0.0,0.0,23.5,0.9909216996595638
4,1200,1,1200,0.0,270.787437037037,679.5412598963044,295.59369200043136,0.0,0.0,23.5,0.11272222922708366
5,1500,1,1500,0.0,270.7740827546296,50.16747556281442,294.10404917712117,0.0,0.0,23.5,0.00832177531206658
6,1800,1,1800,0.0,270.760675,52.447815361124164,293.0393287795993,0.0,0.0,23.5,0.008700037826251424
7,2100,1,2100,0.0,270.74722974537036,50.16747556281442,292.4145355498952,0.0,0.0,23.5,0.00832177531206658
8,2400,1,2400,0.0,270.73376296296294,5672.725304928542,292.04088692255266,0.0,0.0,23.5,0.9409910477871644
9,2700,1,2700,0.0,270.72029062499996,6016.296501207217,293.5717316174901,0.0,0.0,23.5,0.9979825999243487
10,3000,1,3000,0.0,270.7068287037037,5994.253216490216,294.5820295377429,0.0,0.0,23.5,0.9943260622872273
11,3300,1,3300,0.0,270.6933931712963,5950.166647056234,295.1728273518202,0.0,0.0,23.5,0.9870129870129881
12,3600,1,3600,0.0,270.67999999999995,5950.166647056234,295.5126475892745,0.0,0.0,23.5,0.9870129870129881
13,3900,1,3900,0.0,270.6665203883495,5946.366080725711,295.72270924104134,0.0,0.0,23.5,0.9863825494893456
14,4200,1,4200,0.0,270.6528317152103,5941.8054011290915,295.8518170896203,0.0,0.0,23.5,0.9856260244609759
15,4500,1,4500,0.0,270.63895922330096,5919.762116412101,295.9355671888985,0.0,0.0,23.5,0.9819694868238563
16,4800,1,4800,0.0,270.6249281553398,506.9955484908673,295.98726454240415,0.0,0.0,23.5,0.08410036565376383
17,5100,1,5100,0.0,270.6107637540453,43.326456167885176,294.3339037122396,0.0,0.0,23.5,0.007186987769512046
