index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,totalHeatingPower.y,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,weaDat.weaBus.HGloHor,thermalZone.TAir,u
0,0,1,0,0.0,22141.17009154085,23.0,0.0,271.82,0.0,293.15,0.9126213592233008
1,300,1,300,0.0,24028.584010645704,23.0,0.0,271.8280908161068,0.0,297.10809658846927,0.9904173496406516
2,600,1,600,0.0,24019.406957554434,23.0,0.0,271.8357342807924,0.0,299.33792808441734,0.9900390871264669
3,900,1,900,0.0,24040.82008143404,23.0,0.0,271.84298691860465,0.0,300.3862894278832,0.9909216996595639
4,1200,1,1200,0.0,2734.761821198886,23.0,0.0,271.84990525409125,0.0,300.90295496583474,0.11272222922708368
5,1500,1,1500,0.0,201.89516800797145,23.0,0.0,271.8565458118002,0.0,296.6294027182091,0.00832177531206658
6,1800,1,1800,0.0,211.07222109924288,23.0,0.0,271.86296511627904,0.0,294.1436601788993,0.008700037826251424
7,2100,1,2100,0.0,201.89516800797145,23.0,0.0,271.8692196920758,0.0,292.99282574595827,0.00832177531206658
8,2400,1,2400,0.0,22829.44907338621,23.0,0.0,271.8753660637381,0.0,292.43170979759316,0.9409910477871642
9,2700,1,2700,0.0,24212.125072471135,23.0,0.0,271.8814607558139,0.0,296.95437339498585,0.9979825999243487
10,3000,1,3000,0.0,24123.41355925548,23.0,0.0,271.887560292851,0.0,299.30704249457756,0.9943260622872273
11,3300,1,3300,0.0,23945.99053282426,23.0,0.0,271.893721199397,0.0,300.3694201459938,0.9870129870129881
12,3600,1,3600,0.0,23945.99053282426,23.0,0.0,271.9,0.0,300.82889661522887,0.9870129870129881
13,3900,1,3900,0.0,23930.69544433878,23.0,0.0,271.90602887294085,0.0,301.05408855044357,0.9863825494893456
14,4200,1,4200,0.0,23912.34133815624,23.0,0.0,271.911429869186,0.0,301.16765890665494,0.9856260244609759
15,4500,1,4500,0.0,23823.629824940628,23.0,0.0,271.916244322311,0.0,301.2289171995246,0.9819694868238563
16,4800,1,4800,0.0,2040.3648039593493,23.0,0.0,271.92051356589144,0.0,301.25011991830604,0.08410036565376383
17,5100,1,5100,0.0,174.36400873415715,23.0,0.0,271.9242789335029,0.0,296.6351979030586,0.007186987769512046
18,5400,1,5400,0.0,192.71811491670002,23.0,0.0,271.9275817587209,0.0,294.10779093627707,0.007943512797881734
19,5700,1,5700,0.0,183.54106182542856,23.0,0.0,271.9304633751211,0.0,292.92197429734176,0.007565250283696889
20,6000,1,6000,0.0,21801.61912716381,23.0,0.0,271.93296511627904,0.0,292.32894868063335,0.8986256461984616
21,6300,1,6300,0.0,23661.501886994847,23.0,0.0,271.9351283157703,0.0,296.6085961095309,0.9752868490732579
