index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,21.5,0.0,271.82,293.15,20660.516864181416,0.9126213592233009
1,300,1,300,0.0,0.0,21.5,0.0,271.8280908161068,296.1593333707205,22421.713176035537,0.9904173496406518
2,600,1,600,0.0,0.0,21.5,0.0,271.8357342807924,298.0021899585283,22413.149822817446,0.9900390871264669
3,900,1,900,0.0,0.0,21.5,0.0,271.84298691860465,298.95062224500674,22433.1309803263,0.9909216996595638
4,1200,1,1200,0.0,0.0,21.5,0.0,271.84990525409125,299.45170930840754,2551.879258991185,0.11272222922708366
5,1500,1,1500,0.0,0.0,21.5,0.0,271.8565458118002,296.24166455412416,188.39377079800695,0.00832177531206658
6,1800,1,1800,0.0,0.0,21.5,0.0,271.86296511627904,294.2058237542809,196.9571240160982,0.008700037826251424
7,2100,1,2100,0.0,0.0,21.5,0.0,271.8692196920758,293.1714211370528,188.39377079800695,0.00832177531206658
8,2400,1,2400,0.0,0.0,21.5,0.0,271.8753660637381,292.6289697537492,21302.768355538257,0.9409910477871642
9,2700,1,2700,0.0,0.0,21.5,0.0,271.8814607558139,296.0328140963761,22592.980240397363,0.9979825999243487
10,3000,1,3000,0.0,0.0,21.5,0.0,271.887560292851,297.9783581520591,22510.20115928912,0.9943260622872274
11,3300,1,3300,0.0,0.0,21.5,0.0,271.893721199397,298.9515467682837,22344.642997072715,0.9870129870129881
12,3600,1,3600,0.0,0.0,21.5,0.0,271.9,299.42113509542236,22344.642997072715,0.9870129870129881
13,3900,1,3900,0.0,0.0,21.5,0.0,271.90602887294085,299.6686723727282,22330.370741709205,0.9863825494893456
14,4200,1,4200,0.0,0.0,21.5,0.0,271.911429869186,299.79961794838846,22313.244035273023,0.9856260244609759
15,4500,1,4500,0.0,0.0,21.5,0.0,271.916244322311,299.8718705369024,22230.46495416482,0.9819694868238564
16,4800,1,4800,0.0,0.0,21.5,0.0,271.92051356589144,299.9026883008251,1903.9188654889506,0.08410036565376383
17,5100,1,5100,0.0,0.0,21.5,0.0,271.9242789335029,296.3689814381379,162.70371114373327,0.007186987769512046
18,5400,1,5400,0.0,0.0,21.5,0.0,271.9275817587209,294.2664703666984,179.83041757991572,0.007943512797881734
19,5700,1,5700,0.0,0.0,21.5,0.0,271.9304633751211,293.1910370949327,171.26706436182448,0.007565250283696889
20,6000,1,6000,0.0,0.0,21.5,0.0,271.93296511627904,292.61976706239176,20343.67279511204,0.8986256461984617
21,6300,1,6300,0.0,0.0,21.5,0.0,271.9351283157703,295.8364400828571,22079.17904731189,0.975286849073258
22,6600,1,6600,0.0,0.0,21.5,0.0,271.9369943071705,297.7597053325727,22082.03349838456,0.9754129365779851
23,6900,1,6900,0.0,0.0,21.5,0.0,271.9386044240552,298.7309564341472,22030.65337907601,0.9731433614928761
24,7200,1,7200,0.0,0.0,21.5,0.0,271.94,299.216043343831,22007.817770494446,0.9721346614550502
25,7500,1,7500,0.0,0.0,21.5,0.0,271.93760844713745,299.461679325423,21990.691064058265,0.9713781364266806
26,7800,1,7800,0.0,0.0,21.5,0.0,271.9282494668635,299.589033810291,21950.72874904052,0.9696129113604854
27,8100,1,8100,0.0,0.0,21.5,0.0,271.9125528266486,299.6512587333954,21922.184238313534,0.9683520363132018
28,8400,1,8400,0.0,0.0,21.5,0.0,271.8911482939632,299.6841558091763,21905.057531877355,0.9675955112848323
29,8700,1,8700,0.0,0.0,21.5,0.0,271.8646656362779,299.70297850522473,21996.399966203648,0.9716303114361367
30,9000,1,9000,0.0,0.0,21.5,0.0,271.83373462106294,299.7336427238949,21939.31094474972,0.9691085613415716
31,9300,1,9300,0.0,0.0,21.5,0.0,271.798985015789,299.7445451593047,21996.399966203648,0.9716303114361367
32,9600,1,9600,0.0,0.0,21.5,0.0,271.7610465879265,299.7646358716317,2320.668722102722,0.10250914134409285
33,9900,1,9900,0.0,0.0,21.5,0.0,271.72054910494586,296.33427501531503,182.68486865261292,0.008069600302610022
34,10200,1,10200,0.0,0.0,21.5,0.0,271.67812233431755,294.2136918484854,205.52047723418943,0.009078300340436269
35,10500,1,10500,0.0,0.0,21.5,0.0,271.63439604351214,293.1260292980263,202.66602616149217,0.00895221283570798
36,10800,1,10800,0.0,0.0,21.5,0.0,271.59,292.54941811657926,20863.182890342934,0.92157357205901
37,11100,1,11100,0.0,0.0,21.5,0.0,271.535403277293,295.8478265505219,22461.675491053284,0.9921825747068471
38,11400,1,11400,0.0,0.0,21.5,0.0,271.46326913527696,297.7856428720609,22398.877567453936,0.9894086496028244
39,11700,1,11700,0.0,0.0,21.5,0.0,271.37751862098315,298.7496585537699,22413.149822817446,0.9900390871264669
40,12000,1,12000,0.0,0.0,21.5,0.0,271.2820727814428,299.2407640757436,22501.63780607103,0.9939477997730426
41,12300,1,12300,0.0,0.0,21.5,0.0,271.1808526636873,299.5075112062679,22535.891218943394,0.9954608498297819
42,12600,1,12600,0.0,0.0,21.5,0.0,271.0777793147478,299.65129219347114,22638.65145756049,1.0
43,12900,1,12900,0.0,0.0,21.5,0.0,270.97677378165565,299.74597792864756,22627.233653269726,0.999495649981088
44,13200,1,13200,0.0,0.0,21.5,0.0,270.88175711144214,299.79619961319787,2135.1294023774135,0.09431345353675462
45,13500,1,13500,0.0,0.0,21.5,0.0,270.7966503511385,296.2380041453051,182.68486865261292,0.008069600302610022
46,13800,1,13800,0.0,0.0,21.5,0.0,270.7253745477761,294.0858433950385,188.39377079800695,0.00832177531206658
47,14100,1,14100,0.0,0.0,21.5,0.0,270.67185074838613,292.97892245673273,191.24822187070416,0.008447862816794867
48,14400,1,14400,0.0,0.0,21.5,0.0,270.64,292.39373504733686,191.24822187070416,0.008447862816794867
49,14700,1,14700,0.0,0.0,21.5,0.0,270.62191008756844,292.0707765391316,188.39377079800695,0.00832177531206658
50,15000,1,15000,0.0,0.0,21.5,0.0,270.6068870779176,291.88070128384123,176.97596650721852,0.007817425293153447
51,15300,1,15300,0.0,0.0,21.5,0.0,270.59467944089124,291.7563411395723,174.1215154345217,0.007691337788425178
52,15600,1,15600,0.0,0.0,21.5,0.0,270.5850356463333,291.6652835478492,20646.244608817946,0.9119909216996602
53,15900,1,15900,0.0,0.0,21.5,0.0,270.5777041640877,295.1766113460349,22350.351899218098,0.9872651620224442
54,16200,1,16200,0.0,0.0,21.5,0.0,270.5724334639983,297.2443590708167,22393.168665308556,0.9891564745933685
55,16500,1,16500,0.0,0.0,21.5,0.0,270.568972015909,298.297362871419,22378.896409945082,0.9885260370697276
56,16800,1,16800,0.0,0.0,21.5,0.0,270.56706828966367,298.83075730634266,22341.788546000003,0.9868868995082591
57,17100,1,17100,0.0,0.0,21.5,0.0,270.56647075510625,299.10191712108366,22376.04195887237,0.9883999495649987
58,17400,1,17400,0.0,0.0,21.5,0.0,270.5669278820805,299.2529778184376,22416.004273890117,0.990165174631194
59,17700,1,17700,0.0,0.0,21.5,0.0,270.5681881404305,299.345790378862,22490.220001780264,0.9934434497541303
60,18000,1,18000,0.0,0.0,21.5,0.0,270.57,299.41441216044313,2329.2320753208132,0.1028874038582777
61,18300,1,18300,0.0,0.0,21.5,0.0,270.5730275376131,295.92748748457814,188.39377079800695,0.00832177531206658
62,18600,1,18600,0.0,0.0,21.5,0.0,270.5778463007044,293.78178539505825,196.9571240160982,0.008700037826251424
63,18900,1,18900,0.0,0.0,21.5,0.0,270.5840719650332,292.6823018511964,179.83041757991572,0.007943512797881734
64,19200,1,19200,0.0,0.0,21.5,0.0,270.59132020635917,292.10134692361703,20711.89698348996,0.91489093430841
65,19500,1,19500,0.0,0.0,21.5,0.0,270.5992067004417,295.37821700299475,22267.572818109897,0.9836086243853246
66,19800,1,19800,0.0,0.0,21.5,0.0,270.60734712304026,297.3023820273769,22273.281720255276,0.9838607993947805
67,20100,1,20100,0.09394733061218336,0.04161634460547504,21.5,0.0842527777777778,270.6153571499144,298.2776876494255,22253.300562746386,0.9829781868616821
68,20400,1,20400,0.38033183927552594,0.1614331723027375,21.5,0.3445555555555556,270.6228524568235,298.771055719035,1869.6654526165858,0.08258731559702445
69,20700,1,20700,0.8659673012302167,0.35190217391304346,21.5,0.7922250000000003,270.6294487195272,295.45914013372465,171.26706436182448,0.007565250283696889
70,21000,1,21000,1.5576674917164444,0.6054750402576488,21.5,1.4385777777777782,270.6347616137848,293.4817496349367,171.26706436182448,0.007565250283696889
71,21300,1,21300,2.4622461859743976,0.9146034621578099,21.5,2.294930555555556,270.63840681535595,292.46325506360637,179.83041757991572,0.007943512797881734
72,21600,1,21600,3.586517159244265,1.2717391304347825,21.5,3.3726000000000007,270.64,291.93247318729647,20323.691637603188,0.8977430336653649
73,21900,1,21900,4.937294186766235,1.6693337359098226,21.5,4.682902777777779,270.63423414074344,295.1696566372104,22267.572818109897,0.9836086243853246
74,22200,1,22200,6.5213910437805,2.0998389694041864,21.5,6.237155555555556,270.61739236799076,297.1441109827862,22324.661839563825,0.9861303744798897
75,22500,1,22500,8.345621505527243,2.55570652173913,21.5,8.046675,270.5914755935684,298.15644495963113,22393.168665308556,0.9891564745933685
76,22800,1,22800,10.416799347246656,3.0293880837359097,21.5,10.12277777777778,270.55848472930285,298.6885492601415,2540.4614547003953,0.11221787920817047
77,23100,1,23100,12.741738344178929,3.51333534621578,21.5,12.476780555555557,270.5204206870206,295.4945155445774,176.97596650721852,0.007817425293153447
