index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,12693.826234910402,293.15,0.0,0.0,22.5,0.0,270.84,0.9126213592233008
1,300,1,300,13775.905647308835,295.21213349824063,0.0,0.0,22.5,0.0,270.82701932870367,0.9904173496406519
2,600,1,600,13770.644321154547,296.6185398236529,0.0,0.0,22.5,0.0,270.81392129629626,0.9900390871264669
3,900,1,900,13782.920748847868,297.4274525052748,0.0,0.0,22.5,0.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,1567.8751939776055,297.90226654767787,0.0,0.0,22.5,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,115.74917539431986,295.6029558801373,0.0,0.0,22.5,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,121.01050154860714,293.9997385249421,0.0,0.0,22.5,0.0,270.760675,0.008700037826251424
7,2100,1,2100,115.74917539431986,293.09030992239127,0.0,0.0,22.5,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,13088.425696481949,292.57089452675797,0.0,0.0,22.5,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,13881.13217039458,295.01418945156007,0.0,0.0,22.5,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,13830.272684236454,296.5699413590277,0.0,0.0,22.5,0.0,270.7068287037037,0.9943260622872274
11,3300,1,3300,13728.553711920249,297.4502947188357,0.0,0.0,22.5,0.0,270.6933931712963,0.9870129870129882
12,3600,1,3600,13728.553711920249,297.9397635879417,0.0,0.0,22.5,0.0,270.67999999999995,0.9870129870129882
13,3900,1,3900,13719.78483499642,298.2318533281085,0.0,0.0,22.5,0.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,13709.262182687846,298.40524129238185,0.0,0.0,22.5,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,13658.402696529743,298.5141194834961,0.0,0.0,22.5,0.0,270.63895922330096,0.9819694868238563
16,4800,1,4800,1169.7681816365366,298.5778987582636,0.0,0.0,22.5,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,99.96519693145807,295.98604308009453,0.0,0.0,22.5,0.0,270.6107637540453,0.007186987769512046
18,5400,1,5400,110.4878492400326,294.297871600001,0.0,0.0,22.5,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,105.22652308574533,293.336532976782,0.0,0.0,22.5,0.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,12499.157167201774,292.7834988352763,0.0,0.0,22.5,0.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,13565.452601137344,295.08283013449017,0.0,0.0,22.5,0.0,270.5532776699029,0.975286849073258
22,6600,1,6600,13567.20637652209,296.610654277403,0.0,0.0,22.5,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,13535.638419596367,297.4829061514184,0.0,0.0,22.5,0.0,270.5243909385113,0.9731433614928762
24,7200,1,7200,13521.608216518274,297.9790000861357,0.0,0.0,22.5,0.0,270.51,0.9721346614550503
25,7500,1,7500,13511.085564209701,298.2668329954323,0.0,0.0,22.5,0.0,270.49370276227603,0.9713781364266807
26,7800,1,7800,13486.532708823035,298.436390670826,0.0,0.0,22.5,0.0,270.47363669953876,0.9696129113604853
27,8100,1,8100,13468.994954975402,298.53832005877825,0.0,0.0,22.5,0.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,13458.472302666827,298.60097757101164,0.0,0.0,22.5,0.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,13514.593114979218,298.6444518874846,0.0,0.0,22.5,0.0,270.3923850750452,0.9716303114361367
30,9000,1,9000,13479.517607283977,298.68976297944687,0.0,0.0,22.5,0.0,270.35880322605306,0.9691085613415716
31,9300,1,9300,13514.593114979218,298.7172322331943,0.0,0.0,22.5,0.0,270.3222323089468,0.9716303114361367
32,9600,1,9600,1425.8193878118493,298.74911613129365,0.0,0.0,22.5,0.0,270.28282827510634,0.10250914134409286
