index,seconds_of_day,day_of_year,timestamp,weaBus.HDirNor,totalHeatingPower.y,thermalZone.TAir,weaBus.TDryBul,weaDat.weaBus.HGloHor,weaBus.HDifHor,roomTempUpperSetpoint,u
0,0,1,0,0.0,23826.194345908636,293.15,277.22999999999996,0.0,0.0,20.0,0.912621359223301
1,300,1,300,0.0,25857.247387000905,296.5699602939797,277.25013364438655,0.0,0.0,20.0,0.9904173496406518
2,600,1,600,0.0,25847.37192650937,298.58422537373735,277.2697410300926,0.0,0.0,20.0,0.9900390871264669
3,900,1,900,0.0,25870.414667656256,299.5905654301364,277.2888818359375,0.0,0.0,20.0,0.9909216996595638
4,1200,1,1200,0.0,2942.88722647725,300.1134041476391,277.30761574074074,0.0,0.0,20.0,0.11272222922708366
5,1500,1,1500,0.0,217.2601308137567,296.6611224203194,277.3260024233217,0.0,0.0,20.0,0.00832177531206658
6,1800,1,1800,0.0,227.1355913052911,294.54067233993294,277.3441015625,0.0,0.0,20.0,0.008700037826251424
7,2100,1,2100,0.0,217.2601308137567,293.4988445546137,277.36197283709487,0.0,0.0,20.0,0.00832177531206658
8,2400,1,2400,0.0,24566.853882773714,292.97053090530443,277.3796759259259,0.0,0.0,20.0,0.9409910477871642
9,2700,1,2700,0.0,26054.756596831594,296.6551472645941,277.3972705078125,0.0,0.0,20.0,0.9979825999243487
10,3000,1,3000,0.0,25959.293812080065,298.68717701361976,277.41481626157406,0.0,0.0,20.0,0.9943260622872273
11,3300,1,3300,0.0,25768.368242577097,299.66887208936953,277.43237286603005,0.0,0.0,20.0,0.9870129870129882
12,3600,1,3600,0.0,25768.368242577097,300.1285461507536,277.45,0.0,0.0,20.0,0.9870129870129882
13,3900,1,3900,0.0,25751.909141757842,300.3688390848397,277.46751139322913,0.0,0.0,20.0,0.9863825494893456
14,4200,1,4200,0.0,25732.158220774774,300.4981707938094,277.4846366003788,0.0,0.0,20.0,0.9856260244609759
15,4500,1,4500,0.0,25636.69543602329,300.57320657283776,277.50130903764205,0.0,0.0,20.0,0.9819694868238563
16,4800,1,4800,0.0,2195.644049284482,300.6076100472427,277.5174621212121,0.0,0.0,20.0,0.08410036565376383
17,5100,1,5100,0.0,187.6337493391535,296.8190595516392,277.5330292672822,0.0,0.0,20.0,0.007186987769512045
18,5400,1,5400,0.0,207.3846703222223,294.6356597744919,277.54794389204545,0.0,0.0,20.0,0.007943512797881734
19,5700,1,5700,0.0,197.5092098306879,293.55045643629524,277.56213941169506,0.0,0.0,20.0,0.00756525028369689
20,6000,1,6000,0.0,23460.80230772186,292.98843378212734,277.57554924242424,0.0,0.0,20.0,0.8986256461984616
21,6300,1,6300,0.0,25462.22896733953,296.4689736961242,277.5881068004261,0.0,0.0,20.0,0.975286849073258
22,6600,1,6600,0.0,25465.520787503345,298.47458958663833,277.5997455018939,0.0,0.0,20.0,0.9754129365779851
23,6900,1,6900,0.0,25406.268024554138,299.4492747815483,277.6103987630208,0.0,0.0,20.0,0.9731433614928761
24,7200,1,7200,0.0,25379.933463243393,299.9197777954878,277.62,0.0,0.0,20.0,0.9721346614550503
25,7500,1,7500,0.0,25360.182542260325,300.1536335670179,277.6254863457207,0.0,0.0,20.0,0.9713781364266807
26,7800,1,7800,0.0,25314.097059966516,300.27505273938334,277.6246094389844,0.0,0.0,20.0,0.9696129113604854
27,8100,1,8100,0.0,25281.17885832805,300.33449443407414,277.61852445485255,0.0,0.0,20.0,0.9683520363132019
28,8400,1,8400,0.0,25261.427937344983,300.36731115849426,277.60838656838655,0.0,0.0,20.0,0.9675955112848322
29,8700,1,8700,0.0,25366.766182588,300.3887977005208,277.5953509546478,0.0,0.0,20.0,0.9716303114361365
30,9000,1,9000,0.0,25300.929779311122,300.4243990670019,277.5805727886978,0.0,0.0,20.0,0.9691085613415718
31,9300,1,9300,0.0,25366.766182588,300.43889016780264,277.56520724559783,0.0,0.0,20.0,0.9716303114361365
32,9600,1,9600,0.0,2676.249793205821,300.4638141186539,277.5504095004095,0.0,0.0,20.0,0.10250914134409285
33,9900,1,9900,0.0,210.67649048606725,296.7864008935922,277.5373347281941,0.0,0.0,20.0,0.008069600302610022
34,10200,1,10200,0.0,237.01105179682548,294.5780963366831,277.5271381040131,0.0,0.0,20.0,0.009078300340436269
35,10500,1,10500,0.0,233.7192316329805,293.4782265539525,277.5209748029279,0.0,0.0,20.0,0.00895221283570798
36,10800,1,10800,0.0,24059.913577541643,292.906429736067,277.52,0.0,0.0,20.0,0.92157357205901
37,11100,1,11100,0.0,25903.332869294718,296.47123960982884,277.5229166579774,0.0,0.0,20.0,0.9921825747068471
38,11400,1,11400,0.0,25830.912825690117,298.4905829457489,277.5274419558447,0.0,0.0,20.0,0.9894086496028244
39,11700,1,11700,0.0,25847.37192650937,299.458552203606,277.533252393018,0.0,0.0,20.0,0.9900390871264669
40,12000,1,12000,0.0,25949.41835158853,299.93735176970654,277.5400244689133,0.0,0.0,20.0,0.9939477997730425
41,12300,1,12300,0.0,25988.920193554666,300.19605293727216,277.5474346829468,0.0,0.0,20.0,0.9954608498297818
42,12600,1,12600,0.0,26107.42571945308,300.33817659515205,277.55515953453454,0.0,0.0,20.0,1.0
43,12900,1,12900,0.0,26094.25843879773,300.4370530627193,277.5628755230925,0.0,0.0,20.0,0.999495649981088
44,13200,1,13200,0.0,2462.2814825559108,300.49237686934316,277.5702591480369,0.0,0.0,20.0,0.09431345353675463
45,13500,1,13500,0.0,210.67649048606725,296.68018387881887,277.57698690878374,0.0,0.0,20.0,0.008069600302610022
46,13800,1,13800,0.0,217.2601308137567,294.4433012206376,277.5827353047492,0.0,0.0,20.0,0.00832177531206658
47,14100,1,14100,0.0,220.55195097760165,293.3287784520856,277.5871808353492,0.0,0.0,20.0,0.008447862816794867
48,14400,1,14400,0.0,220.55195097760165,292.7521116676236,277.59,0.0,0.0,20.0,0.008447862816794867
49,14700,1,14700,0.0,217.2601308137567,292.43323363319183,277.59077860037956,0.0,0.0,20.0,0.00832177531206658
50,15000,1,15000,0.0,204.09285015837733,292.23974509700855,277.58959193628493,0.0,0.0,20.0,0.007817425293153447
51,15300,1,15300,0.0,200.80102999453285,292.10563604547735,277.5868507543103,0.0,0.0,20.0,0.007691337788425178
52,15600,1,15600,0.0,23809.735245089425,292.002173653614,277.5829658010501,0.0,0.0,20.0,0.91199092169966
53,15900,1,15900,0.0,25774.95188290477,295.76507299614383,277.57834782309845,0.0,0.0,20.0,0.9872651620224442
54,16200,1,16200,0.0,25824.329185362443,297.9008294531784,277.5734075670498,0.0,0.0,20.0,0.9891564745933684
55,16500,1,16500,0.0,25807.870084543232,298.95061559379195,277.56855577949835,0.0,0.0,20.0,0.9885260370697275
56,16800,1,16800,0.0,25765.076422413236,299.4674657302363,277.5642032070384,0.0,0.0,20.0,0.9868868995082593
57,17100,1,17100,0.0,25804.578264379372,299.7257109317143,277.56076059626434,0.0,0.0,20.0,0.9883999495649987
58,17400,1,17400,0.0,25850.663746673185,299.8721983586567,277.5586386937704,0.0,0.0,20.0,0.990165174631194
59,17700,1,17700,0.0,25936.25107093318,299.96647990443546,277.5582482461508,0.0,0.0,20.0,0.9934434497541305
60,18000,1,18000,0.0,2686.125253697355,300.03854836532935,277.56,0.0,0.0,20.0,0.1028874038582777
61,18300,1,18300,0.0,217.2601308137567,296.3003374907095,277.56520589776335,0.0,0.0,20.0,0.00832177531206658
62,18600,1,18600,0.0,227.1355913052911,294.0685682822376,277.5744016275338,0.0,0.0,20.0,0.008700037826251424
63,18900,1,18900,0.0,207.3846703222223,292.961080345111,277.58683355437665,0.0,0.0,20.0,0.007943512797881734
64,19200,1,19200,0.0,23885.44710885784,292.3882323194019,277.6017480433572,0.0,0.0,20.0,0.91489093430841
65,19500,1,19500,0.0,25679.489098153288,295.93426259195417,277.6183914595409,0.0,0.0,20.0,0.9836086243853246
66,19800,1,19800,0.0,25686.07273848096,297.94139405967826,277.6360101679929,0.0,0.0,20.0,0.9838607993947805
67,20100,1,20100,0.0,25663.029997334033,298.92197838576874,277.65385053377867,0.0,0.0,20.0,0.982978186861682
68,20400,1,20400,0.0,2156.142207318345,299.4041544152562,277.6711589219635,0.0,0.0,20.0,0.08258731559702445
69,20700,1,20700,0.0,197.5092098306879,295.8218395391961,277.6871816976127,0.0,0.0,20.0,0.00756525028369689
70,21000,1,21000,0.0,197.5092098306879,293.7495071584296,277.7011652257916,0.0,0.0,20.0,0.00756525028369689
71,21300,1,21300,0.0,207.3846703222223,292.7211559012645,277.7123558715656,0.0,0.0,20.0,0.007943512797881734
72,21600,1,21600,0.0,23437.75956657498,292.1912143269178,277.71999999999997,0.0,0.0,20.0,0.8977430336653649
73,21900,1,21900,0.0,25679.489098153288,295.6849317406957,277.72327103720215,0.0,0.0,20.0,0.9836086243853246
74,22200,1,22200,0.0,25745.32550143017,297.7416877568799,277.72245282629336,0.0,0.0,20.0,0.9861303744798896
75,22500,1,22500,0.0,25824.329185362443,298.75740376438597,277.7184573578595,0.0,0.0,20.0,0.9891564745933684
76,22800,1,22800,0.0,2929.719945821869,299.27404030865796,277.71219662248643,0.0,0.0,20.0,0.11221787920817047
77,23100,1,23100,0.0,204.09285015837733,295.8092213216342,277.7045826107601,0.0,0.0,20.0,0.007817425293153447
78,23400,1,23400,0.0,210.67649048606725,293.6708568655985,277.6965273132664,0.0,0.0,20.0,0.008069600302610022
79,23700,1,23700,0.0,213.96831064991173,292.6126441750496,277.6889427205912,0.01375111437158501,0.012419871794871789,20.0,0.008195687807338292
80,24000,1,24000,0.0,24135.62544131006,292.0696311572263,277.6827408233205,0.055054557310814184,0.05021367521367518,20.0,0.92447358466776
81,24300,1,24300,0.0,25840.78828618165,295.6706415192521,277.67883361204014,0.12398547855439872,0.11418269230769225,20.0,0.9897869121170092
82,24600,1,24600,0.0,25814.453724870906,297.69330713039835,277.67813307733593,0.22061902783904985,0.20512820512820504,20.0,0.9887782120791835
83,24900,1,24900,0.0,25876.998307983973,298.6788956090075,277.68155120979395,0.3450303549014787,0.32385149572649563,20.0,0.9911738746690214
84,25200,1,25200,0.0,25923.083790277786,299.18127610796876,277.69,0.49729460947839665,0.471153846153846,20.0,0.9929390997352168
85,25500,1,25500,0.0,25946.126531424718,299.44935039912247,277.7015352099591,0.6774869413065147,0.6478365384615382,20.0,0.9938217122683155
86,25800,1,25800,0.0,26031.713855684662,299.5999471550933,277.7135953177257,0.8856825001225441,0.8547008547008544,20.0,0.99709998739125
87,26100,1,26100,0.0,26038.29749601234,299.70451495890904,277.72616638795984,1.1219564356631961,1.0925480769230766,20.0,0.9973521624007061
88,26400,1,26400,0.0,26011.962934701594,299.7738054168765,277.73923448532145,1.3863838976651819,1.3621794871794868,20.0,0.9963434623628804
89,26700,1,26700,0.0,26061.340237159267,299.82021307953005,277.75278567447043,1.6790400358652129,1.664396367521367,20.0,0.9982347749338046
90,27000,1,27000,0.0,26087.674798470012,299.86755451564943,277.7668060200669,2.0,2.0,20.0,0.9992434749716304
91,27300,1,27300,0.0,25965.877452407785,299.91142747719266,277.7812815867707,2.6163510591699173,2.6579415954415957,20.0,0.9945782372966852
92,27600,1,27600,0.0,25179.132433248848,299.9296705383482,277.7961984392419,3.760997862058524,3.883190883190883,20.0,0.9644433236666247
93,27900,1,27900,0.0,25040.875986367366,299.82658707599,277.81154264214047,5.382741627777309,5.610576923076923,20.0,0.9591476484680368
94,28200,1,28200,0.0,25748.61732159403,299.7703404500893,277.8273002601263,7.43038357543776,7.774928774928775,20.0,0.9862564619846186
95,28500,1,28500,0.0,25761.784602249376,299.8755781573501,277.8434573578595,9.852724924151367,10.3110754985755,20.0,0.9867608120035304
96,28800,1,28800,0.0,25811.161904707045,299.9499578849797,277.85999999999996,12.598566893029616,13.153846153846155,20.0,0.9886521245744545
97,29100,1,29100,0.0,25827.6210055263,300.0184982128602,277.87678088115587,15.616710701184,16.238069800569804,20.0,0.9892825620980972
98,29400,1,29400,0.0,25863.83102732858,300.0824692377157,277.8936670736671,18.855957567726005,19.4985754985755,20.0,0.9906695246501077
99,29700,1,29700,0.0,25873.706487820113,300.1441589476435,277.9106662087912,22.265108711767116,22.87019230769231,20.0,0.9910477871642925
100,30000,1,30000,0.0,25867.12284749244,300.19425858150856,277.9277859177859,25.792965352418822,26.287749287749293,20.0,0.9907956121548366
101,30300,1,30300,0.0,25880.29012814779,300.23529844224277,277.9450338319088,29.38832870879263,29.686075498575505,20.0,0.9912999621737486
102,30600,1,30600,0.0,25893.457408803184,300.2746186625985,277.9624175824176,33.0,33.0,20.0,0.9918043121926623
103,30900,1,30900,0.11260661999194657,25972.46109273546,300.31415887939204,277.9799448005698,36.91933597958039,36.73987268518518,20.0,0.994830412306141
104,31200,1,31200,0.44230690098081576,2840.8408013980593,300.36702262595264,277.9976231176231,41.39321314677098,41.32175925925926,20.0,0.10881351658050688
105,31500,1,31500,0.976921474486152,213.96831064991173,296.6487529128358,278.01546016483513,46.30371233922988,46.5390625,20.0,0.008195687807338292
106,31800,1,31800,1.7042709720274993,204.09285015837733,294.4138082524632,278.03346357346356,51.532914394615204,52.18518518518518,20.0,0.007817425293153447
107,32100,1,32100,2.612176025124403,210.67649048606725,293.31112248742926,278.051640974766,56.96290015058506,58.05353009259259,20.0,0.008069600302610022
108,32400,1,32400,3.688457265296406,207.3846703222223,292.7569975175172,278.07,62.47575044479753,63.9375,20.0,0.007943512797881734
109,32700,1,32700,4.920935324063053,204.09285015837733,292.4606547416195,278.0895046916336,67.95354611491075,69.63049768518519,20.0,0.007817425293153447
