index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,totalHeatingPower.y,weaBus.HDifHor,roomTempUpperSetpoint,thermalZone.TAir,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,0.0,4321.216984649741,0.0,23.0,293.15,0.0,277.22999999999996,0.9126213592233008
1,300,1,300,0.0,4689.5771503763135,0.0,23.0,293.98528414451533,0.0,277.25013364438655,0.9904173496406516
2,600,1,600,0.0,4687.786096085909,0.0,23.0,294.59786808891846,0.0,277.2697410300926,0.9900390871264668
3,900,1,900,0.0,4691.965222763515,0.0,23.0,294.96278621505553,0.0,277.2888818359375,0.9909216996595638
4,1200,1,1200,0.0,533.7341785406012,0.0,23.0,295.1850709279672,0.0,277.30761574074074,0.11272222922708366
5,1500,1,1500,0.0,39.403194388903444,0.0,23.0,294.0246183990286,0.0,277.3260024233217,0.00832177531206658
6,1800,1,1800,0.0,41.194248679308146,0.0,23.0,293.19306200355874,0.0,277.3441015625,0.008700037826251424
7,2100,1,2100,0.0,39.403194388903444,0.0,23.0,292.7060585742449,0.0,277.36197283709487,0.00832177531206658
8,2400,1,2400,0.0,4455.546056430094,0.0,23.0,292.4189275503512,0.0,277.3796759259259,0.9409910477871642
9,2700,1,2700,0.0,4725.398236184408,0.0,23.0,293.62830978139635,0.0,277.3972705078125,0.9979825999243487
10,3000,1,3000,0.0,4708.084711377157,0.0,23.0,294.4248977548063,0.0,277.41481626157406,0.9943260622872273
11,3300,1,3300,0.0,4673.457661762672,0.0,23.0,294.89306836705856,0.0,277.43237286603005,0.9870129870129882
12,3600,1,3600,0.0,4673.457661762672,0.0,23.0,295.16339763066003,0.0,277.45,0.9870129870129882
13,3900,1,3900,0.0,4670.4725712786585,0.0,23.0,295.33001009553675,0.0,277.46751139322913,0.9863825494893457
14,4200,1,4200,0.0,4666.890462697849,0.0,23.0,295.43584195294477,0.0,277.4846366003788,0.985626024460976
15,4500,1,4500,0.0,4649.576937890606,0.0,23.0,295.50550030111054,0.0,277.50130903764205,0.9819694868238563
16,4800,1,4800,0.0,398.21107056664573,0.0,23.0,295.54878272825664,0.0,277.5174621212121,0.08410036565376383
17,5100,1,5100,0.0,34.03003151768934,0.0,23.0,294.2552918854823,0.0,277.5330292672822,0.007186987769512046
18,5400,1,5400,0.0,37.61214009849874,0.0,23.0,293.38337230261413,0.0,277.54794389204545,0.007943512797881734
19,5700,1,5700,0.0,35.82108580809404,0.0,23.0,292.8721318869905,0.0,277.56213941169506,0.0075652502836968906
20,6000,1,6000,0.0,4254.947975904767,0.0,23.0,292.56926947618376,0.0,277.57554924242424,0.8986256461984616
21,6300,1,6300,0.0,4617.934978760126,0.0,23.0,293.7084346399248,0.0,277.5881068004261,0.975286849073258
22,6600,1,6600,0.0,4618.531996856922,0.0,23.0,294.49085832644136,0.0,277.5997455018939,0.9754129365779851
23,6900,1,6900,0.0,4607.785671114494,0.0,23.0,294.95445700387785,0.0,277.6103987630208,0.9731433614928762
24,7200,1,7200,0.0,4603.0095263400835,0.0,23.0,295.2275800173528,0.0,277.62,0.9721346614550503
25,7500,1,7500,0.0,4599.427417759274,0.0,23.0,295.3951134213491,0.0,277.6254863457207,0.9713781364266806
26,7800,1,7800,0.0,4591.069164404055,0.0,23.0,295.49927047306664,0.0,277.6246094389844,0.9696129113604853
27,8100,1,8100,0.0,4585.098983436037,0.0,23.0,295.56641419750673,0.0,277.61852445485255,0.968352036313202
28,8400,1,8400,0.0,4581.516874855228,0.0,23.0,295.6098390634627,0.0,277.60838656838655,0.9675955112848323
29,8700,1,8700,0.0,4600.621453952875,0.0,23.0,295.64100828323086,0.0,277.5953509546478,0.9716303114361367
