index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,271.82,27452.43577253991,293.15,0.0,0.0,23.0,0.9126213592233009
1,300,1,300,0.0,271.8280908161068,29792.6061057338,296.9506321361341,0.0,0.0,23.0,0.9904173496406516
2,600,1,600,0.0,271.8357342807924,29781.227643822003,299.2537308387054,0.0,0.0,23.0,0.9900390871264669
3,900,1,900,0.0,271.84298691860465,29807.777388282837,300.43371582109665,0.0,0.0,23.0,0.9909216996595638
4,1200,1,1200,0.0,271.84990525409125,3390.7816497168687,301.05583469153896,0.0,0.0,23.0,0.11272222922708366
5,1500,1,1500,0.0,271.8565458118002,250.3261620596346,297.0347772967169,0.0,0.0,23.0,0.00832177531206658
6,1800,1,1800,0.0,271.86296511627904,261.7046239714362,294.4842034037473,0.0,0.0,23.0,0.008700037826251424
7,2100,1,2100,0.0,271.8692196920758,250.3261620596346,293.1338318436553,0.0,0.0,23.0,0.00832177531206658
8,2400,1,2400,0.0,271.8753660637381,28305.820415925027,292.36067830962236,0.0,0.0,23.0,0.9409910477871641
9,2700,1,2700,0.0,271.8814607558139,30020.175343969837,296.4915436288956,0.0,0.0,23.0,0.9979825999243487
10,3000,1,3000,0.0,271.887560292851,29910.18354548905,298.7690903965516,0.0,0.0,23.0,0.9943260622872273
11,3300,1,3300,0.0,271.893721199397,29690.19994852759,299.8615122882389,0.0,0.0,23.0,0.9870129870129881
12,3600,1,3600,0.0,271.9,29690.19994852759,300.3584391999219,0.0,0.0,23.0,0.9870129870129881
13,3900,1,3900,0.0,271.90602887294085,29671.235845341216,300.59958825046624,0.0,0.0,23.0,0.9863825494893456
14,4200,1,4200,0.0,271.911429869186,29648.478921517613,300.70859680859013,0.0,0.0,23.0,0.9856260244609758
15,4500,1,4500,0.0,271.916244322311,29538.487123036884,300.75066025450286,0.0,0.0,23.0,0.9819694868238563
16,4800,1,4800,0.0,271.92051356589144,2529.8113650572186,300.7435220652106,0.0,0.0,23.0,0.08410036565376383
