index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,5858.684450615503,293.15,0.0,0.0,20.5,0.0,270.84,0.9126213592233009
1,300,1,300,6358.105327381159,293.9404383945028,0.0,0.0,20.5,0.0,270.82701932870367,0.9904173496406518
2,600,1,600,6355.677024900938,294.5519965505647,0.0,0.0,20.5,0.0,270.81392129629626,0.9900390871264669
3,900,1,900,6361.343064021448,294.9327563014175,0.0,0.0,20.5,0.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,723.634139106143,295.1750645548386,0.0,0.0,20.5,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,53.42265456488304,293.9792158664079,0.0,0.0,20.5,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,55.850957045105,293.08535603654906,0.0,0.0,20.5,0.0,270.760675,0.008700037826251424
7,2100,1,2100,53.42265456488304,292.53589682324423,0.0,0.0,20.5,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,6040.80713663215,292.19501162609953,0.0,0.0,20.5,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,6406.671376985599,293.4171420416787,0.0,0.0,20.5,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,6383.197786343446,294.2580199277958,0.0,0.0,20.5,0.0,270.7068287037037,0.9943260622872273
11,3300,1,3300,6336.250605059162,294.77308787737917,0.0,0.0,20.5,0.0,270.6933931712963,0.9870129870129881
12,3600,1,3600,6336.250605059162,295.08441136538585,0.0,0.0,20.5,0.0,270.67999999999995,0.9870129870129881
13,3900,1,3900,6332.203434258784,295.28483392082705,0.0,0.0,20.5,0.0,270.6665203883495,0.9863825494893455
14,4200,1,4200,6327.346829298341,295.4121224610591,0.0,0.0,20.5,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,6303.873238656199,295.4967248404707,0.0,0.0,20.5,0.0,270.63895922330096,0.9819694868238563
16,4800,1,4800,539.8925847693488,295.55080703905924,0.0,0.0,20.5,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,46.13774712421717,294.2088478239459,0.0,0.0,20.5,0.0,270.6107637540453,0.007186987769512045
18,5400,1,5400,50.99435208466108,293.26688309545733,0.0,0.0,20.5,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,48.56604960443913,292.68783631132476,0.0,0.0,20.5,0.0,270.58213592233005,0.0075652502836968906
20,6000,1,6000,5768.83725884729,292.3279325260531,0.0,0.0,20.5,0.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,6260.973228172282,293.4735148053104,0.0,0.0,20.5,0.0,270.5532776699029,0.975286849073258
22,6600,1,6600,6261.782662332348,294.29644932628344,0.0,0.0,20.5,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,6247.212847451016,294.8053958663073,0.0,0.0,20.5,0.0,270.5243909385113,0.9731433614928761
24,7200,1,7200,6240.737374170428,295.1197572093213,0.0,0.0,20.5,0.0,270.51,0.9721346614550503
25,7500,1,7500,6235.8807692099845,295.31754397291417,0.0,0.0,20.5,0.0,270.49370276227603,0.9713781364266807
26,7800,1,7800,6224.5486909689525,295.44542216501986,0.0,0.0,20.5,0.0,270.47363669953876,0.9696129113604854
