index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,23.0,0.0,271.82,293.15,8900.751615566684,0.9126213592233008
1,300,1,300,0.0,0.0,23.0,0.0,271.8280908161068,294.9013897577229,9659.492116644984,0.9904173496406519
2,600,1,600,0.0,0.0,23.0,0.0,271.8357342807924,296.0682794341709,9655.80294078885,0.9900390871264669
3,900,1,900,0.0,0.0,23.0,0.0,271.84298691860465,296.7139924310721,9664.411017786486,0.9909216996595639
4,1200,1,1200,0.0,0.0,23.0,0.0,271.84990525409125,297.0839542644202,1099.3744051280216,0.11272222922708366
5,1500,1,1500,0.0,0.0,23.0,0.0,271.8565458118002,294.9352306314712,81.16186883495462,0.00832177531206658
6,1800,1,1800,0.0,0.0,23.0,0.0,271.86296511627904,293.50205878296873,84.85104469108893,0.008700037826251424
7,2100,1,2100,0.0,0.0,23.0,0.0,271.8692196920758,292.72500587489486,81.16186883495462,0.00832177531206658
8,2400,1,2400,0.0,0.0,23.0,0.0,271.8753660637381,292.2977153921981,9177.439804776757,0.9409910477871642
9,2700,1,2700,0.0,0.0,23.0,0.0,271.8814607558139,294.56596758649135,9733.27563376767,0.9979825999243487
10,3000,1,3000,0.0,0.0,23.0,0.0,271.887560292851,295.9473970163484,9697.613600491693,0.9943260622872273
11,3300,1,3300,0.0,0.0,23.0,0.0,271.893721199397,296.6901755499054,9626.289533939775,0.9870129870129881
12,3600,1,3600,0.0,0.0,23.0,0.0,271.9,297.0828310193086,9626.289533939775,0.9870129870129881
13,3900,1,3900,0.0,0.0,23.0,0.0,271.90602887294085,297.30907261667477,9620.140907512872,0.9863825494893456
14,4200,1,4200,0.0,0.0,23.0,0.0,271.911429869186,297.4413702754595,9612.762555800604,0.9856260244609759
15,4500,1,4500,0.0,0.0,23.0,0.0,271.916244322311,297.5235270700382,9577.100522524644,0.9819694868238562
16,4800,1,4800,0.0,0.0,23.0,0.0,271.92051356589144,297.57011895984414,820.2267653471936,0.08410036565376383
17,5100,1,5100,0.0,0.0,23.0,0.0,271.9242789335029,295.18562209289786,70.09434126655172,0.007186987769512046
18,5400,1,5400,0.0,0.0,23.0,0.0,271.9275817587209,293.687460525824,77.47269297882032,0.007943512797881734
19,5700,1,5700,0.0,0.0,23.0,0.0,271.9304633751211,292.8696937911048,73.78351712268602,0.0075652502836968906
20,6000,1,6000,0.0,0.0,23.0,0.0,271.93296511627904,292.412129658369,8764.252108889716,0.8986256461984617
21,6300,1,6300,0.0,0.0,23.0,0.0,271.9351283157703,294.54203573806467,9511.925082399612,0.975286849073258
22,6600,1,6600,0.0,0.0,23.0,0.0,271.9369943071705,295.89327139564347,9513.154807684978,0.975412936577985
23,6900,1,6900,0.0,0.0,23.0,0.0,271.9386044240552,296.6220791336586,9491.019752548173,0.9731433614928761
24,7200,1,7200,0.0,0.0,23.0,0.0,271.94,297.01340594162747,9481.181950265152,0.9721346614550502
25,7500,1,7500,0.0,0.0,23.0,0.0,271.93760844713745,297.2281866786217,9473.803598552884,0.9713781364266806
26,7800,1,7800,0.0,0.0,23.0,0.0,271.9282494668635,297.3482917257904,9456.587444557597,0.9696129113604853
27,8100,1,8100,0.0,0.0,23.0,0.0,271.9125528266486,297.41476355783755,9444.29019170381,0.968352036313202
28,8400,1,8400,0.0,0.0,23.0,0.0,271.8911482939632,297.4533122013984,9436.911839991542,0.9675955112848323
29,8700,1,8700,0.0,0.0,23.0,0.0,271.8646656362779,297.47763100615856,9476.263049123636,0.9716303114361368
30,9000,1,9000,0.0,0.0,23.0,0.0,271.83373462106294,297.5064930611037,9451.668543416079,0.9691085613415716
31,9300,1,9300,0.0,0.0,23.0,0.0,271.798985015789,297.519721497197,9476.263049123636,0.9716303114361368
32,9600,1,9600,0.0,0.0,23.0,0.0,271.7610465879265,297.53784358171464,999.7666570123956,0.10250914134409286
33,9900,1,9900,0.0,0.0,23.0,0.0,271.72054910494586,295.2065800745162,78.70241826419847,0.008069600302610022
34,10200,1,10200,0.0,0.0,23.0,0.0,271.67812233431755,293.683977023497,88.54022054722323,0.009078300340436269
35,10500,1,10500,0.0,0.0,23.0,0.0,271.63439604351214,292.84736602692635,87.31049526184505,0.00895221283570798
36,10800,1,10800,0.0,0.0,23.0,0.0,271.59,292.3737750483416,8988.06211082854,0.9215735720590099
37,11100,1,11100,0.0,0.0,23.0,0.0,271.535403277293,294.547331880118,9676.70827064027,0.9921825747068471
38,11400,1,11400,0.0,0.0,23.0,0.0,271.46326913527696,295.9011558371311,9649.654314361947,0.9894086496028244
39,11700,1,11700,0.0,0.0,23.0,0.0,271.37751862098315,296.61807081911036,9655.80294078885,0.9900390871264669
40,12000,1,12000,0.0,0.0,23.0,0.0,271.2820727814428,297.0044166379761,9693.92442463556,0.9939477997730425
41,12300,1,12300,0.0,0.0,23.0,0.0,271.1808526636873,297.22452065138924,9708.681128060096,0.9954608498297819
42,12600,1,12600,0.0,0.0,23.0,0.0,271.0777793147478,297.348288757542,9752.951238333708,1.0
43,12900,1,12900,0.0,0.0,23.0,0.0,270.97677378165565,297.4289277734121,9748.032337192206,0.999495649981088
44,13200,1,13200,0.0,0.0,23.0,0.0,270.88175711144214,297.47309995447745,919.8345134628197,0.09431345353675463
45,13500,1,13500,0.0,0.0,23.0,0.0,270.7966503511385,295.059014674381,78.70241826419847,0.008069600302610022
46,13800,1,13800,0.0,0.0,23.0,0.0,270.7253745477761,293.51272813747636,81.16186883495462,0.00832177531206658
47,14100,1,14100,0.0,0.0,23.0,0.0,270.67185074838613,292.65865230997713,82.39159412033278,0.008447862816794867
48,14400,1,14400,0.0,0.0,23.0,0.0,270.64,292.1736957758582,82.39159412033278,0.008447862816794867
49,14700,1,14700,0.0,0.0,23.0,0.0,270.62191008756844,291.8862985230171,81.16186883495462,0.00832177531206658
50,15000,1,15000,0.0,0.0,23.0,0.0,270.6068870779176,291.70499481534756,76.24296769344215,0.007817425293153447
51,15300,1,15300,0.0,0.0,23.0,0.0,270.59467944089124,291.5797443476377,75.01324240806419,0.007691337788425179
52,15600,1,15600,0.0,0.0,23.0,0.0,270.5850356463333,291.4861635911986,8894.6029891398,0.9119909216996601
53,15900,1,15900,0.0,0.0,23.0,0.0,270.5777041640877,293.8464757787287,9628.748984510526,0.9872651620224443
54,16200,1,16200,0.0,0.0,23.0,0.0,270.5724334639983,295.31549062263,9647.194863791197,0.9891564745933684
55,16500,1,16500,0.0,0.0,23.0,0.0,270.568972015909,296.11078370006834,9641.046237364311,0.9885260370697275
56,16800,1,16800,0.0,0.0,23.0,0.0,270.56706828966367,296.54126081781186,9625.05980865439,0.9868868995082593
57,17100,1,17100,0.0,0.0,23.0,0.0,270.56647075510625,296.7748675722971,9639.816512078927,0.9883999495649985
58,17400,1,17400,0.0,0.0,23.0,0.0,270.5669278820805,296.9119082349812,9657.032666074216,0.990165174631194
59,17700,1,17700,0.0,0.0,23.0,0.0,270.5681881404305,296.9973973662474,9689.005523494057,0.9934434497541305
60,18000,1,18000,0.0,0.0,23.0,0.0,270.57,297.058917050332,1003.4558328685298,0.1028874038582777
61,18300,1,18300,0.0,0.0,23.0,0.0,270.5730275376131,294.69394564599656,81.16186883495462,0.00832177531206658
62,18600,1,18600,0.0,0.0,23.0,0.0,270.5778463007044,293.1608750943123,84.85104469108893,0.008700037826251424
63,18900,1,18900,0.0,0.0,23.0,0.0,270.5840719650332,292.32032686696516,77.47269297882032,0.007943512797881734
64,19200,1,19200,0.0,0.0,23.0,0.0,270.59132020635917,291.84156378586744,8922.88667070349,0.9148909343084101
65,19500,1,19500,0.0,0.0,23.0,0.0,270.5992067004417,294.0028018691652,9593.086951234567,0.9836086243853247
66,19800,1,19800,0.0,0.0,23.0,0.0,270.60734712304026,295.34798791510497,9595.546401805317,0.9838607993947805
67,20100,1,20100,0.09394733061218336,0.04161634460547504,23.0,0.0842527777777778,270.6153571499144,296.0725565728407,9586.938324807665,0.982978186861682
68,20400,1,20400,0.38033183927552594,0.1614331723027375,23.0,0.3445555555555556,270.6228524568235,296.4645022021196,805.4700619226563,0.08258731559702445
69,20700,1,20700,0.8659673012302167,0.35190217391304346,23.0,0.7922250000000003,270.6294487195272,294.25274336980124,73.78351712268602,0.0075652502836968906
70,21000,1,21000,1.5576674917164444,0.6054750402576488,23.0,1.4385777777777782,270.6347616137848,292.8553856421119,73.78351712268602,0.0075652502836968906
71,21300,1,21300,2.4622461859743976,0.9146034621578099,23.0,2.294930555555556,270.63840681535595,292.08719503647114,77.47269297882032,0.007943512797881734
72,21600,1,21600,3.586517159244265,1.2717391304347825,23.0,3.3726000000000007,270.64,291.65634320442854,8755.64403189208,0.8977430336653648
73,21900,1,21900,4.937294186766235,1.6693337359098226,23.0,4.682902777777779,270.63423414074344,293.8081970835232,9593.086951234567,0.9836086243853247
74,22200,1,22200,6.5213910437805,2.0998389694041864,23.0,6.237155555555556,270.61739236799076,295.1948598739543,9617.681456942122,0.9861303744798896
75,22500,1,22500,8.345621505527243,2.55570652173913,23.0,8.046675,270.5914755935684,295.9547262740966,9647.194863791197,0.9891564745933684
76,22800,1,22800,10.416799347246656,3.0293880837359097,23.0,10.12277777777778,270.55848472930285,296.38176317754835,1094.4555039865086,0.11221787920817046
77,23100,1,23100,12.741738344178929,3.51333534621578,23.0,12.476780555555557,270.5204206870206,294.27143844641745,76.24296769344215,0.007817425293153447
78,23400,1,23400,15.327252271564248,4.0,23.0,15.12,270.479284378548,292.8617510774301,78.70241826419847,0.008069600302610022
