index,seconds_of_day,day_of_year,timestamp,thermalZone.TAir,totalHeatingPower.y,weaBus.HDirNor,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.TDryBul,u
0,0,1,0,293.15,11342.86164709215,0.0,0.0,0.0,21.0,270.84,0.9126213592233009
1,300,1,300,296.5065724765097,12309.778701009802,0.0,0.0,0.0,21.0,270.82701932870367,0.9904173496406518
2,600,1,600,298.40326493013157,12305.077321493185,0.0,0.0,0.0,21.0,270.81392129629626,0.9900390871264669
3,900,1,900,299.3081927160741,12316.047207031945,0.0,0.0,0.0,21.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,299.7718095520537,1401.011095951974,0.0,0.0,0.0,21.0,270.787437037037,0.11272222922708366
5,1500,1,1500,296.117683731738,103.43034936558198,0.0,0.0,0.0,21.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,294.00289533931056,108.13172888219935,0.0,0.0,0.0,21.0,270.760675,0.008700037826251424
7,2100,1,2100,293.02123212596507,103.43034936558198,0.0,0.0,0.0,21.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,292.5349174904632,11695.465110838451,0.0,0.0,0.0,21.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,296.4194203184378,12403.806291342149,0.0,0.0,0.0,21.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,298.42010541322867,12358.3596226815,0.0,0.0,0.0,21.0,270.7068287037037,0.9943260622872274
11,3300,1,3300,299.3205570772499,12267.466285360246,0.0,0.0,0.0,21.0,270.6933931712963,0.9870129870129882
12,3600,1,3600,299.7137254271039,12267.466285360246,0.0,0.0,0.0,21.0,270.67999999999995,0.9870129870129882
13,3900,1,3900,299.91110022959384,12259.630652832535,0.0,0.0,0.0,21.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,300.01415270851663,12250.227893799301,0.0,0.0,0.0,21.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,300.0715233281518,12204.781225138673,0.0,0.0,0.0,21.0,270.63895922330096,0.9819694868238563
16,4800,1,4800,300.09253228534027,1045.2733791945946,0.0,0.0,0.0,21.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,296.1142002016027,89.3262108157299,0.0,0.0,0.0,21.0,270.6107637540453,0.007186987769512046
18,5400,1,5400,293.9396184677956,98.72896984896461,0.0,0.0,0.0,21.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,292.90239622452634,94.02759033234724,0.0,0.0,0.0,21.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,292.365593097402,11168.910604977307,0.0,0.0,0.0,21.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,296.0209760146748,12121.723520345107,0.0,0.0,0.0,21.0,270.5532776699029,0.975286849073258
22,6600,1,6600,297.98688731168704,12123.290646850632,0.0,0.0,0.0,21.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,298.872581555554,12095.082369750928,0.0,0.0,0.0,21.0,270.5243909385113,0.9731433614928761
24,7200,1,7200,299.26910170298476,12082.545357706622,0.0,0.0,0.0,21.0,270.51,0.9721346614550503
25,7500,1,7500,299.4534066172878,12073.142598673388,0.0,0.0,0.0,21.0,270.49370276227603,0.9713781364266808
26,7800,1,7800,299.5427828693043,12051.202827595847,0.0,0.0,0.0,21.0,270.47363669953876,0.9696129113604853
27,8100,1,8100,299.5842480767178,12035.531562540447,0.0,0.0,0.0,21.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,299.6036350136406,12026.128803507214,0.0,0.0,0.0,21.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,299.61461794605157,12076.276851684459,0.0,0.0,0.0,21.0,270.3923850750452,0.9716303114361367
30,9000,1,9000,299.6425940401676,12044.934321573684,0.0,0.0,0.0,21.0,270.35880322605306,0.9691085613415718
31,9300,1,9300,299.6473801806207,12076.276851684459,0.0,0.0,0.0,21.0,270.3222323089468,0.9716303114361367
32,9600,1,9600,299.6636023005507,1274.0738490033054,0.0,0.0,0.0,21.0,270.28282827510634,0.10250914134409288
33,9900,1,9900,295.80420119096203,100.2960963545038,0.0,0.0,0.0,21.0,270.2407470759116,0.008069600302610022
34,10200,1,10200,293.60175670461234,112.83310839881672,0.0,0.0,0.0,21.0,270.19614466274237,0.009078300340436269
35,10500,1,10500,292.5506594269702,111.2659818932775,0.0,0.0,0.0,21.0,270.14917698697855,0.00895221283570798
36,10800,1,10800,292.009419017054,11454.127628985441,0.0,0.0,0.0,21.0,270.09999999999997,0.92157357205901
37,11100,1,11100,295.7551575513712,12331.718472087343,0.0,0.0,0.0,21.0,270.03340929133856,0.9921825747068471
38,11400,1,11400,297.73516505871686,12297.241688965474,0.0,0.0,0.0,21.0,269.93795695538057,0.9894086496028244
39,11700,1,11700,298.6141525221091,12305.077321493185,0.0,0.0,0.0,21.0,269.8194337007874,0.9900390871264669
40,12000,1,12000,299.0202617924751,12353.658243164882,0.0,0.0,0.0,21.0,269.68363023622044,0.9939477997730425
41,12300,1,12300,299.23034079818217,12372.463761231353,0.0,0.0,0.0,21.0,269.53633727034116,0.9954608498297819
42,12600,1,12600,299.34052927016376,12428.88031543076,0.0,0.0,0.0,21.0,269.383345511811,1.0
43,12900,1,12900,299.4188110241389,12422.611809408618,0.0,0.0,0.0,21.0,269.2304456692913,0.999495649981088
44,13200,1,13200,299.45946036990136,1172.2106261432632,0.0,0.0,0.0,21.0,269.0834284514435,0.09431345353675462
45,13500,1,13500,295.4550751831395,100.2960963545038,0.0,0.0,0.0,21.0,268.9480845669291,0.008069600302610022
46,13800,1,13800,293.2263130058043,103.43034936558198,0.0,0.0,0.0,21.0,268.83020472440944,0.00832177531206658
47,14100,1,14100,292.16221775718327,104.99747587112118,0.0,0.0,0.0,21.0,268.7355796325459,0.008447862816794867
48,14400,1,14400,291.61449935824055,104.99747587112118,0.0,0.0,0.0,21.0,268.66999999999996,0.008447862816794867
49,14700,1,14700,291.29922350510475,103.43034936558198,0.0,0.0,0.0,21.0,268.6222788100137,0.00832177531206658
50,15000,1,15000,291.0957643532688,97.16184334342542,0.0,0.0,0.0,21.0,268.5773360768175,0.007817425293153447
51,15300,1,15300,290.9381012174114,95.59471683788645,0.0,0.0,0.0,21.0,268.5351230555555,0.007691337788425178
52,15600,1,15600,290.8063835271948,11335.026014564462,0.0,0.0,0.0,21.0,268.49559100137174,0.9119909216996601
53,15900,1,15900,294.71466130343674,12270.600538371316,0.0,0.0,0.0,21.0,268.45869116941014,0.9872651620224441
54,16200,1,16200,296.8025138780739,12294.107435954404,0.0,0.0,0.0,21.0,268.42437481481477,0.9891564745933684
