index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,15431.503897434342,293.15,0.0,0.0,21.0,0.0,270.84,0.9126213592233009
1,300,1,300,16746.95539021096,296.2490076350058,0.0,0.0,21.0,0.0,270.82701932870367,0.9904173496406518
2,600,1,600,16740.559353779307,298.1734643433173,0.0,0.0,21.0,0.0,270.81392129629626,0.990039087126467
3,900,1,900,16755.483438786476,299.1848018634361,0.0,0.0,21.0,0.0,270.80072187499997,0.9909216996595638
4,1200,1,1200,1906.0188566325382,299.73982377629954,0.0,0.0,21.0,0.0,270.787437037037,0.11272222922708366
5,1500,1,1500,140.7128014963619,296.3446297174853,0.0,0.0,21.0,0.0,270.7740827546296,0.00832177531206658
6,1800,1,1800,147.1088379280147,294.184062157882,0.0,0.0,21.0,0.0,270.760675,0.008700037826251424
7,2100,1,2100,140.7128014963619,293.0705838692227,0.0,0.0,21.0,0.0,270.74722974537036,0.00832177531206658
8,2400,1,2400,15911.206629808305,292.4708580272147,0.0,0.0,21.0,0.0,270.73376296296294,0.9409910477871642
9,2700,1,2700,16874.876118844015,296.0733901403257,0.0,0.0,21.0,0.0,270.72029062499996,0.9979825999243487
10,3000,1,3000,16813.04776667135,298.13000429470145,0.0,0.0,21.0,0.0,270.7068287037037,0.9943260622872272
11,3300,1,3300,16689.39106232608,299.16345013145377,0.0,0.0,21.0,0.0,270.6933931712963,0.9870129870129881
12,3600,1,3600,16689.39106232608,299.6700950596608,0.0,0.0,21.0,0.0,270.67999999999995,0.9870129870129881
13,3900,1,3900,16678.73100160664,299.9437869078629,0.0,0.0,21.0,0.0,270.6665203883495,0.9863825494893456
14,4200,1,4200,16665.938928743337,300.0904645991728,0.0,0.0,21.0,0.0,270.6528317152103,0.9856260244609759
15,4500,1,4500,16604.110576570703,300.1735297562376,0.0,0.0,21.0,0.0,270.63895922330096,0.9819694868238564
16,4800,1,4800,1422.0520999708099,300.2099882394296,0.0,0.0,21.0,0.0,270.6249281553398,0.08410036565376383
17,5100,1,5100,121.52469220140345,296.4398224125597,0.0,0.0,21.0,0.0,270.6107637540453,0.007186987769512046
18,5400,1,5400,134.31676506470907,294.1775663045898,0.0,0.0,21.0,0.0,270.5964912621359,0.007943512797881734
19,5700,1,5700,127.92072863305626,292.98933142001806,0.0,0.0,21.0,0.0,270.58213592233005,0.00756525028369689
20,6000,1,6000,15194.850549463188,292.33186751296586,0.0,0.0,21.0,0.0,270.56772297734625,0.8986256461984616
21,6300,1,6300,16491.113932944845,295.71135479467847,0.0,0.0,21.0,0.0,270.5532776699029,0.975286849073258
22,6600,1,6600,16493.24594508871,297.721986776081,0.0,0.0,21.0,0.0,270.5388252427184,0.9754129365779851
23,6900,1,6900,16454.869726498793,298.73502065863397,0.0,0.0,21.0,0.0,270.5243909385113,0.9731433614928761
24,7200,1,7200,16437.81362934773,299.2423836838724,0.0,0.0,21.0,0.0,270.51,0.9721346614550503
25,7500,1,7500,16425.021556484422,299.50084389387956,0.0,0.0,21.0,0.0,270.49370276227603,0.9713781364266806
26,7800,1,7800,16395.173386470055,299.6356061179326,0.0,0.0,21.0,0.0,270.47363669953876,0.9696129113604854
27,8100,1,8100,16373.8532650312,299.7039721555585,0.0,0.0,21.0,0.0,270.44995776316796,0.9683520363132019
28,8400,1,8400,16361.061192167896,299.73864295198666,0.0,0.0,21.0,0.0,270.42282190454347,0.9675955112848322
29,8700,1,8700,16429.285580772183,299.75778921727755,0.0,0.0,21.0,0.0,270.3923850750452,0.9716303114361367
30,9000,1,9000,16386.645337894508,299.78926135458374,0.0,0.0,21.0,0.0,270.35880322605306,0.9691085613415718
31,9300,1,9300,16429.285580772183,299.79690503886775,0.0,0.0,21.0,0.0,270.3222323089468,0.9716303114361367
32,9600,1,9600,1733.3258729779122,299.8139049453092,0.0,0.0,21.0,0.0,270.28282827510634,0.10250914134409286
33,9900,1,9900,136.44877720859344,296.14906696834805,0.0,0.0,21.0,0.0,270.2407470759116,0.008069600302610022
34,10200,1,10200,153.50487435966753,293.86289820161926,0.0,0.0,21.0,0.0,270.19614466274237,0.009078300340436269
35,10500,1,10500,151.37286221578313,292.66107090755344,0.0,0.0,21.0,0.0,270.14917698697855,0.00895221283570798
36,10800,1,10800,15582.876759650146,291.9967105759638,0.0,0.0,21.0,0.0,270.09999999999997,0.92157357205901
37,11100,1,11100,16776.80356022533,295.46152072378356,0.0,0.0,21.0,0.0,270.03340929133856,0.9921825747068472
38,11400,1,11400,16729.899293059865,297.4891043294173,0.0,0.0,21.0,0.0,269.93795695538057,0.9894086496028244
39,11700,1,11700,16740.559353779307,298.49618213393694,0.0,0.0,21.0,0.0,269.8194337007874,0.990039087126467
40,12000,1,12000,16806.651730239697,299.01150626170784,0.0,0.0,21.0,0.0,269.68363023622044,0.9939477997730425
41,12300,1,12300,16832.23587596631,299.29437220174975,0.0,0.0,21.0,0.0,269.53633727034116,0.995460849829782
42,12600,1,12600,16908.988313146143,299.4490976932038,0.0,0.0,21.0,0.0,269.383345511811,1.0
43,12900,1,12900,16900.460264570625,299.5521864391024,0.0,0.0,21.0,0.0,269.2304456692913,0.9994956499810881
44,13200,1,13200,1594.7450836254359,299.60739289124626,0.0,0.0,21.0,0.0,269.0834284514435,0.09431345353675463
45,13500,1,13500,136.44877720859344,295.8125041545479,0.0,0.0,21.0,0.0,268.9480845669291,0.008069600302610022
46,13800,1,13800,140.7128014963619,293.4963097768175,0.0,0.0,21.0,0.0,268.83020472440944,0.00832177531206658
47,14100,1,14100,142.84481364024626,292.2779515814089,0.0,0.0,21.0,0.0,268.7355796325459,0.008447862816794867
48,14400,1,14400,142.84481364024626,291.6075541708367,0.0,0.0,21.0,0.0,268.66999999999996,0.008447862816794867
49,14700,1,14700,140.7128014963619,291.21033312204554,0.0,0.0,21.0,0.0,268.6222788100137,0.00832177531206658
50,15000,1,15000,132.1847529208247,290.9548860797204,0.0,0.0,21.0,0.0,268.5773360768175,0.007817425293153447
51,15300,1,15300,130.05274077694062,290.76940568142805,0.0,0.0,21.0,0.0,268.5351230555555,0.007691337788425177
