centre,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
0,4.745,1.386,1.147,1.808,0.887,1.411,0.774,0.746,1.543,0.794,0.712,1.492,0.842,0.962,0.35,0.323,0.495,0.284,0.361,0.392,0.454,0.28,0.505,0.355,0.483,0.304,0.281,0.315,0.342,0.399,0.421,0.497,0.533,0.452,0.398,0.286,0.64,0.533,0.346,1.557,0.443,0.547,0.459,0.579,0.382,0.36,0.38,0.41,0.273
