Ward name,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
Islington - Highbury West,4586.769481574925,7277.800855395701,17755.473361576092,19318.120628003486,17062.572632812673,10058.503346242032,5234.303072538604,17202.16277394326,19342.17945239138,26382.83863001437,21456.41233292977,20757.600242563178,12075.144517984436,21984.93288483848,12112.195899214801,13492.053881451739,19564.251675161508,14297.652264822835,6592.333966040374,23586.550069116794,3306.30251917965,19787.92024820142,11449.470636908098,15143.794099601102,13285.53338811503,1949.1126012620155,10793.587163385273,10872.785797368479,13596.242063905676,1813.0709468966666,4199.946048338555,8800.57011164835,8943.37465681069,9928.47178933292,13687.520807051154,12888.16061752054,13458.661262060908,16912.271699743404,10876.14603584776,6547.498059321351,17311.15955783242,8652.847214147372,7143.529117081445,7154.300234579963,10681.770902030326,12908.125605267898,15146.673357592781,11836.996660062927,7354.321298838646
Islington - Hillrise,6376.123653127545,8578.694810901177,20782.9971719727,21867.215773514046,15898.38151125419,10163.205702573898,2909.8960319973794,15064.412705742765,20928.65241900724,24694.191262859906,21193.448203311684,21557.22634178621,13977.984117560101,23920.59716576561,14394.886497650514,10673.005573959212,22468.715709251886,12702.008946034879,6039.849332917688,26657.409544736827,3891.6941412312226,18756.187784550206,9409.965791671697,18195.816008070196,16152.71121921753,4639.940848810238,11819.11059174489,11323.613400102286,13632.054689082484,4381.02367530332,7258.392341151058,9467.044187357078,10284.9182243705,12342.675408174777,16042.445329772783,15909.948326255633,16493.306133932634,18353.44017871281,13342.128205506497,8717.199002611726,17488.393519103156,11543.931209654933,10184.073161283972,7665.6173460060745,12320.007362472876,13968.054834555754,17092.940021234514,13396.940404208286,7761.246072087494
Islington - Holloway,4827.69620006877,7273.046599373992,19007.635471717113,20145.451118653407,16027.943038804495,9486.574158062629,4411.795251201797,15870.271696187148,20431.97052195436,25191.008203256297,20786.22862939024,20572.623663297814,13258.131293050072,22417.190516480674,13421.551530187606,12048.507075626978,21007.821383077804,13109.320602781705,5679.300240314523,24928.4171692346,2739.1347648037813,18809.219121668655,10864.194190996872,16552.840106874257,14727.375036906602,3308.8284579881984,10678.523105034568,10470.20035924236,13023.831777432353,2595.360195973761,5520.388217248768,8479.744520613298,8982.875048479465,10645.581832729164,14372.5346095693,14133.717379827845,14722.755108321471,17051.320333370597,12236.113012408496,7791.25609265414,16820.5368953675,9753.10716091275,8566.949481739175,7722.118473736995,10905.706617383747,12825.80029685771,15572.690699114233,12022.355732305552,6881.157566959624
Islington - Junction,5155.192642700935,7185.163737020599,20158.556739357322,20770.90431670398,14722.029451987868,8708.05338288878,4349.362452079016,14339.761364682907,21849.82230112802,23743.566989830222,19807.875174211775,20088.51437967392,14738.772347947019,22586.708400974087,14956.258197950356,10554.63111733949,22510.44634255075,11679.987170490585,4629.362603737929,26200.324908943418,2522.1226201193567,17545.542879422417,10823.48242852806,17949.618417877497,16246.226727549192,4859.495801010676,10369.587610916396,9855.364572022478,12192.221790218471,3672.8480307907416,6842.534528222574,8001.976476362874,8881.508597632404,11230.26565638335,14875.08267287371,15291.785865064616,15902.747567341365,16934.169219186602,13784.146492586735,9309.682765878508,16041.827729906974,10769.582353291233,10006.944475183964,8853.824488437689,10956.557033076158,12516.112211671176,15779.27968462767,12012.05041890863,6292.586622376574
Islington - Mildmay,5300.608138787225,8066.022545035272,17149.16926091108,19258.940603021125,18297.90546394441,11132.017660306003,5653.700016277211,18463.08528176464,18111.140639850462,27648.211752978616,22543.79173497483,21562.790233346255,10820.08119444554,22305.704319836284,10843.831240208212,14621.657968121412,18459.606083505718,15564.043315192166,7815.0301024280625,22808.045011921236,4481.7397796289715,21004.809431024118,11488.514002423144,14222.765742011188,12154.273126391518,684.0316106169824,11603.370557598471,11854.349425332388,14652.694531512458,2445.15923952531,3649.9962193134093,9755.82884212658,9671.567470062035,10062.907289875975,13811.765646430278,12315.22125266682,12851.007335283191,17497.941840730575,9620.0049796546,5283.660004092015,18312.72962089975,8348.814735793736,6211.427925848664,6292.2659108101425,11249.606129866474,13678.528368810636,15505.026384523746,12422.206134310276,8405.624418095478
Islington - St. George's,4000.5204732107986,6299.641300668881,18814.01270927771,19528.36995156763,15089.601539118616,8422.765382830727,5230.328644010861,15202.26177702978,21326.50661194903,24361.091783692307,19735.608154298927,19529.28162245759,14088.70851305956,21563.15801809236,14133.24644727242,11780.584534142292,21339.25995842028,12275.030568003056,4671.825728860883,24870.656967711067,1686.5343133904116,17844.675238700962,11730.658174361279,16673.63321981748,15113.71042734847,3971.316664793715,9658.901224898424,9408.311403157768,11961.221614404465,2338.9294347201057,5550.31951491912,7428.1493338899445,8012.110681369938,9992.799230412498,13676.607861007085,13948.145644093367,14560.72284165852,16089.214199315167,12878.275678654121,8570.071776368288,15755.523876372912,9427.037911117763,8777.704372344002,8768.446855936989,9991.1900494774,11809.139646074509,14728.974846837982,11088.357384486084,5817.90246230603
Islington - St. Mary's,4165.328225938909,6887.22698957272,17319.225343575374,18822.411758172726,16970.347052704732,9805.688827153139,5722.736359088168,17288.643940547034,19446.30420444422,26365.956057059113,21215.36091713428,20381.810919677333,12136.33037079952,21506.874524922543,12081.991277640493,13751.614342639949,19314.244559617782,14289.37073171024,6483.768611990971,23190.99912577515,3139.4339768726672,19667.103563340755,11944.586059031722,14802.818540124003,13059.872999003408,1967.6948786315327,10414.8202836238,10566.567884008864,13333.652543824948,1342.690365526953,3785.769284683366,8479.554571220147,8536.69551579245,9434.14642113265,13193.58593946819,12448.510578971736,13025.715598355635,16475.332893946175,10799.911545423776,6588.731381304084,17017.899778149964,8176.321504812499,6825.119701003738,7489.711063993494,10237.58883746555,12517.85906390094,14671.402520516845,11397.35989832422,7085.195257341191
Islington - St. Peter's,3261.559272121312,6034.1842916769865,16279.447754215595,17637.547581324725,16830.07506877863,9302.64022487211,6896.987559083767,17572.38987889206,19721.370433017008,26386.20853423557,20697.030086216997,19521.7437194416,12339.897013511722,20375.066739001286,12069.405991632044,14440.17895695455,18736.345281863956,14361.937363366755,6397.808323567638,22248.082325470925,3068.8081142179485,19449.29769001548,13126.188337042544,14008.24167491464,12562.553188896163,2439.1604152915797,9570.098248068003,9917.110659082198,12783.191932767244,521.9251139354935,2885.2274892307396,7806.827530080411,7623.445658044098,8256.630983568173,12016.972974319793,11405.451528353404,11999.160515875637,15457.882725033653,10686.208350617917,6811.68251759951,16376.43724650243,7041.558597792778,6140.613308666097,8341.083710678391,9209.757007196127,11633.868047830409,13549.506185365304,10379.81204923045,6571.711298604723
Islington - Tollington,4875.911356798096,7336.820009886252,18989.620610066402,20166.19752561492,16118.798663643058,9571.689282777103,4377.950213945377,15952.12428997138,20342.334583632517,25279.185881818325,20874.43794527392,20647.348662560824,13170.893794313393,22463.56519012117,13339.878194065805,12107.999846567225,20948.97863342214,13197.918192357718,5769.7726986865755,24898.516211727518,2817.9658771179256,18900.257185547278,10820.02519137635,16509.890094034192,14665.48998641653,3234.524353746645,10748.86481012339,10550.7849348867,13109.52665816983,2600.3241798029917,5490.385909102412,8556.957213840933,9045.82655265072,10671.789732125626,14402.163840140778,14115.947157671135,14702.854305748811,17112.10051937676,12158.396572249292,7706.926784405997,16904.55896382046,9749.128391015089,8519.673169709926,7633.118089056014,10960.767366609656,12895.441603716345,15618.403614036428,12079.748912860574,6962.58445714639
Kensington and Chelsea - Abingdon,4730.186143630602,2208.824056690889,17762.013016137622,15167.37958493446,10484.405313457584,2103.653709460238,12496.637885142958,13623.277320474961,27357.991863218762,20385.88185997347,12925.61176326898,11969.529459192521,19946.368271296575,15198.213730883353,19305.457067855732,13852.471312808908,23696.922528714862,9504.316577261743,4348.567221942648,24359.409622155043,5875.828859498599,12605.318467404704,18915.565331708323,18014.13028084124,18294.507784313046,10322.240412785764,2338.0054504210907,2048.30317782211,5042.555561187678,7425.826385533847,9091.928185229328,185.62095781259754,2089.3768562272,6927.447799554997,9275.50153416793,13575.044072873214,14253.9498449701,9027.808890349928,17752.953565872052,14549.754294191813,8490.579286794373,9197.994664681479,11986.704748782111,16061.926154912322,4064.747625508348,4416.108266417087,8810.323924499626,4671.783344033438,1925.4301851781254
Kensington and Chelsea - Brompton,3555.3751530856102,789.3842707663591,16360.046748945968,14278.093922770102,12030.692547949315,3639.678417742698,12102.28450917445,14967.842332994149,26017.973834663255,21933.12946690356,14300.92337614359,12739.300170178249,18614.834406859056,14971.265902868556,17892.62799481411,14686.987343706109,22143.760651202403,10909.699146391786,4767.680149204908,22942.23758284274,5311.562855664887,14155.446419636319,18594.477858631093,16469.99966041077,16756.59207326264,9246.605406782908,2772.3039053021857,3458.8087861485546,6492.469565640425,6392.477898016355,7699.284700057359,1611.0994190091071,1160.7411810443198,5565.599083267611,8285.742723155112,12082.719061027487,12763.262842618138,9162.453042411096,16321.290884166612,13293.882968874668,9740.275918051411,7654.831560977485,10491.077824151269,15118.335522012532,3381.1815674363766,4891.31472447792,8312.955152699917,4305.349988393648,2329.557834753442
Kensington and Chelsea - Campden,4413.949519199814,2007.3470143592892,17780.873501710343,15366.00629477783,10598.927809409151,2209.017939150641,12112.233866813101,13565.489687800895,27056.16211766617,20501.017058869136,13229.474559728169,12353.888147652382,19643.76901368488,15520.88226216809,19030.873196174027,13618.885705384182,23561.93592138707,9479.043802746259,4013.09902392429,24370.475020550595,5492.929599468036,12780.698193319946,18533.99005871906,17910.49206348029,18104.702803744804,9973.626690440426,2695.194246153301,2374.1980145805373,5327.665525100223,7075.779548409962,8817.375472772173,262.32286242430524,2195.567261837269,6960.052788140061,9441.131200725757,13533.268424621572,14213.591786492054,9385.855692241019,17486.966015893242,14230.118567851474,8831.790099902511,9098.122013164138,11759.344707036724,15694.576760460699,4277.740720371851,4791.240923395948,9083.353431552445,4950.133280284063,1557.6232313969092
Kensington and Chelsea - Colville,4866.826024170292,3324.3957112869466,19393.264937790806,17200.03245322378,9567.639166039136,1867.1875772154378,11091.469318079562,11935.43045725281,27289.950215961264,19404.167255754815,13224.251382059414,13344.274244071172,19897.512011192295,17213.928081225185,19484.86782547787,11787.812643103278,24700.557575060415,7956.910753031408,2494.379974528755,25957.13107537501,4952.766712932926,12003.330113376282,17373.51732004898,19179.732924711385,19027.580667356793,9899.478565537249,4313.6933818386915,3090.7017435752523,5401.390810619928,7060.61636361326,9376.333386345683,1889.4475792246199,4006.859985547311,8636.59680989877,11265.06348899313,15008.73143122398,15690.292049001939,10932.88099743976,18004.119267660943,14382.592206045532,9211.854809607905,10432.855600475337,12542.771220295133,15307.112032298013,6111.309736335852,6242.879222636241,10880.856423509305,6742.0806222965075,1116.4241322487674
Kensington and Chelsea - Courtfield,4586.465702388247,1853.4363061427584,16968.246167072404,14357.243915929532,11174.942302307627,2854.9080993175944,12837.851449499869,14442.303689831391,27090.271331001073,21067.023458310152,13231.420952885512,11792.927492560208,19686.707402120897,14553.286307615976,18961.635616473817,14636.812856936387,23063.085678991727,10311.758999622369,4984.714897949268,23569.491713731713,6105.195013297597,13206.173580011058,19300.02047741555,17339.277158416902,17756.816737407753,10265.163284505497,1882.7688384729931,2418.1199466001594,5447.47788485787,7391.507152025191,8771.379575471836,987.6008989890607,1272.3887927235469,6131.697028555339,8451.369848179824,12832.288294414888,13509.30306268106,8510.58763574605,17387.408663814556,14357.417650350388,8669.871704824274,8529.708465044056,11536.594830336559,16099.669301571903,3261.5797496368396,4033.858603790155,8071.447268678683,3944.3078527510393,2486.779168690069
Kensington and Chelsea - Cremorne,5005.385588642095,2344.7897785339574,15677.00783665978,12855.22739240615,12288.866428239417,4190.508611950553,13818.635831827172,15854.98710692236,26981.21478709878,22130.380683811738,13599.742017998427,11300.890154629204,19616.94900840466,13241.306629794299,18730.392183123746,16131.215873600253,22192.579617465504,11692.325494773399,6382.447341446504,22284.205699568804,7019.803183045357,14130.365682285694,20317.034678877102,16383.663467545528,17123.23961903918,10644.934733505052,1584.7226303817727,3315.3281274792544,6144.706053305772,7869.167599782381,8690.32595778196,2486.1844029903696,635.3336766938927,4881.894243226687,6958.813440862338,11710.965758361814,12379.625088611732,7447.884948632254,17120.471310429093,14447.576532149782,8873.952648636125,7654.611391201569,11140.7561349275,16585.27099546145,1765.4627821354998,3412.316434109883,6640.381394396986,2572.8133829749167,3880.7391428361725
Kensington and Chelsea - Earl's Court,5110.5274638635065,2384.400026335487,17254.167029594762,14386.89120137735,10792.155231014733,2579.644481085291,13244.924356226647,14240.815398503208,27620.371979734202,20670.563505798502,12706.71275466046,11314.072431850745,20217.221996762135,14334.966317756895,19486.697105764255,14680.093382010402,23502.46393173651,10079.943069687966,5207.090582564633,23860.01341178305,6549.523006362185,12764.239013229388,19689.042087476348,17754.92812278946,18240.414471499753,10783.090349436054,1500.3393500595246,1931.7988193057654,4946.581221098221,7904.377708092655,9299.981101260446,1049.050651821321,1586.7977251122404,6428.841969494934,8543.913928833186,13192.50213323609,13866.907012820117,8188.001634880363,17910.152028074805,14887.746477417968,8138.916342631082,8957.21553119363,12046.688645395156,16603.260523936333,3292.4908351543586,3624.2001924223146,7963.724744794664,3825.6126069720035,2754.913874127373
Kensington and Chelsea - Golborne,5169.930062109305,3957.716723150218,20037.713898071383,17956.618319051497,9282.959030742893,2270.3176948328446,10665.065715854336,11319.293525112174,27347.44395783818,19047.85888762358,13371.51657950466,13863.663006397916,19976.638762716233,17948.838382312842,19647.804164801353,11025.891634767218,25138.478579903895,7419.335672499814,1960.3902669988993,26586.565262528085,4839.922840423373,11823.057876387636,16866.472816396592,19679.186407813453,19384.51922245988,9892.634562582907,5050.985701321108,3674.714039982977,5681.178489207483,7118.556952645453,9632.542910488837,2651.384149537467,4754.058312122915,9321.89072483055,12013.312808725152,15600.082981032348,16281.04677258889,11632.78423930563,18197.014617853678,14438.771476901953,9539.282398116833,10981.064537827104,12864.841410023773,15133.431269915918,6871.98325087534,6933.491659378422,11640.650202290723,7501.92693998208,1608.833942188621
Kensington and Chelsea - Hans Town,4392.452685899812,1720.7273231957656,15723.19993059244,13228.05162028284,12353.932061059664,4094.0926597383323,13200.006077183105,15691.281987385366,26489.980498850346,22229.681821689992,13989.133709183274,11891.352473108689,19112.713500625483,13814.048375285429,18269.176305766185,15730.813244663472,21976.88562066997,11562.502135644081,5887.949499150767,22326.163928344722,6400.4888957465355,14298.477384620253,19700.015771472365,16208.898708796223,16799.368725845572,10047.620870940353,2042.7995662910778,3445.7985222846705,6392.811259618066,7257.552122695831,8175.516853571569,2211.469218736014,25.827443407424326,4888.028937832372,7274.058481033996,11630.66377980941,12305.263394340653,8069.797983493308,16668.625029775398,13903.05986746457,9304.93341348446,7426.33594967429,10722.472099383382,15979.216982367087,2233.2407669712065,3999.254678909428,7159.852649591105,3151.6688690598917,3406.4603824044084
Kensington and Chelsea - Holland,5608.171550583264,3245.9101533723297,18773.484297846524,15901.900501085409,9412.078175779503,1046.9536482460026,12794.809747771662,12679.292648085759,28254.183853295974,19313.275958690694,12047.490530212279,11608.027539856543,20842.03950091248,15522.892057421863,20258.9925569259,13279.008293381185,24768.199818726145,8525.242252507185,4287.39112256937,25375.908656584714,6390.335741261544,11545.251102667824,19128.299396962248,19086.479113214424,19344.44152913837,11076.874984242573,2671.0911912409265,1357.2032414972732,4130.658883305755,8181.956851614105,10048.22456964099,1026.7595306874484,3073.11246287626,7937.613991903815,10095.627432597668,14630.146192791046,15308.162609654064,9171.179279466327,18721.12857716044,15402.561274669803,7752.612723981215,10270.360751058235,13005.426511233083,16703.9663692129,4834.879953755969,4470.68379491985,9360.807797576139,5254.388208455647,2240.9508698463833
Kensington and Chelsea - Norland,5352.921392559631,3244.6534741910923,19066.208398874314,16430.398043311965,9343.835835829177,1028.6495047452602,12190.19954491228,12301.767696059378,27961.31487714985,19241.139300006005,12398.726511278785,12224.574097905284,20553.2461826513,16174.004195920816,20035.540686474047,12672.394480518247,24814.345514030476,8193.692452596253,3630.9788210755332,25659.234687242933,5886.821509886946,11600.392676770422,18498.155575378656,19187.593494860015,19293.39556240757,10686.532156292284,3295.6013028706116,1962.5705434025297,4496.363240079099,7804.74659890997,9846.609398150387,1188.6632348964124,3412.513560312315,8237.006299306784,10573.177336352335,14830.245729592094,15510.615737338567,9837.416747515492,18518.199461327215,15079.691419566494,8224.691752966733,10380.37192448507,12890.384281234741,16233.057165756696,5333.364069883295,5137.976222252783,9958.09573223367,5833.120123016327,1753.7871810162765
Kensington and Chelsea - Notting Barns,5995.200247895142,4669.35770814759,20740.41590095718,18418.333322558916,8462.922365500799,2084.38689596254,11120.263154468954,10588.805916914771,28120.069341494684,18222.485290364424,12738.525429328789,13605.485446205623,20758.91721097009,18123.726798480162,20454.161090622376,10663.47309496159,25952.418325188766,6633.195916739984,2448.150438052699,27303.945181811774,5569.438456010585,11024.469669089589,17208.81652256338,20474.91856673528,20208.978894709708,10650.150123336942,5290.727480660499,3624.1277955946293,5203.741019855582,7905.249515079886,10455.917499996209,3086.1842717819786,5287.0982243281915,9976.67589393836,12524.273123385276,16347.651007869912,17029.09861514988,11711.360268132574,19009.958435784843,15215.662702638972,9073.278639910655,11753.739432003069,13690.273475105423,15793.751966060081,7315.039025483568,7016.006425942196,11968.007140236481,7844.032506214226,2380.1691886211916
Kensington and Chelsea - Pembridge,4444.658147630765,2571.3768923692587,18601.555447298007,16377.546159315418,10117.13656779307,1949.4134211376472,11405.35288367948,12722.18723702118,27030.8712056977,19994.01654395684,13335.906679627391,12997.198336191941,19624.18519976187,16508.3134295421,19125.59377956434,12597.465575156148,24071.42899117336,8701.634512333336,3054.690220702986,25174.100502723843,4985.407723740106,12450.954546502237,17768.766803263712,18500.131348008752,18477.441228041345,9749.953913565058,3630.046808785072,2767.4045544423284,5431.101464803132,6867.476445690429,8951.716067876303,1125.6404965886502,3176.730812247299,7823.847699285454,10435.764077831516,14256.746439415283,14938.32628490302,10305.660059819373,17616.725165431566,14145.361272786693,9135.404337558599,9721.582932012278,12038.229955124256,15316.712813169237,5298.861982596499,5651.859619674159,10105.055430079303,5969.391108474674,833.8815357433477
Kensington and Chelsea - Queen's Gate,3761.8205184623403,1057.610523715214,16705.74843723149,14520.725197303078,11669.36220585382,3277.8762481388007,12120.676424940308,14626.737859492025,26294.972089450446,21571.874871637723,14007.071234294868,12598.278058036361,18888.29541271558,15066.571418292047,18191.542885658047,14436.78642766412,22502.731648995716,10559.110151543087,4574.962663404801,23290.87974246816,5352.464358508582,13802.368397998942,18601.013198087116,16831.871286552305,17102.13664854002,9439.951660387964,2649.2804552673138,3142.920810914496,6173.6066282572565,6567.936448769467,7988.249460707303,1249.4177119397104,1322.520307194552,5900.036419943953,8544.253766147589,12441.489429733741,13121.874792436089,9165.087214051515,16626.21361039859,13543.004866538577,9477.524021860076,8016.863663745521,10817.98581810402,15280.450891368886,3543.3062757981365,4794.1576948476495,8459.828635761874,4400.239049215462,2094.520637211211
Kensington and Chelsea - Redcliffe,4884.776386585725,2111.009042566489,16550.97012214859,13763.625698535017,11476.459219859462,3281.2544147511935,13360.37454076148,14934.417154948935,27227.815771948382,21346.0037670716,13172.341808562795,11398.001194352915,19836.322423135523,13938.864062875831,19044.90295705757,15248.189722642965,22866.380469597825,10779.095570326459,5605.006889317973,23157.000654744967,6595.060309259546,13408.102469896752,19836.587093730956,17098.924850938205,17666.440984713026,10576.793710801076,1430.9908775147246,2555.447133589198,5515.608924908997,7730.889456393336,8899.191726082201,1578.1374299358185,916.0743097629532,5727.887225721765,7883.933971610095,12505.916140615982,13179.13970624178,7941.946022145763,17454.58242089959,14565.334053639372,8530.477859816403,8316.032106719027,11541.810995546868,16458.420565796143,2660.755934857653,3559.463241971641,7447.829932609358,3320.5244863913827,3103.5155840937746
Kensington and Chelsea - Royal Hospital,3576.20041409014,1438.0932025709935,14887.704987433724,12983.751284622718,13381.032917022743,5025.188693305005,12663.991264106093,16442.856088530832,25349.469065873112,23275.192693075456,15163.682872769958,12886.561323527423,17982.880420796733,14158.276402870591,17109.99166642846,16040.857400427718,20864.87259711137,12375.90881792289,6038.917908479041,21473.496229568736,5906.914366394965,15401.483650878568,19167.200658163776,15130.800313479427,15635.033668823246,9104.854750005106,3189.8765387093936,4564.529705591231,7546.895322021605,6400.086792741762,7056.4629946800305,3019.702293732164,1150.156889995357,4091.205845227285,6964.807923314985,10651.445221672931,11330.505114618929,8755.02402595103,15505.20895735789,12822.812263926136,10471.701194194706,6323.642157433385,9549.219873711054,15068.248692766774,2557.397356763866,5019.097055950107,7364.369358003277,3686.2884042611345,3720.811964913756
Kensington and Chelsea - St. Charles,5713.4756910167935,4337.466100251669,20407.397332564473,18110.725808109244,8722.80928694037,1937.2026139527072,11109.460826158087,10921.243195521387,27920.178228473585,18506.792899151773,12836.286655123464,13517.679202998814,20549.945522579714,17885.3703839941,20218.496434213197,10943.156953393021,25646.353475796208,6957.2603306613855,2401.4853406609022,26971.37840597655,5402.264504700934,11251.217906998356,17251.339007037543,20157.32587887931,19920.517355620457,10462.894147573468,5025.907765281261,3441.2119642571197,5209.55379141926,7691.902134600373,10189.890552302726,2773.1002785418964,4964.109053400735,9644.184588514028,12207.357318553877,16017.88604152674,16699.374659299334,11499.971585737228,18764.963804366405,15011.763871816513,9077.66343806273,11428.939562576916,13409.138516060422,15674.778743203662,7007.785551220783,6799.191667769803,11687.669664648594,7557.963893424454,2061.1934110864786
Kensington and Chelsea - Stanley,4955.508770334288,3188.838749379662,19211.005047328083,16879.06162496679,9536.097386628991,1567.842763194397,11459.852514100146,12113.28061338326,27470.73923599173,19402.1430565769,12972.433694356961,12961.975031537333,20070.739305048097,16822.424500390603,19616.724069345957,12133.663818866718,24671.512379421532,8084.693474681756,2893.7379032417475,25786.283349695594,5234.770866081682,11910.06139717948,17758.786060650185,19111.462689031618,19051.84828008588,10121.982056063824,3922.724128583035,2701.8726870733185,5110.658356123294,7261.768990164519,9470.496405118936,1542.818004495113,3717.743103102925,8422.375226338756,10964.21324781119,14874.054702369216,15555.625375816568,10531.115350317581,18121.333267097103,14570.56367152106,8892.431825855434,10337.10294765253,12593.652920903996,15591.849229705487,5779.97453793352,5839.794402082281,10516.008942531134,6377.984784311982,1208.2081612449883
Kingston upon Thames - Alexandra,15121.063980955727,12364.5101938248,20805.401832481504,13841.682101962197,12517.770425221212,10614.385523786123,23347.81398967692,18500.2353556403,36710.27052300896,19758.041736805542,7696.595797274487,1175.1433935960602,29462.549214021805,8963.566764100762,28333.391741199724,22073.746728465936,29685.870896058947,14806.954513906268,14803.697901615404,26824.138288055252,16749.073807335193,12132.822534239847,29693.92105506239,23781.025282802693,25777.915430249,20789.789219187245,8837.628769667866,9234.019069615842,7871.108901068394,17983.12417132455,18679.357848943248,11028.649837156492,10758.833436880775,12774.138993315855,11299.958313213403,18688.275857054912,19212.813609180103,4549.629260364138,26686.408790393954,24498.000571799897,4983.34006337566,16297.75067360921,20641.5695277508,26712.73842835087,9575.732461347017,6744.155605207598,8200.210182035042,8452.524165217557,12732.572108734865
Kingston upon Thames - Berrylands,16967.74851817053,14269.065273951646,20658.75843519993,13060.51958652122,15029.178967968248,12964.753722761709,25505.055756872574,21053.561528395527,37900.568330359114,21815.862008149976,9611.088273825802,2275.045102006501,30773.809941860156,7266.589209958229,29500.62292232384,24632.64399793393,29998.566705164216,17385.476622327922,17092.37861193025,26344.8517126702,18806.045509172745,14461.870418272047,31914.46193830931,24177.733705492763,26555.351475572323,22557.82510732563,10821.52921855029,11517.16190158629,10400.956070031014,19828.509350265802,20197.497690119086,13167.025612121863,12594.960040066431,13829.607532221056,11696.195342626668,19129.346813183078,19591.498506575488,5127.575679057942,27849.062639008862,26018.45677951746,7532.752580499832,17325.61496086577,21855.017894917637,28522.99890094031,11095.276251704272,8671.523009143046,8556.282153201717,9921.481618584618,14906.32777164453
Kingston upon Thames - Beverley,13944.758007983255,11286.372824860504,18261.02748971238,11281.04521646427,14007.423576765645,10434.105394351433,22643.85855565441,19721.98290729663,34826.36930263805,21931.439434156047,10084.899760838473,3521.810174702996,27678.750382601876,6899.035015520572,26427.726502672052,22596.04004473522,27282.696153889483,15786.217750470043,14415.050973600712,24244.548406731592,15890.30475217717,14050.530402905544,29098.008357251947,21405.38283270504,23598.682761203312,19495.23270922654,7925.621699758339,8912.395316730765,8415.27439021173,16796.504004252252,17095.36396813004,10362.977127474116,9591.216477557466,10761.83974563552,8888.13292542792,16322.869345044406,16821.846420754988,2124.8461983927145,24776.19325243717,22914.99580917717,6566.710541546192,14272.362945110743,18769.075136838663,25466.234073262724,8005.395344269997,5785.1567047985845,5746.684164808206,6828.721692430975,12116.575884001011
Kingston upon Thames - Canbury,15668.832349461716,12907.593395286729,21334.565208808104,14281.119577462645,12588.047650526705,11054.02134067663,23833.718412869915,18624.56693497784,37298.22685350519,19570.537636339228,7435.611280650705,596.2049129478205,30047.134206694212,9204.455250183588,28922.373330638307,22353.7743396976,30255.754247535755,15002.880134922294,15258.827692132052,27319.397796644294,17261.631816978654,12064.855441323536,30160.45803229708,24354.33210062456,26366.46921576601,21343.302643464503,9375.525785020636,9701.699394305113,8207.289305335851,18528.820403394184,19255.65815663663,11531.641340138272,11313.218476240203,13364.929545945099,11864.671693221962,19262.13881711561,19783.32796292659,5100.343873784587,27275.596727972297,25072.33305584342,5111.069062302475,16888.59669888665,21230.275746930216,27258.926439919644,10157.962547401477,7296.982007685435,8754.758546617204,9038.24403302359,13223.991106964988
Kingston upon Thames - Chessington North and Hook,18524.749092955066,15879.451289671653,20803.153909738805,12825.732210009106,16958.726882405354,14829.124172152997,27226.234311221826,23007.821794595508,38936.97202597415,23440.174494304232,11237.720985778213,4122.706922231612,31915.0356992646,6418.086835210329,30545.48145816513,26599.15937591107,30423.004023621015,19359.223204536687,18911.06745850122,26184.22556925609,20482.153897038555,16282.482478027918,33667.956511172575,24698.440941822588,27337.205296469478,24037.317109468244,12508.540161739864,13352.992456127919,12357.747570940437,21369.291962495605,21526.22874667227,14917.16703136999,14181.476559174373,14923.762859019693,12396.568470875021,19727.700922207998,20139.549073669317,6319.351638333884,28897.32478352337,27320.21280940144,9492.042594271012,18353.811734949046,22969.896631716703,30011.48820128524,12522.554166525477,10360.790192496346,9350.360175604394,11344.432583514199,16667.05687510704
Kingston upon Thames - Chessington South,20269.233700886703,17624.961136432,21984.103415705176,13817.14702018213,18223.46068067855,16514.816921585458,28964.133255309433,24333.750667831933,40547.30434863438,24169.96459524963,12066.09682348551,5429.14829726552,33567.1575475189,7106.151613473971,32164.411479237682,28143.598231334297,31744.592730840028,20792.84689084148,20620.97377756672,27134.74050268383,22224.844448144635,17334.0906170359,35400.20591048672,26085.795413670377,28849.651927832023,25773.998565937178,14248.317539559499,15053.569819940689,13939.655486963997,23112.475048433924,23237.45988358698,16647.200205162742,15927.073929918628,16581.915946920475,13922.121652993628,21169.851528586627,21554.827072600798,8037.7358989671,30518.898559555364,29021.86058733392,10879.259582689123,19982.502462808745,24620.677670829027,31748.24519862012,14257.993266798047,12099.150619973134,10937.891909844857,13080.528971994985,18395.1719489938
