Ward name,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
Brent - Fryent,12314.019783666943,11935.723677566153,27933.942560499578,25854.693202148548,7523.102080190176,9098.760268124297,11821.881760071536,4423.776241102111,31532.43255692742,14369.496886508052,14783.57466454916,18705.55402976364,24620.480162546806,24986.599877809473,24926.69139715146,4133.360234524795,32056.311537680427,3765.057530377533,7666.935616586547,34418.0877362254,10410.471203749677,10284.735808607984,15818.2046161721,26990.29618779142,25933.439241022155,14811.590912752383,12571.906451721734,10559.912430488046,10293.920543184306,12909.115927476916,16094.226267765103,10548.379834462621,12747.482131647537,17330.590019159255,19987.326334875,23342.163408504435,24015.702345002024,18404.493536130005,23747.32973679309,19268.223538302398,13312.80057648105,18629.294085122307,19450.223865577565,18043.526152104587,14760.818530497341,13925.515640959577,19258.84627341691,15199.290768204655,9564.554981335688
Brent - Harlesden,8168.7104559811105,6982.728391100732,23043.586324879354,20454.739450590692,6606.4186581756585,3664.6940062917743,11761.86551856439,8280.420620642964,29798.407664802584,16134.276949087336,11982.492951542608,14124.801157469656,22505.73796200898,19644.220530490154,22348.3034637341,9047.653732047705,28191.396781207444,4337.350932353011,3894.3442968173267,29613.100344595478,7261.138412206636,9370.498609378466,17400.982401498997,22760.45861781391,22371.70412558576,12337.164670916573,7140.785364734092,5131.126897729834,5436.404302804524,9760.02997567612,12535.574853929784,5259.64337104351,7490.268828879688,12256.16908754335,14649.173482064272,18663.019418905016,19344.45420436396,13095.915850664702,20957.041948722504,16956.35598781484,9069.954878554354,14061.930724403424,15828.415607398827,17043.639478846027,9392.888220267778,8527.757260342003,13822.586611718796,9774.940772114001,4684.552352067464
Brent - Kensal Green,6524.596855576671,5435.6679455986605,21516.552252370464,19269.884630401306,8107.995173418466,2816.254328808828,10850.276810182399,9837.99399628286,28336.027086768998,17747.433260459034,12869.265526886462,14159.73165406414,21008.444197316814,18923.027642677316,20789.054807709836,9826.143192308313,26546.858896148802,5975.281548980189,2428.4696700963655,28067.93693668318,5754.729779233452,10777.742752335167,16798.179075508226,21127.68378686833,20731.869262309185,10854.268188756116,6123.697705004186,4375.073176435787,5606.001132065701,8201.178053641008,10909.827326642746,3935.874009289515,6128.546963338973,10781.877870908313,13372.153199132455,17080.60431888533,17761.44197404894,12478.147286947362,19377.196355449098,15457.19631610011,9446.403310961341,12453.18619933105,14191.659479356344,15789.91738789943,8166.561877979284,7795.830785448175,12809.927832317035,8690.11416982422,3089.8992424753724
Brent - Kenton,13706.594378516085,13117.61204372618,29182.699843099505,26744.344776324397,6778.506725271846,9939.385603538618,13417.311233786953,2799.396226924628,33156.89748082868,12822.003232951081,14209.400536194371,18719.412808998306,26244.119865240646,25491.509847328605,26536.94850718285,4760.762932195465,33558.268263429476,3363.4412024597887,9038.67206535091,35704.32688071996,11923.47856646959,9345.587279254894,17197.827110038874,28422.078979073412,27468.10232156281,16409.814347132673,13404.757124399786,11310.90982539634,10615.346025676115,14445.801240240025,17603.205981975218,11561.129393718782,13787.315012304249,18483.51168907537,20964.395496459452,24656.680251036512,25333.80512410195,18898.88511596138,25345.617307459852,20883.015002272103,13273.814644572592,19963.81934321404,20963.649669203758,19659.66538107958,15706.147627104017,14573.027990305814,20028.34829043522,16046.806918292526,10747.550262521841
Brent - Kilburn,6021.009507846803,5978.931762753103,21719.539821325026,20351.616784591693,9810.035138397358,4845.63266265709,8581.695738818196,10240.923199274419,26646.86333157996,19052.34368118325,15109.775707586827,16390.174768804696,19413.61987146398,20634.935467404648,19388.28544135566,8643.435654532852,25877.950579389802,6977.898993692053,1412.4908836518737,28162.315802722227,4345.030415355466,12622.117681988679,14490.98757679864,20715.33170526183,19853.07051671892,9264.890869461524,7735.629059567607,6341.61553944576,7904.6379396779475,6909.148960957418,9956.350930688437,5266.776594467152,7171.944153034121,11319.638877577037,14348.200098798778,17073.568973681096,17744.10798716506,14340.563638285288,18065.474153337447,13884.053733725208,11753.052189446276,12352.464826883568,13315.001269603436,13775.464277438068,9374.375535180698,9641.103672722851,14236.29096567759,10106.546289304093,3756.5530714117303
Brent - Mapesbury,6393.930689240702,6206.967464013738,22039.883987026333,20528.414817162866,9382.538087680583,4747.745365875483,8919.376756285052,9823.107521544722,27086.86482014033,18606.97870434697,14775.606777108287,16225.09387423996,19857.43052841495,20667.695897913054,19833.541951940482,8434.967883860902,26291.705752214508,6532.670133124973,1737.69957481975,28499.855110383363,4784.362188918609,12204.42888608072,14746.74950116939,21105.386648897955,20279.446920743198,9710.012274253066,7770.7884817157255,6273.947580328923,7678.613391657757,7348.334790664921,10381.220679812544,5342.254320502821,7323.3874653777,11577.34371829205,14537.861480040487,17416.971243591266,18089.39117106682,14324.636125757082,18509.467108618468,14328.80253516509,11507.763181412918,12700.872839888847,13738.046464706369,14188.964428006217,9505.954456191655,9622.252975089325,14333.646579672093,10196.719053011428,3923.4375481198936
Brent - Northwick Park,11134.834319625854,10575.009218852154,26622.942921202703,24390.53104183728,6767.899621014979,7617.642221091338,11662.551200273097,5119.897534637793,31075.77288352847,14568.314397967964,13775.974950505866,17351.479802014925,24037.362068817783,23504.62233019576,24221.909473797165,5429.408648733957,31028.361885918246,2989.3241483456677,6466.53460511747,33135.77199003547,9424.29953057905,9642.877017208464,16190.571265210207,25856.079356723014,24973.051897212503,14062.812328614125,11092.845329791196,9072.435254293607,8861.195251393214,11968.682928650403,15088.425215767684,9108.020430516905,11319.3984627634,15957.145165611058,18543.205077313574,22082.485507184163,22759.236379742702,16925.568295784873,22981.82847383689,18602.962553433365,11998.430568754506,17387.4764241486,18449.785796567627,17715.660630480368,13305.06390063932,12437.227755215536,17775.32537680519,13723.881058776638,8201.736649100045
Brent - Preston,13158.419147965022,12465.516836978262,28542.864470043187,25999.837757807018,6172.182828125498,9199.914234676073,13362.246321530181,3073.9110857041674,32978.16215953781,12807.14938442635,13562.42357635549,17954.310515439844,25998.73888614419,24706.695812375798,26229.44559190061,5317.526638716618,33078.9835918993,2622.689811777711,8493.655733786494,35079.30048543992,11477.700916497122,8832.33803066638,17409.83256992113,27885.514010728042,27026.758709669786,16078.732175625822,12657.909771038148,10553.614884253137,9828.824936222445,14020.168431311944,17141.905046802283,10857.448822844095,13086.868525159196,17812.943312733965,20240.692948248543,24050.296010587983,24728.869210777964,18114.310406127523,25006.752413142553,20594.534711932694,12511.979318593481,19371.728907111214,20503.208492117574,19537.055379307098,14979.240664584648,13799.967161700599,19266.859277382267,15299.926676014169,10102.172484640609
Brent - Queens Park,5590.866198808986,4897.770791475019,20908.56605895945,19090.018333218773,9218.09444177267,3312.8789145485284,9848.37666616152,10590.376440415597,27209.84470981759,18795.638501784673,13934.106509272224,14885.411955675474,19888.934108217836,19148.394620705152,19694.347077844595,9870.782362821454,25627.904444356467,6901.129951854694,1297.1318291647683,27421.727141931562,4632.866039369049,11906.010319254217,15915.130414753196,20285.10896898634,19748.39114297631,9729.694652744502,6251.263039068415,4802.254600607211,6491.076319315421,7104.078614304342,9888.265089093438,3835.4051876302206,5874.761515615074,10295.609741406772,13121.805140410615,16379.05232745628,17057.27445156283,12817.751576541667,18296.349644881586,14337.471731540754,10358.797654082557,11701.631702308694,13198.447167866043,14671.976727926181,8030.0146779460565,8115.922158156245,12829.218959025602,8690.711706765302,2538.2240115939126
Brent - Queensbury,13813.187143000203,13513.076626761156,29486.706627143165,27439.329347267856,8220.312204049853,10669.683983600467,12566.243674679446,3760.0132388226607,32447.65353086421,13918.02599420986,15637.794647374538,19975.778425036453,25660.699366252622,26485.382832650284,26067.44070326479,3315.71926986227,33435.30052997248,4702.487724336454,9191.958395880558,35955.519217155634,11807.26895924996,10793.740297287186,15978.548744739172,28444.399430841942,27269.782322417926,16020.40387782314,14145.30628701892,12115.57637573136,11704.896867033149,14263.296566344045,17480.148554772895,12137.770830775793,14337.123363914347,18909.76830457835,21576.664982580853,24871.31818188203,25542.87239058258,19895.917220234543,24939.30496283704,20392.531609422622,14545.36714155281,20152.167963092466,20824.845374334767,18885.425683058827,16348.044779069252,15460.095517987837,20825.056881158696,16776.4829851884,11143.990117624715
Brent - Stonebridge,9203.18365899154,8159.688729862852,24232.500948334644,21642.763044094558,6061.551223783979,4839.298666822733,11938.70719823908,7098.39329064631,30454.7536135003,15278.940063012713,12088.785441247877,14828.52880605998,23217.678181235133,20696.463355404812,23152.07982112113,8083.901174176295,29241.57538574746,3285.9779001818447,4729.636437043304,30795.683655072462,8054.281234368291,8932.22675514736,17284.81069093701,23862.441771164995,23360.902972707387,13059.69995058496,8314.182162956156,6263.791888014511,6196.712673545472,10598.401289782287,13486.896114664733,6467.624580479619,8698.155413329254,13456.130836174461,15852.193896339315,19824.938418157457,20506.007457677777,14124.184673011772,21797.65486653808,17682.319502265647,9612.517728714985,15201.363931297106,16809.285013631004,17492.483972588765,10593.4539642041,9620.05070240188,14977.842920709465,10953.428222274795,5834.105538645909
Brent - Sudbury,14379.501527987439,13240.006493210038,29237.135493169193,25986.33735977168,4090.805331003873,9469.714567314428,15653.3446091896,2391.8242796062664,35047.76907971168,10564.903625885185,11541.534621329421,16624.360924653443,27957.148421068614,24044.16469426906,28056.17292300368,7624.603255617926,34416.93262019291,1977.8994272678917,9832.822678493569,35827.07636548657,13057.352223418868,6495.795216816831,19880.884975431836,29037.197376657536,28502.036179875566,17897.259234168036,12757.335419758945,10590.056939653441,9169.285300679223,15621.308374012366,18609.64537127042,11358.65211340393,13559.35490890602,18407.43171019664,20450.02805035161,24929.126694173025,25610.744920690362,17507.396617849878,26764.233043912125,22481.831177965905,11196.835650358025,20345.695078974073,21949.90682535371,21720.962294686913,15220.832645022008,13537.750278048292,19108.541525141107,15353.294813906938,10968.570955802677
Brent - Tokyngton,10552.231747038537,9459.430204110571,25513.013950106488,22707.542908664927,5091.24876771717,5929.766043273453,12849.1816333012,5812.80637374593,31659.29950326988,13999.759597990176,11675.820577113298,15092.642121850376,24457.403286827495,21453.497167450078,24436.145161151293,7690.197615536551,30590.628517497058,1947.5711526670607,6056.093772434194,32086.616150813385,9353.698741465507,8007.589709236902,17902.431256678603,25206.22494816795,24704.36712768619,14316.94603556759,9366.780039781743,7249.227815383491,6667.675887618682,11907.420167284192,14825.077973269374,7683.790875070789,9911.154261063128,14711.897739352538,16989.23041216737,21139.598354249112,21820.99283996949,14861.07096713868,23097.744088432588,18934.213555576833,9733.463292972985,16530.9626039167,18152.188951336342,18580.42479685212,11726.233997543815,10495.835062929178,15958.41571494484,12007.095642464914,7155.805515618253
Brent - Welsh Harp,10358.463762422309,10429.106817164504,26152.221372710395,24715.321568046875,9209.350108412207,8371.164197650969,9345.522236679868,6944.394023900294,29011.79297849436,16821.210315198015,16047.23926153797,19060.4824017561,22112.15424397458,24497.309024067756,22452.786316420177,4251.795039315603,29797.889547613075,5453.024888527377,5884.607586565082,32552.151826962567,8203.607561729223,12099.144294372814,13723.987825590246,24872.837077126173,23617.95763680827,12373.675278351724,11714.320117609697,9922.751987506166,10395.0293729236,10624.111631557736,13855.019004439057,9421.473662142438,11500.03901746484,15791.440304295262,18741.54693858655,21456.959122843473,22121.002936079734,18004.829182032183,21301.1099049079,16785.226737034314,13854.683451451765,16731.05804662085,17189.927925534506,15530.95039457158,13645.593665565639,13356.883990775405,18384.665424222345,14252.057406484491,8130.292685572021
Brent - Wembley Central,11922.851353529924,10795.726609105252,26825.36586396523,23827.591178329545,4332.523839045874,7135.635539507054,13837.724388417279,4537.982154992122,32888.18747756393,12720.440281064955,11420.36546769734,15491.622628545676,25722.721569431833,22291.93880052338,25743.297978167717,7505.273957141843,31961.248790006495,643.3809208888995,7410.1860034521815,33407.0947347947,10683.243320570777,7219.569971210201,18596.532907276982,26573.333396085065,26068.682991640508,15605.23113804857,10513.864803190247,8363.522391956725,7384.027025777289,13242.542233655488,16184.879635924493,8963.684728468203,11181.112863888626,16008.23331208147,18181.60011274614,22482.609492855394,23164.16814501081,15705.063238146357,24420.38723534099,20213.858731192628,10056.722481074004,17887.138572296975,19516.19128915484,19710.674273228684,12926.906589830205,11490.084264585574,17015.960533168978,13141.39683427884,8509.812023988627
Brent - Willesden Green,7369.396392752169,6719.897648145806,22755.252723381425,20758.61687669129,8026.220495817933,4325.299953352702,10175.888345958163,8774.277178447857,28433.203430987596,17300.46954400083,13568.518202084691,15445.407335053342,21189.62327094009,20447.273309738142,21130.114910586817,8294.986343846422,27378.821483140542,5257.988026978524,2763.9173534450333,29270.663756979928,6040.230197072398,10853.01744516543,15834.94137355222,22091.279364708058,21433.607934454052,11031.289473656612,7655.574012761038,5883.234739822533,6785.372662673249,8593.694937210736,11540.713320038476,5420.965123746518,7574.180494435185,12112.919192130452,14832.55122490841,18226.290981174563,18904.18353056831,13983.566123817478,19784.896432499358,15653.839328295639,10529.626559873941,13543.480016197647,14881.950029072765,15539.796995081331,9658.816767756158,9312.971909979871,14337.441009193004,10212.660688435684,4347.347473593259
Bromley - Bickley,18024.1210116169,18519.23857100965,2768.42405339491,10842.60201763782,30538.24827231227,22369.42208475863,24356.49954596357,33776.02722693907,21342.152889976165,40299.31963188221,30230.184086968948,24525.561878965356,17287.15530053144,17685.51071192997,15065.047488265762,32244.53921524079,8251.644202641524,29760.247589581722,22602.449995181847,4171.335030251862,20374.688025261257,32156.207227638606,29333.141642625145,5483.252330021278,9798.60654535813,18298.399519462513,19515.401143075273,21567.089174374894,24120.491698821068,18387.956928333064,15294.734652635754,20402.157489499354,18255.78892073083,13397.362283453525,12581.486483370214,6926.656985186833,6261.733530838068,19032.032814321323,14109.911349915954,16939.997364094437,25565.955014658663,11652.53056430163,12664.799852566872,21491.22692757456,17006.255526239274,19802.99370454727,15443.199624555778,17364.054635659733,20854.40732228213
Bromley - Biggin Hill,25356.064488110504,24896.361377630896,10537.21149334273,11560.57466785261,35135.05553018391,27922.579297670436,33116.3023225033,39572.97506407592,31146.45058632394,44194.30802607765,32673.271389164736,25698.76513541453,27360.114555216034,16681.909278356306,25140.814129667655,39468.68020086789,17329.760792081048,35367.3783719078,29446.787570709548,8181.256520476769,28011.958519852968,36033.441753964566,38640.91641567783,15529.468369654278,19874.800861816926,27147.84206538555,24544.71716824787,26709.906155931683,28533.71824257499,26536.44265536228,23837.2490899193,26241.43413923705,24021.849519050225,19528.97199882228,16864.241757173506,15192.888865798048,14716.324452887235,21194.910330500355,24144.720599930388,26595.66768104588,28649.916550372476,19366.009251224674,21854.120497353928,31119.917933242457,22124.379023124904,23950.63985592991,18460.79241193702,21948.876490165214,27237.080235658956
Bromley - Bromley Common and Keston,18880.654470783735,19066.85294464929,3058.172201758311,9577.737220171819,30697.577072303015,22717.431759320014,25773.495885346125,34282.784853771685,23546.754761001153,40334.938961302985,29849.712502203005,23792.913560844212,19382.071901922936,16376.700761693326,17169.195149834737,33166.249792262315,10336.624467104511,30189.80963357402,23345.25113426605,3945.9210152948817,21360.604578707716,32141.01718055617,30982.707350213936,7543.709540241073,11908.993912009042,19723.37524055253,19672.28531483096,21786.949551926988,24171.14894892542,19540.15687176197,16572.03749060033,20809.984582715984,18609.286654749547,13762.113084311093,12338.198425379282,7913.737902319848,7315.157136690758,18429.348810051433,16150.563076551492,18728.766174041208,25292.207247009923,12544.10068184454,14202.016677546437,23274.941195280164,17141.96615119909,19719.572714701455,14956.694550670782,17353.35911380967,21434.069123314945
Bromley - Bromley Town,15827.735813589388,16080.88431795854,0.0,8411.885152503402,27904.823270826746,19816.976050790352,22801.955561963077,31323.73524940186,22192.658841931298,37624.46257489545,27466.109726882944,21779.03411921386,17305.924511021574,15204.681940797895,15149.132519890843,30111.548939288885,10141.794899735945,27259.27311286741,20311.806838595043,6607.219844684802,18302.450796498586,29461.85222321622,28143.749920684677,5717.613237422373,10016.62546528074,16767.851013350275,16870.270926634068,18951.432515946533,21441.67328049835,16497.18671153845,13565.404978358034,17880.020436778315,15700.399116057026,10836.591113703602,9820.490933072755,4874.020604279413,4300.439734981553,16271.577342271554,13956.24580899668,16069.450045498514,22811.678313780005,9486.087275051856,11341.994639412693,20585.326098314094,14348.449867964966,17080.549868132122,12676.27486017898,14657.616976614587,18440.715103224295
Bromley - Chelsfield and Pratts Bottom,25842.311906297717,26067.492905761595,10025.850653282,15149.516022619573,37561.71724298773,29679.6769262109,32330.875309354753,41272.31484719249,26703.488847437162,47095.98738941057,36243.45840612775,29759.31448761942,24164.1224762255,21397.904914187344,21951.095744186165,40116.453856730055,12678.36799975858,37165.31123666439,30337.188033245173,4023.5044491056588,28274.929809426696,38883.86703608176,37159.55590294596,12986.860391742606,16856.37600635921,26276.287968690613,26569.971818544065,28705.066298552054,30990.536199369555,26353.642381887534,23281.73748378424,27790.625188753922,25581.184382442112,20748.12607800469,19066.834248774674,14785.089585047637,14147.54586486027,24677.12492617034,21301.874460258277,24657.899870666683,31837.364332017845,19480.865160839123,20620.15018384526,29182.79012187136,24042.219873867754,26473.617572328116,21414.37084906619,24174.43283332573,28435.41799963897
Bromley - Chislehurst,18540.331841423456,19325.601824477246,4521.845710311264,12848.093294458162,31599.025515534468,23316.230129182706,24175.403538515468,34524.551749852086,19573.04687016392,41431.836356029045,31694.71151760939,26227.75226582363,16011.51981029263,19677.78831506321,13781.68107734906,32593.10574716367,6182.376528367331,30594.034178921367,23186.60250236076,4358.624629385749,20730.137336311105,33349.91512922125,28809.528894946227,4619.001144044026,8572.706232327184,18160.56706165292,20642.467300634522,22626.762786850002,25297.769850203455,18581.37018344996,15385.28920681592,21313.505858476565,19234.70804950241,14437.046686052587,14077.867354821392,7645.374875179149,6965.205152839056,20683.718514528446,13000.690620776964,16287.36376556117,26974.108755894882,12252.73706535237,12469.001135618266,20805.370932808022,18175.16862901128,21109.711182087147,17053.451919350533,18639.488685281176,21608.179535839576
Bromley - Clock House,13483.03818445966,13226.939080720324,3741.4618760078274,5381.994950793895,24536.17461483797,16663.92238110427,21422.099740123576,28301.297637313553,24099.833427386264,34150.62896992226,23773.481816055366,18041.562658962506,18343.323665674136,11862.032224010096,16355.918570590888,27669.530470021997,13360.5106357192,24162.288632488002,17686.557317634015,10080.175324040743,16130.066079654101,25956.08835729382,27241.78074934431,8014.7674348054215,11711.154625551255,15595.116501916624,13529.73885110928,15664.195196244431,17992.330225160065,14710.196711359427,12199.972918378417,14813.890607155843,12589.320961744075,7833.018093340442,6170.150886724888,4254.801294559084,4169.949844020716,12530.33335125383,14927.32919822722,15954.561963889593,19158.03120661219,7558.421258734183,10834.293002272423,20256.897588437223,11001.267747018372,13535.283743458125,8942.903443577965,11172.312254579681,15597.894317788601
Bromley - Copers Cope,13730.776540465204,13712.498421630717,2669.942747118258,6523.5520887030725,25316.521846559437,17313.941706225396,21316.624925329543,28894.747402609086,23072.672180171976,34999.60535846478,24797.856909215505,19186.46958192544,17495.46943552159,13073.176060512966,15459.542632119741,27993.98303050167,12142.866722100447,24790.79017508925,18075.41515148424,9196.686613930824,16315.173501397512,26824.75755327952,26983.48011374215,6857.815734738305,10683.597772611654,15392.082211951176,14283.809176936564,16389.038748095198,18820.018878511015,14732.001195031158,12043.326138937357,15413.51932934505,13207.952467579351,8370.629642442243,7150.719783224323,3617.0267533425276,3363.435439041309,13650.174952763664,14079.662809479833,15408.089088060877,20142.051836855997,7568.023778068738,10366.318215321884,19795.013592353007,11755.093408638824,14427.711340041162,10034.37795984315,12018.856721890072,16085.004084162187
Bromley - Cray Valley East,21462.790216208796,22140.571463602908,6539.305247640502,14181.586843143263,34276.83921934757,26061.61005694203,27145.13158511952,37376.827354469584,21231.75177150948,44060.01728437731,34004.554507092915,28207.14266131884,18438.93592343476,20994.20599342119,16227.373602054919,35561.27032440649,7236.106587986498,33405.03485318329,26093.514850548407,2011.776833464593,23691.72865327204,35927.93494567306,31683.1159276258,7526.755485840555,11166.627947172368,21140.06629746245,23267.232199210463,25300.632489107997,27886.757627763258,21563.151006197582,18372.247714771805,24077.128700068813,21957.0128747849,17114.084848311017,16359.72355769358,10458.543575414753,9777.85868062316,22751.996670992954,15609.308584082928,19138.909147604736,29348.662807847155,15136.213017754597,15448.734856310863,23625.465885949678,20766.408241317902,23585.93431728207,19187.950212985423,21143.219355630965,24449.704921809007
Bromley - Cray Valley West,21462.790216208796,22140.571463602908,6539.305247640502,14181.586843143263,34276.83921934757,26061.61005694203,27145.13158511952,37376.827354469584,21231.75177150948,44060.01728437731,34004.554507092915,28207.14266131884,18438.93592343476,20994.20599342119,16227.373602054919,35561.27032440649,7236.106587986498,33405.03485318329,26093.514850548407,2011.776833464593,23691.72865327204,35927.93494567306,31683.1159276258,7526.755485840555,11166.627947172368,21140.06629746245,23267.232199210463,25300.632489107997,27886.757627763258,21563.151006197582,18372.247714771805,24077.128700068813,21957.0128747849,17114.084848311017,16359.72355769358,10458.543575414753,9777.85868062316,22751.996670992954,15609.308584082928,19138.909147604736,29348.662807847155,15136.213017754597,15448.734856310863,23625.465885949678,20766.408241317902,23585.93431728207,19187.950212985423,21143.219355630965,24449.704921809007
Bromley - Crystal Palace,11253.692897547333,10632.265224674113,6543.520210310012,5049.533495861531,21642.62724932461,13864.161636518164,19749.30670650904,25529.707214026595,24933.252880428507,31237.867686381705,20923.16699205475,15428.279136022162,18602.12269088242,10314.305393990671,16808.59411157347,25213.404337752265,15478.963837092651,21365.491465778618,15185.965393966331,12989.467962359091,13968.514740390381,23042.095814451382,25843.915896069728,9735.991433064459,12743.679683082662,14216.026766964958,10660.290116929034,12808.81239949732,15085.665557718341,12877.608231742259,10812.363288190916,12070.030888114497,9839.213139174088,5271.664910794647,3278.511695152015,4897.879055824537,5217.992894435343,9854.269405304487,15253.119219758113,15394.356045484037,16274.327310305183,6073.845777896676,10247.459337523536,19403.77744150395,8139.9031281060315,10621.128138381147,6209.260651773493,8264.860220209122,12980.147705691632
Bromley - Darwin,13114.749906210867,13021.019517523826,3416.3679747870697,6185.869961251225,24571.462316510544,16586.821411451503,20858.09385905743,28181.27614743215,23276.855467360998,34249.461923167255,24057.39852022312,18493.31137325884,17523.536731471886,12582.300334923984,15531.171925546369,27356.887979035542,12688.670199279883,24069.339552966965,17414.301291052463,9946.160172076483,15724.843705533262,26073.685238232916,26606.882972702304,7244.939582047537,10889.737604928456,14980.553282345334,13540.229005874446,15649.61105608369,18070.54731081371,14209.253348677315,11604.166929719671,14695.720933704932,12485.254577059297,7660.702221120333,6408.010085160738,3457.9799358292607,3346.6013342664537,12944.196120526814,14107.029592120325,15203.913081216544,19395.726497782856,7038.925394613628,10105.827802946445,19537.09422172063,11010.815784139908,13676.243144286247,9317.842652274365,11267.925787728416,15394.470728527018
Bromley - Farnborough and Crofton,21023.22197041894,21122.898153081016,5233.064727507196,10564.689244484922,32559.624367185643,24686.868707484566,27966.399382785636,36296.78548023626,25010.314678782135,42114.21721804374,31385.11239501056,25081.469698864577,21244.349431981507,17160.984122391856,19018.556177823357,35310.21875384276,11354.951251128605,32177.943128037463,25452.65677891974,3014.395853281274,23525.402894408962,33905.01093280635,33143.03247418701,9458.295685573066,13754.37353072257,21914.74002145005,21566.10356964459,23702.220273264058,25993.362200986914,21727.9096195612,18766.981287418093,22809.54361864715,20594.739892620044,15776.575908875773,14079.518507274317,10101.601335330319,9508.224203289483,19860.8731253476,18084.152483856396,20837.767016026053,26916.860214405166,14706.690417828773,16377.43483682927,25388.41154990937,19038.582005784156,21487.24235341037,16508.830522730914,19175.134066666436,23494.81390047384
Bromley - Hayes and Coney Hall,18457.502678324647,18185.301923338015,4015.5117636661585,6753.888580766203,29137.694849054475,21490.727924203842,26151.627646449248,33158.974645257826,26067.76280318272,38568.68541367283,27656.86713353323,21275.523556262877,21321.42510549727,13419.46727834718,19162.387410087944,32656.176561023924,13316.173651188727,28990.343845008498,22668.494264700264,6641.787746164128,21085.87151089299,30354.381027680152,31752.46144179103,9661.398435078416,14006.58897023014,20204.47950716557,18241.652161419173,20402.642856564624,22535.071877603892,19565.342804132517,16874.47365093303,19696.77600858073,17466.055591226406,12787.54973502098,10604.904244883917,8286.056985402449,7861.879755301314,16101.29310286047,17969.153612484904,19917.76308661284,23252.54500431861,12396.009661792992,15021.456351617755,24390.75351682898,15739.720521208244,17979.39551894879,12828.346123880521,15753.975707210133,20551.262434850618
Bromley - Kelsey and Eden Park,14482.796028195336,14261.437126570494,3038.766034040036,5524.501564720268,25545.423629226865,17696.70187707794,22310.48651541033,29336.976979266707,24241.441986738937,35136.95421094275,24666.148251340728,18800.174041531638,18713.02783829593,12227.49138651911,16672.12010158367,28688.297957386425,12998.347792997643,25195.98633332115,18712.93198931439,9140.364057321194,17116.230540449375,26936.70521955897,28059.027695129662,7933.056358242823,11859.872217280921,16435.424779170142,14548.844836099966,16687.68051377008,18990.37898418593,15644.926836032424,13059.054919386339,15850.086946814215,13624.990717733752,8868.768592537359,7122.499775343133,4800.536198648243,4578.232191798402,13336.077179199014,15297.583357779016,16588.47378111863,20082.779759463378,8477.60602520465,11518.376460792853,20951.337576046248,12022.112028784071,14513.090013689036,9793.967108391631,12169.62598461292,16632.87295965906
Bromley - Mottingham and Chislehurst North,15009.712218480749,15916.004608071977,3814.40244972722,11715.600412862399,28321.74996895191,19979.318504437284,20705.027986343764,31051.3733980171,18378.26487375596,38195.30916752801,28864.44140308245,23855.85777669336,13685.371602667517,18284.399803520246,11490.08554116953,29026.71423561826,7000.326693507932,27167.366078264615,19667.18948148332,7674.147993153318,17167.156060510206,30186.471237355086,25545.006505436086,1912.0345923562122,6273.32401922778,14665.44755336463,17471.58078294793,19381.55083958313,22147.807284471415,15015.127094404319,11826.579579274992,17960.757193414407,15943.84663547508,11250.56253901758,11498.942329781747,4380.855351950934,3737.8911552414356,18264.074314115893,10416.170355390572,13124.609874431324,24087.416198825707,8783.871044491148,8984.187837409308,17675.324981837948,15069.224549090039,18133.05990864148,14611.214606310985,15649.88684171001,18161.021630409352
Bromley - Orpington,22194.029409291565,22636.382209594696,6607.219844684802,13358.503859805602,34503.83826970173,26420.253640985782,28377.15279745502,37892.525669757655,23229.435826910765,44195.24434319337,33793.12623244815,27714.376659889866,20250.835158230624,20060.794061375374,18027.81505670814,36414.40852518979,9246.723971014246,33849.258825380464,26764.087936484044,0.0,24542.750607392383,36015.046698050435,33141.411248984296,8963.472812330303,12879.44782527655,22331.957818586263,23468.641552153767,25556.86053463823,28016.64625231665,22531.784383903425,19408.21529531024,24474.76666028297,22303.209982904613,17438.30431429291,16249.151567695195,11095.228468233965,10432.388418869983,22372.02682847997,17321.53009279391,20634.778271386327,29223.1311590502,15821.282641891807,16657.024579430927,25159.363891464345,20943.1287634931,23604.31168452508,18901.717913888042,21211.626247231583,24982.99636522048
