index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,totalHeatingPower.y,weaBus.HDifHor,roomTempUpperSetpoint,thermalZone.TAir,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,0.0,9574.978796531506,0.0,21.0,293.15,0.0,271.82,0.9126213592233009
1,300,1,300,0.0,10391.193485321231,0.0,21.0,295.7816885556681,0.0,271.8280908161068,0.9904173496406518
2,600,1,600,0.0,10387.224856364393,0.0,21.0,297.2659470182252,0.0,271.8357342807924,0.9900390871264669
3,900,1,900,0.0,10396.484990597004,0.0,21.0,297.94792112464916,0.0,271.84298691860465,0.9909216996595638
4,1200,1,1200,0.0,1182.6514291377691,0.0,21.0,298.27559258189905,0.0,271.84990525409125,0.11272222922708366
5,1500,1,1500,0.0,87.30983705043933,0.0,21.0,295.1492641541054,0.0,271.8565458118002,0.00832177531206658
6,1800,1,1800,0.0,91.27846600727749,0.0,21.0,293.3599659944311,0.0,271.86296511627904,0.008700037826251424
7,2100,1,2100,0.0,87.30983705043933,0.0,21.0,292.55429621824163,0.0,271.8692196920758,0.00832177531206658
8,2400,1,2400,0.0,9872.625968294367,0.0,21.0,292.18029363179954,0.0,271.8753660637381,0.9409910477871641
9,2700,1,2700,0.0,10470.566064457995,0.0,21.0,295.4979096490434,0.0,271.8814607558139,0.9979825999243487
10,3000,1,3000,0.0,10432.202651208547,0.0,21.0,297.20256722943276,0.0,271.887560292851,0.9943260622872273
11,3300,1,3300,0.0,10355.475824709689,0.0,21.0,297.96275129791974,0.0,271.893721199397,0.9870129870129882
12,3600,1,3600,0.0,10355.475824709689,0.0,21.0,298.28856651172725,0.0,271.9,0.9870129870129882
13,3900,1,3900,0.0,10348.861443114945,0.0,21.0,298.45047533379267,0.0,271.90602887294085,0.9863825494893456
14,4200,1,4200,0.0,10340.92418520127,0.0,21.0,298.5343952222546,0.0,271.911429869186,0.9856260244609758
15,4500,1,4500,0.0,10302.560771951841,0.0,21.0,298.58219525323415,0.0,271.916244322311,0.9819694868238564
16,4800,1,4800,0.0,882.3585047370163,0.0,21.0,298.6030926719592,0.0,271.92051356589144,0.08410036565376383
17,5100,1,5100,0.0,75.40395017992488,0.0,21.0,295.25905446815943,0.0,271.9242789335029,0.007186987769512046
18,5400,1,5400,0.0,83.34120809360117,0.0,21.0,293.469999661872,0.0,271.9275817587209,0.007943512797881734
19,5700,1,5700,0.0,79.37257913676302,0.0,21.0,292.6578129689115,0.0,271.9304633751211,0.00756525028369689
20,6000,1,6000,0.0,9428.139525128494,0.0,21.0,292.2753567133912,0.0,271.93296511627904,0.8986256461984615
21,6300,1,6300,0.0,10232.448327047707,0.0,21.0,295.4265404140194,0.0,271.9351283157703,0.975286849073258
22,6600,1,6600,0.0,10233.77120336664,0.0,21.0,297.1249046517761,0.0,271.9369943071705,0.9754129365779851
23,6900,1,6900,0.0,10209.959429625611,0.0,21.0,297.8912008702796,0.0,271.9386044240552,0.9731433614928761
24,7200,1,7200,0.0,10199.376419074048,0.0,21.0,298.23386674229124,0.0,271.94,0.9721346614550502
25,7500,1,7500,0.0,10191.439161160373,0.0,21.0,298.3935045158668,0.0,271.93760844713745,0.9713781364266808
26,7800,1,7800,0.0,10172.918892695134,0.0,21.0,298.47223928230136,0.0,271.9282494668635,0.9696129113604853
27,8100,1,8100,0.0,10159.690129505667,0.0,21.0,298.51045127693436,0.0,271.9125528266486,0.9683520363132019
28,8400,1,8400,0.0,10151.75287159199,0.0,21.0,298.5322838954079,0.0,271.8911482939632,0.9675955112848322
29,8700,1,8700,0.0,10194.084913798259,0.0,21.0,298.5483339913382,0.0,271.8646656362779,0.9716303114361367
30,9000,1,9000,0.0,10167.627387419343,0.0,21.0,298.57949535701056,0.0,271.83373462106294,0.9691085613415715
