,UExt,URoof,UFloor,UWin,heatCapacity_wall,fAWin_south,fAWin_east,fAWin_west,fAWin_north,zone_length,weaDat.fileName,changes,UpperSP,LowerSP
248,1.3,1.3,1.3,2.3,165000,0.2,0.2,0.2,0.2,9,Amsterdam,[],21.0,21.0
249,1.3,1.3,1.3,2.3,165000,0.2,0.2,0.2,0.2,12,Munich,[],20.5,20.5
250,1.3,1.3,1.3,2.3,165000,0.2,0.2,0.2,0.2,12,Bratislava,[],24.0,22.5
251,1.3,1.3,1.3,2.3,165000,0.2,0.2,0.2,0.2,12,Amsterdam,[],23.5,21.0
252,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,6,Munich,[],21.5,21.5
253,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,6,Bratislava,[],22.5,20.0
254,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,6,Amsterdam,[],23.5,22.0
255,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,9,Munich,[],21.5,21.5
256,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,9,Bratislava,[],22.0,21.5
257,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,9,Amsterdam,[],21.5,21.5
258,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,12,Munich,[],21.0,18.5
259,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,12,Bratislava,[],24.0,24.0
260,1.3,1.3,1.3,2.3,300000,0.15,0.15,0.15,0.15,12,Amsterdam,[],23.0,23.0
261,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,6,Munich,[],22.5,21.5
262,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,6,Bratislava,[],22.5,20.5
263,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,6,Amsterdam,[],22.0,22.0
264,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,9,Munich,[],22.5,22.5
265,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,9,Bratislava,[],21.0,18.0
266,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,9,Amsterdam,[],21.0,19.0
267,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,12,Munich,[],22.5,22.5
268,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,12,Bratislava,[],22.5,20.5
269,1.3,1.3,1.3,2.3,300000,0.2,0.2,0.2,0.2,12,Amsterdam,[],20.5,17.5
