index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,270.84,0.0,0.0,24.0,16290.045552546531,293.15,0.0,0.9126213592233009
1,300,1,300,270.82701932870367,0.0,0.0,24.0,17678.683036094662,297.7558554124487,0.0,0.9904173496406518
2,600,1,600,270.81392129629626,0.0,0.0,24.0,17671.93115205796,300.1726228315205,0.0,0.9900390871264669
3,900,1,900,270.80072187499997,0.0,0.0,24.0,17687.685548143578,301.2278371021573,0.0,0.9909216996595638
4,1200,1,1200,270.787437037037,0.0,0.0,24.0,2012.061442936807,301.71988443720574,0.0,0.11272222922708366
5,1500,1,1500,270.7740827546296,0.0,0.0,24.0,148.5414488074153,296.8450588029576,0.0,0.00832177531206658
6,1800,1,1800,270.760675,0.0,0.0,24.0,155.29333284411598,294.2009525277242,0.0,0.008700037826251424
7,2100,1,2100,270.74722974537036,0.0,0.0,24.0,148.5414488074153,293.0796985189999,0.0,0.00832177531206658
8,2400,1,2400,270.73376296296294,0.0,0.0,24.0,16796.436855299085,292.5855368076844,0.0,0.9409910477871644
9,2700,1,2700,270.72029062499996,0.0,0.0,24.0,17813.720716828677,297.7898369720225,0.0,0.9979825999243487
10,3000,1,3000,270.7068287037037,0.0,0.0,24.0,17748.45250447388,300.3182639557132,0.0,0.9943260622872272
11,3300,1,3300,270.6933931712963,0.0,0.0,24.0,17617.916079764356,301.38300320045977,0.0,0.9870129870129881
12,3600,1,3600,270.67999999999995,0.0,0.0,24.0,17617.916079764356,301.8164430615814,0.0,0.9870129870129881
13,3900,1,3900,270.6665203883495,0.0,0.0,24.0,17606.66293970317,302.02878312821895,0.0,0.9863825494893457
14,4200,1,4200,270.6528317152103,0.0,0.0,24.0,17593.159171629766,302.1441455199102,0.0,0.9856260244609759
15,4500,1,4500,270.63895922330096,0.0,0.0,24.0,17527.890959275002,302.2167188023884,0.0,0.9819694868238563
16,4800,1,4800,270.6249281553398,0.0,0.0,24.0,1501.168884159789,302.2530480447085,0.0,0.08410036565376383
17,5100,1,5100,270.6107637540453,0.0,0.0,24.0,128.2857966973132,297.06128568812596,0.0,0.007186987769512046
18,5400,1,5400,270.5964912621359,0.0,0.0,24.0,141.78956477071458,294.4211849700474,0.0,0.007943512797881734
19,5700,1,5700,270.58213592233005,0.0,0.0,24.0,135.0376807340139,293.28520187835306,0.0,0.00756525028369689
20,6000,1,6000,270.56772297734625,0.0,0.0,24.0,16040.225843188606,292.769779940274,0.0,0.8986256461984616
21,6300,1,6300,270.5532776699029,0.0,0.0,24.0,17408.607674626637,297.7103661568631,0.0,0.9752868490732581
22,6600,1,6600,270.5388252427184,0.0,0.0,24.0,17410.858302638848,300.22662223685734,0.0,0.9754129365779851
23,6900,1,6900,270.5243909385113,0.0,0.0,24.0,17370.346998418645,301.2954940214011,0.0,0.9731433614928762
24,7200,1,7200,270.51,0.0,0.0,24.0,17352.341974320785,301.74815084383084,0.0,0.9721346614550503
25,7500,1,7500,270.49370276227603,0.0,0.0,24.0,17338.838206247383,301.9523257899597,0.0,0.9713781364266806
26,7800,1,7800,270.47363669953876,0.0,0.0,24.0,17307.329414076125,302.05320894241265,0.0,0.9696129113604853
27,8100,1,8100,270.44995776316796,0.0,0.0,24.0,17284.823133953778,302.1046323270168,0.0,0.9683520363132019
28,8400,1,8400,270.42282190454347,0.0,0.0,24.0,17271.319365880376,302.1370147009792,0.0,0.9675955112848321
29,8700,1,8700,270.3923850750452,0.0,0.0,24.0,17343.33946227184,302.1640171755674,0.0,0.9716303114361367
30,9000,1,9000,270.35880322605306,0.0,0.0,24.0,17298.32690202718,302.2154252260289,0.0,0.9691085613415716
