index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,22.0,0.0,270.84,293.15,3645.611313643186,0.9126213592233009
1,300,1,300,0.0,0.0,22.0,0.0,270.82701932870367,294.11829597680327,3956.37978290512,0.9904173496406518
2,600,1,600,0.0,0.0,22.0,0.0,270.81392129629626,294.7868506065755,3954.8687530707834,0.9900390871264669
3,900,1,900,0.0,0.0,22.0,0.0,270.80072187499997,295.15270616356287,3958.3944893508983,0.9909216996595638
4,1200,1,1200,0.0,0.0,22.0,0.0,270.787437037037,295.3603911105851,450.28689063235845,0.11272222922708366
5,1500,1,1500,0.0,0.0,22.0,0.0,270.7740827546296,293.89446242793764,33.24265635540901,0.00832177531206658
6,1800,1,1800,0.0,0.0,22.0,0.0,270.760675,292.9209869153416,34.753686189745785,0.008700037826251424
7,2100,1,2100,0.0,0.0,22.0,0.0,270.74722974537036,292.396578193735,33.24265635540901,0.00832177531206658
8,2400,1,2400,0.0,0.0,22.0,0.0,270.73376296296294,292.1101315605393,3758.938551218444,0.9409910477871642
9,2700,1,2700,0.0,0.0,22.0,0.0,270.72029062499996,293.63678872207527,3986.600379591856,0.9979825999243487
10,3000,1,3000,0.0,0.0,22.0,0.0,270.7068287037037,294.56098176131405,3971.993757859929,0.9943260622872273
11,3300,1,3300,0.0,0.0,22.0,0.0,270.6933931712963,295.0580329291202,3942.780514396089,0.9870129870129881
12,3600,1,3600,0.0,0.0,22.0,0.0,270.67999999999995,295.3203873319859,3942.780514396089,0.9870129870129881
13,3900,1,3900,0.0,0.0,22.0,0.0,270.6665203883495,295.4712485266737,3940.2621313388563,0.9863825494893456
14,4200,1,4200,0.0,0.0,22.0,0.0,270.6528317152103,295.5591432490219,3937.240071670183,0.9856260244609759
15,4500,1,4500,0.0,0.0,22.0,0.0,270.63895922330096,295.61487493842674,3922.6334499382633,0.9819694868238563
16,4800,1,4800,0.0,0.0,22.0,0.0,270.6249281553398,295.6481780495076,335.95229983420955,0.08410036565376383
17,5100,1,5100,0.0,0.0,22.0,0.0,270.6107637540453,294.0532412191209,28.70956685239869,0.007186987769512046
18,5400,1,5400,0.0,0.0,22.0,0.0,270.5964912621359,293.0603538643425,31.731626521072236,0.007943512797881734
19,5700,1,5700,0.0,0.0,22.0,0.0,270.58213592233005,292.52440476324847,30.220596686735462,0.00756525028369689
20,6000,1,6000,0.0,0.0,22.0,0.0,270.56772297734625,292.22999822743606,3589.703209772725,0.8986256461984616
21,6300,1,6300,0.0,0.0,22.0,0.0,270.5532776699029,293.6765356355383,3895.9385895316495,0.975286849073258
22,6600,1,6600,0.0,0.0,22.0,0.0,270.5388252427184,294.5919617761798,3896.4422661430904,0.9754129365779851
23,6900,1,6900,0.0,0.0,22.0,0.0,270.5243909385113,295.08877753987656,3887.3760871370696,0.9731433614928761
24,7200,1,7200,0.0,0.0,22.0,0.0,270.51,295.3597011483774,3883.346674245507,0.9721346614550503
25,7500,1,7500,0.0,0.0,22.0,0.0,270.49370276227603,295.5107051211862,3880.3246145768335,0.9713781364266807
